season,round_number,team_name,games,kicks_pg,handballs_pg,disposals_pg,marks_pg,goals_pg,behinds_pg,goal_assists_pg,inside_50s_pg,rebound_50s_pg,tackles_pg,hitouts_pg,frees_for_pg,frees_ag_pg,clearances_pg,clangers_pg,cp_pg,up_pg,eff_disposals_pg,disposal_eff_pct,cont_marks_pg,marks_i50_pg,one_pct_pg,bounces_pg,centre_cl_pg,stoppage_cl_pg,metres_gained_total,turnovers_pg,intercepts_pg,tackles_i50_pg,goal_conv_pct,kicking_ratio,mg_pg,source_game_rows,source_mix
2024,20,Melbourne Demons,18.0,213.88888888888889,133.77777777777777,347.6666666666667,95.33333333333333,11.38888888888889,10.444444444444445,8.333333333333334,49.666666666666664,41.44444444444444,59.166666666666664,37.388888888888886,16.72222222222222,17.61111111111111,33.833333333333336,54.888888888888886,130.11111111111111,209.94444444444446,,,10.5,11.166666666666666,44.111111111111114,3.7777777777777777,,,,,,10.7,0.5216284987277354,0.6152125279642058,,18.0,afl_tables+footywire
2024,20,North Melbourne Kangaroos,18.0,207.27777777777777,143.33333333333334,350.6111111111111,88.72222222222223,10.722222222222221,6.666666666666667,7.444444444444445,45.0,42.388888888888886,58.166666666666664,37.77777777777778,18.833333333333332,19.833333333333332,37.05555555555556,55.44444444444444,127.55555555555556,213.66666666666666,,,8.222222222222221,9.944444444444445,40.0,5.111111111111111,,,,,,8.4,0.6166134185303515,0.5911899857391856,,18.0,afl_tables+footywire
2024,20,Port Adelaide Power,18.0,219.38888888888889,130.05555555555554,349.44444444444446,98.72222222222223,12.222222222222221,13.555555555555555,9.055555555555555,54.27777777777778,37.22222222222222,63.333333333333336,39.22222222222222,17.555555555555557,17.444444444444443,36.44444444444444,52.666666666666664,127.0,211.44444444444446,,,9.833333333333334,14.11111111111111,42.05555555555556,7.444444444444445,,,,,,13.2,0.47413793103448276,0.6278219395866454,,18.0,afl_tables+footywire
2024,20,Richmond Tigers,18.0,199.05555555555554,133.0,332.05555555555554,82.88888888888889,9.166666666666666,10.333333333333334,6.944444444444445,46.94444444444444,42.55555555555556,51.888888888888886,41.111111111111114,14.944444444444445,19.11111111111111,32.833333333333336,63.666666666666664,122.66666666666667,200.44444444444446,,,8.0,9.777777777777779,46.44444444444444,7.666666666666667,,,,,,8.8,0.4700854700854701,0.5994646143550276,,18.0,afl_tables+footywire
2024,20,St Kilda Saints,18.0,222.77777777777777,137.88888888888889,360.6666666666667,97.33333333333333,10.555555555555555,9.944444444444445,7.388888888888889,49.77777777777778,38.333333333333336,61.833333333333336,29.666666666666668,17.555555555555557,17.944444444444443,34.888888888888886,57.72222222222222,133.66666666666666,218.83333333333334,,,9.777777777777779,11.333333333333334,42.77777777777778,5.444444444444445,,,,,,11.0,0.5149051490514905,0.6176833025261861,,18.0,afl_tables+footywire
2024,20,Sydney Swans,18.0,222.33333333333334,138.72222222222223,361.05555555555554,94.94444444444444,15.0,12.777777777777779,10.833333333333334,55.94444444444444,38.333333333333336,59.27777777777778,40.5,18.0,17.666666666666668,36.611111111111114,57.166666666666664,132.22222222222223,221.61111111111111,,,7.833333333333333,12.61111111111111,50.388888888888886,8.38888888888889,,,,,,9.5,0.54,0.6157870441606401,,18.0,afl_tables+footywire
2024,20,West Coast Eagles,18.0,190.83333333333334,123.61111111111111,314.44444444444446,85.61111111111111,9.61111111111111,9.61111111111111,6.611111111111111,46.0,38.22222222222222,54.5,29.055555555555557,17.61111111111111,17.11111111111111,34.333333333333336,48.888888888888886,122.05555555555556,185.33333333333334,,,10.38888888888889,10.333333333333334,40.166666666666664,6.833333333333333,,,,,,9.4,0.5,0.6068904593639576,,18.0,afl_tables+footywire
2024,20,Western Bulldogs,18.0,218.22222222222223,154.5,372.72222222222223,99.77777777777777,13.444444444444445,11.88888888888889,9.0,55.333333333333336,35.611111111111114,58.94444444444444,36.333333333333336,16.944444444444443,17.333333333333332,39.22222222222222,53.0,133.61111111111111,234.88888888888889,,,11.222222222222221,12.277777777777779,44.0,6.777777777777778,,,,,,12.2,0.5307017543859649,0.5854821881055299,,18.0,afl_tables+footywire
2024,21,Adelaide Crows,19.0,214.42105263157896,146.52631578947367,360.94736842105266,88.42105263157895,12.0,10.210526315789474,8.368421052631579,50.05263157894737,40.31578947368421,63.63157894736842,44.21052631578947,19.473684210526315,19.36842105263158,38.526315789473685,57.68421052631579,136.3684210526316,214.52631578947367,,,9.368421052631579,10.68421052631579,45.63157894736842,3.473684210526316,,,,,,9.9,0.5402843601895735,0.5940507436570429,,19.0,afl_tables+footywire
2024,21,Brisbane Lions,19.0,233.8421052631579,126.73684210526316,360.57894736842104,112.36842105263158,13.421052631578947,13.0,8.947368421052632,57.78947368421053,35.26315789473684,55.94736842105263,35.63157894736842,18.63157894736842,16.31578947368421,40.0,52.68421052631579,133.10526315789474,222.1578947368421,,,10.842105263157896,13.157894736842104,43.05263157894737,3.0526315789473686,,,,,,11.2,0.5079681274900398,0.6485184644577434,,19.0,afl_tables+footywire
2024,21,Carlton Blues,19.0,215.52631578947367,140.47368421052633,356.0,89.0,14.473684210526315,11.0,9.789473684210526,51.68421052631579,39.63157894736842,65.10526315789474,33.578947368421055,19.210526315789473,17.94736842105263,39.94736842105263,53.21052631578947,140.31578947368422,209.10526315789474,,,10.842105263157896,11.526315789473685,41.578947368421055,4.2631578947368425,,,,,,11.9,0.5681818181818182,0.605410999408634,,19.0,afl_tables+footywire
2024,21,Collingwood Magpies,19.0,201.73684210526315,140.31578947368422,342.05263157894734,79.94736842105263,12.526315789473685,11.105263157894736,8.894736842105264,49.526315789473685,39.63157894736842,65.10526315789474,41.421052631578945,19.0,18.42105263157895,37.63157894736842,60.94736842105263,131.6315789473684,199.6315789473684,,,9.052631578947368,11.263157894736842,46.1578947368421,4.105263157894737,,,,,,11.1,0.5300668151447662,0.5897830435451608,,19.0,afl_tables+footywire
2024,21,Essendon Bombers,19.0,221.0,155.8421052631579,376.8421052631579,97.6842105263158,12.210526315789474,10.421052631578947,9.157894736842104,55.73684210526316,36.36842105263158,60.94736842105263,39.526315789473685,17.842105263157894,15.210526315789474,36.421052631578945,55.73684210526316,129.6315789473684,237.21052631578948,,,9.0,12.526315789473685,42.89473684210526,8.631578947368421,,,,,,11.3,0.5395348837209303,0.5864525139664805,,19.0,afl_tables+footywire
2024,21,Fremantle Dockers,19.0,209.3684210526316,159.89473684210526,369.2631578947368,95.21052631578948,12.631578947368421,11.263157894736842,9.31578947368421,51.421052631578945,37.05263157894737,58.94736842105263,38.578947368421055,18.0,16.63157894736842,40.31578947368421,48.473684210526315,126.63157894736842,236.42105263157896,,,7.842105263157895,13.157894736842104,37.0,7.368421052631579,,,,,,10.7,0.5286343612334802,0.5669897377423033,,19.0,afl_tables+footywire
2024,21,Geelong Cats,19.0,216.31578947368422,135.68421052631578,352.0,87.6842105263158,13.578947368421053,10.31578947368421,9.578947368421053,54.36842105263158,40.0,66.42105263157895,36.05263157894737,15.421052631578947,17.157894736842106,38.63157894736842,60.78947368421053,136.42105263157896,203.26315789473685,,,9.631578947368421,12.789473684210526,46.526315789473685,4.578947368421052,,,,,,10.8,0.5682819383259912,0.6145334928229665,,19.0,afl_tables+footywire
2024,21,Gold Coast Suns,19.0,204.21052631578948,144.6315789473684,348.8421052631579,85.78947368421052,12.210526315789474,10.631578947368421,8.263157894736842,57.26315789473684,39.68421052631579,59.89473684210526,40.578947368421055,20.0,17.157894736842106,35.31578947368421,55.68421052631579,132.1578947368421,210.78947368421052,,,9.421052631578947,10.631578947368421,48.0,5.105263157894737,,,,,,11.0,0.5345622119815668,0.5853952926976463,,19.0,afl_tables+footywire
2024,21,Greater Western Sydney Giants,19.0,212.3684210526316,165.8421052631579,378.2105263157895,90.36842105263158,13.368421052631579,9.578947368421053,9.789473684210526,51.26315789473684,41.78947368421053,65.15789473684211,35.26315789473684,15.526315789473685,18.210526315789473,36.26315789473684,59.21052631578947,136.10526315789474,232.89473684210526,,,10.421052631578947,13.578947368421053,45.1578947368421,7.0,,,,,,11.7,0.5825688073394495,0.5615084887280823,,19.0,afl_tables+footywire
2024,21,Hawthorn Hawks,19.0,206.52631578947367,146.26315789473685,352.7894736842105,88.52631578947368,12.263157894736842,10.368421052631579,8.631578947368421,52.63157894736842,36.10526315789474,60.10526315789474,38.10526315789474,18.63157894736842,19.0,35.78947368421053,54.31578947368421,130.78947368421052,216.89473684210526,,,8.0,12.105263157894736,39.578947368421055,7.052631578947368,,,,,,11.2,0.541860465116279,0.5854095181262121,,19.0,afl_tables+footywire
2024,21,Melbourne Demons,19.0,213.78947368421052,132.94736842105263,346.7368421052632,95.0,11.421052631578947,10.473684210526315,8.368421052631579,49.63157894736842,41.31578947368421,59.05263157894737,36.89473684210526,16.526315789473685,17.473684210526315,33.94736842105263,54.78947368421053,130.47368421052633,208.89473684210526,,,10.31578947368421,11.052631578947368,44.05263157894737,3.6315789473684212,,,,,,10.7,0.5216346153846154,0.6165755919854281,,19.0,afl_tables+footywire
2024,21,North Melbourne Kangaroos,19.0,207.3684210526316,146.05263157894737,353.42105263157896,88.36842105263158,10.68421052631579,6.631578947368421,7.526315789473684,45.21052631578947,42.31578947368421,59.1578947368421,38.89473684210526,18.57894736842105,19.68421052631579,37.10526315789474,55.68421052631579,129.10526315789474,215.52631578947367,,,8.31578947368421,10.0,40.0,4.894736842105263,,,,,,8.4,0.6170212765957447,0.5867460908413998,,19.0,afl_tables+footywire
2024,21,Port Adelaide Power,19.0,219.10526315789474,130.42105263157896,349.5263157894737,98.05263157894737,12.157894736842104,13.526315789473685,8.947368421052632,54.36842105263158,37.1578947368421,64.78947368421052,39.78947368421053,17.789473684210527,17.789473684210527,36.78947368421053,53.1578947368421,127.57894736842105,210.52631578947367,,,10.0,14.052631578947368,42.10526315789474,7.421052631578948,,,,,,13.2,0.4733606557377049,0.6268634241831049,,19.0,afl_tables+footywire
2024,21,Richmond Tigers,19.0,199.68421052631578,133.94736842105263,333.63157894736844,84.3157894736842,9.157894736842104,10.473684210526315,6.7894736842105265,47.21052631578947,42.21052631578947,50.94736842105263,39.89473684210526,15.157894736842104,18.789473684210527,32.63157894736842,63.1578947368421,122.3157894736842,202.42105263157896,,,8.210526315789474,9.842105263157896,45.63157894736842,7.578947368421052,,,,,,8.8,0.46648793565683644,0.598517116264395,,19.0,afl_tables+footywire
2024,21,St Kilda Saints,19.0,224.73684210526315,138.10526315789474,362.8421052631579,100.05263157894737,10.894736842105264,9.736842105263158,7.684210526315789,49.421052631578945,38.26315789473684,60.78947368421053,29.736842105263158,17.526315789473685,17.736842105263158,34.578947368421055,57.421052631578945,133.10526315789474,221.73684210526315,,,10.105263157894736,11.789473684210526,42.526315789473685,5.684210526315789,,,,,,11.0,0.5280612244897959,0.6193791702930084,,19.0,afl_tables+footywire
2024,21,Sydney Swans,19.0,222.0,140.21052631578948,362.2105263157895,95.0,14.578947368421053,12.421052631578947,10.578947368421053,55.473684210526315,38.8421052631579,59.78947368421053,40.8421052631579,18.105263157894736,17.57894736842105,36.21052631578947,56.63157894736842,132.3684210526316,222.42105263157896,,,7.7894736842105265,12.31578947368421,50.05263157894737,8.210526315789474,,,,,,9.5,0.5399610136452242,0.6129032258064516,,19.0,afl_tables+footywire
2024,21,West Coast Eagles,19.0,190.94736842105263,123.57894736842105,314.5263157894737,85.42105263157895,9.68421052631579,9.578947368421053,6.684210526315789,45.94736842105263,38.05263157894737,54.78947368421053,29.473684210526315,17.42105263157895,17.210526315789473,34.473684210526315,48.89473684210526,121.78947368421052,185.57894736842104,,,10.157894736842104,10.157894736842104,39.578947368421055,7.052631578947368,,,,,,9.4,0.5027322404371585,0.607095046854083,,19.0,afl_tables+footywire
2024,21,Western Bulldogs,19.0,218.78947368421052,154.42105263157896,373.2105263157895,99.52631578947368,13.368421052631579,12.052631578947368,9.0,55.578947368421055,35.78947368421053,58.473684210526315,35.73684210526316,16.894736842105264,17.473684210526315,39.31578947368421,53.05263157894737,135.10526315789474,234.42105263157896,,,11.210526315789474,12.263157894736842,43.94736842105263,6.7894736842105265,,,,,,12.2,0.525879917184265,0.5862360738964885,,19.0,afl_tables+footywire
2024,22,Adelaide Crows,20.0,213.85,147.55,361.4,89.0,12.05,10.05,8.45,49.6,40.55,64.15,45.2,19.3,19.35,38.25,57.35,136.15,215.6,,,9.7,10.65,45.45,3.35,,,,,,9.9,0.5452488687782805,0.591726618705036,,20.0,afl_tables+footywire
2024,22,Brisbane Lions,20.0,233.95,127.4,361.35,112.1,13.7,12.85,9.3,57.65,35.2,55.3,36.2,18.45,15.95,40.4,52.35,133.4,222.35,,,10.9,13.1,43.0,3.0,,,,,,11.2,0.5160075329566854,0.6474332364743324,,20.0,afl_tables+footywire
2024,22,Carlton Blues,20.0,216.8,139.6,356.4,90.3,14.3,11.2,9.65,52.0,39.6,64.4,33.2,19.3,17.85,40.05,53.05,139.6,210.5,,,10.7,11.5,41.5,4.2,,,,,,11.9,0.5607843137254902,0.6083052749719416,,20.0,afl_tables+footywire
2024,22,Collingwood Magpies,20.0,201.25,139.5,340.75,79.1,12.5,11.15,8.9,49.6,39.9,64.95,41.95,18.85,18.55,37.5,61.45,131.55,197.8,,,9.15,11.25,47.2,4.2,,,,,,11.1,0.5285412262156448,0.5906089508437271,,20.0,afl_tables+footywire
2024,22,Essendon Bombers,20.0,220.7,155.9,376.6,97.9,12.25,10.5,9.2,55.9,36.05,61.1,39.55,17.9,15.3,36.2,55.55,129.3,237.65,,,9.2,12.45,42.3,8.6,,,,,,11.3,0.5384615384615384,0.5860329261816251,,20.0,afl_tables+footywire
2024,22,Fremantle Dockers,20.0,208.1,160.75,368.85,94.6,12.7,10.95,9.4,51.05,37.45,58.6,38.45,17.95,16.75,40.05,48.45,126.6,236.5,,,7.85,13.05,37.6,7.75,,,,,,10.7,0.5369978858350951,0.564185983462112,,20.0,afl_tables+footywire
2024,22,Geelong Cats,20.0,216.3,135.6,351.9,87.0,13.55,10.4,9.55,54.55,39.4,66.4,36.15,15.6,17.1,39.35,60.35,137.35,202.3,,,9.65,12.85,46.9,4.5,,,,,,10.8,0.5657620041753654,0.6146632566069906,,20.0,afl_tables+footywire
2024,22,Gold Coast Suns,20.0,202.9,144.55,347.45,84.65,12.25,10.55,8.35,57.0,39.25,59.7,41.5,20.05,17.2,35.35,55.9,131.65,209.6,,,9.3,10.7,48.15,5.2,,,,,,11.0,0.5372807017543859,0.5839689163908476,,20.0,afl_tables+footywire
2024,22,Greater Western Sydney Giants,20.0,212.15,164.55,376.7,90.6,13.3,9.7,9.75,51.1,41.65,65.25,34.85,15.5,18.15,36.25,58.85,135.65,231.55,,,10.65,13.65,44.65,7.2,,,,,,11.7,0.5782608695652174,0.5631802495354393,,20.0,afl_tables+footywire
2024,22,Hawthorn Hawks,20.0,205.7,146.65,352.35,88.0,12.25,10.35,8.75,52.6,36.05,59.8,38.5,18.55,18.8,35.75,54.05,130.3,216.8,,,7.85,12.1,38.8,7.3,,,,,,11.2,0.5420353982300885,0.5837945224918405,,20.0,afl_tables+footywire
2024,22,Melbourne Demons,20.0,212.4,132.7,345.1,94.1,11.3,10.2,8.35,49.1,41.7,59.25,37.4,16.45,17.55,34.1,55.6,130.7,207.1,,,10.35,11.1,43.6,3.55,,,,,,10.7,0.5255813953488372,0.6154737757171834,,20.0,afl_tables+footywire
2024,22,North Melbourne Kangaroos,20.0,208.95,147.15,356.1,90.35,10.85,6.6,7.75,45.15,42.7,59.25,39.45,18.45,19.25,36.9,54.95,128.85,218.6,,,8.55,10.15,39.85,5.2,,,,,,8.4,0.6217765042979942,0.5867733782645325,,20.0,afl_tables+footywire
2024,22,Port Adelaide Power,20.0,221.25,130.3,351.55,99.45,12.65,13.65,9.45,55.1,36.75,64.3,39.3,17.8,18.0,37.0,52.75,127.95,212.4,,,10.1,14.45,42.8,7.25,,,,,,13.2,0.48098859315589354,0.6293557104252596,,20.0,afl_tables+footywire
2024,22,Richmond Tigers,20.0,198.55,136.1,334.65,83.45,9.2,10.8,6.8,47.85,41.6,51.15,40.05,14.95,18.65,32.95,62.35,122.1,204.0,,,8.0,9.75,45.7,7.55,,,,,,8.8,0.46,0.5933064395637233,,20.0,afl_tables+footywire
2024,22,St Kilda Saints,20.0,223.95,137.85,361.8,101.15,10.6,9.7,7.55,48.9,38.15,61.05,29.4,17.1,17.6,34.2,57.2,131.25,222.6,,,9.85,11.95,42.15,5.6,,,,,,11.0,0.5221674876847291,0.6189883913764511,,20.0,afl_tables+footywire
2024,22,Sydney Swans,20.0,219.95,138.9,358.85,93.7,14.1,12.1,10.2,54.4,39.2,59.95,40.9,18.3,17.6,35.95,56.95,131.15,219.65,,,7.7,11.9,49.45,7.9,,,,,,9.5,0.5381679389312977,0.6129301936742372,,20.0,afl_tables+footywire
2024,22,West Coast Eagles,20.0,191.9,125.55,317.45,85.3,9.95,9.45,6.85,45.95,38.1,55.35,29.45,17.45,17.4,34.8,50.1,122.7,187.85,,,10.2,10.25,39.3,7.15,,,,,,9.4,0.5128865979381443,0.604504646401008,,20.0,afl_tables+footywire
2024,22,Western Bulldogs,20.0,218.35,154.65,373.0,99.3,13.45,12.45,9.15,56.05,35.4,58.4,35.95,17.0,17.35,39.4,52.6,135.1,234.3,,,11.25,12.6,44.1,6.8,,,,,,12.2,0.5193050193050193,0.5853887399463807,,20.0,afl_tables+footywire
2024,23,Adelaide Crows,21.0,214.71428571428572,147.38095238095238,362.0952380952381,90.0952380952381,12.285714285714286,10.0,8.761904761904763,49.285714285714285,41.0,63.76190476190476,45.857142857142854,18.904761904761905,19.333333333333332,37.904761904761905,57.57142857142857,136.52380952380952,215.8095238095238,,,10.095238095238095,11.0,45.42857142857143,3.5238095238095237,,,,,,9.9,0.5512820512820513,0.5929773803261441,,21.0,afl_tables+footywire
2024,23,Brisbane Lions,21.0,233.28571428571428,127.14285714285714,360.42857142857144,111.71428571428571,13.428571428571429,13.0,9.047619047619047,57.38095238095238,35.0,54.38095238095238,36.76190476190476,18.476190476190474,16.095238095238095,40.23809523809524,51.95238095238095,133.28571428571428,221.66666666666666,,,10.857142857142858,13.047619047619047,42.476190476190474,3.0,,,,,,11.2,0.5081081081081081,0.6472453428458185,,21.0,afl_tables+footywire
2024,23,Carlton Blues,21.0,216.9047619047619,139.57142857142858,356.4761904761905,91.28571428571429,13.857142857142858,11.047619047619047,9.380952380952381,51.57142857142857,39.95238095238095,63.57142857142857,33.0,19.19047619047619,17.904761904761905,39.61904761904762,53.523809523809526,138.28571428571428,211.8095238095238,,,10.619047619047619,11.238095238095237,41.333333333333336,4.238095238095238,,,,,,11.9,0.5564053537284895,0.6084691423991451,,21.0,afl_tables+footywire
2024,23,Collingwood Magpies,21.0,202.0,138.57142857142858,340.57142857142856,78.95238095238095,12.476190476190476,11.285714285714286,8.80952380952381,49.57142857142857,39.714285714285715,64.80952380952381,42.19047619047619,18.666666666666668,18.904761904761905,37.76190476190476,61.80952380952381,131.66666666666666,196.76190476190476,,,9.380952380952381,11.19047619047619,47.095238095238095,4.095238095238095,,,,,,11.1,0.5250501002004008,0.5931208053691275,,21.0,afl_tables+footywire
2024,23,Essendon Bombers,21.0,220.95238095238096,156.23809523809524,377.1904761904762,98.19047619047619,12.238095238095237,10.666666666666666,9.19047619047619,56.19047619047619,36.142857142857146,61.04761904761905,39.19047619047619,17.952380952380953,15.095238095238095,36.23809523809524,55.095238095238095,129.42857142857142,238.28571428571428,,,9.380952380952381,12.333333333333334,42.476190476190474,8.904761904761905,,,,,,11.3,0.5343035343035343,0.5857846231536422,,21.0,afl_tables+footywire
2024,23,Fremantle Dockers,21.0,209.1904761904762,161.0,370.1904761904762,95.80952380952381,12.523809523809524,10.80952380952381,9.333333333333334,51.0,37.476190476190474,57.523809523809526,37.904761904761905,18.0,16.61904761904762,39.666666666666664,48.095238095238095,126.0,238.38095238095238,,,7.904761904761905,12.952380952380953,37.42857142857143,7.761904761904762,,,,,,10.7,0.536734693877551,0.5650887573964497,,21.0,afl_tables+footywire
2024,23,Geelong Cats,21.0,215.52380952380952,134.23809523809524,349.76190476190476,87.0,13.380952380952381,10.523809523809524,9.238095238095237,54.285714285714285,39.38095238095238,66.0,36.714285714285715,15.523809523809524,17.19047619047619,39.142857142857146,59.80952380952381,136.8095238095238,201.0,,,9.666666666666666,12.666666666666666,46.523809523809526,5.142857142857143,,,,,,10.8,0.5597609561752988,0.6162014976174268,,21.0,afl_tables+footywire
2024,23,Gold Coast Suns,21.0,203.1904761904762,144.76190476190476,347.95238095238096,85.0,12.285714285714286,10.476190476190476,8.333333333333334,56.714285714285715,39.76190476190476,59.142857142857146,41.666666666666664,19.61904761904762,17.285714285714285,35.42857142857143,56.095238095238095,132.33333333333334,209.1904761904762,,,9.571428571428571,10.571428571428571,48.04761904761905,5.285714285714286,,,,,,11.0,0.5397489539748954,0.5839605857397017,,21.0,afl_tables+footywire
2024,23,Greater Western Sydney Giants,21.0,210.95238095238096,163.95238095238096,374.9047619047619,89.95238095238095,13.285714285714286,9.428571428571429,9.714285714285714,50.857142857142854,41.76190476190476,65.0,34.714285714285715,15.666666666666666,18.19047619047619,36.38095238095238,58.285714285714285,134.52380952380952,231.0,,,10.571428571428571,13.428571428571429,44.476190476190474,7.142857142857143,,,,,,11.7,0.5849056603773585,0.5626825860536009,,21.0,afl_tables+footywire
2024,23,Hawthorn Hawks,21.0,208.14285714285714,148.14285714285714,356.2857142857143,90.52380952380952,12.428571428571429,10.619047619047619,8.857142857142858,53.142857142857146,36.095238095238095,59.38095238095238,38.0,18.571428571428573,18.714285714285715,35.61904761904762,54.0,129.8095238095238,221.1904761904762,,,7.9523809523809526,12.476190476190476,38.76190476190476,7.285714285714286,,,,,,11.2,0.5392561983471075,0.5842020850040096,,21.0,afl_tables+footywire
2024,23,Melbourne Demons,21.0,212.42857142857142,133.28571428571428,345.7142857142857,93.71428571428571,11.095238095238095,10.142857142857142,8.19047619047619,49.04761904761905,41.95238095238095,59.285714285714285,37.142857142857146,16.80952380952381,17.428571428571427,33.95238095238095,55.80952380952381,132.0952380952381,206.23809523809524,,,10.476190476190476,10.904761904761905,44.095238095238095,3.5238095238095237,,,,,,10.7,0.5224215246636771,0.6144628099173554,,21.0,afl_tables+footywire
2024,23,North Melbourne Kangaroos,21.0,209.47619047619048,147.71428571428572,357.1904761904762,90.38095238095238,11.0,6.904761904761905,7.761904761904762,45.80952380952381,41.95238095238095,59.095238095238095,39.61904761904762,18.38095238095238,19.095238095238095,37.285714285714285,54.523809523809526,129.61904761904762,218.9047619047619,,,8.904761904761905,10.095238095238095,39.904761904761905,5.476190476190476,,,,,,8.4,0.6143617021276596,0.586455139314758,,21.0,afl_tables+footywire
2024,23,Port Adelaide Power,21.0,222.42857142857142,130.0,352.42857142857144,99.85714285714286,12.380952380952381,13.523809523809524,9.285714285714286,55.142857142857146,36.95238095238095,64.19047619047619,38.80952380952381,17.666666666666668,18.285714285714285,36.904761904761905,52.904761904761905,128.04761904761904,213.0,,,9.904761904761905,14.380952380952381,44.04761904761905,7.142857142857143,,,,,,13.2,0.47794117647058826,0.6311309282529388,,21.0,afl_tables+footywire
2024,23,Richmond Tigers,21.0,198.42857142857142,137.66666666666666,336.0952380952381,84.04761904761905,9.095238095238095,10.714285714285714,6.761904761904762,47.61904761904762,41.285714285714285,50.0,39.523809523809526,14.666666666666666,18.714285714285715,32.714285714285715,61.904761904761905,121.38095238095238,206.14285714285714,,,8.0,9.714285714285714,45.142857142857146,7.619047619047619,,,,,,8.8,0.45913461538461536,0.5903938792859167,,21.0,afl_tables+footywire
2024,23,St Kilda Saints,21.0,225.23809523809524,138.47619047619048,363.7142857142857,103.19047619047619,10.80952380952381,9.666666666666666,7.761904761904762,49.0,37.95238095238095,59.76190476190476,29.238095238095237,17.238095238095237,17.19047619047619,33.904761904761905,56.523809523809526,130.33333333333334,225.33333333333334,,,9.761904761904763,12.142857142857142,42.285714285714285,5.571428571428571,,,,,,11.0,0.5279069767441861,0.6192720607488872,,21.0,afl_tables+footywire
2024,23,Sydney Swans,21.0,218.66666666666666,138.38095238095238,357.04761904761904,92.52380952380952,14.047619047619047,12.047619047619047,10.047619047619047,54.142857142857146,39.04761904761905,60.095238095238095,41.19047619047619,18.666666666666668,17.476190476190474,36.42857142857143,56.857142857142854,131.04761904761904,217.52380952380952,,,7.809523809523809,11.619047619047619,50.19047619047619,7.857142857142857,,,,,,9.5,0.5383211678832117,0.6124299813283542,,21.0,afl_tables+footywire
2024,23,West Coast Eagles,21.0,191.57142857142858,125.04761904761905,316.6190476190476,84.71428571428571,10.19047619047619,9.571428571428571,6.904761904761905,45.76190476190476,38.333333333333336,55.42857142857143,29.61904761904762,17.38095238095238,17.38095238095238,35.0,49.714285714285715,122.71428571428571,186.9047619047619,,,10.285714285714286,10.380952380952381,39.38095238095238,7.0476190476190474,,,,,,9.4,0.5156626506024097,0.6050533914874417,,21.0,afl_tables+footywire
2024,23,Western Bulldogs,21.0,217.33333333333334,154.04761904761904,371.3809523809524,98.38095238095238,13.238095238095237,12.714285714285714,8.952380952380953,56.19047619047619,34.904761904761905,58.76190476190476,35.285714285714285,17.095238095238095,17.047619047619047,39.142857142857146,52.19047619047619,135.1904761904762,232.28571428571428,,,11.238095238095237,12.571428571428571,43.857142857142854,6.9523809523809526,,,,,,12.2,0.5100917431192661,0.585203231183485,,21.0,afl_tables+footywire
2024,24,Adelaide Crows,22.0,214.36363636363637,146.6818181818182,361.04545454545456,88.72727272727273,12.090909090909092,10.0,8.636363636363637,49.18181818181818,40.90909090909091,64.0909090909091,45.72727272727273,19.363636363636363,19.636363636363637,37.90909090909091,57.90909090909091,137.13636363636363,213.77272727272728,,,10.0,10.727272727272727,45.72727272727273,3.4545454545454546,,,,,,9.9,0.5473251028806584,0.5937303285912124,,22.0,afl_tables+footywire
2024,24,Brisbane Lions,22.0,232.13636363636363,127.9090909090909,360.04545454545456,110.54545454545455,13.318181818181818,12.954545454545455,8.954545454545455,56.77272727272727,34.95454545454545,53.72727272727273,36.68181818181818,18.545454545454547,16.40909090909091,40.09090909090909,52.68181818181818,133.5,221.27272727272728,,,10.545454545454545,12.954545454545455,42.68181818181818,3.227272727272727,,,,,,11.2,0.5069204152249135,0.6447418255270799,,22.0,afl_tables+footywire
2024,24,Carlton Blues,22.0,217.45454545454547,141.3181818181818,358.77272727272725,91.0909090909091,13.863636363636363,11.227272727272727,9.363636363636363,51.59090909090909,39.95454545454545,64.0909090909091,33.22727272727273,19.181818181818183,17.818181818181817,39.81818181818182,53.45454545454545,138.9090909090909,213.3181818181818,,,10.636363636363637,11.409090909090908,41.31818181818182,4.409090909090909,,,,,,11.9,0.552536231884058,0.6061066768022298,,22.0,afl_tables+footywire
2024,24,Collingwood Magpies,22.0,202.0909090909091,138.0,340.09090909090907,79.5909090909091,12.409090909090908,11.363636363636363,8.772727272727273,49.45454545454545,39.36363636363637,65.04545454545455,42.31818181818182,18.863636363636363,18.954545454545453,37.63636363636363,61.81818181818182,131.04545454545453,196.5909090909091,,,9.363636363636363,11.318181818181818,46.72727272727273,4.2272727272727275,,,,,,11.1,0.5219885277246654,0.5942261427425822,,22.0,afl_tables+footywire
2024,24,Essendon Bombers,22.0,220.77272727272728,156.95454545454547,377.72727272727275,98.27272727272727,12.045454545454545,10.681818181818182,9.136363636363637,56.09090909090909,35.90909090909091,60.40909090909091,38.77272727272727,17.90909090909091,14.863636363636363,36.0,54.77272727272727,129.86363636363637,239.04545454545453,,,9.5,12.318181818181818,42.36363636363637,8.818181818181818,,,,,,11.3,0.53,0.5844765342960289,,22.0,afl_tables+footywire
