anchor,snapshot_ts,sport,away,home,commence_time,market,side,line,book,american_odds,devig_fair_prob,best_price_flag
last_available_pregame,2026-09-08T18:57:02.426968+00:00,soccer_uefa_champs_league,Inter Milan,Real Madrid,2026-09-08T19:00:00Z,ml,home,,pinnacle,-165,0.605476,1
last_available_pregame,2026-09-08T18:57:02.426968+00:00,soccer_uefa_champs_league,Inter Milan,Real Madrid,2026-09-08T19:00:00Z,ml,away,,pinnacle,445,0.178428,0
last_available_pregame,2026-09-08T18:57:02.426968+00:00,soccer_uefa_champs_league,Inter Milan,Real Madrid,2026-09-08T19:00:00Z,ml,draw,,pinnacle,350,0.216096,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,ml,home,,pinnacle,154,0.380824,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,ml,away,,pinnacle,179,0.346700,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,ml,draw,,pinnacle,255,0.272477,1
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,ml,home,,pinnacle,194,0.330781,1
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,ml,away,,pinnacle,147,0.393724,0
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,ml,draw,,pinnacle,253,0.275495,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,ballybet,-122,0.525376,1
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,ballybet,100,0.474624,0
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,ballybet,-167,0.600820,0
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,ballybet,133,0.399180,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,betmgm,-135,0.536194,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,betmgm,-102,0.463806,0
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,betmgm,-185,0.611942,0
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,betmgm,130,0.388058,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,betonlineag,-132,0.544038,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,betonlineag,107,0.455962,1
last_available_pregame,2026-09-10T04:00:56.198837+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,betonlineag,-135,0.551458,0
last_available_pregame,2026-09-10T04:00:56.198837+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,betonlineag,111,0.448542,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,betparx,-122,0.525376,1
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,betparx,100,0.474624,0
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,betparx,-167,0.600820,0
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,betparx,133,0.399180,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,betrivers,-122,0.525376,1
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,betrivers,100,0.474624,0
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,betrivers,-167,0.600820,0
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,betrivers,133,0.399180,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,bovada,-135,0.544689,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,bovada,105,0.455311,0
last_available_pregame,2026-09-10T04:00:56.198837+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,bovada,-140,0.552943,0
last_available_pregame,2026-09-10T04:00:56.198837+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,bovada,108,0.447057,0
earliest_available,2026-09-08T18:00:54.181904+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,fliff,-145,0.542081,0
earliest_available,2026-09-08T18:00:54.181904+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,fliff,-105,0.457919,0
last_available_pregame,2026-09-10T18:01:13.681591+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,fliff,-190,0.611108,0
last_available_pregame,2026-09-10T18:01:13.681591+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,fliff,125,0.388892,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,lowvig,-132,0.544038,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,lowvig,107,0.455962,1
last_available_pregame,2026-09-10T04:00:56.198837+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,lowvig,-135,0.551458,0
last_available_pregame,2026-09-10T04:00:56.198837+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,lowvig,111,0.448542,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,novig,-127,0.535481,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,novig,104,0.464519,0
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,over,2.5,novig,-163,0.617811,1
last_available_pregame,2026-09-10T18:57:38.103254+00:00,soccer_uefa_champs_league,RC Lens,Slavia Praha,2026-09-10T19:00:00Z,total,under,2.5,novig,160,0.382189,1
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,ml,home,,pinnacle,-122,0.530402,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,ml,away,,pinnacle,325,0.227096,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,ml,draw,,pinnacle,298,0.242502,1
last_available_pregame,2026-09-09T18:57:55.401905+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,ml,home,,pinnacle,-160,0.599623,1
last_available_pregame,2026-09-09T18:57:55.401905+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,ml,away,,pinnacle,430,0.183847,1
last_available_pregame,2026-09-09T18:57:55.401905+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,ml,draw,,pinnacle,350,0.216530,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,over,2.5,ballybet,-155,0.581945,1
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,under,2.5,ballybet,123,0.418055,1
last_available_pregame,2026-09-09T13:00:53.890591+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,over,2.5,ballybet,-175,0.611167,1
last_available_pregame,2026-09-09T13:00:53.890591+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,under,2.5,ballybet,138,0.388833,1
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,over,2.5,betmgm,-160,0.578300,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,under,2.5,betmgm,115,0.421700,0
last_available_pregame,2026-09-09T11:01:03.282158+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,over,2.5,betmgm,-190,0.615523,0
last_available_pregame,2026-09-09T11:01:03.282158+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,under,2.5,betmgm,130,0.384477,0
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,over,2.5,betparx,-155,0.581945,1
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,under,2.5,betparx,123,0.418055,1
last_available_pregame,2026-09-09T13:00:53.890591+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,over,2.5,betparx,-175,0.611167,1
last_available_pregame,2026-09-09T13:00:53.890591+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,under,2.5,betparx,138,0.388833,1
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,over,2.5,betrivers,-155,0.581945,1
earliest_available,2026-09-08T11:04:39.283678+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,under,2.5,betrivers,123,0.418055,1
last_available_pregame,2026-09-09T13:00:53.890591+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,over,2.5,betrivers,-175,0.611167,1
last_available_pregame,2026-09-09T13:00:53.890591+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,under,2.5,betrivers,138,0.388833,1
earliest_available,2026-09-08T16:01:00.536222+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,over,2.5,bovada,-165,0.592153,0
earliest_available,2026-09-08T16:01:00.536222+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,under,2.5,bovada,125,0.407847,1
last_available_pregame,2026-09-08T16:01:00.536222+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,over,2.5,bovada,-165,0.592153,0
last_available_pregame,2026-09-08T16:01:00.536222+00:00,soccer_uefa_champs_league,Galatasaray,Sporting Lisbon,2026-09-09T19:00:00Z,total,under,2.5,bovada,125,0.407847,1
