season,round,week_ending,game,home_team,away_team,elo,t1_margin,t2_hcap,t3_hcap,t4_hcap,t5_hcap,t6_hcap,t7_hcap,final_margin,final_total,home_odds,away_odds
2026,8,2026-05-05,Magpies vs Hawks,Magpies,Hawks,-112,-2.7,-6.7,+0.0,+2.5,+1.5,+0.0,+0.0,-5.4,175.2,2.27,1.79
2026,8,2026-05-05,Bulldogs vs Dockers,Bulldogs,Dockers,+2,+12.1,-5.2,+6.0,+0.0,-3.8,+0.0,+0.0,+9.1,172.4,1.67,2.50
2026,8,2026-05-05,Crows vs Power,Crows,Power,+223,+40.8,+6.2,+1.5,-1.5,+8.0,+0.8,+0.0,+55.7,168.0,1.06,16.42
2026,8,2026-05-05,Bombers vs Lions,Bombers,Lions,-455,-47.3,-7.0,+6.0,+0.0,+1.9,+2.2,+0.0,-44.1,178.8,9.07,1.12
2026,8,2026-05-05,Eagles vs Tigers,Eagles,Tigers,+22,+14.6,+3.6,+1.5,-3.0,+3.2,+0.0,+0.0,+19.9,136.9,1.41,3.44
2026,8,2026-05-05,Cats vs Kangaroos,Cats,Kangaroos,+309,+52.0,+3.2,+1.6,+3.0,+2.5,+0.0,+0.0,+62.3,188.2,1.04,23.92
2026,8,2026-05-05,Blues vs Saints,Blues,Saints,-38,+6.8,-0.8,+2.5,+0.0,-2.2,+0.0,+0.0,+6.4,170.9,1.75,2.33
2026,8,2026-05-05,Swans vs Demons,Swans,Demons,+274,+47.5,+5.3,+2.2,+3.0,-1.2,+0.0,+0.0,+56.8,203.2,1.06,17.45
2026,8,2026-05-05,Suns vs Giants,Suns,Giants,+57,+19.2,-0.3,+1.5,-4.0,+2.3,+0.0,+0.0,+18.6,173.4,1.43,3.31
