sport,date,season,home_team,away_team,home_odds_open,home_odds_close,away_odds_open,away_odds_close,total_open,total_close,who_shortened,totals_direction,fav_side,elo_gap_proxy,home_move_pct,away_move_pct,result_margin
AFL,2026-03-21,2026,Richmond,Gold Coast,5.65,4.8,1.14,1.19,186.5,190.5,HOME,OVERS,AWAY,-0.6642,-15.04,4.39,-68.0
AFL,2026-03-20,2026,Adelaide,Western Bulldogs,1.9,1.95,1.9,1.85,190.5,193.5,AWAY,OVERS,AWAY,0.0,2.63,-2.63,-6.0
AFL,2026-03-19,2026,Hawthorn,Sydney,1.53,1.35,2.5,3.2,185.5,185.5,HOME,EVEN,HOME,0.2407,-11.76,28.0,17.0
AFL,2026-03-15,2026,Gold Coast,West Coast,1.01,1.01,13.0,16.0,186.5,186.5,BOTH_OR_NEITHER,EVEN,HOME,0.8558,0.0,23.08,59.0
AFL,2026-03-15,2026,Melbourne,St Kilda,2.25,2.4,1.59,1.58,176.5,176.5,AWAY,EVEN,AWAY,-0.1719,6.67,-0.63,13.0
AFL,2026-03-15,2026,North Melbourne,Port Adelaide,2.2,2.4,1.62,1.58,188.5,188.5,AWAY,EVEN,AWAY,-0.1518,9.09,-2.47,46.0
AFL,2026-03-14,2026,Collingwood,Adelaide,1.74,1.74,2.0,2.1,172.5,172.5,BOTH_OR_NEITHER,EVEN,HOME,0.0695,0.0,5.0,-14.0
AFL,2026-03-14,2026,Sydney,Brisbane,1.48,1.39,2.55,3.0,187.5,187.5,HOME,EVEN,HOME,0.2655,-6.08,17.65,44.0
AFL,2026-03-14,2026,Geelong,Fremantle,1.48,1.5,2.55,2.6,179.5,179.5,BOTH_OR_NEITHER,EVEN,HOME,0.2655,1.35,1.96,10.0
AFL,2026-03-14,2026,Western Bulldogs,GWS Giants,1.29,1.35,3.4,3.2,195.5,195.5,AWAY,EVEN,HOME,0.4499,4.65,-5.88,81.0
AFL,2026-03-13,2026,Essendon,Hawthorn,3.6,4.3,1.26,1.22,187.5,185.5,AWAY,UNDERS,AWAY,-0.4815,19.44,-3.17,-62.0
AFL,2026-03-12,2026,Carlton,Richmond,1.42,1.34,2.75,3.25,172.5,170.5,HOME,UNDERS,HOME,0.3189,-5.63,18.18,4.0
AFL,2026-03-08,2026,St Kilda,Collingwood,1.8,1.7,2.0,2.15,166.5,184.5,HOME,OVERS,HOME,0.0526,-5.56,7.5,-12.0
AFL,2026-03-07,2026,Brisbane,Western Bulldogs,1.47,1.34,2.7,3.3,167.5,182.5,HOME,OVERS,HOME,0.295,-8.84,22.22,-5.0
AFL,2026-03-07,2026,GWS Giants,Hawthorn,2.75,1.05,1.45,9.0,170.5,172.5,HOME,OVERS,AWAY,-0.3095,-61.82,520.69,27.0
AFL,2026-03-06,2026,Gold Coast,Geelong,1.65,1.52,2.25,2.55,167.5,175.5,HOME,OVERS,HOME,0.1538,-7.88,13.33,56.0
AFL,2026-03-05,2026,Sydney,Carlton,1.3,1.3,3.5,3.55,172.5,173.5,BOTH_OR_NEITHER,OVERS,HOME,0.4583,0.0,1.43,63.0
AFL,2025-09-27,2025,Geelong,Brisbane,1.54,1.54,2.5,2.55,171.5,176.5,BOTH_OR_NEITHER,OVERS,HOME,0.2376,0.0,2.0,-47.0
AFL,2025-09-20,2025,Collingwood,Brisbane,1.7,1.65,2.18,2.3,161.5,161.5,HOME,EVEN,HOME,0.1237,-2.94,5.5,-29.0
AFL,2025-09-19,2025,Geelong,Hawthorn,1.56,1.56,2.45,2.5,168.5,166.5,BOTH_OR_NEITHER,UNDERS,HOME,0.2219,0.0,2.04,30.0
AFL,2025-09-13,2025,Brisbane,Gold Coast,1.48,1.6,2.65,2.4,169.5,172.5,AWAY,OVERS,HOME,0.2833,8.11,-9.43,53.0
AFL,2025-09-12,2025,Adelaide,Hawthorn,1.8,1.75,2.02,2.15,169.5,164.5,HOME,UNDERS,HOME,0.0576,-2.78,6.44,-34.0
AFL,2025-09-06,2025,Fremantle,Gold Coast,1.52,1.65,2.55,2.3,168.5,158.5,AWAY,UNDERS,HOME,0.2531,8.55,-9.8,-1.0
AFL,2025-09-06,2025,GWS Giants,Hawthorn,1.75,1.8,2.1,2.05,169.5,172.5,AWAY,OVERS,HOME,0.0909,2.86,-2.38,-19.0
AFL,2025-09-05,2025,Geelong,Brisbane,1.68,1.75,2.2,2.15,170.5,169.5,AWAY,UNDERS,HOME,0.134,4.17,-2.27,38.0
AFL,2025-09-04,2025,Adelaide,Collingwood,1.54,1.77,2.5,2.1,160.5,160.5,AWAY,EVEN,HOME,0.2376,14.94,-16.0,-24.0
AFL,2025-08-27,2025,Gold Coast,Essendon,1.03,1.05,12.0,11.0,168.5,166.5,AWAY,UNDERS,HOME,0.8419,1.94,-8.33,95.0
AFL,2025-08-24,2025,Brisbane,Hawthorn,1.52,1.72,2.55,2.18,165.5,169.5,AWAY,OVERS,HOME,0.2531,13.16,-14.51,10.0
AFL,2025-08-24,2025,Western Bulldogs,Fremantle,1.42,1.36,2.9,3.3,172.5,173.5,HOME,OVERS,HOME,0.3426,-4.23,13.79,-15.0
AFL,2025-08-24,2025,GWS Giants,St Kilda,1.25,1.18,4.0,5.2,173.5,173.5,HOME,EVEN,HOME,0.5238,-5.6,30.0,11.0
AFL,2025-08-23,2025,West Coast,Sydney,4.6,6.25,1.2,1.14,165.5,168.5,AWAY,OVERS,AWAY,-0.5862,35.87,-5.0,-67.0
AFL,2025-08-23,2025,Richmond,Geelong,11.0,17.0,1.04,1.025,174.5,177.5,AWAY,OVERS,AWAY,-0.8272,54.55,-1.44,-39.0
AFL,2025-08-23,2025,North Melbourne,Adelaide,7.5,5.2,1.09,1.18,178.5,181.5,HOME,OVERS,AWAY,-0.7462,-30.67,8.26,-13.0
AFL,2025-08-22,2025,Port Adelaide,Gold Coast,3.75,4.0,1.28,1.27,171.5,172.5,AWAY,OVERS,AWAY,-0.4911,6.67,-0.78,4.0
AFL,2025-08-22,2025,Collingwood,Melbourne,1.38,1.27,3.1,4.0,165.5,164.5,HOME,UNDERS,HOME,0.3839,-7.97,29.03,6.0
AFL,2025-08-21,2025,Essendon,Carlton,3.5,3.7,1.31,1.3,166.5,165.5,AWAY,UNDERS,AWAY,-0.4553,5.71,-0.76,-34.0
AFL,2025-08-17,2025,Western Bulldogs,West Coast,1.006,1.012,23.0,23.0,180.5,189.5,BOTH_OR_NEITHER,OVERS,HOME,0.9162,0.6,0.0,94.0
AFL,2025-08-17,2025,Sydney,Geelong,3.35,3.3,1.333,1.36,170.5,175.5,HOME,OVERS,AWAY,-0.4307,-1.49,2.03,-43.0
AFL,2025-08-17,2025,North Melbourne,Richmond,1.54,1.72,2.5,2.18,165.5,164.5,AWAY,UNDERS,HOME,0.2376,11.69,-12.8,48.0
AFL,2025-08-16,2025,Adelaide,Collingwood,1.52,1.5,2.55,2.68,164.5,156.5,HOME,UNDERS,HOME,0.2531,-1.32,5.1,3.0
AFL,2025-08-16,2025,Hawthorn,Melbourne,1.38,1.333,3.1,3.5,165.5,164.5,HOME,UNDERS,HOME,0.3839,-3.41,12.9,36.0
AFL,2025-08-16,2025,Carlton,Port Adelaide,1.47,1.44,2.7,2.9,172.5,173.5,HOME,OVERS,HOME,0.295,-2.04,7.41,54.0
AFL,2025-08-16,2025,Gold Coast,GWS Giants,1.5,1.36,2.6,3.3,174.5,178.5,HOME,OVERS,HOME,0.2683,-9.33,26.92,-35.0
AFL,2025-08-15,2025,Fremantle,Brisbane,1.91,1.72,1.91,2.18,167.5,166.5,HOME,UNDERS,AWAY,0.0,-9.95,14.14,-57.0
AFL,2025-08-15,2025,Essendon,St Kilda,3.2,5.0,1.36,1.19,168.5,166.5,AWAY,UNDERS,AWAY,-0.4035,56.25,-12.5,-2.0
AFL,2025-08-10,2025,West Coast,Adelaide,11.0,17.0,1.04,1.025,173.5,176.5,AWAY,OVERS,AWAY,-0.8272,54.55,-1.44,-9.0
AFL,2025-08-10,2025,Melbourne,Western Bulldogs,3.1,3.5,1.38,1.333,176.5,178.5,AWAY,OVERS,AWAY,-0.3839,12.9,-3.41,-6.0
AFL,2025-08-10,2025,GWS Giants,North Melbourne,1.04,1.06,11.0,10.5,165.5,170.5,AWAY,OVERS,HOME,0.8272,1.92,-4.55,54.0
AFL,2025-08-09,2025,Port Adelaide,Fremantle,3.1,3.5,1.38,1.333,166.5,164.5,AWAY,UNDERS,AWAY,-0.3839,12.9,-3.41,-6.0
AFL,2025-08-09,2025,Carlton,Gold Coast,3.2,4.15,1.36,1.25,169.5,169.5,AWAY,EVEN,AWAY,-0.4035,29.69,-8.09,-19.0
AFL,2025-08-09,2025,Brisbane,Sydney,1.23,1.27,4.2,4.0,167.5,168.5,AWAY,OVERS,HOME,0.547,3.25,-4.76,-2.0
AFL,2025-08-09,2025,Richmond,St Kilda,3.0,3.3,1.4,1.36,160.5,162.5,AWAY,OVERS,AWAY,-0.3636,10.0,-2.86,-4.0
AFL,2025-08-08,2025,Geelong,Essendon,1.015,1.01,17.0,26.0,182.5,181.5,HOME,UNDERS,HOME,0.8873,-0.49,52.94,44.0
AFL,2025-08-07,2025,Hawthorn,Collingwood,2.2,2.3,1.68,1.65,161.5,162.5,AWAY,OVERS,AWAY,-0.134,4.55,-1.79,64.0
AFL,2025-08-03,2025,Fremantle,Carlton,1.21,1.1,4.5,8.0,159.5,151.5,HOME,UNDERS,HOME,0.5762,-9.09,77.78,27.0
AFL,2025-08-03,2025,Geelong,Port Adelaide,1.17,1.03,5.25,15.0,176.5,178.5,HOME,OVERS,HOME,0.6355,-11.97,185.71,88.0
AFL,2025-08-03,2025,St Kilda,North Melbourne,1.38,1.28,3.1,3.85,175.5,179.5,HOME,OVERS,HOME,0.3839,-7.25,24.19,9.0
AFL,2025-08-02,2025,Collingwood,Brisbane,1.65,1.5,2.25,2.68,164.5,165.5,HOME,OVERS,HOME,0.1538,-9.09,19.11,-27.0
AFL,2025-08-02,2025,Sydney,Essendon,1.07,1.12,8.5,6.75,159.5,139.5,AWAY,UNDERS,HOME,0.7764,4.67,-20.59,14.0
AFL,2025-08-02,2025,Gold Coast,Richmond,1.09,1.03,7.5,15.0,166.5,167.5,HOME,OVERS,HOME,0.7462,-5.5,100.0,84.0
AFL,2025-08-02,2025,Melbourne,West Coast,1.11,1.06,6.5,10.5,173.5,176.5,HOME,OVERS,HOME,0.7083,-4.5,61.54,83.0
AFL,2025-08-01,2025,Adelaide,Hawthorn,1.52,1.5,2.55,2.68,165.5,162.5,HOME,UNDERS,HOME,0.2531,-1.32,5.1,14.0
AFL,2025-07-31,2025,Western Bulldogs,GWS Giants,1.65,1.4,2.25,3.1,175.5,180.5,HOME,OVERS,HOME,0.1538,-15.15,37.78,88.0
AFL,2025-07-27,2025,St Kilda,Melbourne,2.1,2.02,1.75,1.833,169.5,168.5,HOME,UNDERS,AWAY,-0.0909,-3.81,4.74,6.0
AFL,2025-07-27,2025,Richmond,Collingwood,10.0,13.0,1.05,1.04,155.5,155.5,AWAY,EVEN,AWAY,-0.81,30.0,-0.95,-36.0
AFL,2025-07-26,2025,Adelaide,Port Adelaide,1.28,1.17,3.75,5.4,158.5,146.5,HOME,UNDERS,HOME,0.4911,-8.59,44.0,98.0
AFL,2025-07-26,2025,North Melbourne,Geelong,7.5,10.5,1.09,1.06,177.5,180.5,AWAY,OVERS,AWAY,-0.7462,40.0,-2.75,-101.0
AFL,2025-07-26,2025,Fremantle,West Coast,1.09,1.04,7.5,13.0,163.5,164.5,HOME,OVERS,HOME,0.7462,-4.59,73.33,49.0
AFL,2025-07-26,2025,Gold Coast,Brisbane,2.05,2.55,1.78,1.54,153.5,154.5,AWAY,OVERS,AWAY,-0.0705,24.39,-13.48,66.0
AFL,2025-07-25,2025,GWS Giants,Sydney,1.65,1.45,2.25,2.85,165.5,166.5,HOME,OVERS,HOME,0.1538,-12.12,26.67,44.0
AFL,2025-07-25,2025,Essendon,Western Bulldogs,8.5,13.0,1.07,1.04,175.5,177.5,AWAY,OVERS,AWAY,-0.7764,52.94,-2.8,-93.0
AFL,2025-07-24,2025,Hawthorn,Carlton,1.2,1.22,4.6,4.5,163.5,161.5,AWAY,UNDERS,HOME,0.5862,1.67,-2.17,24.0
AFL,2025-07-20,2025,Adelaide,Gold Coast,1.44,1.3,2.8,3.7,175.5,175.5,HOME,EVEN,HOME,0.3208,-9.72,32.14,61.0
AFL,2025-07-20,2025,Collingwood,Fremantle,1.27,1.38,3.85,3.2,161.5,163.5,AWAY,OVERS,HOME,0.5039,8.66,-16.88,-1.0
AFL,2025-07-20,2025,Geelong,St Kilda,1.14,1.12,5.75,6.75,169.5,171.5,HOME,OVERS,HOME,0.6691,-1.75,17.39,31.0
AFL,2025-07-19,2025,West Coast,Richmond,1.65,1.65,2.25,2.3,160.5,159.5,BOTH_OR_NEITHER,UNDERS,HOME,0.1538,0.0,2.22,-49.0
AFL,2025-07-19,2025,Carlton,Melbourne,1.97,2.62,1.85,1.52,166.5,162.5,AWAY,UNDERS,AWAY,-0.0314,32.99,-17.84,8.0
AFL,2025-07-19,2025,Sydney,North Melbourne,1.14,1.08,5.75,9.0,172.5,174.5,HOME,OVERS,HOME,0.6691,-5.26,56.52,31.0
AFL,2025-07-19,2025,Hawthorn,Port Adelaide,1.31,1.15,3.5,6.0,156.5,150.5,HOME,UNDERS,HOME,0.4553,-12.21,71.43,38.0
AFL,2025-07-18,2025,Brisbane,Western Bulldogs,1.68,1.65,2.2,2.3,174.5,165.5,HOME,UNDERS,HOME,0.134,-1.79,4.55,10.0
AFL,2025-07-17,2025,Essendon,GWS Giants,3.6,8.0,1.3,1.1,172.5,168.5,AWAY,UNDERS,AWAY,-0.4694,122.22,-15.38,-48.0
AFL,2025-07-13,2025,Port Adelaide,West Coast,1.14,1.06,5.75,10.5,168.5,169.5,HOME,OVERS,HOME,0.6691,-7.02,82.61,26.0
AFL,2025-07-13,2025,St Kilda,Sydney,2.1,2.35,1.75,1.63,167.5,166.5,AWAY,UNDERS,AWAY,-0.0909,11.9,-6.86,-5.0
AFL,2025-07-13,2025,Melbourne,North Melbourne,1.31,1.2,3.5,4.6,168.5,166.5,HOME,UNDERS,HOME,0.4553,-8.4,31.43,36.0
AFL,2025-07-12,2025,Fremantle,Hawthorn,1.82,1.833,2.0,2.02,158.5,154.5,BOTH_OR_NEITHER,UNDERS,HOME,0.0471,0.71,1.0,13.0
AFL,2025-07-12,2025,Richmond,Essendon,3.0,3.3,1.4,1.36,164.5,162.5,AWAY,UNDERS,AWAY,-0.3636,10.0,-2.86,9.0
AFL,2025-07-12,2025,GWS Giants,Geelong,2.1,2.18,1.75,1.72,171.5,179.5,AWAY,OVERS,AWAY,-0.0909,3.81,-1.71,26.0
AFL,2025-07-12,2025,Western Bulldogs,Adelaide,1.65,1.54,2.25,2.55,179.5,183.5,HOME,OVERS,HOME,0.1538,-6.67,13.33,-11.0
AFL,2025-07-11,2025,Gold Coast,Collingwood,2.1,2.05,1.75,1.8,172.5,171.5,HOME,UNDERS,AWAY,-0.0909,-2.38,2.86,6.0
AFL,2025-07-10,2025,Carlton,Brisbane,3.2,5.2,1.36,1.18,168.5,170.5,AWAY,OVERS,AWAY,-0.4035,62.5,-13.24,-37.0
AFL,2025-07-06,2025,Adelaide,Melbourne,1.28,1.2,3.75,4.8,170.5,171.5,HOME,OVERS,HOME,0.4911,-6.25,28.0,13.0
AFL,2025-07-06,2025,Sydney,Fremantle,1.78,1.6,2.05,2.4,153.5,164.5,HOME,OVERS,HOME,0.0705,-10.11,17.07,11.0
AFL,2025-07-05,2025,St Kilda,Hawthorn,3.0,3.35,1.4,1.35,165.5,166.5,AWAY,OVERS,AWAY,-0.3636,11.67,-3.57,-20.0
AFL,2025-07-05,2025,Brisbane,Port Adelaide,1.22,1.2,4.35,4.8,168.5,169.5,HOME,OVERS,HOME,0.5619,-1.64,10.34,28.0
AFL,2025-07-05,2025,Geelong,Richmond,1.03,1.025,12.0,17.0,176.5,176.5,HOME,EVEN,HOME,0.8419,-0.49,41.67,72.0
AFL,2025-07-05,2025,Essendon,Gold Coast,3.1,3.5,1.38,1.333,169.5,171.5,AWAY,OVERS,AWAY,-0.3839,12.9,-3.41,-41.0
AFL,2025-07-04,2025,West Coast,GWS Giants,4.35,3.3,1.22,1.36,165.5,167.5,HOME,OVERS,AWAY,-0.5619,-24.14,11.48,-59.0
AFL,2025-07-04,2025,Carlton,Collingwood,3.6,4.5,1.3,1.22,160.5,161.5,AWAY,OVERS,AWAY,-0.4694,25.0,-6.15,-56.0
AFL,2025-07-03,2025,North Melbourne,Western Bulldogs,5.25,13.0,1.17,1.04,180.5,181.5,AWAY,OVERS,AWAY,-0.6355,147.62,-11.11,-49.0
AFL,2025-06-29,2025,Fremantle,St Kilda,1.28,1.28,3.75,3.85,166.5,165.5,BOTH_OR_NEITHER,UNDERS,HOME,0.4911,0.0,2.67,12.0
AFL,2025-06-29,2025,Richmond,Adelaide,5.25,8.0,1.17,1.1,174.5,168.5,AWAY,UNDERS,AWAY,-0.6355,52.38,-5.98,-68.0
AFL,2025-06-28,2025,Collingwood,West Coast,1.04,1.02,11.0,19.0,172.5,174.5,HOME,OVERS,HOME,0.8272,-1.92,72.73,29.0
AFL,2025-06-28,2025,Hawthorn,North Melbourne,1.153,1.14,5.5,6.25,157.5,157.5,HOME,EVEN,HOME,0.6534,-1.13,13.64,85.0
AFL,2025-06-28,2025,Gold Coast,Melbourne,1.36,1.27,3.2,4.0,172.5,172.5,HOME,EVEN,HOME,0.4035,-6.62,25.0,19.0
AFL,2025-06-27,2025,Sydney,Western Bulldogs,2.5,2.68,1.54,1.5,172.5,170.5,AWAY,UNDERS,AWAY,-0.2376,7.2,-2.6,-9.0
AFL,2025-06-26,2025,Port Adelaide,Carlton,1.75,1.85,2.1,2.0,164.5,158.5,AWAY,UNDERS,HOME,0.0909,5.71,-4.76,50.0
AFL,2025-06-22,2025,Western Bulldogs,Richmond,1.07,1.04,8.5,13.0,180.5,178.5,HOME,UNDERS,HOME,0.7764,-2.8,52.94,79.0
AFL,2025-06-22,2025,GWS Giants,Gold Coast,1.72,1.91,2.15,1.91,160.5,171.5,AWAY,OVERS,HOME,0.1111,11.05,-11.16,7.0
AFL,2025-06-21,2025,Collingwood,St Kilda,1.23,1.16,4.2,5.6,168.5,168.5,HOME,EVEN,HOME,0.547,-5.69,33.33,34.0
AFL,2025-06-21,2025,Port Adelaide,Sydney,1.62,1.87,2.3,1.97,168.5,168.5,AWAY,EVEN,HOME,0.1735,15.43,-14.35,-19.0
AFL,2025-06-21,2025,Carlton,North Melbourne,1.23,1.25,4.2,4.15,165.5,166.5,AWAY,OVERS,HOME,0.547,1.63,-1.19,-11.0
AFL,2025-06-20,2025,Geelong,Brisbane,1.52,1.36,2.55,3.3,166.5,167.5,HOME,OVERS,HOME,0.2531,-10.53,29.41,-41.0
AFL,2025-06-19,2025,Fremantle,Essendon,1.27,1.13,3.85,6.5,156.5,155.5,HOME,UNDERS,HOME,0.5039,-11.02,68.83,41.0
AFL,2025-06-15,2025,West Coast,Carlton,4.0,4.0,1.25,1.27,167.5,167.5,BOTH_OR_NEITHER,EVEN,AWAY,-0.5238,0.0,1.6,-34.0
AFL,2025-06-15,2025,Port Adelaide,Melbourne,1.78,1.85,2.05,2.0,154.5,160.5,AWAY,OVERS,HOME,0.0705,3.93,-2.44,25.0
AFL,2025-06-14,2025,North Melbourne,Fremantle,4.8,6.5,1.19,1.13,164.5,165.5,AWAY,OVERS,AWAY,-0.6027,35.42,-5.04,-6.0
AFL,2025-06-14,2025,Essendon,Geelong,4.35,6.5,1.22,1.13,163.5,166.5,AWAY,OVERS,AWAY,-0.5619,49.43,-7.38,-95.0
AFL,2025-06-14,2025,Brisbane,GWS Giants,1.4,1.2,3.0,4.8,167.5,172.5,HOME,OVERS,HOME,0.3636,-14.29,60.0,-11.0
AFL,2025-06-13,2025,Hawthorn,Adelaide,1.78,1.87,2.05,1.97,159.5,157.5,AWAY,UNDERS,HOME,0.0705,5.06,-3.9,3.0
AFL,2025-06-12,2025,St Kilda,Western Bulldogs,3.5,4.15,1.31,1.25,171.5,170.5,AWAY,UNDERS,AWAY,-0.4553,18.57,-4.58,-72.0
AFL,2025-06-09,2025,Melbourne,Collingwood,3.0,4.25,1.4,1.24,165.5,160.5,AWAY,UNDERS,AWAY,-0.3636,41.67,-11.43,-1.0
AFL,2025-06-08,2025,Carlton,Essendon,1.44,1.38,2.8,3.2,164.5,148.5,HOME,UNDERS,HOME,0.3208,-4.17,14.29,8.0
AFL,2025-06-08,2025,North Melbourne,West Coast,1.65,1.68,2.25,2.25,166.5,171.5,BOTH_OR_NEITHER,OVERS,HOME,0.1538,1.82,0.0,10.0
AFL,2025-06-07,2025,GWS Giants,Port Adelaide,1.28,1.333,3.75,3.5,164.5,159.5,AWAY,UNDERS,HOME,0.4911,4.14,-6.67,-16.0
AFL,2025-06-07,2025,Geelong,Gold Coast,1.4,1.42,3.0,3.0,180.5,158.5,BOTH_OR_NEITHER,UNDERS,HOME,0.3636,1.43,0.0,24.0
AFL,2025-06-07,2025,Richmond,Sydney,4.2,2.68,1.23,1.5,164.5,158.5,HOME,UNDERS,AWAY,-0.547,-36.19,21.95,-44.0
AFL,2025-06-06,2025,Adelaide,Brisbane,1.82,1.52,2.0,2.62,164.5,152.5,HOME,UNDERS,HOME,0.0471,-16.48,31.0,5.0
AFL,2025-06-05,2025,Western Bulldogs,Hawthorn,1.72,1.333,2.15,3.5,173.5,175.5,HOME,OVERS,HOME,0.1111,-22.5,62.79,-22.0
AFL,2025-06-01,2025,West Coast,Geelong,6.25,10.0,1.12,1.07,171.5,175.5,AWAY,OVERS,AWAY,-0.6961,60.0,-4.46,-43.0
AFL,2025-06-01,2025,Melbourne,St Kilda,1.65,1.48,2.25,2.75,169.5,168.5,HOME,UNDERS,HOME,0.1538,-10.3,22.22,-28.0
AFL,2025-05-31,2025,Sydney,Adelaide,1.82,2.45,2.0,1.58,174.5,172.5,AWAY,UNDERS,HOME,0.0471,34.62,-21.0,-90.0
AFL,2025-05-31,2025,GWS Giants,Richmond,1.07,1.06,8.5,10.5,173.5,173.5,HOME,EVEN,HOME,0.7764,-0.93,23.53,3.0
AFL,2025-05-31,2025,Gold Coast,Fremantle,1.47,1.38,2.7,3.2,182.5,157.5,HOME,UNDERS,HOME,0.295,-6.12,18.52,-11.0
AFL,2025-05-30,2025,Collingwood,Hawthorn,1.78,1.63,2.05,2.35,170.5,168.5,HOME,UNDERS,HOME,0.0705,-8.43,14.63,51.0
AFL,2025-05-29,2025,Brisbane,Essendon,1.153,1.06,5.5,10.5,174.5,171.5,HOME,UNDERS,HOME,0.6534,-8.07,90.91,18.0
AFL,2025-05-25,2025,St Kilda,Gold Coast,2.1,2.68,1.75,1.5,170.5,171.5,AWAY,OVERS,AWAY,-0.0909,27.62,-14.29,-19.0
AFL,2025-05-25,2025,Melbourne,Sydney,2.1,1.87,1.75,1.97,170.5,167.5,HOME,UNDERS,AWAY,-0.0909,-10.95,12.57,53.0
AFL,2025-05-25,2025,Adelaide,West Coast,1.04,1.05,11.0,11.0,165.5,173.5,BOTH_OR_NEITHER,OVERS,HOME,0.8272,0.96,0.0,66.0
AFL,2025-05-24,2025,Fremantle,Port Adelaide,1.58,1.333,2.4,3.5,167.5,165.5,HOME,UNDERS,HOME,0.206,-15.63,45.83,49.0
AFL,2025-05-24,2025,North Melbourne,Collingwood,5.75,4.15,1.14,1.25,175.5,176.5,HOME,OVERS,AWAY,-0.6691,-27.83,9.65,-45.0
AFL,2025-05-24,2025,Hawthorn,Brisbane,1.65,1.47,2.25,2.8,172.5,174.5,HOME,OVERS,HOME,0.1538,-10.91,24.44,-33.0
AFL,2025-05-24,2025,Carlton,GWS Giants,1.85,1.6,1.97,2.4,168.5,170.5,HOME,OVERS,HOME,0.0314,-13.51,21.83,-28.0
AFL,2025-05-23,2025,Essendon,Richmond,1.28,1.27,3.75,4.0,163.5,158.5,HOME,UNDERS,HOME,0.4911,-0.78,6.67,23.0
AFL,2025-05-22,2025,Geelong,Western Bulldogs,1.54,1.833,2.5,2.02,177.5,174.5,AWAY,UNDERS,HOME,0.2376,19.03,-19.2,14.0
AFL,2025-05-18,2025,West Coast,St Kilda,3.5,3.2,1.31,1.36,169.5,169.5,HOME,EVEN,AWAY,-0.4553,-8.57,3.82,28.0
AFL,2025-05-18,2025,Brisbane,Melbourne,1.17,1.14,5.25,5.75,177.5,172.5,HOME,UNDERS,HOME,0.6355,-2.56,9.52,-11.0
AFL,2025-05-18,2025,Richmond,North Melbourne,2.15,2.5,1.72,1.54,171.5,171.5,AWAY,EVEN,AWAY,-0.1111,16.28,-10.47,-4.0
AFL,2025-05-17,2025,Western Bulldogs,Essendon,1.28,1.24,3.75,4.25,176.5,177.5,HOME,OVERS,HOME,0.4911,-3.13,13.33,91.0
AFL,2025-05-17,2025,GWS Giants,Fremantle,1.44,1.333,2.8,3.5,174.5,172.5,HOME,UNDERS,HOME,0.3208,-7.43,25.0,-34.0
AFL,2025-05-17,2025,Port Adelaide,Geelong,2.25,2.4,1.65,1.6,179.5,175.5,AWAY,UNDERS,AWAY,-0.1538,6.67,-3.03,-76.0
AFL,2025-05-17,2025,Collingwood,Adelaide,1.44,1.5,2.8,2.68,175.5,167.5,AWAY,UNDERS,HOME,0.3208,4.17,-4.29,10.0
AFL,2025-05-16,2025,Sydney,Carlton,1.58,1.63,2.4,2.35,163.5,162.5,AWAY,UNDERS,HOME,0.206,3.16,-2.08,16.0
AFL,2025-05-15,2025,Gold Coast,Hawthorn,2.0,1.6,1.82,2.4,184.5,182.5,HOME,UNDERS,AWAY,-0.0471,-20.0,31.87,8.0
AFL,2025-05-11,2025,North Melbourne,Brisbane,6.0,7.5,1.13,1.09,178.5,176.5,AWAY,UNDERS,AWAY,-0.683,25.0,-3.54,0.0
AFL,2025-05-11,2025,Geelong,GWS Giants,1.5,1.4,2.6,3.0,174.5,174.5,HOME,EVEN,HOME,0.2683,-6.67,15.38,-4.0
AFL,2025-05-11,2025,Richmond,West Coast,1.54,1.44,2.5,2.8,171.5,175.5,HOME,OVERS,HOME,0.2376,-6.49,12.0,2.0
AFL,2025-05-10,2025,Port Adelaide,Adelaide,2.05,3.2,1.78,1.38,173.5,175.5,AWAY,OVERS,AWAY,-0.0705,56.1,-22.47,-5.0
AFL,2025-05-10,2025,Gold Coast,Western Bulldogs,1.82,1.8,2.0,2.05,179.5,176.5,HOME,UNDERS,HOME,0.0471,-1.1,2.5,10.0
AFL,2025-05-10,2025,Essendon,Sydney,2.15,2.3,1.72,1.65,171.5,172.5,AWAY,OVERS,AWAY,-0.1111,6.98,-4.07,8.0
AFL,2025-05-10,2025,Melbourne,Hawthorn,3.5,4.15,1.31,1.25,169.5,170.5,AWAY,OVERS,AWAY,-0.4553,18.57,-4.58,-35.0
AFL,2025-05-09,2025,St Kilda,Carlton,2.9,2.45,1.42,1.58,167.5,163.5,HOME,UNDERS,AWAY,-0.3426,-15.52,11.27,-15.0
AFL,2025-05-08,2025,Fremantle,Collingwood,2.1,2.1,1.75,1.77,163.5,163.5,BOTH_OR_NEITHER,EVEN,AWAY,-0.0909,0.0,1.14,-14.0
AFL,2025-05-04,2025,Brisbane,Gold Coast,1.5,1.5,2.6,2.68,175.5,173.5,BOTH_OR_NEITHER,UNDERS,HOME,0.2683,0.0,3.08,17.0
AFL,2025-05-04,2025,Hawthorn,Richmond,1.05,1.06,10.0,10.5,177.5,179.5,BOTH_OR_NEITHER,OVERS,HOME,0.81,0.95,5.0,65.0
AFL,2025-05-04,2025,Sydney,GWS Giants,2.2,2.18,1.68,1.72,169.5,171.5,HOME,OVERS,AWAY,-0.134,-0.91,2.38,14.0
