test_round,training_games,rules_logit,ml_logit,market_logit,disagreement,intercept
16,38,0.1247948993213859,0.48923440363271,0.2670092206340431,-0.005746285739235629,-0.31390234424144187
17,45,0.08977283598309814,0.5560754444407157,0.291285180832129,0.0058968103861348755,-0.18029997996105973
18,54,0.05676872138629257,0.5550995812374246,0.2955008965786974,0.023990044279119594,-0.2775940458809203
19,63,0.07206331083338931,0.543529949199739,0.3941230540329897,-0.07017683904231509,0.008795741533450693
21,72,0.11399113221705968,0.5166980049411242,0.3740723167189894,-0.0759929091141143,-0.01813329473560182
