candidate,games,rounds,accuracy,brier,log_loss
walk_forward_meta,43,5,0.7906976744186046,0.1781772358566573,0.5286165671994499
blend_rules_50,81,10,0.7283950617283951,0.18389582228395063,0.5405276741104224
blend_rules_25,81,10,0.7160493827160493,0.18420360979938272,0.5403554026591645
blend_rules_75,81,10,0.691358024691358,0.19062739041666668,0.5550063057146946
ml_only,81,10,0.691358024691358,0.19155075296296298,0.555837603967747
agreement_gate,81,10,0.691358024691358,0.19160612067901234,0.5566149063069904
market_open,81,10,0.7037037037037037,0.1933352286419753,0.565665031955396
rules_only,81,10,0.691358024691358,0.20439831419753085,0.5893559951236144
