match_id,season,stage,matchday,kickoff_utc,kickoff_precision,home_club_id,away_club_id,home_name_source,away_name_source,home_goals,away_goals,source_x,source_published_at_utc,Date,home_team,away_team,home_xg,away_xg,xg_source,p_home,p_draw,p_away,engine,season_key,date_key,home_odds,draw_odds,away_odds,closing_status,source_y,source,market_home_prob,market_draw_prob,market_away_prob,model_edge_home,model_edge_draw,model_edge_away,model_pick,market_pick,model_correct,market_correct,max_edge,value_pick,value_win,flat_return
ucl-2012-13-033,2012-13,knockout_phase,,2012-09-18T00:00:00+00:00,date_only,zenit-st-petersburg,m-laga,Zenit St. Petersburg (RUS),Málaga CF (ESP),2,2,,2012-09-18T00:00:00+00:00,2012-09-18 00:00:00+00:00,zenit-st-petersburg,m-laga-cf,2.0,2.0,goals_fallback,0.588963089846465,0.2013971727034399,0.2096397374500952,shared_xg_dixon_coles,2012-13,2012-09-18,1.6637,3.8463,5.0685,confirmed_archive_closing,,BeatTheBookie,0.5679273372958628,0.2456544500062727,0.1864182126978646,0.0210357525506021,-0.0442572773028328,0.0232215247522305,0,0,False,False,0.023221524752230605,2,False,-1.0
ucl-2012-13-034,2012-13,knockout_phase,,2012-09-18T00:00:00+00:00,date_only,rsc-anderlecht,ac-milan,RSC Anderlecht (BEL),AC Milan (ITA),1,3,,2012-09-18T00:00:00+00:00,2012-09-18 00:00:00+00:00,rsc-anderlecht,ac-milan,1.0,3.0,goals_fallback,0.1800854129181377,0.2018616115864722,0.61805297549539,shared_xg_dixon_coles,2012-13,2012-09-18,2.62,3.2659,2.6863,confirmed_archive_closing,,BeatTheBookie,0.3600297418849431,0.2888263338554613,0.3511439242595953,-0.1799443289668054,-0.0869647222689891,0.2669090512357946,2,0,True,False,0.26690905123579467,2,True,1.6863000000000001
ucl-2012-13-022,2012-13,knockout_phase,,2012-09-18T00:00:00+00:00,date_only,arsenal,montpellier-hsc,Arsenal FC (ENG),Montpellier HSC (FRA),2,0,,2012-09-18T00:00:00+00:00,2012-09-18 00:00:00+00:00,arsenal-fc,montpellier-hsc,2.0,0.0,goals_fallback,0.7325970165740027,0.1557134732000283,0.1116895102259689,shared_xg_dixon_coles,2012-13,2012-09-18,1.35,4.9581,8.7974,confirmed_archive_closing,,BeatTheBookie,0.701392049028432,0.1909762340792608,0.1076317168923071,0.0312049675455706,-0.0352627608792325,0.0040577933336617,0,0,True,True,0.031204967545570672,0,True,0.3500000000000001
ucl-2012-13-010,2012-13,knockout_phase,,2012-09-18T00:00:00+00:00,date_only,porto,dinamo-zagreb,FC Porto (POR),Dinamo Zagreb (CRO),3,0,,2012-09-18T00:00:00+00:00,2012-09-18 00:00:00+00:00,fc-porto,dinamo-zagreb,3.0,0.0,goals_fallback,0.8069196183151598,0.107294924615183,0.0857854570696571,shared_xg_dixon_coles,2012-13,2012-09-18,1.1226,8.3481,20.073,confirmed_archive_closing,,BeatTheBookie,0.8400540576053527,0.112965187895182,0.0469807544994653,-0.0331344392901928,-0.005670263279999,0.0388047025701917,0,0,True,True,0.03880470257019179,2,False,-1.0
ucl-2012-13-107,2012-13,knockout_phase,,2013-02-12T00:00:00+00:00,date_only,juventus,celtic,Juventus (ITA),Celtic FC (SCO),2,0,,2013-02-12T00:00:00+00:00,2013-02-12 00:00:00+00:00,juventus,celtic-fc,2.0,0.0,goals_fallback,0.4940989883521178,0.2664108117089271,0.2394901999389549,shared_xg_dixon_coles,2012-13,2013-02-12,1.403,4.6141,8.1141,confirmed_archive_closing,,BeatTheBookie,0.6770586812184672,0.2058718557789189,0.1170694630026139,-0.1829596928663494,0.0605389559300082,0.122420736936341,0,0,True,True,0.12242073693634101,2,False,-1.0
ucl-2012-13-108,2012-13,knockout_phase,,2013-02-12T00:00:00+00:00,date_only,paris-saint-germain,valencia,Paris Saint-Germain (FRA),Valencia CF (ESP),1,1,,2013-02-12T00:00:00+00:00,2013-02-12 00:00:00+00:00,paris-saint-germain,valencia-cf,1.0,1.0,goals_fallback,0.4691628860091466,0.3375545871687552,0.1932825268220983,shared_xg_dixon_coles,2012-13,2013-02-12,1.9126,3.4948,4.0563,confirmed_archive_closing,,BeatTheBookie,0.4953477733957825,0.2710890899040785,0.2335631367001389,-0.0261848873866359,0.0664654972646767,-0.0402806098780406,0,0,False,False,0.06646549726467671,1,True,2.4948
ucl-2012-13-125,2012-13,knockout_phase,,2013-02-12T00:00:00+00:00,date_only,borussia-dortmund,bayern-m-nchen,Borussia Dortmund (GER),Bayern München (GER),1,2,,2013-02-12T00:00:00+00:00,2013-02-12 00:00:00+00:00,borussia-dortmund,bayern-m-nchen,1.0,2.0,goals_fallback,0.0418886493125469,0.055379574766089,0.902731775921364,shared_xg_dixon_coles,2012-13,2013-02-12,4.5307,3.8448,1.7511,confirmed_archive_closing,,BeatTheBookie,0.2098309187622056,0.2472640823023109,0.5429049989354834,-0.1679422694496587,-0.1918845075362219,0.3598267769858806,2,2,True,True,0.3598267769858806,2,True,0.7511000000000001
ucl-2013-14-033,2013-14,knockout_phase,,2013-09-17T00:00:00+00:00,date_only,rsc-anderlecht,sl-benfica,RSC Anderlecht (BEL),SL Benfica (POR),2,3,,2013-09-17T00:00:00+00:00,2013-09-17 00:00:00+00:00,rsc-anderlecht,sl-benfica,2.0,3.0,goals_fallback,0.1768768261941314,0.3299068585601889,0.4932163152456795,shared_xg_dixon_coles,2013-14,2013-09-17,3.9433,3.4096,1.9715,confirmed_archive_closing,,BeatTheBookie,0.240576568105438,0.2782336875323128,0.481189744362249,-0.0636997419113066,0.0516731710278761,0.0120265708834305,2,2,True,True,0.05167317102787611,1,False,-1.0
ucl-2013-14-009,2013-14,knockout_phase,,2013-09-17T00:00:00+00:00,date_only,bayer-leverkusen,manchester-united,Bayer Leverkusen (GER),Manchester United (ENG),0,5,,2013-09-17T00:00:00+00:00,2013-09-17 00:00:00+00:00,bayer-leverkusen,manchester-united,0.0,5.0,goals_fallback,0.2345489775789241,0.1907944650757669,0.5746565573453088,shared_xg_dixon_coles,2013-14,2013-09-17,2.3426,3.2596,3.1515,confirmed_archive_closing,,BeatTheBookie,0.4061729000579743,0.291907177468343,0.3019199224736826,-0.1716239224790502,-0.1011127123925761,0.2727366348716262,2,0,True,False,0.27273663487162625,2,True,2.1515
ucl-2013-14-034,2013-14,knockout_phase,,2013-09-17T00:00:00+00:00,date_only,paris-saint-germain,olympiakos,Paris Saint-Germain (FRA),Olympiakos Piraeus (GRE),2,1,,2013-09-17T00:00:00+00:00,2013-09-17 00:00:00+00:00,paris-saint-germain,olympiakos-piraeus,2.0,1.0,goals_fallback,0.6402925955399018,0.2181717863963695,0.1415356180637286,shared_xg_dixon_coles,2013-14,2013-09-17,1.3652,4.7911,8.9533,confirmed_archive_closing,,BeatTheBookie,0.695688425532187,0.1982329399379143,0.1060786345298986,-0.0553958299922852,0.0199388464584551,0.0354569835338299,0,0,True,True,0.035456983533830005,2,False,-1.0
ucl-2013-14-021,2013-14,knockout_phase,,2013-09-17T00:00:00+00:00,date_only,real-madrid,galatasaray,Real Madrid (ESP),Galatasaray (TUR),4,1,,2013-09-17T00:00:00+00:00,2013-09-17 00:00:00+00:00,real-madrid,galatasaray,4.0,1.0,goals_fallback,0.6235723299513908,0.1670832002625489,0.2093444697860604,shared_xg_dixon_coles,2013-14,2013-09-17,1.2678,6.0007,10.46,confirmed_archive_closing,,BeatTheBookie,0.7504803411228639,0.1585579976462024,0.0909616612309337,-0.1269080111714731,0.0085252026163464,0.1183828085551266,0,0,True,True,0.11838280855512669,2,False,-1.0
ucl-2013-14-107,2013-14,knockout_phase,,2014-02-18T00:00:00+00:00,date_only,barcelona,manchester-city,FC Barcelona (ESP),Manchester City (ENG),2,1,,2014-02-18T00:00:00+00:00,2014-02-18 00:00:00+00:00,fc-barcelona,manchester-city,2.0,1.0,goals_fallback,0.6390251718010787,0.1895827347392989,0.1713920934596223,shared_xg_dixon_coles,2013-14,2014-02-18,1.6486,4.471,4.6197,confirmed_archive_closing,,BeatTheBookie,0.579510313950291,0.2136838970204539,0.2068057890292551,0.0595148578507876,-0.024101162281155,-0.0354136955696327,0,0,True,True,0.059514857850787695,0,True,0.6486000000000001
ucl-2013-14-108,2013-14,knockout_phase,,2014-02-18T00:00:00+00:00,date_only,paris-saint-germain,bayer-leverkusen,Paris Saint-Germain (FRA),Bayer Leverkusen (GER),2,1,,2014-02-18T00:00:00+00:00,2014-02-18 00:00:00+00:00,paris-saint-germain,bayer-leverkusen,2.0,1.0,goals_fallback,0.9250599230745974,0.0557705824500865,0.0191694944753158,shared_xg_dixon_coles,2013-14,2014-02-18,1.4093,4.7255,7.7559,confirmed_archive_closing,,BeatTheBookie,0.6757031508353939,0.2015169718489727,0.1227798773156333,0.2493567722392035,-0.1457463893988861,-0.1036103828403175,0,0,True,True,0.2493567722392035,0,True,0.4093
ucl-2013-14-125,2013-14,knockout_phase,,2014-02-18T00:00:00+00:00,date_only,real-madrid,atl-tico-madrid,Real Madrid (ESP),Atlético Madrid (ESP),4,1,,2014-02-18T00:00:00+00:00,2014-02-18 00:00:00+00:00,real-madrid,atl-tico-madrid,4.0,1.0,goals_fallback,0.8595043478977086,0.0895258941963925,0.0509697579058991,shared_xg_dixon_coles,2013-14,2014-02-18,2.1386,3.2671,3.7079,confirmed_archive_closing,,BeatTheBookie,0.4481581502320875,0.2933583361655114,0.2584835136024009,0.411346197665621,-0.2038324419691189,-0.2075137556965018,0,0,True,True,0.4113461976656211,0,True,1.1385999999999998
ucl-2014-15-010,2014-15,knockout_phase,,2014-09-16T00:00:00+00:00,date_only,malm-ff,juventus,Malmö FF (SWE),Juventus (ITA),0,2,,2014-09-16T00:00:00+00:00,2014-09-16 00:00:00+00:00,malm-ff,juventus,0.0,2.0,goals_fallback,0.2984480512785648,0.3047366902551435,0.3968152584662915,shared_xg_dixon_coles,2014-15,2014-09-16,1.1933,5.8848,12.01,confirmed_archive_closing,,BeatTheBookie,0.7679692246931191,0.1557262227817936,0.0763045525250873,-0.4695211734145543,0.1490104674733499,0.3205107059412042,2,0,True,False,0.32051070594120423,2,True,11.01
ucl-2014-15-033,2014-15,knockout_phase,,2014-09-16T00:00:00+00:00,date_only,zenit-st-petersburg,sl-benfica,Zenit St. Petersburg (RUS),SL Benfica (POR),1,0,,2014-09-16T00:00:00+00:00,2014-09-16 00:00:00+00:00,zenit-st-petersburg,sl-benfica,1.0,0.0,goals_fallback,0.4546080601697319,0.2646031791070428,0.2807887607232252,shared_xg_dixon_coles,2014-15,2014-09-16,2.0338,3.3983,3.7383,confirmed_archive_closing,,BeatTheBookie,0.4667401456125043,0.2793326393039788,0.2539272150835168,-0.0121320854427724,-0.0147294601969359,0.0268615456397083,0,0,True,True,0.026861545639708384,2,False,-1.0
ucl-2014-15-046,2014-15,knockout_phase,,2014-09-16T00:00:00+00:00,date_only,rsc-anderlecht,galatasaray,RSC Anderlecht (BEL),Galatasaray (TUR),2,0,,2014-09-16T00:00:00+00:00,2014-09-16 00:00:00+00:00,rsc-anderlecht,galatasaray,2.0,0.0,goals_fallback,0.1241340251634385,0.1870577795906585,0.688808195245903,shared_xg_dixon_coles,2014-15,2014-09-16,2.2434,3.3903,3.1993,confirmed_archive_closing,,BeatTheBookie,0.4232038893955752,0.2800388182373339,0.2967572923670907,-0.2990698642321368,-0.0929810386466754,0.3920509028788122,2,0,False,True,0.3920509028788123,2,False,-1.0
ucl-2014-15-045,2014-15,knockout_phase,,2014-09-16T00:00:00+00:00,date_only,arsenal,borussia-dortmund,Arsenal FC (ENG),Borussia Dortmund (GER),2,0,,2014-09-16T00:00:00+00:00,2014-09-16 00:00:00+00:00,arsenal-fc,borussia-dortmund,2.0,0.0,goals_fallback,0.3455318980171227,0.2633539189692048,0.3911141830136723,shared_xg_dixon_coles,2014-15,2014-09-16,2.6772,3.3834,2.6276,confirmed_archive_closing,,BeatTheBookie,0.3558526890590713,0.281577353889267,0.3625699570516615,-0.0103207910419486,-0.0182234349200622,0.0285442259620107,2,2,False,False,0.028544225962010783,2,False,-1.0
ucl-2014-15-009,2014-15,knockout_phase,,2014-09-16T00:00:00+00:00,date_only,atl-tico-madrid,olympiakos,Atlético Madrid (ESP),Olympiakos Piraeus (GRE),4,0,,2014-09-16T00:00:00+00:00,2014-09-16 00:00:00+00:00,atl-tico-madrid,olympiakos-piraeus,4.0,0.0,goals_fallback,0.8677985424103906,0.0955239060121686,0.0366775515774407,shared_xg_dixon_coles,2014-15,2014-09-16,1.3548,4.8145,9.349,confirmed_archive_closing,,BeatTheBookie,0.701107973160333,0.1972917399600413,0.1016002868796255,0.1666905692500575,-0.1017678339478727,-0.0649227353021848,0,0,True,True,0.16669056925005754,0,True,0.3548
ucl-2014-15-034,2014-15,knockout_phase,,2014-09-16T00:00:00+00:00,date_only,bayer-leverkusen,as-monaco,Bayer Leverkusen (GER),AS Monaco (FRA),0,1,,2014-09-16T00:00:00+00:00,2014-09-16 00:00:00+00:00,bayer-leverkusen,as-monaco,0.0,1.0,goals_fallback,0.443819827222382,0.2167786360747749,0.339401536702843,shared_xg_dixon_coles,2014-15,2014-09-16,1.6976,3.7521,5.1159,confirmed_archive_closing,,BeatTheBookie,0.5604538635468842,0.2535717275011835,0.1859744089519323,-0.1166340363245022,-0.0367930914264086,0.1534271277509107,0,0,False,False,0.15342712775091072,2,True,4.1159
