season,date,home,away,result,fthg,ftag,lambda,mu,p_home,p_draw,p_away,model_home,model_draw,model_away,model_over25,model_under25,close_home,close_draw,close_away,close_over25,close_under25,rps,brier_h,brier_d,brier_a,ll_h,ll_d,ll_a,clv_home,clv_draw,clv_away,clv_over25,clv_under25,elo_home,elo_away,elo_diff,actual_over25,ppda_home,ppda_away,ppda_diff,ppda_sum,rest_days_home,rest_days_away,rest_diff,form5_home,form5_away,form5_diff,referee,ref_home_win_rate,ref_goals_pg,ref_cards_pg
2017/18,2017-08-19,Bournemouth,Watford,A,0,2,1.901,1.237,0.499,0.2538,0.2473,2.004,3.941,4.044,1.647,2.545,,,,,,0.27185,0.24897,0.06439,0.56658,0.69108,0.2927,1.39722,,,,,,1475.9,1453.1,22.8,0,12.81,13.53,-0.72,26.34,7,7.0,0.0,8.0,1.0,7.0,R East,0.5094339622641509,2.641509433962264,3.0
2017/18,2017-08-19,Burnley,West Brom,A,0,1,1.211,1.238,0.3663,0.2953,0.3383,2.73,3.386,2.956,2.257,1.796,,,,,,0.19066,0.1342,0.08722,0.43779,0.45623,0.35003,1.0837,,,,,,1470.1,1475.6,-5.5,0,10.37,17.45,-7.08,27.82,7,7.0,0.0,7.0,4.0,3.0,M Atkinson,0.42696629213483145,2.449438202247191,3.539325842696629
2017/18,2017-08-19,Southampton,West Ham,H,3,2,2.463,1.32,0.5626,0.2224,0.215,1.778,4.496,4.65,1.373,3.679,,,,,,0.0792,0.19136,0.04946,0.04624,0.57526,0.25155,0.24212,,,,,,1494.5,1488.3,6.1,1,10.28,13.17,-2.89,23.45,7,6.0,1.0,5.0,7.0,-2.0,L Mason,0.5606060606060606,2.727272727272727,2.909090909090909
2017/18,2017-08-19,Liverpool,Crystal Palace,H,1,0,2.296,1.14,0.6091,0.217,0.1739,1.642,4.608,5.75,1.499,3.003,,,,,,0.06103,0.15283,0.04709,0.03025,0.49582,0.24463,0.19107,,,,,,1578.3,1452.5,125.8,0,7.77,10.0,-2.23,17.77,7,7.0,0.0,11.0,3.0,8.0,K Friend,0.3492063492063492,2.6666666666666665,3.9682539682539684
2017/18,2017-08-19,Stoke,Arsenal,H,1,0,1.589,1.97,0.3108,0.2374,0.4517,3.217,4.212,2.214,1.449,3.225,,,,,,0.22633,0.47494,0.05637,0.20406,1.16848,0.27106,0.60099,,,,,,1474.9,1589.8,-114.9,0,11.35,8.98,2.37,20.33,7,8.0,-1.0,5.0,15.0,-10.0,A Marriner,0.4520547945205479,2.9726027397260273,3.6986301369863015
2017/18,2017-08-19,Swansea,Man United,A,0,4,1.132,1.866,0.2534,0.2481,0.4986,3.947,4.031,2.006,1.736,2.36,,,,,,0.10521,0.0642,0.06153,0.25143,0.29218,0.2851,0.696,,,,,,1479.8,1581.0,-101.2,1,14.15,12.6,1.55,26.75,7,6.0,1.0,11.0,7.0,4.0,J Moss,0.4069767441860465,2.744186046511628,3.5232558139534884
2017/18,2017-08-20,Huddersfield,Newcastle,H,1,0,3.647,0.769,0.7651,0.1362,0.0987,1.307,7.34,10.133,1.225,5.435,,,,,,0.02164,0.05519,0.01856,0.00974,0.26779,0.14647,0.1039,,,,,,1521.6,1460.2,61.5,0,,11.31,,,8,7.0,1.0,3.0,8.0,-5.0,C Pawson,0.43243243243243246,2.4864864864864864,3.4594594594594597
2017/18,2017-08-20,Tottenham,Chelsea,A,1,2,1.844,1.437,0.4579,0.2556,0.2865,2.184,3.912,3.491,1.57,2.753,,,,,,0.23961,0.20969,0.06534,0.50913,0.61234,0.29519,1.25012,,,,,,1630.2,1611.9,18.3,1,8.08,14.43,-6.35,22.51,7,8.0,-1.0,12.0,12.0,0.0,A Taylor,0.44565217391304346,2.8260869565217392,3.717391304347826
2017/18,2017-08-21,Man City,Everton,D,1,1,2.95,1.02,0.6854,0.1791,0.1355,1.459,5.583,7.381,1.321,4.119,,,,,,0.1627,0.46975,0.67383,0.01836,1.15639,1.71964,0.14559,,,,,,1603.7,1531.8,71.9,0,7.2,10.01,-2.81,17.21,9,9.0,0.0,15.0,6.0,9.0,R Madley,0.5147058823529411,2.6470588235294117,3.323529411764706
2017/18,2017-08-26,Bournemouth,Man City,A,1,2,1.488,3.318,0.1848,0.1701,0.6452,5.413,5.88,1.55,1.166,7.027,,,,,,0.05334,0.03414,0.02892,0.12589,0.20427,0.1864,0.43822,,,,,,1463.4,1599.9,-136.5,1,12.81,7.2,5.61,20.01,7,5.0,2.0,5.0,13.0,-8.0,M Dean,0.4946236559139785,2.7204301075268815,3.6344086021505375
2017/18,2017-08-26,Huddersfield,Southampton,D,0,0,0.336,2.116,0.1689,0.2003,0.6308,5.92,4.994,1.585,2.253,1.798,,,,,,0.14216,0.02853,0.63958,0.39795,0.18502,1.60814,0.9965,,,,,,1534.3,1502.4,31.9,0,,10.28,,,6,7.0,-1.0,6.0,8.0,-2.0,S Attwell,0.3333333333333333,1.8666666666666667,2.8666666666666667
2017/18,2017-08-26,Crystal Palace,Swansea,A,0,2,2.258,1.393,0.5153,0.233,0.2516,1.94,4.291,3.974,1.416,3.404,,,,,,0.27522,0.26558,0.05431,0.56009,0.72431,0.26533,1.37988,,,,,,1447.5,1470.8,-23.3,0,10.0,14.15,-4.15,24.15,7,7.0,0.0,3.0,10.0,-7.0,A Marriner,0.4594594594594595,2.945945945945946,3.6486486486486487
2017/18,2017-08-26,Newcastle,West Ham,H,3,0,2.426,2.174,0.4333,0.2215,0.3452,2.308,4.514,2.897,1.194,6.146,,,,,,0.14678,0.32118,0.04907,0.11917,0.83639,0.25041,0.42344,,,,,,1453.7,1480.3,-26.7,1,11.31,13.17,-1.86,24.48,6,7.0,-1.0,7.0,6.0,1.0,N Swarbrick,0.4032258064516129,2.774193548387097,3.5483870967741935
2017/18,2017-08-26,Watford,Brighton,D,0,0,2.365,0.234,0.723,0.1734,0.1036,1.383,5.766,9.655,2.078,1.928,,,,,,0.17782,0.52273,0.68323,0.01073,1.28374,1.75201,0.10934,,,,,,1465.5,1466.7,-1.2,0,13.53,,,,7,7.0,0.0,4.0,0.0,4.0,G Scott,0.5384615384615384,3.3076923076923075,3.3846153846153846
2017/18,2017-08-26,Man United,Leicester,H,2,0,2.757,1.452,0.6086,0.2012,0.1902,1.643,4.971,5.257,1.265,4.778,,,,,,0.06312,0.15317,0.04046,0.03618,0.49655,0.22459,0.21099,,,,,,1589.9,1506.1,83.9,0,12.6,11.95,0.65,24.55,7,7.0,0.0,10.0,4.0,6.0,M Oliver,0.48863636363636365,2.8181818181818183,3.340909090909091
2017/18,2017-08-27,Chelsea,Everton,H,2,0,2.828,1.271,0.6438,0.1927,0.1635,1.553,5.19,6.115,1.289,4.462,,,,,,0.05122,0.1269,0.03713,0.02674,0.44042,0.21406,0.17857,,,,,,1624.2,1535.5,88.7,0,14.43,10.01,4.42,24.44,7,6.0,1.0,12.0,7.0,5.0,J Moss,0.40229885057471265,2.7586206896551726,3.5057471264367814
2017/18,2017-08-27,Liverpool,Arsenal,H,4,0,2.447,1.975,0.4696,0.2253,0.3051,2.13,4.438,3.278,1.223,5.479,,,,,,0.12482,0.28136,0.05077,0.09309,0.75595,0.25531,0.364,,,,,,1583.3,1578.4,4.9,1,7.77,8.98,-1.21,16.75,8,8.0,0.0,11.0,12.0,-1.0,C Pawson,0.44,2.466666666666667,3.506666666666667
2017/18,2017-08-27,Tottenham,Burnley,D,1,1,3.754,1.111,0.769,0.1368,0.0942,1.3,7.313,10.615,1.159,7.283,,,,,,0.2001,0.59142,0.7452,0.00888,1.46551,1.9896,0.09895,,,,,,1617.8,1458.4,159.5,0,8.08,10.37,-2.29,18.45,7,8.0,-1.0,12.0,4.0,8.0,L Mason,0.5671641791044776,2.7611940298507465,2.8955223880597014
2017/18,2017-08-27,West Brom,Stoke,D,1,1,1.944,1.43,0.4687,0.2523,0.2791,2.134,3.964,3.583,1.526,2.9,,,,,,0.09918,0.21965,0.5591,0.07787,0.63237,1.37726,0.3272,,,,,,1487.3,1486.4,0.9,0,17.45,11.35,6.1,28.8,8,8.0,0.0,6.0,7.0,-1.0,A Taylor,0.44086021505376344,2.827956989247312,3.7419354838709675
2017/18,2017-09-09,Stoke,Man United,D,2,2,1.123,1.304,0.313,0.2851,0.4019,3.195,3.508,2.488,2.287,1.777,,,,,,0.0865,0.09798,0.51112,0.16154,0.37544,1.25502,0.51403,,,,,,1488.2,1595.9,-107.6,1,15.8,8.63,7.17,24.43,13,14.0,-1.0,7.0,13.0,-6.0,N Swarbrick,0.4126984126984127,2.7777777777777777,3.5555555555555554
2017/18,2017-09-09,Everton,Tottenham,A,0,3,1.425,1.637,0.3322,0.2596,0.4082,3.01,3.852,2.45,1.693,2.443,,,,,,0.15353,0.11034,0.06741,0.35024,0.40374,0.30061,0.89602,,,,,,1529.7,1612.1,-82.5,1,15.05,7.47,7.58,22.52,13,13.0,0.0,7.0,10.0,-3.0,G Scott,0.5,3.0714285714285716,3.2142857142857144
2017/18,2017-09-09,Arsenal,Bournemouth,H,3,0,2.757,1.063,0.674,0.1874,0.1386,1.484,5.337,7.214,1.362,3.761,,,,,,0.04183,0.10627,0.03511,0.01921,0.39451,0.20749,0.14921,,,,,,1570.4,1455.4,115.0,1,6.91,12.45,-5.54,19.36,13,14.0,-1.0,9.0,4.0,5.0,A Taylor,0.43617021276595747,2.8191489361702127,3.74468085106383
2017/18,2017-09-09,Brighton,West Brom,H,3,1,0.1,0.763,0.1553,0.4036,0.4412,6.44,2.478,2.267,17.575,1.06,,,,,,0.30273,0.71356,0.16285,0.19463,1.86256,0.51676,0.58192,,,,,,1470.1,1485.4,-15.3,1,31.21,14.46,16.75,45.67,14,13.0,1.0,1.0,7.0,-6.0,C Kavanagh,,,
2017/18,2017-09-09,Leicester,Chelsea,A,1,2,1.252,1.591,0.2945,0.2615,0.444,3.396,3.824,2.252,1.849,2.177,,,,,,0.13195,0.08671,0.06839,0.30912,0.34881,0.30316,0.81191,,,,,,1500.1,1630.1,-130.0,1,17.16,12.97,4.19,30.13,14,13.0,1.0,4.0,12.0,-8.0,L Mason,0.5588235294117647,2.75,2.8529411764705883
2017/18,2017-09-09,Southampton,Watford,A,0,2,1.92,0.775,0.5865,0.2436,0.1699,1.705,4.105,5.887,1.979,2.021,,,,,,0.34437,0.34401,0.05935,0.68912,0.88315,0.2792,1.77272,,,,,,1505.2,1463.7,41.4,0,8.28,17.57,-9.29,25.85,14,14.0,0.0,6.0,5.0,1.0,L Probert,0.5,1.75,3.1666666666666665
2017/18,2017-09-09,Man City,Liverpool,H,5,0,1.921,1.089,0.5237,0.2526,0.2238,1.91,3.959,4.469,1.727,2.375,,,,,,0.09233,0.22691,0.06379,0.05008,0.64693,0.29111,0.25332,,,,,,1607.9,1591.3,16.6,1,7.01,12.04,-5.03,19.05,14,13.0,1.0,13.0,13.0,0.0,J Moss,0.4090909090909091,2.75,3.5113636363636362
2017/18,2017-09-10,Burnley,Crystal Palace,H,1,0,1.12,1.473,0.3302,0.2823,0.3875,3.028,3.543,2.581,2.085,1.922,,,,,,0.1996,0.44862,0.07968,0.15017,1.10804,0.33168,0.49023,,,,,,1464.0,1436.3,27.8,0,15.66,14.31,1.35,29.97,14,15.0,-1.0,4.0,3.0,1.0,M Oliver,0.4943820224719101,2.808988764044944,3.337078651685393
2017/18,2017-09-10,Swansea,Newcastle,A,0,1,1.368,0.951,0.4503,0.2945,0.2552,2.221,3.396,3.918,2.444,1.692,,,,,,0.25249,0.20278,0.08671,0.5547,0.5984,0.3488,1.36563,,,,,,1482.0,1462.6,19.4,0,18.28,18.23,0.05,36.51,15,15.0,0.0,10.0,7.0,3.0,M Jones,0.4264705882352941,2.5588235294117645,3.0
2017/18,2017-09-11,West Ham,Huddersfield,H,2,0,1.573,2.648,0.2603,0.211,0.5287,3.842,4.739,1.892,1.262,4.819,,,,,,0.27554,0.54714,0.04453,0.27949,1.34588,0.23701,0.7522,,,,,,1471.4,1529.2,-57.7,0,14.17,9.11,5.06,23.28,16,16.0,0.0,3.0,7.0,-4.0,K Friend,0.359375,2.640625,3.96875
2017/18,2017-09-15,Bournemouth,Brighton,H,2,1,1.368,0.66,0.4876,0.2951,0.2173,2.051,3.389,4.602,3.021,1.495,,,,,,0.10324,0.26251,0.08707,0.04721,0.71818,0.34966,0.24499,,,,,,1450.2,1486.0,-35.8,1,13.37,26.72,-13.35,40.09,6,6.0,0.0,1.0,4.0,-3.0,C Pawson,0.4473684210526316,2.486842105263158,3.539473684210526
2017/18,2017-09-16,Tottenham,Swansea,D,0,0,2.749,0.812,0.7212,0.1733,0.1054,1.387,5.769,9.485,1.449,3.227,,,,,,0.1771,0.52017,0.68337,0.01112,1.27737,1.7525,0.11141,,,,,,1621.6,1469.6,152.0,0,8.25,15.71,-7.46,23.96,7,6.0,1.0,10.0,7.0,3.0,M Dean,0.48936170212765956,2.723404255319149,3.6914893617021276
