season,date,home,away,result,fthg,ftag,lambda,mu,p_home,p_draw,p_away,model_home,model_draw,model_away,model_over25,model_under25,close_home,close_draw,close_away,close_over25,close_under25,rps,brier_h,brier_d,brier_a,ll_h,ll_d,ll_a,clv_home,clv_draw,clv_away,clv_over25,clv_under25,elo_home,elo_away,elo_diff,actual_over25,ppda_home,ppda_away,ppda_diff,ppda_sum,rest_days_home,rest_days_away,rest_diff,form5_home,form5_away,form5_diff,referee,ref_home_win_rate,ref_goals_pg,ref_cards_pg
2021/22,2021-08-22,Arsenal,Chelsea,A,0,2,1.176,1.692,0.297,0.2664,0.4366,3.367,3.753,2.29,1.829,2.206,5.0,3.9,1.83,2.14,1.87,0.13519,0.08819,0.07098,0.3174,0.35234,0.30982,0.82869,48.5,3.92,-20.09,17.0,-15.23,1541.6,1574.2,-32.6,0,14.65,10.94,3.71,25.59,9,8.0,1.0,12.0,9.0,3.0,P Tierney,0.4019607843137255,2.627450980392157,3.1666666666666665
2021/22,2021-08-22,Southampton,Man United,D,1,1,1.265,1.749,0.2764,0.2511,0.4725,3.618,3.982,2.117,1.725,2.38,5.75,4.42,1.66,1.78,2.25,0.09987,0.0764,0.56081,0.22323,0.32352,1.38178,0.63955,58.93,11.0,-21.59,3.19,-5.46,1460.7,1599.5,-138.7,0,12.14,12.71,-0.57,24.85,8,8.0,0.0,6.0,7.0,-1.0,C Pawson,0.4294117647058823,2.6411764705882352,3.4647058823529413
2021/22,2021-08-23,West Ham,Leicester,H,4,1,1.448,1.887,0.3288,0.2551,0.4161,3.041,3.92,2.403,1.545,2.836,2.66,3.55,2.87,1.86,2.12,0.20787,0.45049,0.06508,0.17311,1.11225,0.29452,0.53798,-12.53,-9.44,19.43,20.39,-25.25,1547.6,1547.2,0.4,1,14.46,8.58,5.88,23.04,8,9.0,-1.0,10.0,6.0,4.0,M Oliver,0.40384615384615385,2.8990384615384617,3.173076923076923
2021/22,2021-08-28,West Ham,Crystal Palace,D,2,2,1.702,1.34,0.4746,0.2574,0.268,2.107,3.885,3.732,1.706,2.416,1.63,4.15,6.7,1.94,2.04,0.09903,0.22527,0.55147,0.07181,0.64364,1.35715,0.31195,-22.64,6.82,79.53,13.72,-15.56,1555.8,1464.4,91.4,1,14.46,15.21,-0.75,29.67,5,7.0,-2.0,13.0,4.0,9.0,S Attwell,0.37894736842105264,2.6842105263157894,3.5894736842105264
2021/22,2021-08-28,Liverpool,Chelsea,D,1,1,1.435,1.416,0.3946,0.2747,0.3308,2.534,3.641,3.023,1.842,2.187,2.6,3.51,3.08,2.11,1.92,0.08837,0.1557,0.52613,0.1094,0.50185,1.29225,0.40161,2.6,-3.6,1.89,14.55,-12.21,1613.1,1585.1,27.9,0,8.78,10.94,-2.16,19.72,7,6.0,1.0,15.0,9.0,6.0,A Taylor,0.4811320754716981,2.806603773584906,3.4716981132075473
2021/22,2021-08-28,Norwich,Leicester,A,1,2,1.186,2.175,0.2291,0.2261,0.5448,4.365,4.422,1.836,1.532,2.88,4.7,3.7,1.97,1.86,2.13,0.08656,0.05248,0.05113,0.20721,0.26017,0.25635,0.60734,7.67,-16.33,7.3,21.41,-26.04,1418.7,1539.1,-120.4,1,17.4,8.58,8.82,25.98,7,5.0,2.0,0.0,6.0,-6.0,R Jones,0.5,1.3,2.5
2021/22,2021-08-28,Aston Villa,Brentford,D,1,1,1.358,1.245,0.3894,0.2859,0.3247,2.568,3.498,3.079,2.074,1.931,2.06,3.74,4.0,2.05,1.95,0.08569,0.15162,0.50997,0.10546,0.49328,1.25219,0.39266,-19.78,6.92,29.91,-1.16,0.98,1498.3,1519.8,-21.5,0,12.36,,,,7,7.0,0.0,9.0,4.0,5.0,P Bankes,0.4444444444444444,2.5925925925925926,3.3333333333333335
2021/22,2021-08-28,Brighton,Everton,A,0,2,1.614,1.352,0.4179,0.2681,0.3139,2.393,3.729,3.185,1.757,2.321,2.42,3.39,3.42,2.34,1.74,0.21511,0.17466,0.0719,0.47068,0.54115,0.31217,1.15855,1.13,-9.09,7.38,33.18,-25.03,1499.0,1527.7,-28.6,0,11.11,14.92,-3.81,26.03,7,7.0,0.0,10.0,7.0,3.0,J Moss,0.42408376963350786,2.863874345549738,3.4031413612565444
2021/22,2021-08-28,Man City,Arsenal,H,5,0,2.719,0.971,0.6771,0.1879,0.135,1.477,5.321,7.409,1.403,3.481,1.3,6.6,13.7,1.64,2.52,0.04083,0.10426,0.03531,0.01822,0.38994,0.20816,0.145,-11.98,24.04,84.91,16.89,-27.61,1627.9,1530.7,97.2,1,10.75,14.65,-3.9,25.4,7,6.0,1.0,9.0,9.0,0.0,M Atkinson,0.3951219512195122,2.4634146341463414,3.229268292682927
2021/22,2021-08-28,Newcastle,Southampton,D,2,2,1.496,1.604,0.3725,0.2667,0.3608,2.685,3.749,2.772,1.67,2.493,2.6,3.77,2.94,1.87,2.11,0.08963,0.13876,0.53766,0.13014,0.46601,1.32144,0.44746,-3.17,0.56,6.06,11.98,-15.36,1469.3,1462.8,6.5,1,26.6,12.14,14.46,38.74,7,6.0,1.0,6.0,4.0,2.0,P Tierney,0.39805825242718446,2.621359223300971,3.1650485436893203
2021/22,2021-08-29,Burnley,Leeds,D,1,1,1.672,1.777,0.3585,0.2479,0.3935,2.789,4.033,2.541,1.493,3.027,3.17,3.71,2.42,1.82,2.14,0.09447,0.12856,0.56559,0.15485,0.44402,1.39457,0.50007,13.66,-8.01,-4.76,21.9,-29.3,1452.1,1524.2,-72.1,0,12.35,9.14,3.21,21.49,8,8.0,0.0,0.0,10.0,-10.0,M Oliver,0.40669856459330145,2.909090909090909,3.1626794258373208
2021/22,2021-08-29,Tottenham,Watford,H,1,0,2.178,1.104,0.5877,0.2272,0.1851,1.702,4.401,5.402,1.57,2.753,1.48,4.75,9.1,1.91,2.05,0.06809,0.17002,0.05163,0.03426,0.53159,0.25777,0.20469,-13.04,7.93,68.46,21.66,-25.54,1561.3,1466.9,94.4,0,10.06,11.88,-1.82,21.94,7,8.0,-1.0,12.0,3.0,9.0,A Marriner,0.4180790960451977,2.8587570621468927,3.022598870056497
2021/22,2021-08-29,Wolves,Man United,A,0,1,1.293,1.416,0.3252,0.2705,0.4042,3.075,3.696,2.474,1.967,2.035,5.2,3.65,1.91,2.08,1.9,0.15357,0.10576,0.0732,0.35493,0.39336,0.31546,0.90575,69.11,-1.24,-22.8,5.74,-6.63,1472.8,1597.4,-124.6,0,13.3,12.71,0.59,26.01,7,7.0,0.0,0.0,8.0,-8.0,M Dean,0.475,2.64,3.81
2021/22,2021-09-11,Leicester,Man City,A,0,1,1.051,2.24,0.215,0.2227,0.5623,4.652,4.49,1.778,1.565,2.769,6.15,4.5,1.63,1.8,2.23,0.07927,0.04622,0.04961,0.19159,0.24205,0.25196,0.57573,32.2,0.22,-8.32,15.02,-19.47,1547.5,1633.5,-86.0,0,11.06,6.27,4.79,17.33,14,14.0,0.0,6.0,9.0,-3.0,P Tierney,0.3942307692307692,2.6346153846153846,3.1923076923076925
2021/22,2021-09-11,Crystal Palace,Tottenham,H,3,0,1.231,1.656,0.2922,0.2613,0.4465,3.422,3.827,2.24,1.815,2.227,4.63,3.56,2.0,2.18,1.83,0.23343,0.50095,0.06828,0.19934,1.23025,0.30286,0.59146,35.3,-6.98,-10.71,20.11,-17.83,1468.6,1567.0,-98.4,1,29.7,14.19,15.51,43.89,14,13.0,1.0,2.0,12.0,-10.0,J Moss,0.421875,2.859375,3.4010416666666665
2021/22,2021-09-11,Arsenal,Norwich,H,1,0,2.506,0.976,0.658,0.1997,0.1424,1.52,5.009,7.025,1.48,3.083,1.55,4.6,6.95,1.75,2.26,0.04574,0.11697,0.03986,0.02026,0.41857,0.22272,0.15356,1.97,-8.17,-1.07,18.24,-26.69,1525.0,1410.3,114.8,0,24.75,21.4,3.35,46.15,14,14.0,0.0,6.0,0.0,6.0,M Oliver,0.40476190476190477,2.9047619047619047,3.1809523809523808
2021/22,2021-09-11,Brentford,Brighton,A,0,1,2.286,0.545,0.6738,0.202,0.1242,1.484,4.95,8.051,1.859,2.164,2.99,3.26,2.78,2.55,1.61,0.40699,0.45396,0.04081,0.76701,1.12014,0.22568,2.08579,101.48,-34.14,-65.47,37.17,-25.6,1522.2,1488.0,34.2,0,10.86,9.2,1.66,20.06,14,14.0,0.0,5.0,9.0,-4.0,G Scott,0.5609756097560976,2.902439024390244,2.597560975609756
2021/22,2021-09-11,Man United,Newcastle,H,4,1,2.369,0.817,0.6739,0.2002,0.1259,1.484,4.995,7.945,1.62,2.612,1.24,7.8,17.0,1.49,2.96,0.04072,0.10632,0.04008,0.01584,0.39463,0.22339,0.13453,-16.44,56.16,113.97,-8.02,13.32,1605.7,1467.3,138.4,1,10.27,14.36,-4.09,24.63,13,14.0,-1.0,11.0,7.0,4.0,A Taylor,0.4788732394366197,2.8028169014084505,3.464788732394366
2021/22,2021-09-11,Chelsea,Aston Villa,H,3,0,2.635,0.883,0.6787,0.1901,0.1312,1.473,5.262,7.621,1.466,3.147,1.33,5.75,12.94,1.85,2.14,0.04014,0.10321,0.03612,0.01722,0.38753,0.21078,0.14067,-9.71,9.27,69.79,26.19,-32.0,1587.8,1497.0,90.7,1,15.03,11.38,3.65,26.41,14,14.0,0.0,10.0,10.0,0.0,S Attwell,0.375,2.6979166666666665,3.5625
2021/22,2021-09-11,Southampton,West Ham,D,0,0,1.763,1.623,0.3892,0.2483,0.3625,2.57,4.027,2.759,1.521,2.92,2.98,3.56,2.57,1.78,2.24,0.09428,0.15145,0.565,0.13141,0.49292,1.39297,0.4502,15.95,-11.6,-6.85,17.03,-23.29,1464.8,1551.6,-86.7,0,7.39,15.39,-8.0,22.78,14,14.0,0.0,2.0,13.0,-11.0,D Coote,0.5294117647058824,2.9019607843137254,3.196078431372549
2021/22,2021-09-11,Watford,Wolves,A,0,2,1.238,1.327,0.3597,0.2896,0.3507,2.78,3.453,2.852,2.115,1.897,3.48,3.28,2.38,2.38,1.69,0.18369,0.12941,0.08388,0.42166,0.44587,0.34196,1.04797,25.18,-5.01,-16.55,12.53,-10.91,1461.2,1464.5,-3.3,0,19.85,17.42,2.43,37.27,13,13.0,0.0,3.0,0.0,3.0,P Bankes,0.42857142857142855,2.5714285714285716,3.4285714285714284
2021/22,2021-09-12,Leeds,Liverpool,A,0,3,1.573,2.502,0.2644,0.2152,0.5204,3.782,4.647,1.922,1.294,4.398,4.7,4.2,1.83,1.61,2.5,0.09998,0.06992,0.0463,0.23003,0.30711,0.2423,0.65318,24.27,-9.62,-4.79,24.42,-43.16,1524.0,1610.5,-86.4,1,6.93,8.62,-1.69,15.55,14,15.0,-1.0,8.0,13.0,-5.0,C Pawson,0.4269005847953216,2.6374269005847952,3.473684210526316
2021/22,2021-09-13,Everton,Burnley,H,3,1,1.797,1.069,0.5316,0.2542,0.2142,1.881,3.935,4.668,1.831,2.204,1.8,3.83,5.4,2.05,1.91,0.08843,0.21939,0.0646,0.0459,0.63185,0.29324,0.24109,-4.31,-2.67,15.68,11.96,-13.34,1538.7,1452.3,86.4,1,12.71,15.01,-2.3,27.72,16,15.0,1.0,10.0,1.0,9.0,M Atkinson,0.39805825242718446,2.4757281553398056,3.2281553398058254
2021/22,2021-09-17,Newcastle,Leeds,D,1,1,1.863,1.902,0.3785,0.2404,0.3811,2.642,4.159,2.624,1.379,3.64,3.15,3.75,2.42,1.71,2.37,0.09616,0.14323,0.57695,0.14524,0.47556,1.42533,0.47983,19.23,-9.83,-7.77,24.0,-34.89,1462.6,1514.7,-52.1,0,19.88,14.7,5.18,34.58,6,5.0,1.0,4.0,5.0,-1.0,M Dean,0.472636815920398,2.6318407960199006,3.825870646766169
2021/22,2021-09-18,Man City,Southampton,D,0,0,2.912,0.883,0.7348,0.1646,0.1006,1.361,6.075,9.941,1.37,3.705,1.19,9.5,21.0,1.43,3.2,0.18335,0.53995,0.69789,0.01012,1.32731,1.80424,0.10602,-12.56,56.38,111.25,4.38,-13.63,1642.9,1465.5,177.5,0,7.07,11.52,-4.45,18.59,7,7.0,0.0,12.0,3.0,9.0,J Moss,0.42487046632124353,2.860103626943005,3.3989637305699483
2021/22,2021-09-18,Liverpool,Crystal Palace,H,3,0,2.526,0.957,0.6715,0.1951,0.1334,1.489,5.125,7.495,1.48,3.085,1.25,7.3,17.0,1.54,2.7,0.04191,0.10794,0.03807,0.0178,0.3983,0.21705,0.14321,-16.05,42.44,126.82,4.05,-12.48,1619.8,1479.6,140.3,1,10.66,23.78,-13.12,34.44,6,7.0,-1.0,13.0,5.0,8.0,A Madley,0.4,2.6333333333333333,2.7666666666666666
2021/22,2021-09-18,Norwich,Watford,A,1,3,1.468,1.56,0.3598,0.2657,0.3745,2.779,3.764,2.67,1.715,2.398,2.28,3.52,3.6,2.25,1.81,0.17356,0.12944,0.0706,0.39124,0.44594,0.30885,0.98214,-17.96,-6.48,34.83,31.2,-24.52,1405.0,1449.4,-44.4,1,20.89,18.4,2.49,39.29,7,7.0,0.0,0.0,3.0,-3.0,R Jones,0.45454545454545453,1.4545454545454546,2.5454545454545454
2021/22,2021-09-18,Wolves,Brentford,A,0,2,0.595,0.856,0.2798,0.3593,0.3609,3.574,2.783,2.771,5.59,1.218,1.95,3.35,5.0,2.6,1.61,0.16223,0.07827,0.1291,0.40841,0.32819,0.44519,1.01907,-45.44,20.37,80.44,-53.49,32.18,1476.2,1498.5,-22.3,0,14.88,10.67,4.21,25.55,7,7.0,0.0,3.0,5.0,-2.0,D England,0.23076923076923078,2.6923076923076925,3.3846153846153846
2021/22,2021-09-18,Burnley,Arsenal,A,0,1,1.425,1.852,0.3067,0.2488,0.4445,3.26,4.02,2.25,1.573,2.745,4.0,3.66,2.1,2.1,1.89,0.13422,0.09408,0.06189,0.30858,0.36634,0.28604,0.81081,22.7,-8.96,-6.67,33.5,-31.15,1446.4,1530.3,-83.9,0,13.97,21.69,-7.72,35.66,5,7.0,-2.0,1.0,6.0,-5.0,A Taylor,0.48130841121495327,2.8130841121495327,3.453271028037383
2021/22,2021-09-18,Aston Villa,Everton,H,3,0,1.707,1.636,0.3873,0.2535,0.3592,2.582,3.945,2.784,1.54,2.851,2.5,3.51,3.19,2.07,1.91,0.16812,0.37535,0.06425,0.12902,0.94845,0.29232,0.44502,-3.18,-11.03,14.58,34.42,-33.01,1491.2,1544.6,-53.4,1,11.0,12.52,-1.52,23.52,7,5.0,2.0,7.0,10.0,-3.0,C Pawson,0.42441860465116277,2.63953488372093,3.4709302325581395
