Date,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HY,AY,HR,AR,Season,home_card_pts,away_card_pts
2016-01-12,Blackburn,QPR,E Ilderton,1.0,1.0,D,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-01-13,Hull,Cardiff,S Duncan,2.0,0.0,H,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-01-15,Brentford,Burnley,C Kavanagh,1.0,3.0,A,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-01-16,Wolves,Cardiff,D Whitestone,1.0,3.0,A,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-01-16,Sheffield Weds,Leeds,A Taylor,2.0,0.0,H,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-01-16,Rotherham,QPR,J Adcock,0.0,3.0,A,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-01-16,Nott'm Forest,Bolton,E Ilderton,3.0,0.0,H,0.0,1.0,0.0,1.0,2015/16,0.0,3.0
2016-01-16,Milton Keynes Dons,Reading,C Breakspear,1.0,0.0,H,2.0,3.0,0.0,0.0,2015/16,2.0,3.0
2016-01-16,Hull,Charlton,R Clark,6.0,0.0,H,0.0,2.0,0.0,0.0,2015/16,0.0,2.0
2016-01-16,Huddersfield,Fulham,C Sarginson,1.0,1.0,D,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-01-16,Derby,Birmingham,T Robinson,0.0,3.0,A,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-01-16,Bristol City,Middlesbrough,C Boyeson,1.0,0.0,H,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-01-16,Blackburn,Brighton,K Wright,0.0,1.0,A,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-01-16,Ipswich,Preston,S Hooper,1.0,1.0,D,1.0,3.0,0.0,0.0,2015/16,1.0,3.0
2016-01-23,Middlesbrough,Nott'm Forest,F Graham,0.0,1.0,A,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-01-23,Reading,Sheffield Weds,S Martin,1.0,1.0,D,0.0,2.0,0.0,0.0,2015/16,0.0,2.0
2016-01-23,QPR,Wolves,A Woolmer,1.0,1.0,D,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-01-23,Preston,Brentford,D Webb,1.0,3.0,A,4.0,2.0,0.0,0.0,2015/16,4.0,2.0
2016-01-23,Leeds,Bristol City,C Breakspear,1.0,0.0,H,4.0,2.0,0.0,0.0,2015/16,4.0,2.0
2016-01-23,Charlton,Blackburn,R Lewis,1.0,1.0,D,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-01-23,Cardiff,Rotherham,J Simpson,2.0,2.0,D,1.0,0.0,1.0,0.0,2015/16,3.0,0.0
2016-01-23,Brighton,Huddersfield,G Horwood,2.0,1.0,H,1.0,3.0,0.0,1.0,2015/16,1.0,5.0
2016-01-23,Bolton,Milton Keynes Dons,K Wright,3.0,1.0,H,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-01-23,Birmingham,Ipswich,M Bull,3.0,0.0,H,2.0,1.0,0.0,1.0,2015/16,2.0,3.0
2016-01-23,Fulham,Hull,P Tierney,0.0,1.0,A,1.0,3.0,0.0,0.0,2015/16,1.0,3.0
2016-01-25,Burnley,Derby,M Oliver,4.0,1.0,H,0.0,2.0,0.0,0.0,2015/16,0.0,2.0
2016-01-26,Brentford,Leeds,I Williamson,1.0,1.0,D,1.0,4.0,0.0,0.0,2015/16,1.0,4.0
2016-01-26,Nott'm Forest,QPR,P Tierney,0.0,0.0,D,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-01-30,Rotherham,Charlton,K Stroud,1.0,4.0,A,1.0,3.0,0.0,0.0,2015/16,1.0,3.0
2016-01-30,Bristol City,Birmingham,R Lewis,0.0,0.0,D,3.0,1.0,0.0,0.0,2015/16,3.0,1.0
2016-01-30,Huddersfield,Cardiff,D Webb,2.0,3.0,A,2.0,3.0,0.0,0.0,2015/16,2.0,3.0
2016-02-02,Derby,Preston,O Langford,0.0,0.0,D,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-02-02,Ipswich,Reading,T Robinson,2.0,1.0,H,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-02-02,Sheffield Weds,Burnley,A Woolmer,1.0,1.0,D,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-02-02,Wolves,Bolton,F Graham,2.0,2.0,D,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-02-05,Brighton,Brentford,K Stroud,3.0,0.0,H,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-02-06,Preston,Huddersfield,D Drysdale,2.0,1.0,H,0.0,2.0,0.0,0.0,2015/16,0.0,2.0
2016-02-06,Middlesbrough,Blackburn,D Whitestone,1.0,1.0,D,2.0,5.0,0.0,0.0,2015/16,2.0,5.0
2016-02-06,Reading,Wolves,T Harrington,0.0,0.0,D,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-02-06,QPR,Ipswich,C Breakspear,1.0,0.0,H,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-02-06,Leeds,Nott'm Forest,S Duncan,0.0,1.0,A,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-02-06,Charlton,Bristol City,M Jones,0.0,1.0,A,3.0,3.0,0.0,0.0,2015/16,3.0,3.0
2016-02-06,Cardiff,Milton Keynes Dons,K Johnson,0.0,0.0,D,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-02-06,Burnley,Hull,G Scott,1.0,0.0,H,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-02-06,Bolton,Rotherham,S Atwell,2.0,1.0,H,0.0,2.0,0.0,0.0,2015/16,0.0,2.0
2016-02-06,Birmingham,Sheffield Weds,J Adcock,1.0,2.0,A,2.0,3.0,0.0,0.0,2015/16,2.0,3.0
2016-02-06,Fulham,Derby,D Deadman,1.0,1.0,D,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-02-09,Milton Keynes Dons,Middlesbrough,A Davies,1.0,1.0,D,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-02-13,Nott'm Forest,Huddersfield,D Deadman,0.0,2.0,A,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-02-13,Sheffield Weds,Brentford,S Duncan,4.0,0.0,H,0.0,0.0,0.0,1.0,2015/16,0.0,2.0
2016-02-13,Rotherham,Birmingham,R Clark,0.0,0.0,D,0.0,2.0,2.0,0.0,2015/16,4.0,2.0
2016-02-13,Reading,Burnley,J Adcock,0.0,0.0,D,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-02-13,QPR,Fulham,T Robinson,1.0,3.0,A,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-02-13,Bristol City,Ipswich,T Harrington,2.0,1.0,H,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-02-13,Charlton,Cardiff,I Williamson,0.0,0.0,D,2.0,0.0,0.0,1.0,2015/16,2.0,2.0
2016-02-13,Wolves,Preston,K Johnson,1.0,2.0,A,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-02-13,Brighton,Bolton,R Lewis,3.0,2.0,H,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-02-13,Blackburn,Hull,O Langford,0.0,2.0,A,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-02-13,Derby,Milton Keynes Dons,G Eltringham,0.0,1.0,A,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-02-15,Leeds,Middlesbrough,C Pawson,0.0,0.0,D,2.0,1.0,0.0,1.0,2015/16,2.0,3.0
2016-02-16,Hull,Brighton,A Madley,0.0,0.0,D,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-02-16,Blackburn,Fulham,P Gibbs,3.0,0.0,H,1.0,3.0,0.0,0.0,2015/16,1.0,3.0
2016-02-20,Preston,Sheffield Weds,K Stroud,1.0,0.0,H,3.0,2.0,0.0,1.0,2015/16,3.0,4.0
2016-02-20,Huddersfield,Wolves,K Wright,1.0,0.0,H,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-02-20,Milton Keynes Dons,Bristol City,K Hill,0.0,2.0,A,3.0,2.0,0.0,0.0,2015/16,3.0,2.0
2016-02-20,Fulham,Charlton,K Friend,3.0,0.0,H,3.0,1.0,0.0,0.0,2015/16,3.0,1.0
2016-02-20,Bolton,QPR,J Simpson,1.0,1.0,D,0.0,2.0,0.0,0.0,2015/16,0.0,2.0
2016-02-20,Burnley,Rotherham,T Robinson,2.0,0.0,H,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-02-20,Brentford,Derby,D Drysdale,1.0,3.0,A,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-02-20,Cardiff,Brighton,D Bond,4.0,1.0,H,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-02-23,Sheffield Weds,QPR,A Davies,1.0,1.0,D,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-02-23,Birmingham,Bolton,S Duncan,1.0,0.0,H,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-02-23,Brentford,Wolves,C Breakspear,3.0,0.0,H,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-02-23,Bristol City,Brighton,D Coote,0.0,4.0,A,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-02-23,Burnley,Nott'm Forest,A Madley,1.0,0.0,H,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-02-23,Ipswich,Hull,B Malone,0.0,1.0,A,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-02-23,Leeds,Fulham,K Wright,1.0,1.0,D,2.0,1.0,0.0,1.0,2015/16,2.0,3.0
2016-02-23,Middlesbrough,Cardiff,T Kettle,3.0,1.0,H,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-02-23,Milton Keynes Dons,Huddersfield,M Bull,1.0,1.0,D,1.0,2.0,0.0,1.0,2015/16,1.0,4.0
2016-02-23,Preston,Charlton,J Adcock,2.0,1.0,H,2.0,1.0,0.0,1.0,2015/16,2.0,3.0
2016-02-23,Reading,Rotherham,K Johnson,1.0,0.0,H,1.0,5.0,0.0,0.0,2015/16,1.0,5.0
2016-02-24,Derby,Blackburn,N Miller,1.0,0.0,H,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-02-26,Hull,Sheffield Weds,T Robinson,0.0,0.0,D,0.0,1.0,0.0,1.0,2015/16,0.0,3.0
2016-02-27,Rotherham,Brentford,M Brown,2.0,1.0,H,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-02-27,QPR,Birmingham,R East,2.0,0.0,H,0.0,4.0,0.0,0.0,2015/16,0.0,4.0
2016-02-27,Wolves,Derby,G Scott,2.0,1.0,H,4.0,1.0,0.0,0.0,2015/16,4.0,1.0
2016-02-27,Huddersfield,Ipswich,D Bond,0.0,1.0,A,1.0,3.0,0.0,0.0,2015/16,1.0,3.0
2016-02-27,Nott'm Forest,Bristol City,D Webb,1.0,2.0,A,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-02-27,Charlton,Reading,N Miller,3.0,4.0,A,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-02-27,Blackburn,Milton Keynes Dons,S Hooper,3.0,2.0,H,3.0,1.0,0.0,0.0,2015/16,3.0,1.0
2016-02-27,Bolton,Burnley,S Martin,1.0,2.0,A,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-02-27,Fulham,Middlesbrough,C Breakspear,0.0,2.0,A,2.0,0.0,1.0,0.0,2015/16,4.0,0.0
2016-02-27,Cardiff,Preston,B Malone,2.0,1.0,H,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-02-29,Brighton,Leeds,P Bankes,4.0,0.0,H,3.0,4.0,0.0,0.0,2015/16,3.0,4.0
2016-03-01,Blackburn,Middlesbrough,A Madley,2.0,1.0,H,3.0,1.0,0.0,0.0,2015/16,3.0,1.0
2016-03-03,Birmingham,Hull,S Martin,1.0,0.0,H,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-03-04,Middlesbrough,Wolves,S Atwell,2.0,1.0,H,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-03-05,Ipswich,Nott'm Forest,A Woolmer,1.0,0.0,H,1.0,4.0,0.0,0.0,2015/16,1.0,4.0
2016-03-05,Brentford,Charlton,B Malone,1.0,2.0,A,3.0,4.0,0.0,0.0,2015/16,3.0,4.0
2016-03-05,Bristol City,Cardiff,G Scott,0.0,2.0,A,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-03-05,Burnley,Blackburn,M Jones,1.0,0.0,H,2.0,4.0,0.0,0.0,2015/16,2.0,4.0
2016-03-05,Derby,Huddersfield,E Ilderton,2.0,0.0,H,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-03-05,Leeds,Bolton,T Harrington,2.0,1.0,H,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-03-05,Milton Keynes Dons,QPR,K Stroud,2.0,0.0,H,3.0,1.0,0.0,0.0,2015/16,3.0,1.0
2016-03-05,Preston,Brighton,M Heywood,0.0,0.0,D,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-03-05,Reading,Fulham,S Hooper,2.0,2.0,D,0.0,4.0,0.0,0.0,2015/16,0.0,4.0
2016-03-05,Sheffield Weds,Rotherham,C Kavanagh,0.0,1.0,A,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-03-08,Rotherham,Middlesbrough,P Bankes,1.0,0.0,H,2.0,1.0,1.0,0.0,2015/16,4.0,1.0
2016-03-08,QPR,Derby,N Swarbrick,2.0,0.0,H,2.0,0.0,0.0,0.0,2015/16,2.0,0.0
2016-03-08,Nott'm Forest,Preston,M Brown,1.0,0.0,H,3.0,3.0,0.0,0.0,2015/16,3.0,3.0
2016-03-08,Wolves,Bristol City,S Duncan,2.0,1.0,H,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-03-08,Fulham,Burnley,D Whitestone,2.0,3.0,A,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-03-08,Huddersfield,Reading,P Tierney,3.0,1.0,H,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-03-08,Cardiff,Leeds,D Deadman,0.0,2.0,A,1.0,4.0,1.0,0.0,2015/16,3.0,4.0
2016-03-08,Brighton,Sheffield Weds,D Drysdale,0.0,0.0,D,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-03-08,Bolton,Ipswich,M Haywood,2.0,2.0,D,2.0,0.0,0.0,0.0,2015/16,2.0,0.0
2016-03-08,Blackburn,Birmingham,S Atwell,2.0,0.0,H,4.0,1.0,0.0,0.0,2015/16,4.0,1.0
2016-03-08,Charlton,Milton Keynes Dons,C Breakspear,0.0,0.0,D,0.0,3.0,1.0,0.0,2015/16,2.0,3.0
2016-03-12,Hull,Milton Keynes Dons,J Simpson,1.0,1.0,D,2.0,3.0,0.0,0.0,2015/16,2.0,3.0
2016-03-12,Rotherham,Derby,D Webb,3.0,3.0,D,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-03-12,QPR,Brentford,F Graham,3.0,0.0,H,4.0,2.0,0.0,0.0,2015/16,4.0,2.0
2016-03-12,Nott'm Forest,Sheffield Weds,G Scott,0.0,3.0,A,0.0,0.0,0.0,1.0,2015/16,0.0,2.0
2016-03-12,Huddersfield,Burnley,S Duncan,1.0,3.0,A,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-03-12,Fulham,Bristol City,P Gibbs,1.0,2.0,A,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-03-12,Cardiff,Ipswich,A Madley,1.0,0.0,H,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-03-12,Bolton,Preston,P Tierney,1.0,2.0,A,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-03-12,Blackburn,Leeds,K Stroud,1.0,2.0,A,1.0,4.0,0.0,0.0,2015/16,1.0,4.0
2016-03-13,Charlton,Middlesbrough,D Deadman,2.0,0.0,H,4.0,2.0,0.0,0.0,2015/16,4.0,2.0
2016-03-13,Wolves,Birmingham,D Drysdale,0.0,0.0,D,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-03-15,Brighton,Reading,S Martin,1.0,0.0,H,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-03-15,Hull,Nott'm Forest,A Davies,1.0,1.0,D,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-03-15,Ipswich,Blackburn,I Williamson,2.0,0.0,H,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-03-18,Middlesbrough,Hull,A Marriner,1.0,0.0,H,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-03-19,Milton Keynes Dons,Brighton,C Kavanagh,1.0,2.0,A,0.0,6.0,1.0,0.0,2015/16,2.0,6.0
2016-03-19,Preston,QPR,A Woolmer,1.0,1.0,D,2.0,4.0,0.0,0.0,2015/16,2.0,4.0
2016-03-19,Derby,Nott'm Forest,K Stroud,1.0,0.0,H,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-03-19,Sheffield Weds,Charlton,S Atwell,3.0,0.0,H,2.0,3.0,0.0,0.0,2015/16,2.0,3.0
2016-03-19,Reading,Cardiff,D Drysdale,1.0,1.0,D,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-03-19,Leeds,Huddersfield,G Scott,1.0,4.0,A,6.0,2.0,0.0,0.0,2015/16,6.0,2.0
2016-03-19,Bristol City,Bolton,J Adcock,6.0,0.0,H,0.0,2.0,0.0,0.0,2015/16,0.0,2.0
2016-03-19,Burnley,Wolves,F Graham,1.0,1.0,D,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-03-19,Birmingham,Fulham,D Handley,1.0,1.0,D,0.0,5.0,0.0,0.0,2015/16,0.0,5.0
2016-03-19,Ipswich,Rotherham,S Martin,0.0,1.0,A,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-03-19,Brentford,Blackburn,M Bull,0.0,1.0,A,1.0,5.0,0.0,1.0,2015/16,1.0,7.0
2016-04-01,QPR,Middlesbrough,S Hooper,2.0,3.0,A,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-04-02,Hull,Bristol City,S Atwell,4.0,0.0,H,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-04-02,Wolves,Ipswich,R Lewis,0.0,0.0,D,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-04-02,Rotherham,Leeds,K Friend,2.0,1.0,H,1.0,2.0,1.0,1.0,2015/16,3.0,4.0
2016-04-02,Nott'm Forest,Brentford,P Bankes,0.0,3.0,A,2.0,4.0,1.0,0.0,2015/16,4.0,4.0
2016-04-02,Huddersfield,Sheffield Weds,I Williamson,0.0,1.0,A,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-04-02,Fulham,Milton Keynes Dons,T Robinson,2.0,1.0,H,4.0,1.0,0.0,0.0,2015/16,4.0,1.0
2016-04-02,Charlton,Birmingham,P Tierney,2.0,1.0,H,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-04-02,Cardiff,Derby,C Kavanagh,2.0,1.0,H,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-04-02,Brighton,Burnley,C Pawson,2.0,2.0,D,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-04-02,Bolton,Reading,G Eltringham,0.0,1.0,A,1.0,4.0,1.0,0.0,2015/16,3.0,4.0
2016-04-02,Blackburn,Preston,E Ilderton,1.0,2.0,A,3.0,2.0,1.0,0.0,2015/16,5.0,2.0
2016-04-05,Reading,Nott'm Forest,D Whitestone,2.0,1.0,H,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-04-05,Preston,Fulham,S Duncan,1.0,2.0,A,3.0,3.0,0.0,0.0,2015/16,3.0,3.0
2016-04-05,Milton Keynes Dons,Wolves,M Heywood,1.0,2.0,A,4.0,1.0,0.0,0.0,2015/16,4.0,1.0
2016-04-05,Middlesbrough,Huddersfield,S Martin,3.0,0.0,H,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-04-05,Leeds,QPR,J Adcock,1.0,1.0,D,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-04-05,Sheffield Weds,Blackburn,D Webb,2.0,1.0,H,1.0,0.0,0.0,1.0,2015/16,1.0,2.0
2016-04-05,Ipswich,Charlton,O Langford,0.0,0.0,D,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-04-05,Burnley,Cardiff,G Eltringham,0.0,0.0,D,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-04-05,Bristol City,Rotherham,G Ward,1.0,1.0,D,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-04-05,Brentford,Bolton,A Davies,3.0,1.0,H,0.0,4.0,0.0,0.0,2015/16,0.0,4.0
2016-04-05,Birmingham,Brighton,A Madley,1.0,2.0,A,2.0,0.0,0.0,0.0,2015/16,2.0,0.0
2016-04-05,Derby,Hull,T Harrington,4.0,0.0,H,0.0,1.0,0.0,1.0,2015/16,0.0,3.0
2016-04-09,Wolves,Blackburn,M Brown,0.0,0.0,D,1.0,3.0,0.0,0.0,2015/16,1.0,3.0
2016-04-09,Reading,Birmingham,N Miller,0.0,2.0,A,3.0,2.0,0.0,0.0,2015/16,3.0,2.0
2016-04-09,QPR,Charlton,A Madley,2.0,1.0,H,3.0,0.0,0.0,0.0,2015/16,3.0,0.0
2016-04-09,Milton Keynes Dons,Rotherham,I Williamson,0.0,4.0,A,1.0,3.0,0.0,0.0,2015/16,1.0,3.0
2016-04-09,Middlesbrough,Preston,O Langford,1.0,0.0,H,0.0,2.0,0.0,0.0,2015/16,0.0,2.0
2016-04-09,Huddersfield,Hull,D Deadman,2.0,2.0,D,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-04-09,Fulham,Cardiff,J Simpson,2.0,1.0,H,1.0,0.0,0.0,0.0,2015/16,1.0,0.0
2016-04-09,Derby,Bolton,A Woolmer,4.0,1.0,H,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-04-09,Burnley,Leeds,L Mason,1.0,0.0,H,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-04-09,Bristol City,Sheffield Weds,C Breakspear,4.0,1.0,H,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-04-09,Ipswich,Brentford,P Gibbs,1.0,3.0,A,1.0,1.0,1.0,0.0,2015/16,3.0,1.0
2016-04-11,Nott'm Forest,Brighton,A Davies,1.0,2.0,A,3.0,1.0,0.0,0.0,2015/16,3.0,1.0
2016-04-12,Middlesbrough,Reading,S Duncan,2.0,1.0,H,0.0,2.0,0.0,0.0,2015/16,0.0,2.0
2016-04-12,Birmingham,Leeds,C Kavanagh,1.0,2.0,A,1.0,2.0,0.0,1.0,2015/16,1.0,4.0
2016-04-15,Hull,Wolves,J Adcock,2.0,1.0,H,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-04-15,Brighton,Fulham,A Woolmer,5.0,0.0,H,1.0,3.0,0.0,0.0,2015/16,1.0,3.0
2016-04-16,Birmingham,Burnley,M Heywood,1.0,2.0,A,0.0,3.0,1.0,0.0,2015/16,2.0,3.0
2016-04-16,Blackburn,Huddersfield,C Boyeson,0.0,2.0,A,3.0,0.0,0.0,0.0,2015/16,3.0,0.0
2016-04-16,Bolton,Middlesbrough,K Stroud,1.0,2.0,A,3.0,2.0,0.0,0.0,2015/16,3.0,2.0
2016-04-16,Brentford,Bristol City,D Handley,1.0,1.0,D,1.0,3.0,0.0,0.0,2015/16,1.0,3.0
2016-04-16,Cardiff,QPR,S Martin,0.0,0.0,D,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-04-16,Charlton,Derby,D Bond,0.0,1.0,A,1.0,3.0,0.0,0.0,2015/16,1.0,3.0
2016-04-16,Leeds,Reading,J Simpson,3.0,2.0,H,2.0,3.0,0.0,0.0,2015/16,2.0,3.0
2016-04-16,Preston,Milton Keynes Dons,S Atwell,1.0,1.0,D,1.0,1.0,0.0,1.0,2015/16,1.0,3.0
2016-04-16,Rotherham,Nott'm Forest,S Hooper,0.0,0.0,D,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-04-16,Sheffield Weds,Ipswich,R Madley,1.0,1.0,D,1.0,3.0,0.0,0.0,2015/16,1.0,3.0
2016-04-19,Reading,Hull,D Drysdale,1.0,2.0,A,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-04-19,Nott'm Forest,Blackburn,C Kavanagh,1.0,1.0,D,2.0,3.0,0.0,0.0,2015/16,2.0,3.0
2016-04-19,Leeds,Wolves,D Coote,2.0,1.0,H,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-04-19,Ipswich,Fulham,P Tierney,1.0,1.0,D,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-04-19,Burnley,Middlesbrough,M Jones,1.0,1.0,D,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-04-19,Birmingham,Preston,K Stroud,2.0,2.0,D,2.0,5.0,0.0,0.0,2015/16,2.0,5.0
2016-04-19,Brighton,QPR,M Heywood,4.0,0.0,H,1.0,2.0,0.0,0.0,2015/16,1.0,2.0
2016-04-19,Brentford,Cardiff,S Atwell,2.0,1.0,H,2.0,2.0,0.0,0.0,2015/16,2.0,2.0
2016-04-19,Bolton,Charlton,E Ilderton,0.0,0.0,D,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-04-19,Rotherham,Huddersfield,F Graham,1.0,1.0,D,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-04-19,Bristol City,Derby,A Davies,2.0,3.0,A,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-04-19,Sheffield Weds,Milton Keynes Dons,P Bankes,0.0,0.0,D,4.0,1.0,1.0,0.0,2015/16,6.0,1.0
2016-04-22,Preston,Burnley,K Friend,0.0,1.0,A,3.0,5.0,0.0,0.0,2015/16,3.0,5.0
2016-04-23,Blackburn,Bristol City,T Robinson,2.0,2.0,D,0.0,0.0,0.0,1.0,2015/16,0.0,2.0
2016-04-23,QPR,Reading,K Hill,1.0,1.0,D,0.0,1.0,0.0,0.0,2015/16,0.0,1.0
2016-04-23,Milton Keynes Dons,Brentford,A Woolmer,1.0,4.0,A,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-04-23,Middlesbrough,Ipswich,D Bond,0.0,0.0,D,1.0,1.0,0.0,0.0,2015/16,1.0,1.0
2016-04-23,Hull,Leeds,I Williamson,2.0,2.0,D,3.0,2.0,0.0,0.0,2015/16,3.0,2.0
2016-04-23,Wolves,Rotherham,J Simpson,0.0,0.0,D,0.0,2.0,0.0,0.0,2015/16,0.0,2.0
2016-04-23,Fulham,Nott'm Forest,R Lewis,1.0,3.0,A,2.0,1.0,0.0,0.0,2015/16,2.0,1.0
2016-04-23,Derby,Sheffield Weds,L Mason,1.0,1.0,D,5.0,4.0,0.0,0.0,2015/16,5.0,4.0
2016-04-23,Charlton,Brighton,S Hooper,1.0,3.0,A,0.0,0.0,0.0,0.0,2015/16,0.0,0.0
2016-04-23,Cardiff,Bolton,L Collins,2.0,1.0,H,1.0,0.0,0.0,1.0,2015/16,1.0,2.0
2016-04-23,Huddersfield,Birmingham,D Webb,1.0,1.0,D,2.0,3.0,0.0,0.0,2015/16,2.0,3.0
2016-04-26,Hull,Brentford,D Bond,2.0,0.0,H,0.0,3.0,0.0,0.0,2015/16,0.0,3.0
