Date,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HY,AY,HR,AR,Season,home_card_pts,away_card_pts
2019-09-27,Fulham,Wigan,D Whitestone,2.0,0.0,H,2.0,3.0,0.0,0.0,2019/20,2.0,3.0
2019-09-27,Stoke,Nott'm Forest,A Madley,2.0,3.0,A,0.0,4.0,0.0,0.0,2019/20,0.0,4.0
2019-09-28,Swansea,Reading,K Stroud,1.0,1.0,D,0.0,3.0,0.0,0.0,2019/20,0.0,3.0
2019-09-28,Preston,Bristol City,A Davies,3.0,3.0,D,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-09-28,Middlesbrough,Sheffield Weds,J Linington,1.0,4.0,A,0.0,3.0,0.0,0.0,2019/20,0.0,3.0
2019-09-28,Hull,Cardiff,J Gillett,2.0,2.0,D,2.0,0.0,0.0,0.0,2019/20,2.0,0.0
2019-09-28,Charlton,Leeds,J Brooks,1.0,0.0,H,3.0,1.0,0.0,0.0,2019/20,3.0,1.0
2019-09-28,Derby,Birmingham,S Hooper,3.0,2.0,H,3.0,1.0,0.0,0.0,2019/20,3.0,1.0
2019-09-28,Blackburn,Luton,G Ward,1.0,2.0,A,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-09-28,QPR,West Brom,G Eltringham,0.0,2.0,A,1.0,2.0,1.0,0.0,2019/20,3.0,2.0
2019-09-28,Huddersfield,Millwall,J Simpson,1.0,1.0,D,1.0,0.0,0.0,1.0,2019/20,1.0,2.0
2019-09-29,Barnsley,Brentford,D Webb,1.0,3.0,A,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-10-01,Wigan,Birmingham,T Robinson,1.0,0.0,H,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-10-01,Stoke,Huddersfield,R Jones,0.0,1.0,A,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-10-01,Middlesbrough,Preston,D England,1.0,1.0,D,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-10-01,Reading,Fulham,A Woolmer,1.0,4.0,A,1.0,0.0,1.0,0.0,2019/20,3.0,0.0
2019-10-01,Hull,Sheffield Weds,A Davies,1.0,0.0,H,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-10-01,Blackburn,Nott'm Forest,S Martin,1.0,1.0,D,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-10-01,Leeds,West Brom,D Coote,1.0,0.0,H,1.0,5.0,0.0,0.0,2019/20,1.0,5.0
2019-10-02,Barnsley,Derby,T Harrington,2.0,2.0,D,2.0,0.0,0.0,0.0,2019/20,2.0,0.0
2019-10-02,Brentford,Bristol City,O Langford,1.0,1.0,D,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-10-02,Cardiff,QPR,M Donohue,3.0,0.0,H,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-10-02,Charlton,Swansea,P Bankes,1.0,2.0,A,4.0,1.0,0.0,0.0,2019/20,4.0,1.0
2019-10-02,Luton,Millwall,D Bond,1.0,1.0,D,0.0,2.0,0.0,0.0,2019/20,0.0,2.0
2019-10-04,Birmingham,Middlesbrough,J Simpson,2.0,1.0,H,2.0,3.0,0.0,0.0,2019/20,2.0,3.0
2019-10-05,West Brom,Cardiff,J Brooks,4.0,2.0,H,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-10-05,Swansea,Stoke,O Langford,1.0,2.0,A,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-10-05,Sheffield Weds,Wigan,L Mason,1.0,0.0,H,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-10-05,QPR,Blackburn,S Hooper,4.0,2.0,H,4.0,4.0,0.0,0.0,2019/20,4.0,4.0
2019-10-05,Preston,Barnsley,G Ward,5.0,1.0,H,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-10-05,Huddersfield,Hull,D Webb,3.0,0.0,H,3.0,1.0,0.0,0.0,2019/20,3.0,1.0
2019-10-05,Millwall,Leeds,J Linington,2.0,1.0,H,4.0,1.0,0.0,1.0,2019/20,4.0,3.0
2019-10-05,Derby,Luton,G Eltringham,2.0,0.0,H,1.0,0.0,0.0,0.0,2019/20,1.0,0.0
2019-10-05,Bristol City,Reading,S Martin,1.0,0.0,H,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-10-05,Fulham,Charlton,K Stroud,2.0,2.0,D,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-10-05,Nott'm Forest,Brentford,D Whitestone,1.0,0.0,H,0.0,1.0,0.0,0.0,2019/20,0.0,1.0
2019-10-18,Cardiff,Sheffield Weds,K Stroud,1.0,1.0,D,0.0,3.0,0.0,0.0,2019/20,0.0,3.0
2019-10-19,Luton,Bristol City,G Scott,3.0,0.0,H,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-10-19,Stoke,Fulham,A Davies,2.0,0.0,H,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-10-19,Reading,Preston,D Whitestone,1.0,0.0,H,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-10-19,Middlesbrough,West Brom,O Langford,0.0,1.0,A,2.0,4.0,0.0,0.0,2019/20,2.0,4.0
2019-10-19,Leeds,Birmingham,R Jones,1.0,0.0,H,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-10-19,Charlton,Derby,S Martin,3.0,0.0,H,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-10-19,Brentford,Millwall,S Attwell,3.0,2.0,H,3.0,6.0,0.0,0.0,2019/20,3.0,6.0
2019-10-19,Barnsley,Swansea,A Woolmer,1.0,1.0,D,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-10-19,Blackburn,Huddersfield,D Bond,2.0,2.0,D,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-10-19,Hull,QPR,T Harrington,2.0,3.0,A,1.0,0.0,0.0,0.0,2019/20,1.0,0.0
2019-10-20,Wigan,Nott'm Forest,M Donohue,1.0,0.0,H,3.0,1.0,0.0,0.0,2019/20,3.0,1.0
2019-10-22,Swansea,Brentford,G Ward,0.0,3.0,A,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-10-22,West Brom,Barnsley,D Bond,2.0,2.0,D,3.0,8.0,0.0,0.0,2019/20,3.0,8.0
2019-10-22,Sheffield Weds,Stoke,A Madley,1.0,0.0,H,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-10-22,QPR,Reading,J Simpson,2.0,2.0,D,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-10-22,Preston,Leeds,K Friend,1.0,1.0,D,1.0,0.0,0.0,0.0,2019/20,1.0,0.0
2019-10-22,Millwall,Cardiff,T Robinson,2.0,2.0,D,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-10-22,Birmingham,Blackburn,D England,1.0,0.0,H,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-10-23,Bristol City,Charlton,J Linington,2.0,1.0,H,2.0,5.0,1.0,0.0,2019/20,4.0,5.0
2019-10-23,Derby,Wigan,K Stroud,1.0,0.0,H,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-10-23,Fulham,Luton,J Brooks,3.0,2.0,H,1.0,0.0,0.0,0.0,2019/20,1.0,0.0
2019-10-23,Huddersfield,Middlesbrough,T Harrington,0.0,0.0,D,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-10-23,Nott'm Forest,Hull,O Langford,1.0,2.0,A,3.0,2.0,0.0,1.0,2019/20,3.0,4.0
2019-10-26,Preston,Blackburn,S Martin,3.0,2.0,H,0.0,2.0,0.0,0.0,2019/20,0.0,2.0
2019-10-26,Millwall,Stoke,D England,2.0,0.0,H,1.0,0.0,0.0,0.0,2019/20,1.0,0.0
2019-10-26,West Brom,Charlton,M Donohue,2.0,2.0,D,2.0,3.0,1.0,0.0,2019/20,4.0,3.0
2019-10-26,Middlesbrough,Fulham,P Bankes,0.0,0.0,D,3.0,2.0,0.0,1.0,2019/20,3.0,4.0
2019-10-26,Hull,Derby,S Hooper,2.0,0.0,H,4.0,1.0,0.0,0.0,2019/20,4.0,1.0
2019-10-26,Huddersfield,Barnsley,J Linington,2.0,1.0,H,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-10-26,Birmingham,Luton,D Whitestone,2.0,1.0,H,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-10-26,Sheffield Weds,Leeds,T Robinson,0.0,0.0,D,2.0,0.0,0.0,0.0,2019/20,2.0,0.0
2019-10-27,Swansea,Cardiff,R Jones,1.0,0.0,H,0.0,1.0,0.0,0.0,2019/20,0.0,1.0
2019-10-27,Bristol City,Wigan,J Brooks,2.0,2.0,D,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-10-28,QPR,Brentford,A Woolmer,1.0,3.0,A,0.0,3.0,0.0,0.0,2019/20,0.0,3.0
2019-11-01,Barnsley,Bristol City,J Gillett,2.0,2.0,D,2.0,0.0,0.0,0.0,2019/20,2.0,0.0
2019-11-02,Reading,Millwall,T Harrington,2.0,1.0,H,1.0,0.0,0.0,0.0,2019/20,1.0,0.0
2019-11-02,Luton,Nott'm Forest,G Ward,1.0,2.0,A,0.0,1.0,0.0,0.0,2019/20,0.0,1.0
2019-11-02,Leeds,QPR,G Eltringham,2.0,0.0,H,1.0,4.0,0.0,0.0,2019/20,1.0,4.0
2019-11-02,Fulham,Hull,K Stroud,0.0,3.0,A,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-11-02,Brentford,Huddersfield,R Jones,0.0,1.0,A,1.0,5.0,0.0,0.0,2019/20,1.0,5.0
2019-11-02,Cardiff,Birmingham,A Madley,4.0,2.0,H,1.0,3.0,1.0,1.0,2019/20,3.0,5.0
2019-11-02,Blackburn,Sheffield Weds,A Woolmer,2.0,1.0,H,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-11-02,Wigan,Swansea,P Bankes,1.0,2.0,A,4.0,2.0,0.0,0.0,2019/20,4.0,2.0
2019-11-02,Derby,Middlesbrough,D Bond,2.0,0.0,H,0.0,1.0,0.0,1.0,2019/20,0.0,3.0
2019-11-03,Charlton,Preston,D Webb,0.0,1.0,A,3.0,5.0,0.0,0.0,2019/20,3.0,5.0
2019-11-04,Stoke,West Brom,T Robinson,0.0,2.0,A,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-11-09,Reading,Luton,A Woolmer,3.0,0.0,H,0.0,1.0,0.0,0.0,2019/20,0.0,1.0
2019-11-09,QPR,Middlesbrough,D Coote,2.0,2.0,D,4.0,2.0,0.0,0.0,2019/20,4.0,2.0
2019-11-09,Wigan,Brentford,A Davies,0.0,3.0,A,1.0,1.0,1.0,1.0,2019/20,3.0,3.0
2019-11-09,Sheffield Weds,Swansea,D Webb,2.0,2.0,D,1.0,0.0,0.0,0.0,2019/20,1.0,0.0
2019-11-09,Preston,Huddersfield,G Eltringham,3.0,1.0,H,4.0,2.0,0.0,0.0,2019/20,4.0,2.0
2019-11-09,Leeds,Blackburn,G Ward,2.0,1.0,H,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-11-09,Hull,West Brom,J Linington,0.0,1.0,A,3.0,3.0,0.0,0.0,2019/20,3.0,3.0
2019-11-09,Birmingham,Fulham,J Gillett,0.0,1.0,A,3.0,2.0,0.0,0.0,2019/20,3.0,2.0
2019-11-09,Barnsley,Stoke,J Simpson,2.0,4.0,A,3.0,1.0,0.0,0.0,2019/20,3.0,1.0
2019-11-09,Nott'm Forest,Derby,D England,1.0,0.0,H,3.0,3.0,0.0,0.0,2019/20,3.0,3.0
2019-11-09,Millwall,Charlton,R Jones,2.0,1.0,H,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-11-10,Cardiff,Bristol City,T Harrington,0.0,1.0,A,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-11-22,Fulham,QPR,J Linington,2.0,1.0,H,1.0,0.0,0.0,0.0,2019/20,1.0,0.0
2019-11-23,Brentford,Reading,D Coote,1.0,0.0,H,3.0,3.0,0.0,0.0,2019/20,3.0,3.0
2019-11-23,Swansea,Millwall,A Davies,0.0,1.0,A,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-11-23,Stoke,Wigan,G Eltringham,2.0,1.0,H,3.0,2.0,0.0,0.0,2019/20,3.0,2.0
2019-11-23,Luton,Leeds,J Brooks,1.0,2.0,A,0.0,1.0,0.0,0.0,2019/20,0.0,1.0
2019-11-23,Huddersfield,Birmingham,K Stroud,1.0,1.0,D,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-11-23,Blackburn,Barnsley,D Whitestone,3.0,2.0,H,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-11-23,Bristol City,Nott'm Forest,C Pawson,0.0,0.0,D,1.0,2.0,0.0,1.0,2019/20,1.0,4.0
2019-11-23,West Brom,Sheffield Weds,T Harrington,2.0,1.0,H,1.0,3.0,0.0,1.0,2019/20,1.0,5.0
2019-11-23,Charlton,Cardiff,D Bond,2.0,2.0,D,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-11-23,Derby,Preston,T Robinson,1.0,0.0,H,0.0,2.0,0.0,0.0,2019/20,0.0,2.0
2019-11-24,Middlesbrough,Hull,J Simpson,2.0,2.0,D,2.0,1.0,1.0,0.0,2019/20,4.0,1.0
2019-11-26,Reading,Leeds,D Bond,0.0,1.0,A,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-11-26,Millwall,Wigan,D Whitestone,2.0,2.0,D,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-11-26,Luton,Charlton,D England,2.0,1.0,H,3.0,1.0,0.0,0.0,2019/20,3.0,1.0
2019-11-26,Fulham,Derby,A Woolmer,3.0,0.0,H,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-11-26,Cardiff,Stoke,G Ward,1.0,0.0,H,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-11-26,Huddersfield,Swansea,J Gillett,1.0,1.0,D,3.0,2.0,1.0,0.0,2019/20,5.0,2.0
2019-11-27,Blackburn,Brentford,M Donohue,1.0,0.0,H,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-11-27,Hull,Preston,J Moss,4.0,0.0,H,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-11-27,Middlesbrough,Barnsley,O Langford,1.0,0.0,H,3.0,0.0,0.0,0.0,2019/20,3.0,0.0
2019-11-27,QPR,Nott'm Forest,S Martin,0.0,4.0,A,1.0,2.0,1.0,0.0,2019/20,3.0,2.0
2019-11-27,Sheffield Weds,Birmingham,P Bankes,1.0,1.0,D,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-11-27,West Brom,Bristol City,G Eltringham,4.0,1.0,H,0.0,2.0,0.0,0.0,2019/20,0.0,2.0
2019-11-29,Swansea,Fulham,S Hooper,1.0,2.0,A,0.0,1.0,0.0,0.0,2019/20,0.0,1.0
2019-11-30,Barnsley,Hull,J Brooks,3.0,1.0,H,0.0,1.0,0.0,0.0,2019/20,0.0,1.0
2019-11-30,Stoke,Blackburn,K Friend,1.0,2.0,A,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-11-30,Nott'm Forest,Cardiff,R Jones,0.0,1.0,A,0.0,1.0,0.0,0.0,2019/20,0.0,1.0
2019-11-30,Leeds,Middlesbrough,K Stroud,4.0,0.0,H,2.0,3.0,0.0,0.0,2019/20,2.0,3.0
2019-11-30,Derby,QPR,D Webb,1.0,1.0,D,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-11-30,Charlton,Sheffield Weds,T Robinson,1.0,3.0,A,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-11-30,Brentford,Luton,T Harrington,7.0,0.0,H,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-11-30,Birmingham,Millwall,A Woolmer,1.0,1.0,D,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-11-30,Wigan,Reading,J Simpson,1.0,3.0,A,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-11-30,Bristol City,Huddersfield,D England,5.0,2.0,H,0.0,1.0,0.0,0.0,2019/20,0.0,1.0
2019-12-02,Preston,West Brom,O Langford,0.0,1.0,A,0.0,1.0,0.0,0.0,2019/20,0.0,1.0
2019-12-06,Millwall,Nott'm Forest,J Brooks,2.0,2.0,D,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-07,Reading,Birmingham,T Robinson,2.0,3.0,A,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-12-07,Cardiff,Barnsley,P Tierney,3.0,2.0,H,1.0,5.0,0.0,0.0,2019/20,1.0,5.0
2019-12-07,QPR,Preston,A Davies,2.0,0.0,H,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-12-07,Sheffield Weds,Brentford,D Whitestone,2.0,1.0,H,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-07,Middlesbrough,Charlton,S Martin,1.0,0.0,H,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-12-07,Blackburn,Derby,O Langford,1.0,0.0,H,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-12-07,Hull,Stoke,D Bond,2.0,1.0,H,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-12-07,Fulham,Bristol City,J Simpson,1.0,2.0,A,6.0,2.0,0.0,0.0,2019/20,6.0,2.0
2019-12-07,Luton,Wigan,A Madley,2.0,1.0,H,1.0,2.0,0.0,1.0,2019/20,1.0,4.0
2019-12-07,Huddersfield,Leeds,G Ward,0.0,2.0,A,2.0,3.0,0.0,0.0,2019/20,2.0,3.0
2019-12-08,West Brom,Swansea,K Stroud,5.0,1.0,H,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-10,Bristol City,Millwall,G Ward,1.0,2.0,A,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-12-10,Charlton,Huddersfield,G Scott,0.0,1.0,A,3.0,2.0,0.0,0.0,2019/20,3.0,2.0
2019-12-10,Leeds,Hull,D Webb,2.0,0.0,H,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-12-10,Nott'm Forest,Middlesbrough,A Woolmer,1.0,1.0,D,4.0,2.0,0.0,0.0,2019/20,4.0,2.0
2019-12-10,Preston,Fulham,K Stroud,2.0,1.0,H,4.0,1.0,1.0,1.0,2019/20,6.0,3.0
2019-12-10,Stoke,Luton,J Gillett,3.0,0.0,H,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-11,Wigan,West Brom,A Davies,1.0,1.0,D,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-11,Swansea,Blackburn,J Simpson,1.0,1.0,D,0.0,0.0,1.0,1.0,2019/20,2.0,2.0
2019-12-11,Derby,Sheffield Weds,S Martin,1.0,1.0,D,3.0,3.0,0.0,1.0,2019/20,3.0,5.0
2019-12-11,Barnsley,Reading,M Donohue,1.0,1.0,D,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-12-11,Birmingham,QPR,D Bond,0.0,2.0,A,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-12-11,Brentford,Cardiff,J Brooks,2.0,1.0,H,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-12-13,Charlton,Hull,A Davies,2.0,2.0,D,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-12-14,Preston,Luton,G Ward,2.0,1.0,H,0.0,3.0,0.0,0.0,2019/20,0.0,3.0
2019-12-14,Swansea,Middlesbrough,D Whitestone,3.0,1.0,H,2.0,1.0,0.0,2.0,2019/20,2.0,5.0
2019-12-14,Stoke,Reading,L Mason,0.0,0.0,D,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-12-14,Wigan,Huddersfield,S Martin,1.0,1.0,D,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-14,Nott'm Forest,Sheffield Weds,J Linington,0.0,4.0,A,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-12-14,Brentford,Fulham,O Langford,1.0,0.0,H,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2019-12-14,Derby,Millwall,C Kavanagh,0.0,1.0,A,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-14,Bristol City,Blackburn,J Brooks,0.0,2.0,A,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-14,Barnsley,QPR,K Stroud,5.0,3.0,H,4.0,3.0,0.0,0.0,2019/20,4.0,3.0
2019-12-14,Birmingham,West Brom,D England,2.0,3.0,A,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-12-14,Leeds,Cardiff,T Harrington,3.0,3.0,D,1.0,1.0,0.0,1.0,2019/20,1.0,3.0
2019-12-20,Middlesbrough,Stoke,O Langford,2.0,1.0,H,2.0,4.0,0.0,0.0,2019/20,2.0,4.0
2019-12-21,West Brom,Brentford,D Bond,1.0,1.0,D,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-12-21,Reading,Derby,M Salisbury,3.0,0.0,H,2.0,7.0,0.0,1.0,2019/20,2.0,9.0
2019-12-21,QPR,Charlton,M Donohue,2.0,2.0,D,3.0,4.0,0.0,0.0,2019/20,3.0,4.0
2019-12-21,Millwall,Barnsley,J Gillett,1.0,2.0,A,2.0,4.0,0.0,0.0,2019/20,2.0,4.0
2019-12-21,Huddersfield,Nott'm Forest,A Davies,2.0,1.0,H,3.0,3.0,0.0,0.0,2019/20,3.0,3.0
2019-12-21,Hull,Birmingham,A Backhouse,3.0,0.0,H,2.0,2.0,0.0,0.0,2019/20,2.0,2.0
2019-12-21,Fulham,Leeds,T Robinson,2.0,1.0,H,3.0,4.0,0.0,0.0,2019/20,3.0,4.0
2019-12-21,Cardiff,Preston,J Simpson,0.0,0.0,D,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-21,Luton,Swansea,D Webb,0.0,1.0,A,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-22,Sheffield Weds,Bristol City,T Harrington,1.0,0.0,H,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-12-23,Blackburn,Wigan,G Ward,0.0,0.0,D,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-26,Stoke,Sheffield Weds,J Brooks,3.0,2.0,H,0.0,2.0,0.0,0.0,2019/20,0.0,2.0
2019-12-26,Wigan,Derby,J Gillett,1.0,1.0,D,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-12-26,Middlesbrough,Huddersfield,D England,1.0,0.0,H,3.0,4.0,0.0,0.0,2019/20,3.0,4.0
2019-12-26,Reading,QPR,J Linington,1.0,0.0,H,1.0,0.0,0.0,0.0,2019/20,1.0,0.0
2019-12-26,Leeds,Preston,D Bond,1.0,1.0,D,3.0,4.0,0.0,0.0,2019/20,3.0,4.0
2019-12-26,Luton,Fulham,D Whitestone,3.0,3.0,D,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-12-26,Barnsley,West Brom,T Harrington,1.0,1.0,D,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2019-12-26,Charlton,Bristol City,K Stroud,3.0,2.0,H,3.0,1.0,0.0,0.0,2019/20,3.0,1.0
2019-12-26,Cardiff,Millwall,D Webb,1.0,1.0,D,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-12-26,Brentford,Swansea,A Woolmer,3.0,1.0,H,0.0,2.0,0.0,0.0,2019/20,0.0,2.0
2019-12-26,Blackburn,Birmingham,R Jones,1.0,1.0,D,3.0,3.0,0.0,0.0,2019/20,3.0,3.0
2019-12-26,Hull,Nott'm Forest,G Eltringham,0.0,2.0,A,4.0,2.0,0.0,0.0,2019/20,4.0,2.0
2019-12-29,West Brom,Middlesbrough,G Eltringham,0.0,2.0,A,4.0,3.0,0.0,0.0,2019/20,4.0,3.0
2019-12-29,Swansea,Barnsley,A Coggins,0.0,0.0,D,1.0,4.0,0.0,0.0,2019/20,1.0,4.0
2019-12-29,Sheffield Weds,Cardiff,T Robinson,1.0,2.0,A,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2019-12-29,QPR,Hull,G Ward,1.0,2.0,A,0.0,2.0,0.0,0.0,2019/20,0.0,2.0
2019-12-29,Preston,Reading,J Gillett,0.0,2.0,A,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2019-12-29,Nott'm Forest,Wigan,M Donohue,1.0,0.0,H,0.0,2.0,0.0,0.0,2019/20,0.0,2.0
2019-12-29,Millwall,Brentford,R Jones,1.0,0.0,H,3.0,1.0,0.0,0.0,2019/20,3.0,1.0
2019-12-29,Huddersfield,Blackburn,A Woolmer,2.0,1.0,H,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2019-12-29,Fulham,Stoke,A Davies,1.0,0.0,H,2.0,3.0,0.0,0.0,2019/20,2.0,3.0
2019-12-29,Bristol City,Luton,O Langford,3.0,0.0,H,1.0,4.0,0.0,0.0,2019/20,1.0,4.0
2019-12-29,Birmingham,Leeds,K Stroud,4.0,5.0,A,5.0,3.0,0.0,0.0,2019/20,5.0,3.0
2019-12-30,Derby,Charlton,J Simpson,2.0,1.0,H,1.0,5.0,1.0,0.0,2019/20,3.0,5.0
2020-01-01,West Brom,Leeds,R Jones,1.0,1.0,D,2.0,3.0,0.0,0.0,2019/20,2.0,3.0
2020-01-01,Sheffield Weds,Hull,J Simpson,0.0,1.0,A,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2020-01-01,QPR,Cardiff,D England,6.0,1.0,H,2.0,1.0,0.0,0.0,2019/20,2.0,1.0
2020-01-01,Preston,Middlesbrough,J Brooks,0.0,2.0,A,0.0,2.0,0.0,0.0,2019/20,0.0,2.0
2020-01-01,Nott'm Forest,Blackburn,D Bond,3.0,2.0,H,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2020-01-01,Fulham,Reading,G Eltringham,1.0,2.0,A,4.0,3.0,0.0,0.0,2019/20,4.0,3.0
2020-01-01,Bristol City,Brentford,M Donohue,0.0,4.0,A,2.0,2.0,1.0,0.0,2019/20,4.0,2.0
2020-01-01,Birmingham,Wigan,D Webb,2.0,3.0,A,0.0,2.0,0.0,0.0,2019/20,0.0,2.0
2020-01-01,Millwall,Luton,S Martin,3.0,1.0,H,0.0,0.0,0.0,0.0,2019/20,0.0,0.0
2020-01-01,Huddersfield,Stoke,J Linington,2.0,5.0,A,5.0,2.0,0.0,0.0,2019/20,5.0,2.0
2020-01-02,Derby,Barnsley,D Whitestone,2.0,1.0,H,1.0,0.0,0.0,0.0,2019/20,1.0,0.0
2020-01-02,Swansea,Charlton,P Bankes,1.0,0.0,H,1.0,3.0,0.0,0.0,2019/20,1.0,3.0
2020-01-11,Hull,Fulham,M Donohue,0.0,1.0,A,1.0,4.0,0.0,0.0,2019/20,1.0,4.0
2020-01-11,Wigan,Bristol City,S Martin,0.0,2.0,A,1.0,1.0,0.0,0.0,2019/20,1.0,1.0
2020-01-11,Stoke,Millwall,J Simpson,0.0,0.0,D,1.0,1.0,0.0,1.0,2019/20,1.0,3.0
2020-01-11,Reading,Nott'm Forest,D Whitestone,1.0,1.0,D,4.0,2.0,0.0,0.0,2019/20,4.0,2.0
2020-01-11,Middlesbrough,Derby,T Robinson,2.0,2.0,D,1.0,2.0,0.0,0.0,2019/20,1.0,2.0
2020-01-11,Luton,Birmingham,G Scott,1.0,2.0,A,1.0,3.0,0.0,1.0,2019/20,1.0,5.0
2020-01-11,Charlton,West Brom,J Gillett,2.0,2.0,D,2.0,6.0,0.0,0.0,2019/20,2.0,6.0
