match_id,season,kickoff_utc,Date,home_club_id,away_club_id,home_goals,away_goals,home_xg,away_xg,xg_source,sofascore_event_id,mapping_day_difference,mapping_score,data_contract,source_hash
ucl-2024-25-001,2024-25,2024-09-17T00:00:00+00:00,2024-09-17T00:00:00Z,bsc-young-boys,aston-villa-fc,0,3,0.59185795672238,2.044701718725266,sofascore_shotmap,12764526.0,0.0,1.0,ucl_recent_sofascore_xg_v1,42458cbd2499272d02d2db97916950646038287b52f25490239639dd83966494
ucl-2024-25-002,2024-25,2024-09-17T00:00:00+00:00,2024-09-17T00:00:00Z,juventus-fc,psv,3,1,2.918197968974709,1.039429815486073,sofascore_shotmap,12764285.0,0.0,0.6875,ucl_recent_sofascore_xg_v1,42458cbd2499272d02d2db97916950646038287b52f25490239639dd83966494
ucl-2024-25-003,2024-25,2024-09-17T00:00:00+00:00,2024-09-17T00:00:00Z,sporting-clube-de-portugal,lille-osc,2,0,1.626105515286317,0.406368296593432,sofascore_shotmap,12764496.0,0.0,0.7352941176470589,ucl_recent_sofascore_xg_v1,42458cbd2499272d02d2db97916950646038287b52f25490239639dd83966494
ucl-2024-25-004,2024-25,2024-09-17T00:00:00+00:00,2024-09-17T00:00:00Z,fc-bayern-m-nchen,gnk-dinamo-zagreb,9,2,6.344696338404714,0.6994056105613761,sofascore_shotmap,12764072.0,0.0,1.0,ucl_recent_sofascore_xg_v1,42458cbd2499272d02d2db97916950646038287b52f25490239639dd83966494
ucl-2024-25-005,2024-25,2024-09-17T00:00:00+00:00,2024-09-17T00:00:00Z,real-madrid-cf,vfb-stuttgart,3,1,2.607991496101019,1.9385409457609093,sofascore_shotmap,12764442.0,0.0,1.0,ucl_recent_sofascore_xg_v1,42458cbd2499272d02d2db97916950646038287b52f25490239639dd83966494
ucl-2024-25-006,2024-25,2024-09-17T00:00:00+00:00,2024-09-17T00:00:00Z,ac-milan,liverpool-fc,1,3,0.614691263064741,3.115958190523085,sofascore_shotmap,12763940.0,0.0,1.0,ucl_recent_sofascore_xg_v1,42458cbd2499272d02d2db97916950646038287b52f25490239639dd83966494
ucl-2024-25-007,2024-25,2024-09-17T00:00:00+00:00,2024-09-17T00:00:00Z,bologna-fc-1909,fk-shakhtar-donetsk,0,0,1.172773748636247,0.87125562787205,sofascore_shotmap,12764143.0,1.0,1.0,ucl_recent_sofascore_xg_v1,42458cbd2499272d02d2db97916950646038287b52f25490239639dd83966494
ucl-2024-25-008,2024-25,2024-09-17T00:00:00+00:00,2024-09-17T00:00:00Z,ac-sparta-praha,fc-red-bull-salzburg,3,0,2.574949180707342,0.583794979378579,sofascore_shotmap,12764489.0,1.0,1.0,ucl_recent_sofascore_xg_v1,42458cbd2499272d02d2db97916950646038287b52f25490239639dd83966494
ucl-2024-25-009,2024-25,2024-09-17T00:00:00+00:00,2024-09-17T00:00:00Z,manchester-city-fc,fc-internazionale-milano,0,0,2.347893329337249,0.7498744726181023,sofascore_shotmap,12764343.0,1.0,1.0,ucl_recent_sofascore_xg_v1,42458cbd2499272d02d2db97916950646038287b52f25490239639dd83966494
ucl-2024-25-010,2024-25,2024-09-17T00:00:00+00:00,2024-09-17T00:00:00Z,paris-saint-germain-fc,girona-fc,1,0,2.097100900486121,0.248462334275242,sofascore_shotmap,12764383.0,1.0,1.0,ucl_recent_sofascore_xg_v1,42458cbd2499272d02d2db97916950646038287b52f25490239639dd83966494
