match_id,season,stage,matchday,kickoff_utc,kickoff_precision,home_club_id,away_club_id,home_name_source,away_name_source,home_goals,away_goals,source,source_published_at_utc
ucl-2011-12-001,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,manchester-city,ssc-napoli,Manchester City (ENG),SSC Napoli (ITA),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-002,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,villarreal-cf,bayern-m-nchen,Villarreal CF (ESP),Bayern München (GER),0,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-003,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,bayern-m-nchen,manchester-city,Bayern München (GER),Manchester City (ENG),2,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-004,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,ssc-napoli,villarreal-cf,SSC Napoli (ITA),Villarreal CF (ESP),2,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-005,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,manchester-city,villarreal-cf,Manchester City (ENG),Villarreal CF (ESP),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-006,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,ssc-napoli,bayern-m-nchen,SSC Napoli (ITA),Bayern München (GER),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-007,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,bayern-m-nchen,ssc-napoli,Bayern München (GER),SSC Napoli (ITA),3,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-008,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,villarreal-cf,manchester-city,Villarreal CF (ESP),Manchester City (ENG),0,3,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-009,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,bayern-m-nchen,villarreal-cf,Bayern München (GER),Villarreal CF (ESP),3,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-010,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,ssc-napoli,manchester-city,SSC Napoli (ITA),Manchester City (ENG),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-011,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,manchester-city,bayern-m-nchen,Manchester City (ENG),Bayern München (GER),2,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-012,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,villarreal-cf,ssc-napoli,Villarreal CF (ESP),SSC Napoli (ITA),0,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-013,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,lille-osc,cska-moskva,Lille OSC (FRA),CSKA Moskva (RUS),2,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-014,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,inter,trabzonspor,Inter (ITA),Trabzonspor (TUR),0,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-015,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,cska-moskva,inter,CSKA Moskva (RUS),Inter (ITA),2,3,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-016,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,trabzonspor,lille-osc,Trabzonspor (TUR),Lille OSC (FRA),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-017,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,cska-moskva,trabzonspor,CSKA Moskva (RUS),Trabzonspor (TUR),3,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-018,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,lille-osc,inter,Lille OSC (FRA),Inter (ITA),0,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-019,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,trabzonspor,cska-moskva,Trabzonspor (TUR),CSKA Moskva (RUS),0,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-020,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,inter,lille-osc,Inter (ITA),Lille OSC (FRA),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-021,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,cska-moskva,lille-osc,CSKA Moskva (RUS),Lille OSC (FRA),0,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-022,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,trabzonspor,inter,Trabzonspor (TUR),Inter (ITA),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-023,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,inter,cska-moskva,Inter (ITA),CSKA Moskva (RUS),1,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-024,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,lille-osc,trabzonspor,Lille OSC (FRA),Trabzonspor (TUR),0,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-025,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,fc-basel-1893,o-elul-gala-i,FC Basel 1893 (SUI),Oţelul Galaţi (ROU),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-026,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,sl-benfica,manchester-united,SL Benfica (POR),Manchester United (ENG),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-027,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,manchester-united,fc-basel-1893,Manchester United (ENG),FC Basel 1893 (SUI),3,3,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-028,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,o-elul-gala-i,sl-benfica,Oţelul Galaţi (ROU),SL Benfica (POR),0,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-029,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,fc-basel-1893,sl-benfica,FC Basel 1893 (SUI),SL Benfica (POR),0,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-030,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,o-elul-gala-i,manchester-united,Oţelul Galaţi (ROU),Manchester United (ENG),0,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-031,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,manchester-united,o-elul-gala-i,Manchester United (ENG),Oţelul Galaţi (ROU),2,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-032,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,sl-benfica,fc-basel-1893,SL Benfica (POR),FC Basel 1893 (SUI),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-033,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,manchester-united,sl-benfica,Manchester United (ENG),SL Benfica (POR),2,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-034,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,o-elul-gala-i,fc-basel-1893,Oţelul Galaţi (ROU),FC Basel 1893 (SUI),2,3,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-035,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,fc-basel-1893,manchester-united,FC Basel 1893 (SUI),Manchester United (ENG),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-036,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,sl-benfica,o-elul-gala-i,SL Benfica (POR),Oţelul Galaţi (ROU),1,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-037,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,afc-ajax,olympique-lyonnais,AFC Ajax (NED),Olympique Lyonnais (FRA),0,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-038,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,dinamo-zagreb,real-madrid,Dinamo Zagreb (CRO),Real Madrid (ESP),0,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-039,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,olympique-lyonnais,dinamo-zagreb,Olympique Lyonnais (FRA),Dinamo Zagreb (CRO),2,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-040,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,real-madrid,afc-ajax,Real Madrid (ESP),AFC Ajax (NED),3,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-041,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,dinamo-zagreb,afc-ajax,Dinamo Zagreb (CRO),AFC Ajax (NED),0,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-042,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,real-madrid,olympique-lyonnais,Real Madrid (ESP),Olympique Lyonnais (FRA),4,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-043,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,afc-ajax,dinamo-zagreb,AFC Ajax (NED),Dinamo Zagreb (CRO),4,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-044,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,olympique-lyonnais,real-madrid,Olympique Lyonnais (FRA),Real Madrid (ESP),0,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-045,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,olympique-lyonnais,afc-ajax,Olympique Lyonnais (FRA),AFC Ajax (NED),0,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-046,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,real-madrid,dinamo-zagreb,Real Madrid (ESP),Dinamo Zagreb (CRO),6,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-047,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,afc-ajax,real-madrid,AFC Ajax (NED),Real Madrid (ESP),0,3,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-048,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,dinamo-zagreb,olympique-lyonnais,Dinamo Zagreb (CRO),Olympique Lyonnais (FRA),1,7,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-049,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,chelsea-fc,bayer-leverkusen,Chelsea FC (ENG),Bayer Leverkusen (GER),2,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-050,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,krc-genk,valencia-cf,KRC Genk (BEL),Valencia CF (ESP),0,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-051,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,bayer-leverkusen,krc-genk,Bayer Leverkusen (GER),KRC Genk (BEL),2,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-052,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,valencia-cf,chelsea-fc,Valencia CF (ESP),Chelsea FC (ENG),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-053,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,bayer-leverkusen,valencia-cf,Bayer Leverkusen (GER),Valencia CF (ESP),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-054,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,chelsea-fc,krc-genk,Chelsea FC (ENG),KRC Genk (BEL),5,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-055,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,krc-genk,chelsea-fc,KRC Genk (BEL),Chelsea FC (ENG),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-056,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,valencia-cf,bayer-leverkusen,Valencia CF (ESP),Bayer Leverkusen (GER),3,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-057,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,bayer-leverkusen,chelsea-fc,Bayer Leverkusen (GER),Chelsea FC (ENG),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-058,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,valencia-cf,krc-genk,Valencia CF (ESP),KRC Genk (BEL),7,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-059,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,chelsea-fc,valencia-cf,Chelsea FC (ENG),Valencia CF (ESP),3,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-060,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,krc-genk,bayer-leverkusen,KRC Genk (BEL),Bayer Leverkusen (GER),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-061,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,borussia-dortmund,arsenal-fc,Borussia Dortmund (GER),Arsenal FC (ENG),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-062,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,olympiakos-piraeus,olympique-marseille,Olympiakos Piraeus (GRE),Olympique Marseille (FRA),0,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-063,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,arsenal-fc,olympiakos-piraeus,Arsenal FC (ENG),Olympiakos Piraeus (GRE),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-064,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,olympique-marseille,borussia-dortmund,Olympique Marseille (FRA),Borussia Dortmund (GER),3,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-065,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,olympiakos-piraeus,borussia-dortmund,Olympiakos Piraeus (GRE),Borussia Dortmund (GER),3,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-066,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,olympique-marseille,arsenal-fc,Olympique Marseille (FRA),Arsenal FC (ENG),0,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-067,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,arsenal-fc,olympique-marseille,Arsenal FC (ENG),Olympique Marseille (FRA),0,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-068,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,borussia-dortmund,olympiakos-piraeus,Borussia Dortmund (GER),Olympiakos Piraeus (GRE),1,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-069,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,arsenal-fc,borussia-dortmund,Arsenal FC (ENG),Borussia Dortmund (GER),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-070,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,olympique-marseille,olympiakos-piraeus,Olympique Marseille (FRA),Olympiakos Piraeus (GRE),0,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-071,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,borussia-dortmund,olympique-marseille,Borussia Dortmund (GER),Olympique Marseille (FRA),2,3,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-072,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,olympiakos-piraeus,arsenal-fc,Olympiakos Piraeus (GRE),Arsenal FC (ENG),3,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-073,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,apoel-nikosia,zenit-st-petersburg,APOEL Nikosia (CYP),Zenit St. Petersburg (RUS),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-074,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,fc-porto,shakhtar-donetsk,FC Porto (POR),Shakhtar Donetsk (UKR),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-075,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,zenit-st-petersburg,fc-porto,Zenit St. Petersburg (RUS),FC Porto (POR),3,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-076,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,shakhtar-donetsk,apoel-nikosia,Shakhtar Donetsk (UKR),APOEL Nikosia (CYP),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-077,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,fc-porto,apoel-nikosia,FC Porto (POR),APOEL Nikosia (CYP),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-078,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,shakhtar-donetsk,zenit-st-petersburg,Shakhtar Donetsk (UKR),Zenit St. Petersburg (RUS),2,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-079,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,zenit-st-petersburg,shakhtar-donetsk,Zenit St. Petersburg (RUS),Shakhtar Donetsk (UKR),1,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-080,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,apoel-nikosia,fc-porto,APOEL Nikosia (CYP),FC Porto (POR),2,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-081,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,zenit-st-petersburg,apoel-nikosia,Zenit St. Petersburg (RUS),APOEL Nikosia (CYP),0,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-082,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,shakhtar-donetsk,fc-porto,Shakhtar Donetsk (UKR),FC Porto (POR),0,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-083,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,apoel-nikosia,shakhtar-donetsk,APOEL Nikosia (CYP),Shakhtar Donetsk (UKR),0,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-084,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,fc-porto,zenit-st-petersburg,FC Porto (POR),Zenit St. Petersburg (RUS),0,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-085,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,fc-barcelona,ac-milan,FC Barcelona (ESP),AC Milan (ITA),2,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-086,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,viktoria-plze,bate-borisov,Viktoria Plzeň (CZE),BATE Borisov (BLR),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-087,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,ac-milan,viktoria-plze,AC Milan (ITA),Viktoria Plzeň (CZE),2,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-088,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,bate-borisov,fc-barcelona,BATE Borisov (BLR),FC Barcelona (ESP),0,5,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-089,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,ac-milan,bate-borisov,AC Milan (ITA),BATE Borisov (BLR),2,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-090,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,fc-barcelona,viktoria-plze,FC Barcelona (ESP),Viktoria Plzeň (CZE),2,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-091,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,bate-borisov,ac-milan,BATE Borisov (BLR),AC Milan (ITA),1,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-092,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,viktoria-plze,fc-barcelona,Viktoria Plzeň (CZE),FC Barcelona (ESP),0,4,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-093,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,bate-borisov,viktoria-plze,BATE Borisov (BLR),Viktoria Plzeň (CZE),0,1,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-094,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,ac-milan,fc-barcelona,AC Milan (ITA),FC Barcelona (ESP),2,3,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-095,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,fc-barcelona,bate-borisov,FC Barcelona (ESP),BATE Borisov (BLR),4,0,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-096,2011-12,knockout_phase,,2011-09-14T00:00:00+00:00,date_only,viktoria-plze,ac-milan,Viktoria Plzeň (CZE),AC Milan (ITA),2,2,openfootball,2011-09-14T00:00:00+00:00
ucl-2011-12-097,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,olympique-lyonnais,apoel-nikosia,Olympique Lyonnais (FRA),APOEL Nikosia (CYP),1,0,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-098,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,bayer-leverkusen,fc-barcelona,Bayer Leverkusen (GER),FC Barcelona (ESP),1,3,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-099,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,zenit-st-petersburg,sl-benfica,Zenit St. Petersburg (RUS),SL Benfica (POR),3,2,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-100,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,ac-milan,arsenal-fc,AC Milan (ITA),Arsenal FC (ENG),4,0,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-101,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,cska-moskva,real-madrid,CSKA Moskva (RUS),Real Madrid (ESP),1,1,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-102,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,ssc-napoli,chelsea-fc,SSC Napoli (ITA),Chelsea FC (ENG),3,1,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-103,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,fc-basel-1893,bayern-m-nchen,FC Basel 1893 (SUI),Bayern München (GER),1,0,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-104,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,olympique-marseille,inter,Olympique Marseille (FRA),Inter (ITA),1,0,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-105,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,arsenal-fc,ac-milan,Arsenal FC (ENG),AC Milan (ITA),3,0,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-106,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,sl-benfica,zenit-st-petersburg,SL Benfica (POR),Zenit St. Petersburg (RUS),2,0,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-107,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,apoel-nikosia,olympique-lyonnais,APOEL Nikosia (CYP),Olympique Lyonnais (FRA),4,3,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-108,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,fc-barcelona,bayer-leverkusen,FC Barcelona (ESP),Bayer Leverkusen (GER),7,1,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-109,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,bayern-m-nchen,fc-basel-1893,Bayern München (GER),FC Basel 1893 (SUI),7,0,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-110,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,inter,olympique-marseille,Inter (ITA),Olympique Marseille (FRA),2,1,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-111,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,chelsea-fc,ssc-napoli,Chelsea FC (ENG),SSC Napoli (ITA),4,1,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-112,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,real-madrid,cska-moskva,Real Madrid (ESP),CSKA Moskva (RUS),4,1,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-113,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,apoel-nikosia,real-madrid,APOEL Nikosia (CYP),Real Madrid (ESP),0,3,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-114,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,sl-benfica,chelsea-fc,SL Benfica (POR),Chelsea FC (ENG),0,1,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-115,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,olympique-marseille,bayern-m-nchen,Olympique Marseille (FRA),Bayern München (GER),0,2,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-116,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,ac-milan,fc-barcelona,AC Milan (ITA),FC Barcelona (ESP),0,0,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-117,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,bayern-m-nchen,olympique-marseille,Bayern München (GER),Olympique Marseille (FRA),2,0,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-118,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,fc-barcelona,ac-milan,FC Barcelona (ESP),AC Milan (ITA),3,1,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-119,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,real-madrid,apoel-nikosia,Real Madrid (ESP),APOEL Nikosia (CYP),5,2,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-120,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,chelsea-fc,sl-benfica,Chelsea FC (ENG),SL Benfica (POR),2,1,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-121,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,bayern-m-nchen,real-madrid,Bayern München (GER),Real Madrid (ESP),2,1,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-122,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,chelsea-fc,fc-barcelona,Chelsea FC (ENG),FC Barcelona (ESP),1,0,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-123,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,fc-barcelona,chelsea-fc,FC Barcelona (ESP),Chelsea FC (ENG),2,2,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-124,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,real-madrid,bayern-m-nchen,Real Madrid (ESP),Bayern München (GER),1,3,openfootball,2012-02-14T00:00:00+00:00
ucl-2011-12-125,2011-12,knockout_phase,,2012-02-14T00:00:00+00:00,date_only,bayern-m-nchen,chelsea-fc,Bayern München (GER),Chelsea FC (ENG),3,4,openfootball,2012-02-14T00:00:00+00:00
