match_id,season,stage,matchday,kickoff_utc,kickoff_precision,home_club_id,away_club_id,home_name_source,away_name_source,home_goals,away_goals,source,source_published_at_utc,hk,ak,kickoff_utc_original,date_repair_source
ucl-2024-25-086,2024-25,league_phase,Matchday 5,2024-11-27T20:00:00+00:00,date_only,bologna-fc-1909,lille-osc,Bologna FC 1909 (ITA),Lille OSC (FRA),1,2,openfootball,2024-09-17T00:00:00+00:00,bologna,lille,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-087,2024-25,league_phase,Matchday 5,2024-11-27T20:00:00+00:00,date_only,liverpool-fc,real-madrid-cf,Liverpool FC (ENG),Real Madrid CF (ESP),2,0,openfootball,2024-09-17T00:00:00+00:00,liverpool,real-madrid,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-088,2024-25,league_phase,Matchday 5,2024-11-27T20:00:00+00:00,date_only,celtic-fc,club-brugge-kv,Celtic FC (SCO),Club Brugge KV (BEL),1,1,openfootball,2024-09-17T00:00:00+00:00,celtic,brugge,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-089,2024-25,league_phase,Matchday 5,2024-11-27T20:00:00+00:00,date_only,gnk-dinamo-zagreb,borussia-dortmund,GNK Dinamo Zagreb (CRO),Borussia Dortmund (GER),0,3,openfootball,2024-09-17T00:00:00+00:00,dinamo-zagreb,borussia-dortmund,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-090,2024-25,league_phase,Matchday 5,,date_only,psv,fk-shakhtar-donetsk,PSV (NED),FK Shakhtar Donetsk (UKR),3,2,openfootball,2024-09-17T00:00:00+00:00,psv,shakhtar-donetsk,2024-09-17T00:00:00+00:00,unrepaired
ucl-2024-25-091,2024-25,league_phase,Matchday 6,2024-12-10T17:45:00+00:00,date_only,girona-fc,liverpool-fc,Girona FC (ESP),Liverpool FC (ENG),0,1,openfootball,2024-09-17T00:00:00+00:00,girona,liverpool,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-092,2024-25,league_phase,Matchday 6,2024-12-10T17:45:00+00:00,date_only,gnk-dinamo-zagreb,celtic-fc,GNK Dinamo Zagreb (CRO),Celtic FC (SCO),0,0,openfootball,2024-09-17T00:00:00+00:00,dinamo-zagreb,celtic,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-093,2024-25,league_phase,Matchday 6,,date_only,stade-brestois-29,psv,Stade Brestois 29 (FRA),PSV (NED),1,0,openfootball,2024-09-17T00:00:00+00:00,stade-brestois-29,psv,2024-09-17T00:00:00+00:00,unrepaired
ucl-2024-25-094,2024-25,league_phase,Matchday 6,2024-12-10T20:00:00+00:00,date_only,rb-leipzig,aston-villa-fc,RB Leipzig (GER),Aston Villa FC (ENG),2,3,openfootball,2024-09-17T00:00:00+00:00,rb-leipzig,aston-villa,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-095,2024-25,league_phase,Matchday 6,2024-12-10T20:00:00+00:00,date_only,atalanta-bc,real-madrid-cf,Atalanta BC (ITA),Real Madrid CF (ESP),2,3,openfootball,2024-09-17T00:00:00+00:00,atalanta,real-madrid,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-096,2024-25,league_phase,Matchday 6,2024-12-10T20:00:00+00:00,date_only,bayer-04-leverkusen,fc-internazionale-milano,Bayer 04 Leverkusen (GER),FC Internazionale Milano (ITA),1,0,openfootball,2024-09-17T00:00:00+00:00,bayer-leverkusen,internazionale,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-097,2024-25,league_phase,Matchday 6,,date_only,club-brugge-kv,sporting-clube-de-portugal,Club Brugge KV (BEL),Sporting Clube de Portugal (POR),2,1,openfootball,2024-09-17T00:00:00+00:00,brugge,sporting-clube-de-portugal,2024-09-17T00:00:00+00:00,unrepaired
ucl-2024-25-098,2024-25,league_phase,Matchday 6,2024-12-10T20:00:00+00:00,date_only,fk-shakhtar-donetsk,fc-bayern-m-nchen,FK Shakhtar Donetsk (UKR),FC Bayern München (GER),1,5,openfootball,2024-09-17T00:00:00+00:00,shakhtar-donetsk,bayern-munchen,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-099,2024-25,league_phase,Matchday 6,2024-12-10T20:00:00+00:00,date_only,fc-red-bull-salzburg,paris-saint-germain-fc,FC Red Bull Salzburg (AUT),Paris Saint-Germain FC (FRA),0,3,openfootball,2024-09-17T00:00:00+00:00,red-bull-salzburg,paris-saint-germain,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-100,2024-25,league_phase,Matchday 6,2024-12-11T17:45:00+00:00,date_only,club-atl-tico-de-madrid,k-slovan-bratislava,Club Atlético de Madrid (ESP),ŠK Slovan Bratislava (SVK),3,1,openfootball,2024-09-17T00:00:00+00:00,atletico-de-madrid,k-slovan-bratislava,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-101,2024-25,league_phase,Matchday 6,2024-12-11T17:45:00+00:00,date_only,lille-osc,sk-sturm-graz,Lille OSC (FRA),SK Sturm Graz (AUT),3,2,openfootball,2024-09-17T00:00:00+00:00,lille,sk-sturm-graz,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-102,2024-25,league_phase,Matchday 6,2024-12-11T20:00:00+00:00,date_only,vfb-stuttgart,bsc-young-boys,VfB Stuttgart (GER),BSC Young Boys (SUI),5,1,openfootball,2024-09-17T00:00:00+00:00,vfb-stuttgart,young-boys,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-103,2024-25,league_phase,Matchday 6,,date_only,borussia-dortmund,fc-barcelona,Borussia Dortmund (GER),FC Barcelona (ESP),2,3,openfootball,2024-09-17T00:00:00+00:00,borussia-dortmund,barcelona,2024-09-17T00:00:00+00:00,unrepaired
ucl-2024-25-104,2024-25,league_phase,Matchday 6,2024-12-11T20:00:00+00:00,date_only,ac-milan,fk-crvena-zvezda,AC Milan (ITA),FK Crvena Zvezda (SRB),2,1,openfootball,2024-09-17T00:00:00+00:00,ac-milan,red-star-belgrade,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-105,2024-25,league_phase,Matchday 6,,date_only,sport-lisboa-e-benfica,bologna-fc-1909,Sport Lisboa e Benfica (POR),Bologna FC 1909 (ITA),0,0,openfootball,2024-09-17T00:00:00+00:00,sport-lisboa-e-benfica,bologna,2024-09-17T00:00:00+00:00,unrepaired
ucl-2024-25-106,2024-25,league_phase,Matchday 6,2024-12-11T20:00:00+00:00,date_only,arsenal-fc,as-monaco-fc,Arsenal FC (ENG),AS Monaco FC (MCO),3,0,openfootball,2024-09-17T00:00:00+00:00,arsenal,as-monaco,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-107,2024-25,league_phase,Matchday 6,2024-12-11T20:00:00+00:00,date_only,juventus-fc,manchester-city-fc,Juventus FC (ITA),Manchester City FC (ENG),2,0,openfootball,2024-09-17T00:00:00+00:00,juventus,manchester-city,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-108,2024-25,league_phase,Matchday 6,2024-12-11T20:00:00+00:00,date_only,feyenoord-rotterdam,ac-sparta-praha,Feyenoord Rotterdam (NED),AC Sparta Praha (CZE),4,2,openfootball,2024-09-17T00:00:00+00:00,feyenoord,ac-sparta-praha,2024-09-17T00:00:00+00:00,sofascore_event
ucl-2024-25-109,2024-25,league_phase,Matchday 7,2025-01-21T17:45:00+00:00,date_only,as-monaco-fc,aston-villa-fc,AS Monaco FC (MCO),Aston Villa FC (ENG),1,0,openfootball,2025-01-21T00:00:00+00:00,as-monaco,aston-villa,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-110,2024-25,league_phase,Matchday 7,2025-01-21T17:45:00+00:00,date_only,atalanta-bc,sk-sturm-graz,Atalanta BC (ITA),SK Sturm Graz (AUT),5,0,openfootball,2025-01-21T00:00:00+00:00,atalanta,sk-sturm-graz,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-111,2024-25,league_phase,Matchday 7,2025-01-21T20:00:00+00:00,date_only,bologna-fc-1909,borussia-dortmund,Bologna FC 1909 (ITA),Borussia Dortmund (GER),2,1,openfootball,2025-01-21T00:00:00+00:00,bologna,borussia-dortmund,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-112,2024-25,league_phase,Matchday 7,2025-01-21T20:00:00+00:00,date_only,k-slovan-bratislava,vfb-stuttgart,ŠK Slovan Bratislava (SVK),VfB Stuttgart (GER),1,3,openfootball,2025-01-21T00:00:00+00:00,k-slovan-bratislava,vfb-stuttgart,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-113,2024-25,league_phase,Matchday 7,2025-01-21T20:00:00+00:00,date_only,liverpool-fc,lille-osc,Liverpool FC (ENG),Lille OSC (FRA),2,1,openfootball,2025-01-21T00:00:00+00:00,liverpool,lille,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-114,2024-25,league_phase,Matchday 7,2025-01-21T20:00:00+00:00,date_only,club-atl-tico-de-madrid,bayer-04-leverkusen,Club Atlético de Madrid (ESP),Bayer 04 Leverkusen (GER),2,1,openfootball,2025-01-21T00:00:00+00:00,atletico-de-madrid,bayer-leverkusen,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-115,2024-25,league_phase,Matchday 7,2025-01-21T20:00:00+00:00,date_only,sport-lisboa-e-benfica,fc-barcelona,Sport Lisboa e Benfica (POR),FC Barcelona (ESP),4,5,openfootball,2025-01-21T00:00:00+00:00,sport-lisboa-e-benfica,barcelona,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-116,2024-25,league_phase,Matchday 7,2025-01-21T20:00:00+00:00,date_only,club-brugge-kv,juventus-fc,Club Brugge KV (BEL),Juventus FC (ITA),0,0,openfootball,2025-01-21T00:00:00+00:00,brugge,juventus,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-117,2024-25,league_phase,Matchday 7,2025-01-21T20:00:00+00:00,date_only,fk-crvena-zvezda,psv,FK Crvena Zvezda (SRB),PSV (NED),2,3,openfootball,2025-01-21T00:00:00+00:00,red-star-belgrade,psv,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-118,2024-25,league_phase,Matchday 7,2025-01-22T17:45:00+00:00,date_only,rb-leipzig,sporting-clube-de-portugal,RB Leipzig (GER),Sporting Clube de Portugal (POR),2,1,openfootball,2025-01-21T00:00:00+00:00,rb-leipzig,sporting-clube-de-portugal,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-119,2024-25,league_phase,Matchday 7,2025-01-22T17:45:00+00:00,date_only,fk-shakhtar-donetsk,stade-brestois-29,FK Shakhtar Donetsk (UKR),Stade Brestois 29 (FRA),2,0,openfootball,2025-01-21T00:00:00+00:00,shakhtar-donetsk,stade-brestois-29,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-120,2024-25,league_phase,Matchday 7,2025-01-22T20:00:00+00:00,date_only,ac-sparta-praha,fc-internazionale-milano,AC Sparta Praha (CZE),FC Internazionale Milano (ITA),0,1,openfootball,2025-01-21T00:00:00+00:00,ac-sparta-praha,internazionale,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-121,2024-25,league_phase,Matchday 7,2025-01-22T20:00:00+00:00,date_only,paris-saint-germain-fc,manchester-city-fc,Paris Saint-Germain FC (FRA),Manchester City FC (ENG),4,2,openfootball,2025-01-21T00:00:00+00:00,paris-saint-germain,manchester-city,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-122,2024-25,league_phase,Matchday 7,2025-01-22T20:00:00+00:00,date_only,real-madrid-cf,fc-red-bull-salzburg,Real Madrid CF (ESP),FC Red Bull Salzburg (AUT),5,1,openfootball,2025-01-21T00:00:00+00:00,real-madrid,red-bull-salzburg,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-123,2024-25,league_phase,Matchday 7,2025-01-22T20:00:00+00:00,date_only,ac-milan,girona-fc,AC Milan (ITA),Girona FC (ESP),1,0,openfootball,2025-01-21T00:00:00+00:00,ac-milan,girona,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-124,2024-25,league_phase,Matchday 7,2025-01-22T20:00:00+00:00,date_only,arsenal-fc,gnk-dinamo-zagreb,Arsenal FC (ENG),GNK Dinamo Zagreb (CRO),3,0,openfootball,2025-01-21T00:00:00+00:00,arsenal,dinamo-zagreb,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-125,2024-25,league_phase,Matchday 7,2025-01-22T20:00:00+00:00,date_only,celtic-fc,bsc-young-boys,Celtic FC (SCO),BSC Young Boys (SUI),1,0,openfootball,2025-01-21T00:00:00+00:00,celtic,young-boys,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-126,2024-25,league_phase,Matchday 7,2025-01-22T20:00:00+00:00,date_only,feyenoord-rotterdam,fc-bayern-m-nchen,Feyenoord Rotterdam (NED),FC Bayern München (GER),3,0,openfootball,2025-01-21T00:00:00+00:00,feyenoord,bayern-munchen,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-127,2024-25,league_phase,Matchday 8,,date_only,sporting-clube-de-portugal,bologna-fc-1909,Sporting Clube de Portugal (POR),Bologna FC 1909 (ITA),1,1,openfootball,2025-01-21T00:00:00+00:00,sporting-clube-de-portugal,bologna,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-128,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,bsc-young-boys,fk-crvena-zvezda,BSC Young Boys (SUI),FK Crvena Zvezda (SRB),0,1,openfootball,2025-01-21T00:00:00+00:00,young-boys,red-star-belgrade,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-129,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,aston-villa-fc,celtic-fc,Aston Villa FC (ENG),Celtic FC (SCO),4,2,openfootball,2025-01-21T00:00:00+00:00,aston-villa,celtic,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-130,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,girona-fc,arsenal-fc,Girona FC (ESP),Arsenal FC (ENG),1,2,openfootball,2025-01-21T00:00:00+00:00,girona,arsenal,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-131,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,stade-brestois-29,real-madrid-cf,Stade Brestois 29 (FRA),Real Madrid CF (ESP),0,3,openfootball,2025-01-21T00:00:00+00:00,stade-brestois-29,real-madrid,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-132,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,sk-sturm-graz,rb-leipzig,SK Sturm Graz (AUT),RB Leipzig (GER),1,0,openfootball,2025-01-21T00:00:00+00:00,sk-sturm-graz,rb-leipzig,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-133,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,vfb-stuttgart,paris-saint-germain-fc,VfB Stuttgart (GER),Paris Saint-Germain FC (FRA),1,4,openfootball,2025-01-21T00:00:00+00:00,vfb-stuttgart,paris-saint-germain,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-134,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,fc-bayern-m-nchen,k-slovan-bratislava,FC Bayern München (GER),ŠK Slovan Bratislava (SVK),3,1,openfootball,2025-01-21T00:00:00+00:00,bayern-munchen,k-slovan-bratislava,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-135,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,borussia-dortmund,fk-shakhtar-donetsk,Borussia Dortmund (GER),FK Shakhtar Donetsk (UKR),3,1,openfootball,2025-01-21T00:00:00+00:00,borussia-dortmund,shakhtar-donetsk,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-136,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,fc-barcelona,atalanta-bc,FC Barcelona (ESP),Atalanta BC (ITA),2,2,openfootball,2025-01-21T00:00:00+00:00,barcelona,atalanta,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-137,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,fc-internazionale-milano,as-monaco-fc,FC Internazionale Milano (ITA),AS Monaco FC (MCO),3,0,openfootball,2025-01-21T00:00:00+00:00,internazionale,as-monaco,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-138,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,manchester-city-fc,club-brugge-kv,Manchester City FC (ENG),Club Brugge KV (BEL),3,1,openfootball,2025-01-21T00:00:00+00:00,manchester-city,brugge,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-139,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,bayer-04-leverkusen,ac-sparta-praha,Bayer 04 Leverkusen (GER),AC Sparta Praha (CZE),2,0,openfootball,2025-01-21T00:00:00+00:00,bayer-leverkusen,ac-sparta-praha,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-140,2024-25,league_phase,Matchday 8,,date_only,juventus-fc,sport-lisboa-e-benfica,Juventus FC (ITA),Sport Lisboa e Benfica (POR),0,2,openfootball,2025-01-21T00:00:00+00:00,juventus,sport-lisboa-e-benfica,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-141,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,gnk-dinamo-zagreb,ac-milan,GNK Dinamo Zagreb (CRO),AC Milan (ITA),2,1,openfootball,2025-01-21T00:00:00+00:00,dinamo-zagreb,ac-milan,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-142,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,lille-osc,feyenoord-rotterdam,Lille OSC (FRA),Feyenoord Rotterdam (NED),6,1,openfootball,2025-01-21T00:00:00+00:00,lille,feyenoord,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-143,2024-25,league_phase,Matchday 8,,date_only,psv,liverpool-fc,PSV (NED),Liverpool FC (ENG),3,2,openfootball,2025-01-21T00:00:00+00:00,psv,liverpool,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-144,2024-25,league_phase,Matchday 8,2025-01-29T20:00:00+00:00,date_only,fc-red-bull-salzburg,club-atl-tico-de-madrid,FC Red Bull Salzburg (AUT),Club Atlético de Madrid (ESP),1,4,openfootball,2025-01-21T00:00:00+00:00,red-bull-salzburg,atletico-de-madrid,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-145,2024-25,knockout_phase_play_off,Matchday 1,2025-02-11T17:45:00+00:00,date_only,stade-brestois-29,paris-saint-germain-fc,Stade Brestois 29 (FRA),Paris Saint-Germain FC (FRA),0,3,openfootball,2025-01-21T00:00:00+00:00,stade-brestois-29,paris-saint-germain,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-146,2024-25,knockout_phase_play_off,Matchday 1,2025-02-11T20:00:00+00:00,date_only,manchester-city-fc,real-madrid-cf,Manchester City FC (ENG),Real Madrid CF (ESP),2,3,openfootball,2025-01-21T00:00:00+00:00,manchester-city,real-madrid,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-147,2024-25,knockout_phase_play_off,Matchday 1,,date_only,juventus-fc,psv,Juventus FC (ITA),PSV (NED),2,1,openfootball,2025-01-21T00:00:00+00:00,juventus,psv,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-148,2024-25,knockout_phase_play_off,Matchday 1,,date_only,sporting-clube-de-portugal,borussia-dortmund,Sporting Clube de Portugal (POR),Borussia Dortmund (GER),0,3,openfootball,2025-01-21T00:00:00+00:00,sporting-clube-de-portugal,borussia-dortmund,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-149,2024-25,knockout_phase_play_off,Matchday 1,2025-02-12T17:45:00+00:00,date_only,club-brugge-kv,atalanta-bc,Club Brugge KV (BEL),Atalanta BC (ITA),2,1,openfootball,2025-01-21T00:00:00+00:00,brugge,atalanta,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-150,2024-25,knockout_phase_play_off,Matchday 1,,date_only,as-monaco-fc,sport-lisboa-e-benfica,AS Monaco FC (MCO),Sport Lisboa e Benfica (POR),0,1,openfootball,2025-01-21T00:00:00+00:00,as-monaco,sport-lisboa-e-benfica,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-151,2024-25,knockout_phase_play_off,Matchday 1,2025-02-12T20:00:00+00:00,date_only,celtic-fc,fc-bayern-m-nchen,Celtic FC (SCO),FC Bayern München (GER),1,2,openfootball,2025-01-21T00:00:00+00:00,celtic,bayern-munchen,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-152,2024-25,knockout_phase_play_off,Matchday 1,2025-02-12T20:00:00+00:00,date_only,feyenoord-rotterdam,ac-milan,Feyenoord Rotterdam (NED),AC Milan (ITA),1,0,openfootball,2025-01-21T00:00:00+00:00,feyenoord,ac-milan,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-153,2024-25,knockout_phase_play_off,Matchday 2,2025-02-18T17:45:00+00:00,date_only,ac-milan,feyenoord-rotterdam,AC Milan (ITA),Feyenoord Rotterdam (NED),1,1,openfootball,2025-01-21T00:00:00+00:00,ac-milan,feyenoord,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-154,2024-25,knockout_phase_play_off,Matchday 2,,date_only,sport-lisboa-e-benfica,as-monaco-fc,Sport Lisboa e Benfica (POR),AS Monaco FC (MCO),3,3,openfootball,2025-01-21T00:00:00+00:00,sport-lisboa-e-benfica,as-monaco,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-155,2024-25,knockout_phase_play_off,Matchday 2,2025-02-18T20:00:00+00:00,date_only,fc-bayern-m-nchen,celtic-fc,FC Bayern München (GER),Celtic FC (SCO),1,1,openfootball,2025-01-21T00:00:00+00:00,bayern-munchen,celtic,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-156,2024-25,knockout_phase_play_off,Matchday 2,2025-02-18T20:00:00+00:00,date_only,atalanta-bc,club-brugge-kv,Atalanta BC (ITA),Club Brugge KV (BEL),1,3,openfootball,2025-01-21T00:00:00+00:00,atalanta,brugge,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-157,2024-25,knockout_phase_play_off,Matchday 2,,date_only,borussia-dortmund,sporting-clube-de-portugal,Borussia Dortmund (GER),Sporting Clube de Portugal (POR),0,0,openfootball,2025-01-21T00:00:00+00:00,borussia-dortmund,sporting-clube-de-portugal,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-158,2024-25,knockout_phase_play_off,Matchday 2,2025-02-19T20:00:00+00:00,date_only,paris-saint-germain-fc,stade-brestois-29,Paris Saint-Germain FC (FRA),Stade Brestois 29 (FRA),7,0,openfootball,2025-01-21T00:00:00+00:00,paris-saint-germain,stade-brestois-29,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-159,2024-25,knockout_phase_play_off,Matchday 2,2025-02-19T20:00:00+00:00,date_only,real-madrid-cf,manchester-city-fc,Real Madrid CF (ESP),Manchester City FC (ENG),3,1,openfootball,2025-01-21T00:00:00+00:00,real-madrid,manchester-city,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-160,2024-25,knockout_phase_play_off,Matchday 2,,date_only,psv,juventus-fc,PSV (NED),Juventus FC (ITA),3,1,openfootball,2025-01-21T00:00:00+00:00,psv,juventus,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-161,2024-25,knockout_phase,Round of 16,,date_only,club-brugge-kv,aston-villa-fc,Club Brugge KV (BEL),Aston Villa FC (ENG),1,3,openfootball,2025-01-21T00:00:00+00:00,brugge,aston-villa,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-162,2024-25,knockout_phase,Round of 16,2025-03-04T20:00:00+00:00,date_only,real-madrid-cf,club-atl-tico-de-madrid,Real Madrid CF (ESP),Club Atlético de Madrid (ESP),2,1,openfootball,2025-01-21T00:00:00+00:00,real-madrid,atletico-de-madrid,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-163,2024-25,knockout_phase,Round of 16,,date_only,psv,arsenal-fc,PSV (NED),Arsenal FC (ENG),1,7,openfootball,2025-01-21T00:00:00+00:00,psv,arsenal,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-164,2024-25,knockout_phase,Round of 16,2025-03-04T20:00:00+00:00,date_only,borussia-dortmund,lille-osc,Borussia Dortmund (GER),Lille OSC (FRA),1,1,openfootball,2025-01-21T00:00:00+00:00,borussia-dortmund,lille,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-165,2024-25,knockout_phase,Round of 16,2025-03-05T17:45:00+00:00,date_only,feyenoord-rotterdam,fc-internazionale-milano,Feyenoord Rotterdam (NED),FC Internazionale Milano (ITA),0,2,openfootball,2025-01-21T00:00:00+00:00,feyenoord,internazionale,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-166,2024-25,knockout_phase,Round of 16,2025-03-05T20:00:00+00:00,date_only,paris-saint-germain-fc,liverpool-fc,Paris Saint-Germain FC (FRA),Liverpool FC (ENG),0,1,openfootball,2025-01-21T00:00:00+00:00,paris-saint-germain,liverpool,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-167,2024-25,knockout_phase,Round of 16,2025-03-05T20:00:00+00:00,date_only,fc-bayern-m-nchen,bayer-04-leverkusen,FC Bayern München (GER),Bayer 04 Leverkusen (GER),3,0,openfootball,2025-01-21T00:00:00+00:00,bayern-munchen,bayer-leverkusen,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-168,2024-25,knockout_phase,Round of 16,,date_only,sport-lisboa-e-benfica,fc-barcelona,Sport Lisboa e Benfica (POR),FC Barcelona (ESP),0,1,openfootball,2025-01-21T00:00:00+00:00,sport-lisboa-e-benfica,barcelona,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-169,2024-25,knockout_phase,Round of 16,,date_only,fc-barcelona,sport-lisboa-e-benfica,FC Barcelona (ESP),Sport Lisboa e Benfica (POR),3,1,openfootball,2025-01-21T00:00:00+00:00,barcelona,sport-lisboa-e-benfica,2025-01-21T00:00:00+00:00,unrepaired
ucl-2024-25-170,2024-25,knockout_phase,Round of 16,2025-03-11T20:00:00+00:00,date_only,liverpool-fc,paris-saint-germain-fc,Liverpool FC (ENG),Paris Saint-Germain FC (FRA),1,4,openfootball,2025-01-21T00:00:00+00:00,liverpool,paris-saint-germain,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-171,2024-25,knockout_phase,Round of 16,2025-03-11T20:00:00+00:00,date_only,fc-internazionale-milano,feyenoord-rotterdam,FC Internazionale Milano (ITA),Feyenoord Rotterdam (NED),2,1,openfootball,2025-01-21T00:00:00+00:00,internazionale,feyenoord,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-172,2024-25,knockout_phase,Round of 16,2025-03-11T20:00:00+00:00,date_only,bayer-04-leverkusen,fc-bayern-m-nchen,Bayer 04 Leverkusen (GER),FC Bayern München (GER),0,2,openfootball,2025-01-21T00:00:00+00:00,bayer-leverkusen,bayern-munchen,2025-01-21T00:00:00+00:00,sofascore_event
ucl-2024-25-173,2024-25,knockout_phase,Round of 16,2025-03-12T17:45:00+00:00,date_only,lille-osc,borussia-dortmund,Lille OSC (FRA),Borussia Dortmund (GER),1,2,openfootball,2025-01-21T00:00:00+00:00,lille,borussia-dortmund,2025-01-21T00:00:00+00:00,sofascore_event
