season,team,game_n,ppda_rolling10,date
2014/15,Birmingham,1,17.67,2014-08-19
2014/15,Blackburn,1,13.0,2014-08-19
2014/15,Blackpool,1,11.33,2014-08-19
2014/15,Bolton,1,19.33,2014-08-19
2014/15,Bournemouth,1,14.0,2014-08-19
2014/15,Brentford,1,15.0,2014-08-19
2014/15,Brighton,1,9.33,2014-08-19
2014/15,Cardiff,1,15.0,2014-08-19
2014/15,Charlton,1,11.0,2014-08-19
2014/15,Derby,1,16.67,2014-08-19
2014/15,Huddersfield,1,14.67,2014-08-19
2014/15,Ipswich,1,11.0,2014-08-19
2014/15,Leeds,1,12.67,2014-08-19
2014/15,Middlesbrough,1,8.0,2014-08-19
2014/15,Millwall,1,14.33,2014-08-19
2014/15,Norwich,1,11.33,2014-08-19
2014/15,Nott'm Forest,1,11.0,2014-08-19
2014/15,Reading,1,11.0,2014-08-19
2014/15,Rotherham,1,10.33,2014-08-19
2014/15,Sheffield Weds,1,12.0,2014-08-19
2014/15,Watford,1,20.33,2014-08-19
2014/15,Wigan,1,11.0,2014-08-19
2014/15,Fulham,1,12.67,2014-08-20
2014/15,Wolves,1,11.33,2014-08-20
2014/15,Birmingham,2,15.0,2014-08-23
2014/15,Blackburn,2,15.5,2014-08-23
2014/15,Blackpool,2,11.5,2014-08-23
2014/15,Bolton,2,21.0,2014-08-23
2014/15,Bournemouth,2,13.5,2014-08-23
2014/15,Brentford,2,14.25,2014-08-23
2014/15,Brighton,2,9.25,2014-08-23
2014/15,Cardiff,2,14.25,2014-08-23
2014/15,Charlton,2,11.5,2014-08-23
2014/15,Derby,2,14.75,2014-08-23
2014/15,Fulham,2,14.0,2014-08-23
2014/15,Huddersfield,2,14.0,2014-08-23
2014/15,Ipswich,2,12.5,2014-08-23
2014/15,Leeds,2,14.75,2014-08-23
2014/15,Middlesbrough,2,9.0,2014-08-23
2014/15,Millwall,2,13.75,2014-08-23
2014/15,Norwich,2,11.75,2014-08-23
2014/15,Nott'm Forest,2,10.75,2014-08-23
2014/15,Reading,2,12.25,2014-08-23
2014/15,Rotherham,2,10.5,2014-08-23
2014/15,Sheffield Weds,2,13.0,2014-08-23
2014/15,Watford,2,16.25,2014-08-23
2014/15,Wigan,2,10.0,2014-08-23
2014/15,Wolves,2,10.5,2014-08-23
2014/15,Birmingham,3,15.4,2014-08-30
2014/15,Blackburn,3,15.4,2014-08-30
2014/15,Blackpool,3,12.6,2014-08-30
2014/15,Bolton,3,18.4,2014-08-30
2014/15,Bournemouth,3,13.4,2014-08-30
2014/15,Brentford,3,14.2,2014-08-30
2014/15,Brighton,3,8.4,2014-08-30
2014/15,Cardiff,3,15.0,2014-08-30
2014/15,Charlton,3,13.2,2014-08-30
2014/15,Derby,3,13.8,2014-08-30
2014/15,Fulham,3,13.0,2014-08-30
2014/15,Huddersfield,3,14.2,2014-08-30
2014/15,Ipswich,3,12.4,2014-08-30
2014/15,Leeds,3,16.2,2014-08-30
2014/15,Middlesbrough,3,8.2,2014-08-30
2014/15,Millwall,3,13.4,2014-08-30
2014/15,Norwich,3,11.0,2014-08-30
2014/15,Nott'm Forest,3,11.6,2014-08-30
2014/15,Reading,3,14.6,2014-08-30
2014/15,Rotherham,3,11.0,2014-08-30
2014/15,Sheffield Weds,3,12.2,2014-08-30
2014/15,Watford,3,18.4,2014-08-30
2014/15,Wigan,3,10.2,2014-08-30
2014/15,Wolves,3,12.0,2014-08-30
2014/15,Birmingham,4,14.83,2014-09-13
2014/15,Blackburn,4,15.0,2014-09-13
2014/15,Blackpool,4,13.0,2014-09-13
2014/15,Bolton,4,19.33,2014-09-13
2014/15,Bournemouth,4,12.83,2014-09-13
2014/15,Brentford,4,13.5,2014-09-13
2014/15,Brighton,4,9.17,2014-09-13
2014/15,Cardiff,4,16.67,2014-09-13
2014/15,Charlton,4,13.33,2014-09-13
2014/15,Fulham,4,13.67,2014-09-13
2014/15,Huddersfield,4,14.67,2014-09-13
2014/15,Ipswich,4,13.17,2014-09-13
2014/15,Leeds,4,16.17,2014-09-13
2014/15,Middlesbrough,4,8.83,2014-09-13
2014/15,Millwall,4,13.83,2014-09-13
2014/15,Norwich,4,11.0,2014-09-13
2014/15,Reading,4,13.17,2014-09-13
2014/15,Rotherham,4,11.17,2014-09-13
2014/15,Sheffield Weds,4,11.17,2014-09-13
2014/15,Watford,4,16.0,2014-09-13
2014/15,Wigan,4,11.0,2014-09-13
2014/15,Wolves,4,12.0,2014-09-13
2014/15,Derby,4,14.17,2014-09-14
2014/15,Nott'm Forest,4,11.83,2014-09-14
2014/15,Birmingham,5,14.86,2014-09-16
2014/15,Blackpool,5,13.14,2014-09-16
2014/15,Bolton,5,18.57,2014-09-16
2014/15,Bournemouth,5,12.57,2014-09-16
2014/15,Brentford,5,13.14,2014-09-16
2014/15,Brighton,5,10.14,2014-09-16
2014/15,Cardiff,5,16.0,2014-09-16
2014/15,Charlton,5,14.14,2014-09-16
2014/15,Huddersfield,5,14.71,2014-09-16
2014/15,Ipswich,5,13.71,2014-09-16
2014/15,Leeds,5,16.57,2014-09-16
2014/15,Middlesbrough,5,9.43,2014-09-16
2014/15,Millwall,5,13.14,2014-09-16
2014/15,Norwich,5,12.0,2014-09-16
2014/15,Reading,5,13.86,2014-09-16
2014/15,Rotherham,5,12.43,2014-09-16
2014/15,Sheffield Weds,5,11.71,2014-09-16
2014/15,Watford,5,15.86,2014-09-16
2014/15,Wigan,5,10.71,2014-09-16
2014/15,Wolves,5,11.86,2014-09-16
2014/15,Blackburn,5,15.0,2014-09-17
2014/15,Derby,5,15.0,2014-09-17
2014/15,Fulham,5,13.71,2014-09-17
2014/15,Nott'm Forest,5,12.14,2014-09-17
2014/15,Birmingham,6,16.5,2014-09-20
2014/15,Blackburn,6,14.0,2014-09-20
2014/15,Blackpool,6,14.62,2014-09-20
2014/15,Bolton,6,18.12,2014-09-20
2014/15,Bournemouth,6,12.5,2014-09-20
2014/15,Brentford,6,14.25,2014-09-20
2014/15,Brighton,6,9.75,2014-09-20
2014/15,Cardiff,6,16.25,2014-09-20
2014/15,Charlton,6,15.25,2014-09-20
2014/15,Derby,6,14.38,2014-09-20
2014/15,Fulham,6,13.5,2014-09-20
2014/15,Huddersfield,6,13.88,2014-09-20
2014/15,Leeds,6,16.25,2014-09-20
2014/15,Middlesbrough,6,9.0,2014-09-20
2014/15,Millwall,6,12.38,2014-09-20
2014/15,Norwich,6,12.38,2014-09-20
2014/15,Nott'm Forest,6,12.5,2014-09-20
2014/15,Reading,6,14.12,2014-09-20
2014/15,Rotherham,6,12.5,2014-09-20
2014/15,Sheffield Weds,6,11.62,2014-09-20
2014/15,Watford,6,15.38,2014-09-20
2014/15,Wolves,6,11.75,2014-09-20
2014/15,Ipswich,6,14.5,2014-09-22
2014/15,Wigan,6,10.38,2014-09-22
2014/15,Birmingham,7,16.11,2014-09-27
2014/15,Blackburn,7,13.89,2014-09-27
2014/15,Blackpool,7,14.67,2014-09-27
2014/15,Bolton,7,17.89,2014-09-27
2014/15,Bournemouth,7,12.33,2014-09-27
2014/15,Brentford,7,14.11,2014-09-27
2014/15,Brighton,7,10.22,2014-09-27
2014/15,Cardiff,7,15.56,2014-09-27
2014/15,Charlton,7,14.56,2014-09-27
2014/15,Derby,7,13.78,2014-09-27
2014/15,Fulham,7,13.0,2014-09-27
2014/15,Huddersfield,7,13.22,2014-09-27
2014/15,Ipswich,7,15.56,2014-09-27
2014/15,Leeds,7,17.11,2014-09-27
2014/15,Middlesbrough,7,8.56,2014-09-27
2014/15,Millwall,7,12.22,2014-09-27
2014/15,Norwich,7,12.11,2014-09-27
2014/15,Nott'm Forest,7,12.44,2014-09-27
2014/15,Rotherham,7,12.78,2014-09-27
2014/15,Sheffield Weds,7,11.89,2014-09-27
2014/15,Watford,7,17.0,2014-09-27
2014/15,Wigan,7,11.11,2014-09-27
2014/15,Reading,7,13.67,2014-09-28
2014/15,Wolves,7,11.89,2014-09-28
2014/15,Birmingham,8,16.7,2014-09-30
2014/15,Blackburn,8,14.2,2014-09-30
2014/15,Blackpool,8,15.1,2014-09-30
2014/15,Bournemouth,8,13.0,2014-09-30
2014/15,Brentford,8,14.5,2014-09-30
2014/15,Brighton,8,10.1,2014-09-30
2014/15,Cardiff,8,16.6,2014-09-30
2014/15,Charlton,8,14.6,2014-09-30
2014/15,Derby,8,12.9,2014-09-30
2014/15,Ipswich,8,14.9,2014-09-30
2014/15,Middlesbrough,8,8.7,2014-09-30
2014/15,Millwall,8,12.6,2014-09-30
2014/15,Norwich,8,11.3,2014-09-30
2014/15,Nott'm Forest,8,12.5,2014-09-30
2014/15,Rotherham,8,13.2,2014-09-30
2014/15,Sheffield Weds,8,12.0,2014-09-30
2014/15,Watford,8,16.2,2014-09-30
2014/15,Wigan,8,10.9,2014-09-30
2014/15,Bolton,8,17.7,2014-10-01
2014/15,Fulham,8,12.5,2014-10-01
2014/15,Huddersfield,8,14.2,2014-10-01
2014/15,Leeds,8,16.7,2014-10-01
2014/15,Reading,8,13.9,2014-10-01
2014/15,Wolves,8,12.1,2014-10-01
2014/15,Blackpool,9,15.5,2014-10-03
2014/15,Cardiff,9,16.6,2014-10-03
2014/15,Birmingham,9,15.5,2014-10-04
2014/15,Blackburn,9,14.9,2014-10-04
2014/15,Bolton,9,17.2,2014-10-04
2014/15,Bournemouth,9,12.8,2014-10-04
2014/15,Brentford,9,15.0,2014-10-04
2014/15,Brighton,9,10.8,2014-10-04
2014/15,Charlton,9,14.7,2014-10-04
2014/15,Derby,9,12.4,2014-10-04
2014/15,Fulham,9,12.5,2014-10-04
2014/15,Huddersfield,9,15.0,2014-10-04
2014/15,Leeds,9,16.4,2014-10-04
2014/15,Middlesbrough,9,9.2,2014-10-04
2014/15,Millwall,9,12.7,2014-10-04
2014/15,Norwich,9,10.5,2014-10-04
2014/15,Reading,9,14.3,2014-10-04
2014/15,Rotherham,9,14.9,2014-10-04
2014/15,Sheffield Weds,9,11.9,2014-10-04
2014/15,Watford,9,16.1,2014-10-04
2014/15,Wigan,9,11.6,2014-10-04
2014/15,Wolves,9,11.9,2014-10-04
2014/15,Ipswich,9,15.5,2014-10-05
2014/15,Nott'm Forest,9,12.8,2014-10-05
2014/15,Leeds,10,17.0,2014-10-17
2014/15,Rotherham,10,15.2,2014-10-17
2014/15,Birmingham,10,15.3,2014-10-18
2014/15,Blackburn,10,14.8,2014-10-18
2014/15,Blackpool,10,16.1,2014-10-18
2014/15,Bolton,10,16.7,2014-10-18
2014/15,Bournemouth,10,11.8,2014-10-18
2014/15,Brentford,10,14.2,2014-10-18
2014/15,Brighton,10,10.1,2014-10-18
2014/15,Cardiff,10,15.5,2014-10-18
2014/15,Charlton,10,16.3,2014-10-18
2014/15,Derby,10,11.9,2014-10-18
2014/15,Fulham,10,12.4,2014-10-18
2014/15,Huddersfield,10,14.3,2014-10-18
2014/15,Ipswich,10,15.8,2014-10-18
2014/15,Middlesbrough,10,9.8,2014-10-18
2014/15,Millwall,10,11.2,2014-10-18
2014/15,Norwich,10,10.4,2014-10-18
2014/15,Nott'm Forest,10,13.1,2014-10-18
2014/15,Reading,10,13.9,2014-10-18
2014/15,Sheffield Weds,10,11.7,2014-10-18
2014/15,Watford,10,14.7,2014-10-18
2014/15,Wigan,10,11.6,2014-10-18
2014/15,Wolves,10,12.6,2014-10-18
2014/15,Birmingham,11,16.0,2014-10-21
2014/15,Blackburn,11,14.9,2014-10-21
2014/15,Blackpool,11,16.6,2014-10-21
2014/15,Bolton,11,15.2,2014-10-21
2014/15,Bournemouth,11,12.4,2014-10-21
2014/15,Brentford,11,13.9,2014-10-21
2014/15,Brighton,11,10.6,2014-10-21
2014/15,Cardiff,11,15.6,2014-10-21
2014/15,Charlton,11,16.7,2014-10-21
2014/15,Derby,11,11.9,2014-10-21
2014/15,Fulham,11,12.8,2014-10-21
2014/15,Huddersfield,11,13.8,2014-10-21
2014/15,Ipswich,11,15.7,2014-10-21
2014/15,Leeds,11,17.7,2014-10-21
2014/15,Middlesbrough,11,10.4,2014-10-21
2014/15,Millwall,11,11.3,2014-10-21
2014/15,Norwich,11,9.8,2014-10-21
2014/15,Nott'm Forest,11,13.5,2014-10-21
2014/15,Reading,11,14.3,2014-10-21
2014/15,Rotherham,11,15.8,2014-10-21
2014/15,Sheffield Weds,11,11.4,2014-10-21
2014/15,Watford,11,14.3,2014-10-21
2014/15,Wigan,11,11.1,2014-10-21
2014/15,Wolves,11,12.8,2014-10-21
2014/15,Charlton,12,16.9,2014-10-24
2014/15,Fulham,12,13.3,2014-10-24
2014/15,Birmingham,12,18.1,2014-10-25
2014/15,Blackburn,12,14.1,2014-10-25
2014/15,Blackpool,12,17.0,2014-10-25
2014/15,Bolton,12,14.1,2014-10-25
2014/15,Bournemouth,12,12.1,2014-10-25
2014/15,Brentford,12,14.8,2014-10-25
2014/15,Brighton,12,11.3,2014-10-25
2014/15,Cardiff,12,16.1,2014-10-25
2014/15,Derby,12,12.8,2014-10-25
2014/15,Huddersfield,12,13.7,2014-10-25
2014/15,Ipswich,12,15.5,2014-10-25
2014/15,Leeds,12,17.4,2014-10-25
2014/15,Middlesbrough,12,10.9,2014-10-25
2014/15,Millwall,12,11.2,2014-10-25
2014/15,Norwich,12,9.2,2014-10-25
2014/15,Nott'm Forest,12,14.0,2014-10-25
2014/15,Reading,12,13.6,2014-10-25
2014/15,Rotherham,12,16.6,2014-10-25
2014/15,Sheffield Weds,12,10.7,2014-10-25
2014/15,Watford,12,15.5,2014-10-25
2014/15,Wigan,12,11.6,2014-10-25
2014/15,Wolves,12,13.3,2014-10-25
2014/15,Bolton,13,15.2,2014-10-31
2014/15,Norwich,13,9.2,2014-10-31
2014/15,Birmingham,13,18.6,2014-11-01
2014/15,Blackburn,13,13.8,2014-11-01
2014/15,Blackpool,13,16.6,2014-11-01
2014/15,Bournemouth,13,11.8,2014-11-01
2014/15,Brentford,13,14.9,2014-11-01
2014/15,Brighton,13,12.1,2014-11-01
2014/15,Cardiff,13,15.3,2014-11-01
2014/15,Charlton,13,16.1,2014-11-01
2014/15,Derby,13,12.8,2014-11-01
2014/15,Fulham,13,14.1,2014-11-01
2014/15,Huddersfield,13,14.6,2014-11-01
2014/15,Ipswich,13,15.6,2014-11-01
2014/15,Leeds,13,16.4,2014-11-01
2014/15,Middlesbrough,13,10.9,2014-11-01
2014/15,Millwall,13,11.0,2014-11-01
2014/15,Nott'm Forest,13,13.5,2014-11-01
2014/15,Reading,13,12.9,2014-11-01
2014/15,Rotherham,13,16.5,2014-11-01
2014/15,Sheffield Weds,13,11.7,2014-11-01
2014/15,Watford,13,13.9,2014-11-01
2014/15,Wigan,13,11.8,2014-11-01
2014/15,Wolves,13,12.8,2014-11-01
2014/15,Birmingham,14,18.6,2014-11-04
2014/15,Blackburn,14,14.0,2014-11-04
2014/15,Bolton,14,14.2,2014-11-04
2014/15,Bournemouth,14,11.9,2014-11-04
2014/15,Brighton,14,12.6,2014-11-04
2014/15,Cardiff,14,14.3,2014-11-04
2014/15,Charlton,14,16.5,2014-11-04
2014/15,Derby,14,13.0,2014-11-04
2014/15,Huddersfield,14,14.5,2014-11-04
2014/15,Ipswich,14,15.2,2014-11-04
2014/15,Leeds,14,15.4,2014-11-04
2014/15,Middlesbrough,14,10.6,2014-11-04
2014/15,Millwall,14,11.1,2014-11-04
2014/15,Norwich,14,9.6,2014-11-04
2014/15,Reading,14,13.1,2014-11-04
2014/15,Rotherham,14,16.6,2014-11-04
2014/15,Sheffield Weds,14,12.7,2014-11-04
2014/15,Watford,14,15.4,2014-11-04
2014/15,Wigan,14,11.3,2014-11-04
2014/15,Wolves,14,13.6,2014-11-04
2014/15,Blackpool,14,18.3,2014-11-05
2014/15,Brentford,14,15.7,2014-11-05
2014/15,Fulham,14,13.1,2014-11-05
2014/15,Nott'm Forest,14,13.4,2014-11-05
2014/15,Bolton,15,13.7,2014-11-07
2014/15,Wigan,15,11.9,2014-11-07
2014/15,Birmingham,15,18.5,2014-11-08
2014/15,Blackburn,15,13.9,2014-11-08
2014/15,Blackpool,15,18.7,2014-11-08
2014/15,Bournemouth,15,11.9,2014-11-08
2014/15,Brentford,15,16.3,2014-11-08
2014/15,Brighton,15,12.4,2014-11-08
2014/15,Cardiff,15,14.2,2014-11-08
2014/15,Charlton,15,16.6,2014-11-08
2014/15,Derby,15,12.1,2014-11-08
2014/15,Fulham,15,13.3,2014-11-08
2014/15,Huddersfield,15,14.3,2014-11-08
2014/15,Ipswich,15,14.5,2014-11-08
2014/15,Leeds,15,14.9,2014-11-08
2014/15,Middlesbrough,15,10.3,2014-11-08
2014/15,Millwall,15,11.7,2014-11-08
2014/15,Norwich,15,9.6,2014-11-08
2014/15,Nott'm Forest,15,12.9,2014-11-08
2014/15,Reading,15,12.2,2014-11-08
2014/15,Rotherham,15,15.7,2014-11-08
2014/15,Sheffield Weds,15,12.6,2014-11-08
2014/15,Watford,15,15.6,2014-11-08
2014/15,Wolves,15,14.0,2014-11-08
2014/15,Brentford,16,15.0,2014-11-21
2014/15,Cardiff,16,13.2,2014-11-21
2014/15,Fulham,16,13.9,2014-11-21
2014/15,Reading,16,12.2,2014-11-21
2014/15,Birmingham,16,16.8,2014-11-22
2014/15,Blackburn,16,14.2,2014-11-22
2014/15,Blackpool,16,17.7,2014-11-22
2014/15,Bolton,16,13.5,2014-11-22
2014/15,Bournemouth,16,11.7,2014-11-22
2014/15,Brighton,16,14.0,2014-11-22
2014/15,Charlton,16,15.7,2014-11-22
2014/15,Derby,16,12.6,2014-11-22
2014/15,Huddersfield,16,15.0,2014-11-22
2014/15,Ipswich,16,14.8,2014-11-22
2014/15,Leeds,16,15.5,2014-11-22
2014/15,Middlesbrough,16,10.9,2014-11-22
2014/15,Millwall,16,12.0,2014-11-22
2014/15,Norwich,16,9.4,2014-11-22
2014/15,Nott'm Forest,16,12.4,2014-11-22
2014/15,Rotherham,16,16.7,2014-11-22
2014/15,Sheffield Weds,16,13.1,2014-11-22
2014/15,Watford,16,15.5,2014-11-22
2014/15,Wigan,16,11.9,2014-11-22
2014/15,Wolves,16,14.8,2014-11-22
2014/15,Birmingham,17,16.4,2014-11-29
2014/15,Blackburn,17,15.4,2014-11-29
2014/15,Blackpool,17,17.5,2014-11-29
2014/15,Bolton,17,12.9,2014-11-29
2014/15,Bournemouth,17,12.2,2014-11-29
2014/15,Brentford,17,14.6,2014-11-29
2014/15,Brighton,17,14.3,2014-11-29
2014/15,Cardiff,17,14.4,2014-11-29
2014/15,Charlton,17,16.7,2014-11-29
2014/15,Derby,17,13.1,2014-11-29
2014/15,Fulham,17,14.9,2014-11-29
2014/15,Huddersfield,17,15.6,2014-11-29
2014/15,Ipswich,17,14.5,2014-11-29
2014/15,Leeds,17,14.2,2014-11-29
2014/15,Middlesbrough,17,11.7,2014-11-29
2014/15,Millwall,17,12.4,2014-11-29
2014/15,Norwich,17,9.0,2014-11-29
2014/15,Nott'm Forest,17,12.9,2014-11-29
2014/15,Reading,17,13.3,2014-11-29
2014/15,Rotherham,17,16.1,2014-11-29
2014/15,Sheffield Weds,17,13.1,2014-11-29
2014/15,Watford,17,13.6,2014-11-29
2014/15,Wigan,17,12.0,2014-11-29
2014/15,Wolves,17,14.4,2014-11-29
2014/15,Fulham,18,15.8,2014-12-05
2014/15,Watford,18,13.5,2014-12-05
2014/15,Birmingham,18,15.7,2014-12-06
2014/15,Blackburn,18,15.1,2014-12-06
2014/15,Blackpool,18,16.6,2014-12-06
2014/15,Bolton,18,13.1,2014-12-06
2014/15,Bournemouth,18,11.6,2014-12-06
2014/15,Brentford,18,14.6,2014-12-06
2014/15,Brighton,18,15.2,2014-12-06
2014/15,Cardiff,18,13.1,2014-12-06
2014/15,Charlton,18,16.9,2014-12-06
2014/15,Derby,18,13.7,2014-12-06
2014/15,Huddersfield,18,15.5,2014-12-06
2014/15,Ipswich,18,15.8,2014-12-06
2014/15,Leeds,18,14.8,2014-12-06
2014/15,Middlesbrough,18,12.3,2014-12-06
2014/15,Millwall,18,12.3,2014-12-06
2014/15,Norwich,18,9.5,2014-12-06
2014/15,Nott'm Forest,18,12.0,2014-12-06
2014/15,Reading,18,12.7,2014-12-06
2014/15,Rotherham,18,15.8,2014-12-06
2014/15,Sheffield Weds,18,12.9,2014-12-06
2014/15,Wigan,18,11.7,2014-12-06
2014/15,Wolves,18,15.4,2014-12-06
2014/15,Brighton,19,14.9,2014-12-12
2014/15,Millwall,19,12.7,2014-12-12
2014/15,Birmingham,19,16.5,2014-12-13
2014/15,Blackburn,19,14.9,2014-12-13
2014/15,Blackpool,19,15.9,2014-12-13
2014/15,Bolton,19,13.7,2014-12-13
2014/15,Bournemouth,19,11.9,2014-12-13
2014/15,Brentford,19,13.9,2014-12-13
2014/15,Cardiff,19,14.2,2014-12-13
2014/15,Charlton,19,16.4,2014-12-13
2014/15,Derby,19,14.1,2014-12-13
2014/15,Fulham,19,15.9,2014-12-13
2014/15,Huddersfield,19,16.1,2014-12-13
2014/15,Ipswich,19,14.5,2014-12-13
2014/15,Leeds,19,14.5,2014-12-13
2014/15,Middlesbrough,19,12.0,2014-12-13
2014/15,Norwich,19,9.8,2014-12-13
2014/15,Nott'm Forest,19,12.6,2014-12-13
2014/15,Reading,19,12.6,2014-12-13
2014/15,Rotherham,19,13.9,2014-12-13
2014/15,Sheffield Weds,19,13.4,2014-12-13
2014/15,Watford,19,13.1,2014-12-13
2014/15,Wigan,19,11.3,2014-12-13
2014/15,Wolves,19,16.0,2014-12-13
2014/15,Bolton,20,13.0,2014-12-19
2014/15,Millwall,20,13.2,2014-12-19
2014/15,Birmingham,20,17.0,2014-12-20
2014/15,Blackburn,20,14.2,2014-12-20
2014/15,Blackpool,20,16.3,2014-12-20
2014/15,Bournemouth,20,12.3,2014-12-20
2014/15,Brentford,20,15.1,2014-12-20
2014/15,Brighton,20,15.7,2014-12-20
2014/15,Cardiff,20,14.1,2014-12-20
2014/15,Charlton,20,16.3,2014-12-20
2014/15,Derby,20,14.2,2014-12-20
2014/15,Fulham,20,16.6,2014-12-20
2014/15,Huddersfield,20,16.1,2014-12-20
2014/15,Ipswich,20,14.8,2014-12-20
2014/15,Leeds,20,14.5,2014-12-20
2014/15,Middlesbrough,20,12.0,2014-12-20
2014/15,Norwich,20,9.5,2014-12-20
2014/15,Nott'm Forest,20,12.2,2014-12-20
2014/15,Reading,20,12.1,2014-12-20
2014/15,Rotherham,20,13.8,2014-12-20
2014/15,Sheffield Weds,20,13.8,2014-12-20
2014/15,Watford,20,13.1,2014-12-20
2014/15,Wigan,20,11.4,2014-12-20
2014/15,Wolves,20,14.9,2014-12-20
2014/15,Birmingham,21,15.8,2014-12-26
2014/15,Blackburn,21,13.7,2014-12-26
2014/15,Blackpool,21,16.5,2014-12-26
2014/15,Bolton,21,14.1,2014-12-26
2014/15,Bournemouth,21,11.3,2014-12-26
2014/15,Brentford,21,15.1,2014-12-26
2014/15,Brighton,21,15.7,2014-12-26
2014/15,Cardiff,21,14.6,2014-12-26
2014/15,Charlton,21,15.9,2014-12-26
2014/15,Derby,21,13.9,2014-12-26
2014/15,Fulham,21,16.6,2014-12-26
2014/15,Huddersfield,21,15.9,2014-12-26
2014/15,Ipswich,21,15.1,2014-12-26
2014/15,Leeds,21,13.4,2014-12-26
2014/15,Middlesbrough,21,11.4,2014-12-26
2014/15,Millwall,21,14.2,2014-12-26
2014/15,Norwich,21,9.9,2014-12-26
2014/15,Nott'm Forest,21,11.5,2014-12-26
2014/15,Reading,21,12.2,2014-12-26
2014/15,Rotherham,21,13.6,2014-12-26
2014/15,Sheffield Weds,21,13.4,2014-12-26
2014/15,Watford,21,13.2,2014-12-26
2014/15,Wigan,21,13.3,2014-12-26
2014/15,Wolves,21,14.8,2014-12-26
2014/15,Birmingham,22,15.6,2014-12-28
2014/15,Blackburn,22,12.9,2014-12-28
2014/15,Blackpool,22,16.9,2014-12-28
2014/15,Bolton,22,15.0,2014-12-28
2014/15,Bournemouth,22,10.7,2014-12-28
2014/15,Brentford,22,14.3,2014-12-28
2014/15,Cardiff,22,14.5,2014-12-28
2014/15,Huddersfield,22,15.6,2014-12-28
2014/15,Middlesbrough,22,11.5,2014-12-28
2014/15,Millwall,22,15.0,2014-12-28
2014/15,Norwich,22,10.4,2014-12-28
2014/15,Nott'm Forest,22,11.8,2014-12-28
2014/15,Reading,22,12.4,2014-12-28
2014/15,Rotherham,22,13.4,2014-12-28
2014/15,Watford,22,12.7,2014-12-28
2014/15,Wolves,22,15.2,2014-12-28
2014/15,Brighton,22,15.9,2014-12-29
2014/15,Fulham,22,16.4,2014-12-29
2014/15,Charlton,22,16.0,2014-12-30
2014/15,Derby,22,12.9,2014-12-30
2014/15,Ipswich,22,14.8,2014-12-30
2014/15,Leeds,22,13.1,2014-12-30
2014/15,Sheffield Weds,22,13.5,2014-12-30
2014/15,Wigan,22,12.7,2014-12-30
2014/15,Birmingham,23,14.4,2015-01-10
2014/15,Blackpool,23,17.3,2015-01-10
2014/15,Bolton,23,14.4,2015-01-10
2014/15,Bournemouth,23,10.9,2015-01-10
2014/15,Brentford,23,14.5,2015-01-10
2014/15,Brighton,23,16.6,2015-01-10
2014/15,Cardiff,23,14.2,2015-01-10
2014/15,Charlton,23,16.0,2015-01-10
2014/15,Derby,23,13.7,2015-01-10
2014/15,Fulham,23,16.6,2015-01-10
2014/15,Huddersfield,23,14.2,2015-01-10
2014/15,Ipswich,23,14.5,2015-01-10
2014/15,Leeds,23,13.1,2015-01-10
2014/15,Middlesbrough,23,11.8,2015-01-10
2014/15,Millwall,23,15.4,2015-01-10
2014/15,Norwich,23,11.1,2015-01-10
2014/15,Nott'm Forest,23,12.4,2015-01-10
2014/15,Reading,23,11.8,2015-01-10
2014/15,Rotherham,23,13.7,2015-01-10
2014/15,Sheffield Weds,23,13.0,2015-01-10
2014/15,Watford,23,13.3,2015-01-10
2014/15,Wigan,23,13.4,2015-01-10
2014/15,Blackburn,23,12.8,2015-01-11
2014/15,Wolves,23,15.0,2015-01-11
2014/15,Birmingham,24,15.0,2015-01-17
2014/15,Blackburn,24,12.5,2015-01-17
2014/15,Blackpool,24,15.6,2015-01-17
2014/15,Bolton,24,14.7,2015-01-17
2014/15,Bournemouth,24,11.3,2015-01-17
2014/15,Brentford,24,14.5,2015-01-17
2014/15,Brighton,24,15.9,2015-01-17
2014/15,Cardiff,24,14.8,2015-01-17
2014/15,Charlton,24,16.6,2015-01-17
2014/15,Derby,24,13.5,2015-01-17
2014/15,Fulham,24,18.0,2015-01-17
2014/15,Huddersfield,24,14.1,2015-01-17
2014/15,Ipswich,24,14.3,2015-01-17
2014/15,Leeds,24,14.3,2015-01-17
2014/15,Middlesbrough,24,12.2,2015-01-17
2014/15,Millwall,24,15.1,2015-01-17
2014/15,Norwich,24,10.9,2015-01-17
2014/15,Nott'm Forest,24,12.3,2015-01-17
2014/15,Reading,24,12.0,2015-01-17
2014/15,Rotherham,24,13.8,2015-01-17
2014/15,Sheffield Weds,24,12.9,2015-01-17
2014/15,Watford,24,12.5,2015-01-17
2014/15,Wigan,24,13.5,2015-01-17
2014/15,Wolves,24,13.4,2015-01-17
2014/15,Bournemouth,25,11.4,2015-01-20
2014/15,Cardiff,25,15.8,2015-01-20
2014/15,Leeds,25,14.6,2015-01-20
2014/15,Middlesbrough,25,12.3,2015-01-20
2014/15,Brighton,25,15.7,2015-01-21
2014/15,Fulham,25,18.7,2015-01-21
2014/15,Ipswich,25,14.9,2015-01-21
2014/15,Nott'm Forest,25,12.5,2015-01-21
2014/15,Blackpool,25,16.4,2015-01-24
2014/15,Brentford,25,14.0,2015-01-24
2014/15,Charlton,25,15.8,2015-01-24
2014/15,Huddersfield,25,14.8,2015-01-24
