race_id,race_date,track_slug,race_number,snapshot_version,fold,going_bucket,distance_metres,completed_races,same_regime_races,state_reliability,state_early,state_middle,state_late,actual_label,v0_prob_even,meta_v0_prob_even,live_prob_even,safe_live_prob_even,v0_prob_fast,meta_v0_prob_fast,live_prob_fast,safe_live_prob_fast,v0_prob_slow,meta_v0_prob_slow,live_prob_slow,safe_live_prob_slow,v0_prob_very_fast_or_collapse,meta_v0_prob_very_fast_or_collapse,live_prob_very_fast_or_collapse,safe_live_prob_very_fast_or_collapse,actual_early_score,v0_early_score,meta_v0_early_score,live_early_score,actual_middle_score,v0_middle_score,meta_v0_middle_score,live_middle_score,actual_late_score,v0_late_score,meta_v0_late_score,live_late_score
2025-03-29|flemington|8,2025-03-29,flemington,8,V7,1,good,2000,7,7,0.4103657723088271,-0.2317272153985658,-0.4394237172317495,0.11751807855103857,very_fast_or_collapse,0.2968515742128935,0.3195835766874612,0.323612576217573,0.3075559750147653,0.1109445277361319,0.06377621619570674,0.08297782628737682,0.09975784715662986,0.4345684300706789,0.45534159282009834,0.4558346060319141,0.44307490045517295,0.1576354679802955,0.1612986142967338,0.1375749914631361,0.14961127737343174,1.6776923548477674,-0.4819416480789996,-0.3292321250004609,-0.4534288234435226,-0.2828945227434489,-0.2380673052237912,-0.3256757629884218,-0.03516067530554545,-1.9432531106669195,-0.3389046599004555,-0.43507470128580145,-0.22232824173665527
2025-03-29|flemington|10,2025-03-29,flemington,10,V8,1,good,1100,8,8,0.5517711274056893,-0.10408207336898828,-0.3438883520616112,-0.02164567348403941,slow,0.2831287705429581,0.24768901798421017,0.19055559287188814,0.2460994994745301,0.1333628042438111,0.05804522734118507,0.11446387730412967,0.12580323346793854,0.4267073315700317,0.5361730608265504,0.6206825319396265,0.5042974117178696,0.1568010936431988,0.15809269384805438,0.0742979978843557,0.12379985533966156,-1.057134555718125,-0.4916176381519688,-0.6939555652879343,-0.8661080568097228,-0.1180358829083941,-0.2463464208290638,-0.21311053325972332,-0.08515668381505645,0.1506476823196449,0.0725851331012115,0.015107093206593848,0.8132742938131708
2025-04-05|caulfield|1,2025-04-05,caulfield,1,V0,1,good,1100,0,0,0.0,0.0,0.0,0.0,very_fast_or_collapse,0.2831287705429581,0.33499724261357067,0.33499724261357067,0.30387615937120316,0.1333628042438111,0.04028329978714978,0.04028329978714978,0.09613100246114657,0.4267073315700317,0.46335844424503786,0.46335844424503786,0.4413677766400341,0.1568010936431988,0.16136101335424174,0.16136101335424174,0.15862506152761596,0.8071774662588908,-0.4916176381519688,-0.4420510289589862,-0.4420510289589862,1.1719276945905888,-0.2463464208290638,-0.6094745542252852,-0.6094745542252852,-0.8791115516773498,0.0725851331012115,0.09220204114053558,0.09220204114053558
2025-04-05|caulfield|2,2025-04-05,caulfield,2,V1,1,good,1200,1,1,0.29737823977181627,0.24003701409954356,0.34850579495719197,-0.2614286458008804,even,0.2938808373590982,0.41037449642015644,0.5556284424913329,0.39857987941199213,0.1871980676328502,0.034670644028485395,0.05770805325767486,0.1354020618827801,0.3641016793190706,0.4277669193246041,0.2684299521317585,0.32583298844414577,0.1548194156889809,0.12718794022675392,0.11823355211923363,0.14018507026108198,-0.0639327734101035,-0.2454864662822626,-0.3246355484726101,-0.05979720262315136,2.3541284944431897,-0.1527375898595598,-0.6864848667905512,-0.15077244569199522,-0.347994236463029,-0.2187451308938946,-0.1606535731276028,0.14736850764921028
2025-04-05|caulfield|3,2025-04-05,caulfield,3,V2,1,good,1600,2,2,0.3046922287210175,0.09045496581695253,0.5680900036705006,-0.17305855487079547,very_fast_or_collapse,0.2552513866523528,0.210839358934533,0.2815615271174569,0.2657754428383945,0.0911612095186974,0.06839672733827748,0.11200368986701521,0.09949820165802453,0.5634051580911484,0.4781956513428773,0.34935051291377645,0.47778330002019964,0.0901822457378012,0.24256826238431223,0.25708427010175144,0.1569430554833813,0.8683925864443997,-0.697425685485157,-0.52961765326225,-0.34145359648764695,2.601130206100352,-0.5149183868520831,-0.45808695084164663,0.40974824295582224,-0.3176949229418697,0.0740981288228761,0.002091350691577433,0.4179402881109607
2025-04-05|caulfield|4,2025-04-05,caulfield,4,V3,1,good,1400,3,3,0.46498180908836106,0.2475887058575557,1.008147096196862,-0.21612558219648548,slow,0.3873081841432225,0.3548870789153391,0.5421526261580769,0.44924596094916425,0.1202046035805626,0.04672735995177744,0.10501836839619239,0.11413010950681451,0.4063527584947022,0.5032806932907022,0.26575228786345095,0.3501125702422017,0.0861344537815126,0.09510486784218118,0.08707671758227972,0.08651135930181944,-2.470423986516675,-0.6645800217922166,-0.646251253583556,-0.22256810212656158,-0.224830253158865,-0.1014764834332306,-0.4524908016882303,0.9375406074346316,1.7438053781590106,-0.117757331210702,-0.06688612292776155,0.7801113133154522
2025-04-05|caulfield|5,2025-04-05,caulfield,5,V4,1,good,2400,4,4,0.22185941011381358,-0.08853482751015408,0.32322111608456383,0.06531229364206716,slow,0.264796633941094,0.30074755317379276,0.26485991474720916,0.26482194626354005,0.1070126227208976,0.08556828353886502,0.1032554630464161,0.105509758851105,0.4936285313564416,0.3301273594398914,0.25636904528200183,0.39872473692666566,0.1345622119815668,0.28355680384745074,0.37551557692437293,0.23094355795868926,-3.671456231823422,-1.020635003619114,0.14923278088421327,0.2622247615809142,1.2895923954772752,-0.432011143721937,-0.2251940979371516,0.6038417853985191,-0.082658181308406,-0.3819082557476358,-0.7505307964194325,-0.5321851102752657
2025-04-05|caulfield|6,2025-04-05,caulfield,6,V5,1,good,2000,5,5,0.4187929871347863,-0.6553672420957514,0.5851699530361772,0.06703148019032708,even,0.1766960722537282,0.2354923670567105,0.1878830839280666,0.18117087692346356,0.0792375551354757,0.07224841722626635,0.07599143282469145,0.077939106211162,0.5993113691601404,0.4851790996829836,0.49983243541798145,0.5595197956632768,0.1447550034506556,0.20708011603403945,0.23629304782926058,0.18137022120209761,-0.4472938720739581,-0.9279300793835124,-0.4554599632238439,-0.7103345340810205,1.788866796872704,-0.2756564620601618,-0.2948672409395309,1.2251908511098377,1.6224237187409896,-0.3034484674780613,-0.3545686162181858,0.12697809850172403
2025-04-05|caulfield|7,2025-04-05,caulfield,7,V6,1,good,1200,6,6,0.5008291941788308,-0.3148329703310782,0.7069166947763988,0.18046876930855368,fast,0.2938808373590982,0.3475996762945378,0.45305359313793736,0.35754993967063387,0.1871980676328502,0.04456263717216293,0.06581182760417996,0.1386435716213821,0.3641016793190706,0.47938306696705113,0.36046942552191297,0.36264877780020754,0.1548194156889809,0.12845461956624807,0.1206651537359698,0.14115771090777646,0.5290436999686098,-0.2454864662822626,-0.48207588367820275,-0.37913952629808234,0.3582109006811742,-0.1527375898595598,-0.438757353687075,1.2208367586786073,0.0376209985365424,-0.2187451308938946,-0.20883791558631637,0.555951699087764
2025-04-05|caulfield|8,2025-04-05,caulfield,8,V7,1,good,2000,7,7,0.5127060631949318,-0.4404046151063923,0.7293516770272976,0.3718070068696187,very_fast_or_collapse,0.3023513753327418,0.29946934345106346,0.22804070641032156,0.2726271077637737,0.1123558118899733,0.07078802916836784,0.11651038215144216,0.11401763999456085,0.442435669920142,0.44486539932445857,0.4975737595531103,0.4644909057733293,0.1428571428571428,0.18487722805611012,0.15787515188512602,0.14886434646833607,1.0969349719908716,-0.5832914004215531,-0.300707827419849,-0.40302073768802166,1.1876902503827014,-0.302324048855728,-0.2658241521833744,1.4432051813635338,0.5924580995402496,-0.269873901400122,-0.4312611233224565,0.7427277279529229
2025-04-05|caulfield|9,2025-04-05,caulfield,9,V8,1,good,1400,8,8,0.558162616334107,-0.1380583122121631,0.5909948341907271,0.258057292929822,slow,0.3612195450262485,0.3248930865978664,0.3679739912084137,0.36392132349911455,0.0916341364921254,0.06989960837845861,0.14373867338565102,0.11247595124953566,0.4129136780570352,0.45353884222926416,0.3606976098648425,0.3920272507801581,0.1342326404245908,0.15166846279441096,0.12758972554109277,0.13157547447119158,-0.9264089949437516,-0.4092734240264955,-0.3228123323547071,-0.10013017028440624,1.3272237525184505,-0.2681743402429883,-0.326959234510373,1.187509228828914,1.776707366426155,-0.3876273949499671,-0.5110609164555153,0.5581958268617209
2025-04-05|caulfield|10,2025-04-05,caulfield,10,V9,1,good,1400,9,9,0.608637666178842,-0.28342320764916445,0.6969601016805829,0.5385918069164678,slow,0.3873081841432225,0.28308765855138446,0.39456401866886254,0.3902105179534785,0.1202046035805626,0.06148001472440808,0.1201484930651963,0.12018215937441608,0.4063527584947022,0.5617367159701844,0.3747544580953553,0.3937134383349634,0.0861344537815126,0.09369561075402298,0.11053303017058586,0.09589388433714191,-1.2352119932583316,-0.6645800217922166,-0.8351796558302672,-0.4521130326329431,1.573811772112045,-0.1014764834332306,-0.15521778596405886,1.915986080687408,-0.2961178944043552,-0.117757331210702,-0.12470733387821772,1.1129116497889766
2025-04-05|randwick|2,2025-04-05,randwick,2,V0,1,soft,2000,0,0,0.0,0.0,0.0,0.0,slow,0.3003344481605351,0.3799701756519574,0.3799701756519574,0.332188739157104,0.1122073578595317,0.04454195969773687,0.04454195969773687,0.08514119859481377,0.4347109412326804,0.4035382503757746,0.4035382503757746,0.4222418648899181,0.1527472527472527,0.1719496142745311,0.1719496142745311,0.16042819735816405,-2.063740383473167,-0.2866705153702255,-0.1562566864895687,-0.1562566864895687,-1.4850132687635886,-0.3110882821298076,-0.745829043382828,-0.745829043382828,0.7860606595403967,-0.2910897069408998,-0.2889938830034202,-0.2889938830034202
2025-04-05|randwick|5,2025-04-05,randwick,5,V1,1,soft,1400,1,1,0.11373476225347545,-0.23471902186721694,-0.1688976310660832,0.08940242222963714,very_fast_or_collapse,0.4139329680495268,0.34177530027902703,0.3470885995644057,0.3871952206554783,0.1118266562299864,0.05048449769940489,0.04872814652004744,0.08658725234601082,0.2722296205182422,0.21963593205873452,0.2860403666466897,0.2777539189696212,0.2020107552022445,0.38810426996283354,0.31814288726885714,0.24846360802888956,1.6960495796547237,-0.0404545666943978,0.6166243497481865,0.32456932572778435,1.5689241579129525,-0.7325348677273784,-0.709490923280719,-0.6933387158585003,-0.2482500711962465,-0.1456456421002815,-0.6856548682857034,-0.5477307743062758
2025-04-05|randwick|6,2025-04-05,randwick,6,V2,1,good,1400,2,0,0.0,0.0,0.0,0.0,even,0.2171639670360898,0.3166947236874508,0.3166947236874508,0.25697626969663423,0.1382495026996305,0.04265868590352444,0.04265868590352444,0.10001317598118806,0.3706369504323468,0.33364778808979406,0.33364778808979406,0.3558412854953257,0.2739495798319328,0.30699880231923066,0.30699880231923066,0.28716926882685195,-0.1247612965505821,0.1738270385715923,0.1368404596678277,0.1368404596678277,-0.6671593381779328,-0.5208506393787743,-0.8069272609615536,-0.8069272609615536,-1.2882773506002945,-0.3095108762071263,-0.44977337348888574,-0.44977337348888574
2025-04-05|randwick|7,2025-04-05,randwick,7,V3,1,good,1200,3,1,0.2637669986665615,-0.03290791274089587,-0.17597461626356287,-0.33980505021794927,even,0.4387351778656126,0.4402709408746139,0.5126270964863835,0.468291945313921,0.0697780480389176,0.03935177432451365,0.049083198124013634,0.061500108072956014,0.282695565304261,0.37613445354788216,0.3321044811372657,0.30245913163746285,0.2087912087912088,0.14424283125299034,0.10618522425233717,0.16774881497566013,-0.4522323653022042,0.0570591040879983,-0.07609050769826986,-0.1817445785078526,0.6380317995048892,-0.2702266815690505,-0.7778524802375575,-0.840025586753709,1.409634240800944,-0.2617749119337798,-0.37824556259036485,-0.45196090985842996
2025-04-05|randwick|9,2025-04-05,randwick,9,V4,1,good,2400,4,2,0.1090582098936943,-0.03009660990845512,-0.007034069128816575,-0.0046392651450909055,slow,0.3080267558528428,0.33623422204351977,0.3425526665934786,0.3218371201490971,0.1122073578595317,0.059325896924302665,0.06511849865696599,0.09337181417850543,0.4347109412326804,0.4199790032766281,0.4075958421127584,0.42386490158471163,0.145054945054945,0.18446087775554942,0.18473299263679707,0.16092616408768584,-0.8601064335961237,-0.4485456772453868,-0.2039904693237712,-0.22030902733192798,-0.8431134493457495,-0.3209882920298171,-0.4737566164246602,-0.3159752064835772,-1.505463375151764,-0.2926311852652332,-0.40091635343387266,-0.35155085859978114
2025-04-05|randwick|10,2025-04-05,randwick,10,V5,1,good,1200,5,3,0.38472310129647774,-0.14889995103297393,0.016138524276343776,0.07438587720827004,slow,0.4387351778656126,0.41447937699704634,0.3942394044220663,0.4209368684881941,0.0697780480389176,0.043771478214800624,0.06672992809113697,0.06855880005980534,0.282695565304261,0.39605601930976375,0.4200620384600288,0.3376421545665681,0.2087912087912088,0.14569312547838933,0.11896862902676794,0.17286217688543246,-0.9293536885186746,0.0570591040879983,-0.13906664178050698,-0.2876446707722633,0.9306888565750808,-0.2702266815690505,-0.678761474996167,-0.15296982811357396,0.7809037937898404,-0.2617749119337798,-0.39751929957385024,0.2712968179016663
2025-04-12|randwick|2,2025-04-12,randwick,2,V0,1,good,1400,0,0,0.0,0.0,0.0,0.0,even,0.2171639670360898,0.33790144732907385,0.33790144732907385,0.26545895915328344,0.1382495026996305,0.038522344190752116,0.038522344190752116,0.09835863929607913,0.3706369504323468,0.31827818807440383,0.31827818807440383,0.3496934454891696,0.2739495798319328,0.30529802040577014,0.30529802040577014,0.28648895606146774,-0.3832333860662493,0.1738270385715923,0.19981659375006472,0.19981659375006472,-0.7058624227080641,-0.5208506393787743,-0.9060182662029441,-0.9060182662029441,0.2767141577339896,-0.3095108762071263,-0.43049963650540035,-0.43049963650540035
2025-04-12|randwick|3,2025-04-12,randwick,3,V1,1,good,1400,1,1,0.3333333333333333,-0.1277444620220831,-0.23528747423602137,0.09223805257799653,slow,0.2171639670360898,0.32722978835902866,0.4401547541206376,0.30636028186990893,0.1382495026996305,0.04055061840233792,0.048887894929884296,0.102504859591732,0.3706369504323468,0.3259754961944742,0.31286183701726167,0.34752690506631273,0.2739495798319328,0.30624409704415934,0.19809551393221633,0.24360795347204622,-0.5160876265692147,0.1738270385715923,0.1683285267089462,0.003927127832025978,0.1411724845416128,-0.5208506393787743,-0.8564727635822489,-0.6344772857061841,0.2075356183004902,-0.3095108762071263,-0.440136504997143,0.00113621901098402
2025-04-12|randwick|4,2025-04-12,randwick,4,V2,1,good,1200,2,2,0.39668694918765085,-0.18073964131336087,-0.09692291130373581,0.09481620654347245,slow,0.4387351778656126,0.4532410458727642,0.5562906941645587,0.48575738438519106,0.0697780480389176,0.037269325704048784,0.04310516224060142,0.059108893719591125,0.282695565304261,0.3661314443706351,0.32010096713142927,0.2976577260351283,0.2087912087912088,0.14335818405255193,0.08050317646341068,0.15747599586008953,-0.7586618193114402,0.0570591040879983,-0.044602440657151354,-0.2298459882604931,-0.3111023270454084,-0.2702266815690505,-0.8273979828582527,-0.39836118716695273,0.5299570253030405,-0.2617749119337798,-0.3686086940986222,0.21240164546096935
2025-04-12|randwick|5,2025-04-12,randwick,5,V3,1,good,1200,3,3,0.5120051838401923,-0.3072219861395725,-0.14139076411846213,0.193367421251811,slow,0.4387351778656126,0.4402709408746139,0.5624154260677191,0.48820727714645523,0.0697780480389176,0.03935177432451365,0.04763519781637445,0.060920907949900335,0.282695565304261,0.37613445354788216,0.319418829447769,0.2973848709616642,0.2087912087912088,0.14424283125299034,0.0705305466681376,0.1534869439419803,-1.3703048541113505,0.0570591040879983,-0.07609050769826986,-0.28008055900578677,-1.3829674874539517,-0.2702266815690505,-0.7778524802375575,-0.1658641947986253,2.0847896202003997,-0.2617749119337798,-0.37824556259036485,0.39713745213381374
2025-04-12|randwick|6,2025-04-12,randwick,6,V4,1,good,2400,4,4,0.19685739229156562,-0.15315895796319212,-0.1130106058471726,0.16057134997905373,slow,0.3080267558528428,0.33623422204351977,0.31004090813003543,0.30883241676371986,0.1122073578595317,0.059325896924302665,0.0655933350552793,0.09356174873783074,0.4347109412326804,0.4199790032766281,0.4348479161770783,0.4347657312104396,0.145054945054945,0.18446087775554942,0.18951784063760696,0.1628401032880098,-1.421447468318446,-0.4485456772453868,-0.2039904693237712,-0.29793146408138405,-0.8124547784604437,-0.3209882920298171,-0.4737566164246602,-0.14947518961835463,0.2676550632843621,-0.2926311852652332,-0.40091635343387266,-0.22028372815122876
2025-04-12|randwick|8,2025-04-12,randwick,8,V5,1,good,2000,5,5,0.3537949941932862,-0.3644128142911855,-0.23613441734767252,0.21264779501849657,even,0.3398402839396628,0.3469075234852416,0.3136669589246482,0.32937095393365695,0.1184560780834072,0.07638988289607096,0.08813781708968228,0.10632877368591723,0.398846495119787,0.30025151289447044,0.37353308754146647,0.38872113208845877,0.1428571428571428,0.27645108072421704,0.22466213644420313,0.17557914029196692,0.3173042949064662,-0.3925874611977842,0.321308759968084,0.012338643528238102,-0.3202665896428877,-0.5201137937068411,-0.4384403657564002,-0.006706729440402348,-0.979050732663224,-0.5547564753231244,-0.9150414889063127,-0.48396804222181095
2025-04-12|randwick|10,2025-04-12,randwick,10,V6,1,good,1200,6,6,0.4503895457945506,-0.33558140981863926,-0.28671807096856405,0.31397274549895665,slow,0.4387351778656126,0.40169278766471833,0.315951723633062,0.3896217961725924,0.0697780480389176,0.046110976135739744,0.05989520320073095,0.06582491010364294,0.282695565304261,0.40594110012683987,0.5451283236166464,0.3876686686292152,0.2087912087912088,0.14625513607270205,0.07902474954956072,0.15688462509454956,-0.5734854876747716,0.0570591040879983,-0.17055470882162546,-0.5452746144412753,-0.3372453797382947,-0.2702266815690505,-0.6292159723754718,-0.23328774146784503,0.581054810111879,-0.2617749119337798,-0.40715616806559296,0.464587743796763
2025-04-19|randwick|1,2025-04-19,randwick,1,V0,1,soft,1400,0,0,0.0,0.0,0.0,0.0,fast,0.4139329680495268,0.3521340861402389,0.3521340861402389,0.3892134152858116,0.1118266562299864,0.047852368380485066,0.047852368380485066,0.08623694109018587,0.2722296205182422,0.2139712804265451,0.2139712804265451,0.24892628448156334,0.2020107552022445,0.386042265052731,0.386042265052731,0.2756233591424391,0.5627213257551756,-0.0404545666943978,0.6481124167893051,0.6481124167893051,0.2971366751811002,-0.7325348677273784,-0.7590364259014143,-0.7590364259014143,-0.1169954868009466,-0.1456456421002815,-0.6760179997939607,-0.6760179997939607
2025-04-19|randwick|2,2025-04-19,randwick,2,V1,1,soft,1400,1,1,0.3181818181818182,0.17904769455846498,0.09454348755762279,-0.0372258367093921,fast,0.4139329680495268,0.34177530027902703,0.4692752167520236,0.4360698675305255,0.1118266562299864,0.05048449769940489,0.07451448081439598,0.09690178606375023,0.2722296205182422,0.21963593205873452,0.14190634503365432,0.22010031032440702,0.2020107552022445,0.38810426996283354,0.31430395739992617,0.24692803608131716,0.6245141322666726,-0.0404545666943978,0.6166243497481865,0.822069077937057,0.5999692610685557,-0.7325348677273784,-0.709490923280719,-0.24585005886073152,-0.0714536194556129,-0.1456456421002815,-0.6856548682857034,-0.23721938233965179
2025-04-19|randwick|3,2025-04-19,randwick,3,V2,1,soft,2000,2,2,0.24661152151846366,0.1473366899683124,0.11524328170736536,-0.022541331101810492,slow,0.3003344481605351,0.35563228435076205,0.43614947455343395,0.35466045871769464,0.1122073578595317,0.04925666231185504,0.07220842197345212,0.09620778350509987,0.4347109412326804,0.42244188677653166,0.32325634429490774,0.3901291024575714,0.1527472527472527,0.17266916656085138,0.16838575917820603,0.15900265531963403,-1.834614865776338,-0.2866705153702255,-0.21923282057180574,-0.05093761354046944,-1.082586008907806,-0.3110882821298076,-0.6467380381414375,-0.23335856001016464,0.4716363957242387,-0.2910897069408998,-0.3082676199869056,0.0303339277843995
2025-04-19|randwick|4,2025-04-19,randwick,4,V3,1,soft,1400,3,3,0.48110094715082014,0.05530040832547824,0.07689051125237019,0.009765404611910866,even,0.4139329680495268,0.32137338728045894,0.40641686507935654,0.4109265268614587,0.1118266562299864,0.056088169440077634,0.08841251338305475,0.10246099909121374,0.2722296205182422,0.23099534352969592,0.10923695848564953,0.2070325557052051,0.2020107552022445,0.3915430997497674,0.39593366305193933,0.2795799183421225,0.4784584077849488,-0.0404545666943978,0.5536482156659492,0.9055516615087988,0.7032076426211001,-0.7325348677273784,-0.6103999180393286,0.28576980478246916,0.8507691942874165,-0.1456456421002815,-0.7049286052691889,-0.21077909102463144
2025-04-19|randwick|5,2025-04-19,randwick,5,V4,1,soft,1200,4,4,0.4773063798187917,0.12293681248151775,0.17804017687492904,0.16520504588639928,slow,0.2556221889055472,0.2676223569428681,0.41456330846272793,0.3191986367284195,0.0888305847076461,0.07712893857513475,0.13563931119064432,0.10755407530084539,0.497911758406511,0.349414065070936,0.20663749121717906,0.3814020515307782,0.1576354679802955,0.30583463941106115,0.2431598891294487,0.19184523643995677,-1.2060430798588149,-0.6020308462384194,0.06070963327909695,0.37656167709925553,0.8956352707804107,-0.527414560044455,-0.4092741012436727,0.5108958968096214,0.8104991842270187,-0.3309324487931435,-0.6065500269020204,0.18283526799556898
2025-04-19|randwick|6,2025-04-19,randwick,6,V5,1,soft,2000,5,5,0.45206405823066137,-0.33504256094884083,-0.03420351167116494,0.21074890911802985,even,0.3003344481605351,0.3202483784209569,0.39236095163746987,0.337145049551309,0.1122073578595317,0.05696613108185537,0.0686409438371103,0.09478079225056314,0.4347109412326804,0.4499856137788102,0.39907469741217444,0.42045644370447804,0.1527472527472527,0.17279987671837768,0.13992340711324536,0.14761771449364977,-0.0989253113899001,-0.2866705153702255,-0.31369702169516134,-0.3862117600523414,0.1133597915086726,-0.3110882821298076,-0.4981015302793518,0.39096177686915834,-0.5223499866623332,-0.2910897069408998,-0.3371782254621337,0.19553862513458398
2025-04-19|randwick|8,2025-04-19,randwick,8,V6,1,soft,1400,6,6,0.5340738279948901,-0.058412525255150276,0.24149287816231543,0.1767659167481793,very_fast_or_collapse,0.4139329680495268,0.29168461343047675,0.31683007400664265,0.3750918104323731,0.1118266562299864,0.06537938949840917,0.13407552723672816,0.1207262046326831,0.2722296205182422,0.24800059983650694,0.19423833654622255,0.2410331069294343,0.2020107552022445,0.3949353972346071,0.35485606221040666,0.26314887800550935,0.8548327747186153,-0.0404545666943978,0.45918401454259367,0.6510866553911443,0.8477413767946574,-0.7325348677273784,-0.4617634101772429,0.6184728067728137,0.7369145259240782,-0.1456456421002815,-0.7338392107444169,0.22854580922153972
2025-04-19|randwick|9,2025-04-19,randwick,9,V7,1,soft,1200,7,7,0.5425598742632757,0.027553666130011912,0.3389188155908202,0.2772011182167922,even,0.2556221889055472,0.23897373478932993,0.313815422076762,0.27889948217403315,0.0888305847076461,0.08845270510209345,0.182561643023465,0.12632300803397367,0.497911758406511,0.3690745155407797,0.25322629288470655,0.40003757219778924,0.1576354679802955,0.30349904456779686,0.25039664201506656,0.19473993759420394,-0.4824172319435272,-0.6020308462384194,-0.033754567844258565,0.2741402592437094,0.0110572255651801,-0.527414560044455,-0.26063759338158704,0.9551594710835668,0.7938450914004355,-0.3309324487931435,-0.6354606323772486,0.39427431936546803
2025-04-19|randwick|10,2025-04-19,randwick,10,V8,1,soft,1400,8,8,0.6117441439453697,0.03754741868848373,0.2793961470638876,0.33267994737940854,very_fast_or_collapse,0.4139329680495268,0.27259067019495425,0.3333587061909282,0.38170326330608734,0.1118266562299864,0.07219087698398324,0.1572476118422093,0.12999503847487556,0.2722296205182422,0.25922733522352165,0.12942727661909653,0.2151086829585839,0.2020107552022445,0.3959911175975408,0.3799664053477659,0.27319301526045303,0.7818049124777573,-0.0404545666943978,0.39620788046035665,0.9209755374078348,1.5841751652027751,-0.7325348677273784,-0.3626724049358525,1.0277792556127339,-0.5610286934179602,-0.1456456421002815,-0.7531129477279023,0.3363018983361287
2025-04-26|randwick|3,2025-04-26,randwick,3,V0,1,soft,1000,0,0,0.0,0.0,0.0,0.0,slow,0.3043478260869565,0.3721800016187545,0.3721800016187545,0.3314806962996757,0.108695652173913,0.04827551029516285,0.04827551029516285,0.08452759542241294,0.4440993788819876,0.3999719645098794,0.3999719645098794,0.4264484131331443,0.1428571428571428,0.17957252357620343,0.17957252357620343,0.15754329514476706,-1.0211040664298503,-0.4483988885128754,-0.14552438864124462,-0.14552438864124462,-3.3724537973829567,-0.3170567021240242,-0.6731359935806844,-0.6731359935806844,-0.8689385459923706,-0.2530751349556213,-0.29782274694617067,-0.29782274694617067
2025-04-26|randwick|4,2025-04-26,randwick,4,V1,1,soft,1000,1,1,0.3333333333333333,-0.34036802214328343,-1.124151265794319,-0.28964618199745684,slow,0.3043478260869565,0.36005956196527383,0.4017509047733398,0.3433090575615098,0.108695652173913,0.0507656771431288,0.04500308991841784,0.08321862727171493,0.4440993788819876,0.40922877638036,0.47295033968614586,0.4556397632036509,0.1428571428571428,0.17994598451123744,0.08029566562209643,0.11783255196312425,-1.1709909018690907,-0.4483988885128754,-0.17701245568236315,-0.6927648529687659,-1.0522055847834708,-0.3170567021240242,-0.6235904909599893,-1.4741851235532675,-0.4678899863035818,-0.2530751349556213,-0.3074596154379134,-0.6702902175570571
2025-04-26|randwick|6,2025-04-26,randwick,6,V2,1,soft,1200,2,2,0.3545064244814321,-0.39094055258637606,-0.7473702743788837,-0.23057652686317134,slow,0.2556221889055472,0.28765682601314574,0.3531265327506379,0.2946239264435835,0.0888305847076461,0.07016582855357431,0.0683185113009542,0.08062575534496934,0.497911758406511,0.33578560839678534,0.42687770669129094,0.469498137720423,0.1576354679802955,0.30639173703649464,0.15167724925711712,0.15525218049102416,-2.736891244283676,-0.6020308462384194,0.12368576736133402,-0.399795087921567,-2.947668127584981,-0.527414560044455,-0.5083651064850632,-0.9441031439292571,-0.3043924501017709,-0.3309324487931435,-0.5872762899185351,-0.7211825230578579
2025-04-26|randwick|7,2025-04-26,randwick,7,V3,1,soft,1200,3,3,0.4894656731538251,-0.9569065479405424,-1.246180067737743,-0.2300277734748935,slow,0.2556221889055472,0.27755069330014126,0.26135122840431246,0.2579138047050533,0.0888305847076461,0.07358940393010001,0.052299573874924336,0.0742181803745574,0.497911758406511,0.34264548180363463,0.5716163327033659,0.5273935881252529,0.1576354679802955,0.30621442096612417,0.11473286501739735,0.14047442679513625,-0.5990177062960557,-0.6020308462384194,0.09219770032021546,-0.8640023301132091,-4.0,-0.527414560044455,-0.45881960386436793,-1.0363541548530972,-0.9203290084574676,-0.3309324487931435,-0.5969131584102777,-0.953305340174066
2025-04-26|randwick|9,2025-04-26,randwick,9,V4,1,soft,1400,4,4,0.43773647754473555,-0.6276224956322973,-1.3591224070327441,-0.2814953542541874,slow,0.4139329680495268,0.3113472440037339,0.30464555215697703,0.37021800169250685,0.1118266562299864,0.05906475086953499,0.06357324302614734,0.09252529094845077,0.2722296205182422,0.2366756831954895,0.45197723385301425,0.34412866585215096,0.2020107552022445,0.39291232193124165,0.17980397096386144,0.19312804150689128,-0.6744907594765952,-0.0404545666943978,0.5221601486248308,-0.26455806886122013,0.259103157603819,-0.7325348677273784,-0.5608544154186335,-1.4922369787958605,-1.5599953878397177,-0.1456456421002815,-0.7145654737609316,-1.1078304619718065
2025-04-26|the-valley|1,2025-04-26,the-valley,1,V0,1,soft,1000,0,0,0.0,0.0,0.0,0.0,even,0.3221633085896076,0.3684562198693087,0.3684562198693087,0.3406804731014881,0.1053022269353128,0.06385699200074374,0.06385699200074374,0.08872413296148518,0.3878654749280412,0.16040770739477844,0.16040770739477844,0.2968823679147361,0.1846689895470383,0.40727908073516894,0.40727908073516894,0.27371302602229053,0.2669859256261538,-0.2871234187343125,1.1046792431214882,1.1046792431214882,-1.59319369048781,-0.7381716070290985,-0.7364048846891881,-0.7364048846891881,-0.8256697228075596,-0.868002860868811,-1.4180995431297945,-1.4180995431297945
