week,match_date,home,away,market,selection,normal_probability,saved_price,ev_pct,engine,status,note
2,2026-08-30,Sunderland,Fulham,1X2,Fulham win,0.453853,3.46,57.03,normal,saved_week2_selection,Saved Round 2 price
2,2026-08-30,Leeds,Brentford,1X2,Brentford win,0.507138,2.94,49.10,normal,saved_week2_selection,Saved Round 2 price
2,2026-08-29,Bournemouth,Everton,1X2,Everton win,0.361680,3.85,39.25,normal,saved_week2_selection,Saved Round 2 price
2,2026-08-29,Tottenham,Newcastle,1X2,Newcastle win,0.408053,3.32,35.47,normal,saved_week2_selection,Saved Round 2 price
2,2026-08-31,Aston Villa,Arsenal,1X2,Aston Villa win,0.280852,6.50,82.55,normal,price_verification_required,Later comparison price; earlier saved price 3.51 gave -1.42% EV
2,2026-08-29,Tottenham,Newcastle,O/U 2.5,Over 2.5,0.704400,1.769,24.50,normal,matrix_verification_required,Five aligned edges recorded; final +6 net-matrix calculation not preserved
