model,season,date,home_team,away_team,side,edge,odds,profit
current_shadow,2025,2025-07-19,Carlton Blues,Melbourne Demons,home,0.21618355501101216,2.62,1.62
current_shadow,2025,2025-07-20,Geelong Cats,St Kilda Saints,away,0.2743541071193797,6.75,-1.0
current_shadow,2025,2025-07-20,Collingwood Magpies,Fremantle Dockers,away,0.23715149250092993,3.2,2.2
current_shadow,2025,2025-07-20,Adelaide Crows,Gold Coast Suns,away,0.1399999761581422,3.7,-1.0
current_shadow,2025,2025-07-24,Hawthorn Hawks,Carlton Blues,home,0.08285190217144844,1.22,0.21999999999999997
current_shadow,2025,2025-07-25,Essendon Bombers,Western Bulldogs,home,0.35449735875482913,13.0,-1.0
current_shadow,2025,2025-07-25,Greater Western Sydney Giants,Sydney Swans,away,0.07945738420930026,2.85,-1.0
current_shadow,2025,2025-07-26,Gold Coast Suns,Brisbane Lions,home,0.0850103464715346,2.55,1.5499999999999998
current_shadow,2025,2025-07-26,Fremantle Dockers,West Coast Eagles,home,0.07307408694867734,1.04,0.040000000000000036
current_shadow,2025,2025-07-26,North Melbourne Kangaroos,Geelong Cats,home,0.3368759310987994,10.5,-1.0
current_shadow,2025,2025-07-27,Richmond Tigers,Collingwood Magpies,home,0.09259259755964631,13.0,-1.0
current_shadow,2025,2025-07-27,St Kilda Saints,Melbourne Demons,home,0.10760011855206364,2.02,1.02
current_shadow,2025,2025-07-31,Western Bulldogs,Greater Western Sydney Giants,away,0.10555557542377048,3.1,-1.0
current_shadow,2025,2025-08-02,Sydney Swans,Essendon Bombers,home,0.11085813548392232,1.12,0.1200000000000001
current_shadow,2025,2025-08-02,Collingwood Magpies,Brisbane Lions,home,0.2284168635258833,1.5,-1.0
current_shadow,2025,2025-08-03,St Kilda Saints,North Melbourne Kangaroos,home,0.11907785945003735,1.28,0.28
current_shadow,2025,2025-08-08,Geelong Cats,Essendon Bombers,away,0.37927312859337836,26.0,-1.0
current_shadow,2025,2025-08-09,Richmond Tigers,St Kilda Saints,home,0.1696929702687161,3.3,-1.0
current_shadow,2025,2025-08-09,Brisbane Lions,Sydney Swans,away,0.17567996926732943,4.0,3.0
current_shadow,2025,2025-08-09,Carlton Blues,Gold Coast Suns,home,0.19708995134742172,4.15,-1.0
current_shadow,2025,2025-08-09,Port Adelaide Power,Fremantle Dockers,home,0.18572633885681178,3.5,-1.0
current_shadow,2025,2025-08-10,West Coast Eagles,Adelaide Crows,home,0.10980120700126547,17.0,-1.0
current_shadow,2025,2025-08-10,Melbourne Demons,Western Bulldogs,home,0.3075211884909823,3.5,-1.0
current_shadow,2025,2025-08-15,Fremantle Dockers,Brisbane Lions,away,0.09743589514341111,2.18,1.1800000000000002
current_shadow,2025,2025-08-15,Essendon Bombers,St Kilda Saints,home,0.26929290648038245,5.0,-1.0
current_shadow,2025,2025-08-16,Gold Coast Suns,Greater Western Sydney Giants,home,0.16141068244696688,1.36,-1.0
current_shadow,2025,2025-08-16,Carlton Blues,Port Adelaide Power,away,0.08486945151184011,2.9,-1.0
current_shadow,2025,2025-08-16,Hawthorn Hawks,Melbourne Demons,away,0.1408545615607455,3.5,-1.0
current_shadow,2025,2025-08-16,Adelaide Crows,Collingwood Magpies,home,0.2284168635258833,1.5,0.5
current_shadow,2025,2025-08-17,Sydney Swans,Geelong Cats,home,0.13672593926667143,3.3,-1.0
current_shadow,2025,2025-08-17,Western Bulldogs,West Coast Eagles,away,0.08828921724553307,23.0,-1.0
current_shadow,2025,2025-08-21,Essendon Bombers,Carlton Blues,home,0.3233333134651184,3.7,-1.0
current_shadow,2025,2025-08-22,Collingwood Magpies,Melbourne Demons,away,0.17567996926732943,4.0,-1.0
current_shadow,2025,2025-08-22,Port Adelaide Power,Gold Coast Suns,home,0.187584715561351,4.0,3.0
current_shadow,2025,2025-08-23,North Melbourne Kangaroos,Adelaide Crows,home,0.2436184547724769,5.2,-1.0
current_shadow,2025,2025-08-23,Richmond Tigers,Geelong Cats,home,0.10980120700126547,17.0,-1.0
current_shadow,2025,2025-08-23,West Coast Eagles,Sydney Swans,home,0.16699257093772835,6.25,-1.0
current_shadow,2025,2025-08-24,Greater Western Sydney Giants,St Kilda Saints,away,0.21504699810171568,5.2,-1.0
current_shadow,2025,2025-08-24,Western Bulldogs,Fremantle Dockers,home,0.16141068244696688,1.36,-1.0
current_shadow,2025,2025-09-06,Greater Western Sydney Giants,Hawthorn Hawks,away,0.07092906863658466,2.05,1.0499999999999998
current_shadow,2025,2025-09-06,Fremantle Dockers,Gold Coast Suns,away,0.12074001718171035,2.3,1.2999999999999998
current_shadow,2025,2025-09-12,Adelaide Crows,Hawthorn Hawks,away,0.08974358745110345,2.15,1.15
current_shadow,2025,2025-09-13,Brisbane Lions,Gold Coast Suns,away,0.1384615361690521,2.4,-1.0
current_shadow,2025,2025-09-20,Collingwood Magpies,Brisbane Lions,home,0.2872867078720769,1.65,-1.0
legacy_primary,2023,2023-03-16,Richmond Tigers,Carlton Blues,home,0.07838774632804002,1.65,-1.0
legacy_primary,2023,2023-03-17,Geelong Cats,Collingwood Magpies,home,0.3544639331366628,1.56,-1.0
legacy_primary,2023,2023-03-18,North Melbourne Kangaroos,West Coast Eagles,away,0.22946804761886597,1.93,-1.0
legacy_primary,2023,2023-03-18,Melbourne Demons,Western Bulldogs,home,0.20284290282757245,1.8,0.8
legacy_primary,2023,2023-03-19,Hawthorn Hawks,Essendon Bombers,home,0.22447088712301017,2.18,-1.0
legacy_primary,2023,2023-03-19,St Kilda Saints,Fremantle Dockers,home,0.3999140082403671,2.85,1.85
legacy_primary,2023,2023-03-23,Carlton Blues,Geelong Cats,away,0.15672353237940229,1.54,-1.0
legacy_primary,2023,2023-03-25,Collingwood Magpies,Port Adelaide Power,away,0.11631047901848857,2.5,-1.0
legacy_primary,2023,2023-03-26,West Coast Eagles,Greater Western Sydney Giants,home,0.21342794926135567,2.05,1.0499999999999998
legacy_primary,2023,2023-03-30,Western Bulldogs,Brisbane Lions,home,0.15509990453720096,2.4,1.4
legacy_primary,2023,2023-03-31,Collingwood Magpies,Richmond Tigers,away,0.20563969730232168,2.9,-1.0
legacy_primary,2023,2023-04-01,Greater Western Sydney Giants,Carlton Blues,home,0.1629746072641377,2.45,-1.0
legacy_primary,2023,2023-04-01,St Kilda Saints,Essendon Bombers,home,0.21138066932295962,1.9,0.8999999999999999
legacy_primary,2023,2023-04-02,Fremantle Dockers,West Coast Eagles,away,0.2221090315386307,2.85,-1.0
legacy_primary,2023,2023-04-06,Brisbane Lions,Collingwood Magpies,away,0.2793836085472028,1.9,-1.0
legacy_primary,2023,2023-04-08,Adelaide Crows,Fremantle Dockers,away,0.17794819760926162,2.3,-1.0
legacy_primary,2023,2023-04-08,Richmond Tigers,Western Bulldogs,home,0.16057591881584277,1.63,-1.0
legacy_primary,2023,2023-04-09,Essendon Bombers,Greater Western Sydney Giants,home,0.13811942801126065,1.48,0.48
legacy_primary,2023,2023-04-10,Geelong Cats,Hawthorn Hawks,home,0.1182422842179145,1.15,0.1499999999999999
legacy_primary,2023,2023-04-13,Adelaide Crows,Carlton Blues,away,0.17021446472914636,1.77,-1.0
legacy_primary,2023,2023-04-14,Fremantle Dockers,Gold Coast Suns,home,0.08895988177649583,1.65,0.6499999999999999
legacy_primary,2023,2023-04-15,Brisbane Lions,North Melbourne Kangaroos,away,0.313758897781372,4.8,-1.0
legacy_primary,2023,2023-04-15,Essendon Bombers,Melbourne Demons,away,0.1846626383727834,1.333,-1.0
legacy_primary,2023,2023-04-15,Port Adelaide Power,Western Bulldogs,away,0.08884365547106465,2.62,-1.0
legacy_primary,2023,2023-04-16,Geelong Cats,West Coast Eagles,home,0.07122511190992165,1.05,0.050000000000000044
legacy_primary,2023,2023-04-16,Collingwood Magpies,St Kilda Saints,home,0.22619115125729838,1.52,0.52
legacy_primary,2023,2023-04-21,Fremantle Dockers,Western Bulldogs,away,0.07578315169780292,2.05,1.0499999999999998
legacy_primary,2023,2023-04-23,Hawthorn Hawks,Adelaide Crows,home,0.40982134253890423,4.15,-1.0
legacy_primary,2023,2023-04-25,Collingwood Magpies,Essendon Bombers,home,0.12257838591434156,1.5,0.5
legacy_primary,2023,2023-04-28,St Kilda Saints,Port Adelaide Power,home,0.14535731419421827,1.5,-1.0
legacy_primary,2023,2023-04-29,Sydney Swans,Greater Western Sydney Giants,away,0.17026673793792735,3.7,2.7
legacy_primary,2023,2023-04-30,Essendon Bombers,Geelong Cats,away,0.24337720737107826,1.48,0.48
legacy_primary,2023,2023-04-30,Richmond Tigers,Gold Coast Suns,home,0.1187192381814468,1.45,-1.0
legacy_primary,2023,2023-04-30,Adelaide Crows,Collingwood Magpies,home,0.09853524275315112,2.15,-1.0
legacy_primary,2023,2023-05-05,Carlton Blues,Brisbane Lions,home,0.10141892402203045,1.8,-1.0
legacy_primary,2023,2023-05-06,Richmond Tigers,West Coast Eagles,home,0.08345169549459952,1.1,0.10000000000000009
legacy_primary,2023,2023-05-06,Geelong Cats,Adelaide Crows,home,0.16666241042263863,1.22,0.21999999999999997
legacy_primary,2023,2023-05-06,Fremantle Dockers,Hawthorn Hawks,home,0.07442901111305211,1.333,0.33299999999999996
legacy_primary,2023,2023-05-06,Greater Western Sydney Giants,Western Bulldogs,away,0.11576287812656827,1.4,0.3999999999999999
legacy_primary,2023,2023-05-12,West Coast Eagles,Gold Coast Suns,home,0.1776043379306793,3.7,-1.0
legacy_primary,2023,2023-05-12,Richmond Tigers,Geelong Cats,away,0.07844610937040852,1.42,-1.0
legacy_primary,2023,2023-05-13,North Melbourne Kangaroos,Port Adelaide Power,away,0.1433980099856853,1.2,0.19999999999999996
legacy_primary,2023,2023-05-13,Carlton Blues,Western Bulldogs,home,0.2900972763697307,1.87,-1.0
legacy_primary,2023,2023-05-14,Adelaide Crows,St Kilda Saints,away,0.18113661561180006,2.35,-1.0
legacy_primary,2023,2023-05-19,Port Adelaide Power,Melbourne Demons,home,0.24141722012169753,2.3,1.2999999999999998
legacy_primary,2023,2023-05-20,Western Bulldogs,Adelaide Crows,home,0.16834132682874003,1.52,0.52
legacy_primary,2023,2023-05-20,Fremantle Dockers,Geelong Cats,away,0.2172978469206177,1.68,-1.0
legacy_primary,2023,2023-05-20,Brisbane Lions,Gold Coast Suns,home,0.11534212915985664,1.25,0.25
legacy_primary,2023,2023-05-20,Essendon Bombers,Richmond Tigers,home,0.2712491419904097,2.55,1.5499999999999998
legacy_primary,2023,2023-05-21,Hawthorn Hawks,West Coast Eagles,away,0.14574681468435213,4.0,-1.0
legacy_primary,2023,2023-05-21,Carlton Blues,Collingwood Magpies,away,0.19721541150905297,1.5,0.5
legacy_primary,2023,2023-05-26,Sydney Swans,Carlton Blues,home,0.3298887867077338,2.02,1.02
legacy_primary,2023,2023-05-27,Melbourne Demons,Fremantle Dockers,home,0.16513750400949034,1.35,-1.0
legacy_primary,2023,2023-05-27,West Coast Eagles,Essendon Bombers,home,0.09088207118248826,7.25,-1.0
legacy_primary,2023,2023-05-27,Gold Coast Suns,Western Bulldogs,away,0.19824493240906993,1.52,-1.0
legacy_primary,2023,2023-05-28,Adelaide Crows,Brisbane Lions,home,0.22028860632254155,2.22,1.2200000000000002
legacy_primary,2023,2023-06-02,Melbourne Demons,Carlton Blues,home,0.10724170930784749,1.42,0.41999999999999993
legacy_primary,2023,2023-06-03,Gold Coast Suns,Adelaide Crows,away,0.23524127403895068,1.87,-1.0
legacy_primary,2023,2023-06-04,Greater Western Sydney Giants,Richmond Tigers,away,0.07737328905563856,2.0,1.0
legacy_primary,2023,2023-06-09,Western Bulldogs,Port Adelaide Power,home,0.26903488818249577,2.02,-1.0
legacy_primary,2023,2023-06-10,Fremantle Dockers,Richmond Tigers,away,0.09647460793720863,2.25,1.25
legacy_primary,2023,2023-06-11,North Melbourne Kangaroos,Greater Western Sydney Giants,away,0.07385668024667336,1.48,0.48
legacy_primary,2023,2023-06-11,Carlton Blues,Essendon Bombers,home,0.22915340348815127,1.9,-1.0
legacy_primary,2023,2023-06-12,Melbourne Demons,Collingwood Magpies,home,0.12187882844052189,2.02,1.02
legacy_primary,2023,2023-06-15,Port Adelaide Power,Geelong Cats,home,0.28353431224823,1.6,0.6000000000000001
legacy_primary,2023,2023-06-16,Brisbane Lions,Sydney Swans,away,0.1267693514389603,4.0,-1.0
legacy_primary,2023,2023-06-17,Richmond Tigers,St Kilda Saints,home,0.16872277504358535,1.72,0.72
legacy_primary,2023,2023-06-18,Carlton Blues,Gold Coast Suns,home,0.18870040591882198,1.7,0.7
legacy_primary,2023,2023-06-18,North Melbourne Kangaroos,Western Bulldogs,home,0.10633902307088233,5.0,-1.0
legacy_primary,2023,2023-06-22,Geelong Cats,Melbourne Demons,home,0.2583942156688226,1.833,0.833
legacy_primary,2023,2023-06-23,St Kilda Saints,Brisbane Lions,home,0.3589177927898086,2.25,-1.0
legacy_primary,2023,2023-06-24,Fremantle Dockers,Essendon Bombers,home,0.2765265982978198,1.7,0.7
legacy_primary,2023,2023-06-25,Collingwood Magpies,Adelaide Crows,home,0.08445262218237948,1.36,0.3600000000000001
legacy_primary,2023,2023-06-25,Gold Coast Suns,Hawthorn Hawks,away,0.11158524990081797,3.7,-1.0
legacy_primary,2023,2023-06-29,Brisbane Lions,Richmond Tigers,home,0.12432802677154531,1.3,0.30000000000000004
legacy_primary,2023,2023-06-30,Sydney Swans,Geelong Cats,home,0.09105112155278522,1.97,-1.0
legacy_primary,2023,2023-07-01,Western Bulldogs,Fremantle Dockers,home,0.2164993268515676,1.56,0.56
legacy_primary,2023,2023-07-01,Gold Coast Suns,Collingwood Magpies,away,0.09790194939963426,1.65,0.6499999999999999
legacy_primary,2023,2023-07-02,Hawthorn Hawks,Carlton Blues,home,0.30840512666296455,3.35,-1.0
legacy_primary,2023,2023-07-02,West Coast Eagles,St Kilda Saints,home,0.07252457693302847,15.0,-1.0
legacy_primary,2023,2023-07-02,Melbourne Demons,Greater Western Sydney Giants,home,0.2738816929618697,1.42,-1.0
legacy_primary,2023,2023-07-06,Richmond Tigers,Sydney Swans,away,0.19091720267867252,1.9,-1.0
legacy_primary,2023,2023-07-08,Port Adelaide Power,Gold Coast Suns,home,0.10526646375656135,1.2,0.19999999999999996
legacy_primary,2023,2023-07-08,St Kilda Saints,Melbourne Demons,home,0.3986114574944155,2.75,-1.0
legacy_primary,2023,2023-07-09,Fremantle Dockers,Carlton Blues,home,0.14059070166506893,1.833,-1.0
legacy_primary,2023,2023-07-09,Essendon Bombers,Adelaide Crows,home,0.3327072770919879,1.952,0.952
legacy_primary,2023,2023-07-14,Melbourne Demons,Brisbane Lions,home,0.09282734576306217,2.02,1.02
legacy_primary,2023,2023-07-15,Gold Coast Suns,St Kilda Saints,away,0.09550012282047327,2.45,-1.0
legacy_primary,2023,2023-07-16,North Melbourne Kangaroos,Hawthorn Hawks,home,0.27080835785928253,3.2,-1.0
legacy_primary,2023,2023-07-22,Brisbane Lions,Geelong Cats,away,0.11093504417345723,2.62,-1.0
legacy_primary,2023,2023-07-23,Greater Western Sydney Giants,Gold Coast Suns,away,0.08285751033432875,2.3,-1.0
legacy_primary,2023,2023-07-23,Melbourne Demons,Adelaide Crows,home,0.0969675164706062,1.28,0.28
legacy_primary,2023,2023-07-28,Collingwood Magpies,Carlton Blues,home,0.15077906156302523,1.36,-1.0
legacy_primary,2023,2023-07-29,Western Bulldogs,Greater Western Sydney Giants,away,0.2902098609482425,2.75,1.75
legacy_primary,2023,2023-07-29,Gold Coast Suns,Brisbane Lions,away,0.17275240716147922,1.35,-1.0
legacy_primary,2023,2023-07-29,Essendon Bombers,Sydney Swans,home,0.2280265110466867,2.5,-1.0
legacy_primary,2023,2023-07-30,West Coast Eagles,North Melbourne Kangaroos,home,0.3023817896842957,2.4,1.4
legacy_primary,2023,2023-07-30,Richmond Tigers,Melbourne Demons,home,0.34932634830474857,2.4,-1.0
legacy_primary,2023,2023-08-04,Western Bulldogs,Richmond Tigers,home,0.08649303443831013,1.42,0.41999999999999993
legacy_primary,2023,2023-08-05,Adelaide Crows,Gold Coast Suns,away,0.20632587909698497,3.7,-1.0
legacy_primary,2023,2023-08-05,Hawthorn Hawks,Collingwood Magpies,away,0.084358203781427,1.16,-1.0
legacy_primary,2023,2023-08-05,Geelong Cats,Port Adelaide Power,home,0.11783072796273741,1.35,0.3500000000000001
legacy_primary,2023,2023-08-06,Fremantle Dockers,Brisbane Lions,away,0.13542312711550153,1.54,0.54
legacy_primary,2023,2023-08-06,St Kilda Saints,Carlton Blues,home,0.2013729289548481,2.35,-1.0
legacy_primary,2023,2023-08-12,North Melbourne Kangaroos,Essendon Bombers,home,0.11743574761688258,3.5,-1.0
legacy_primary,2023,2023-08-12,West Coast Eagles,Fremantle Dockers,away,0.11884642727452621,1.16,0.15999999999999992
legacy_primary,2023,2023-08-12,Carlton Blues,Melbourne Demons,home,0.4289879220459848,2.5,1.5
legacy_primary,2023,2023-08-13,Hawthorn Hawks,Western Bulldogs,home,0.10210544936257793,3.0,2.0
legacy_primary,2023,2023-08-13,St Kilda Saints,Richmond Tigers,home,0.08139086930782757,1.8,0.8
legacy_primary,2023,2023-08-18,Collingwood Magpies,Brisbane Lions,home,0.10769981451523608,2.15,-1.0
legacy_primary,2023,2023-08-19,Richmond Tigers,North Melbourne Kangaroos,away,0.1871886197892586,6.5,-1.0
legacy_primary,2023,2023-08-19,Gold Coast Suns,Carlton Blues,away,0.19414045282688097,1.58,0.5800000000000001
legacy_primary,2023,2023-08-19,Greater Western Sydney Giants,Essendon Bombers,home,0.07032214904547762,1.36,0.3600000000000001
legacy_primary,2023,2023-08-19,Adelaide Crows,Sydney Swans,away,0.11946550145498691,2.75,1.75
legacy_primary,2023,2023-08-19,St Kilda Saints,Geelong Cats,home,0.19012745236622464,2.25,1.25
legacy_primary,2023,2023-08-20,Fremantle Dockers,Port Adelaide Power,home,0.4472332614396005,2.5,-1.0
legacy_primary,2023,2023-08-20,Melbourne Demons,Hawthorn Hawks,away,0.11897127278201225,4.5,-1.0
legacy_primary,2023,2023-08-25,Essendon Bombers,Collingwood Magpies,home,0.0777635194104293,4.6,-1.0
legacy_primary,2023,2023-08-26,North Melbourne Kangaroos,Gold Coast Suns,away,0.16511510727683132,1.31,-1.0
legacy_primary,2023,2023-08-26,West Coast Eagles,Adelaide Crows,away,0.10416399798939158,1.17,0.16999999999999993
legacy_primary,2023,2023-08-26,Geelong Cats,Western Bulldogs,home,0.390167160467668,2.1,-1.0
legacy_primary,2023,2023-08-27,Sydney Swans,Melbourne Demons,home,0.25739037928319786,1.78,-1.0
legacy_primary,2023,2023-08-27,Carlton Blues,Greater Western Sydney Giants,home,0.291504699356702,1.62,-1.0
legacy_primary,2023,2023-09-07,Collingwood Magpies,Melbourne Demons,away,0.12861071248630895,3.2,-1.0
legacy_primary,2023,2023-09-08,Carlton Blues,Sydney Swans,home,0.1198934969447909,1.45,0.44999999999999996
legacy_primary,2023,2023-09-09,St Kilda Saints,Greater Western Sydney Giants,home,0.163970914613985,2.2,-1.0
legacy_primary,2023,2023-09-09,Brisbane Lions,Port Adelaide Power,home,0.10372094517556307,1.43,0.42999999999999994
legacy_primary,2023,2023-09-16,Port Adelaide Power,Greater Western Sydney Giants,home,0.28155464708030997,5.0,-1.0
legacy_primary,2023,2023-09-22,Collingwood Magpies,Greater Western Sydney Giants,away,0.33151654799286245,2.5,-1.0
legacy_primary,2023,2023-09-23,Brisbane Lions,Carlton Blues,home,0.07377840045944273,1.28,0.28
legacy_primary,2023,2023-09-30,Collingwood Magpies,Brisbane Lions,home,0.23672928980418606,1.65,0.6499999999999999
legacy_primary,2024,2024-03-09,Greater Western Sydney Giants,Collingwood Magpies,home,0.1384135647253556,1.75,0.75
legacy_primary,2024,2024-03-14,Carlton Blues,Richmond Tigers,home,0.11415084018263699,1.45,0.44999999999999996
legacy_primary,2024,2024-03-15,Collingwood Magpies,Sydney Swans,home,0.08128737222745219,1.52,-1.0
legacy_primary,2024,2024-03-16,Essendon Bombers,Hawthorn Hawks,home,0.14704067211646532,1.85,0.8500000000000001
legacy_primary,2024,2024-03-16,Greater Western Sydney Giants,North Melbourne Kangaroos,home,0.07021946234327126,1.05,0.050000000000000044
legacy_primary,2024,2024-03-16,Geelong Cats,St Kilda Saints,home,0.11702816964294505,1.44,0.43999999999999995
legacy_primary,2024,2024-03-16,Gold Coast Suns,Adelaide Crows,home,0.23741045411752193,1.7,0.7
legacy_primary,2024,2024-03-17,Melbourne Demons,Western Bulldogs,home,0.2287080771574015,1.58,0.5800000000000001
legacy_primary,2024,2024-03-17,Fremantle Dockers,Brisbane Lions,home,0.15476982880242263,2.3,1.2999999999999998
legacy_primary,2024,2024-03-21,St Kilda Saints,Collingwood Magpies,home,0.20848491460012042,2.55,1.5499999999999998
legacy_primary,2024,2024-03-22,Adelaide Crows,Geelong Cats,away,0.18497831694680644,3.0,2.0
legacy_primary,2024,2024-03-23,North Melbourne Kangaroos,Fremantle Dockers,away,0.11435613256913646,1.42,0.41999999999999993
legacy_primary,2024,2024-03-24,Western Bulldogs,Gold Coast Suns,home,0.12203248739242556,1.6,0.6000000000000001
legacy_primary,2024,2024-03-24,West Coast Eagles,Greater Western Sydney Giants,away,0.07999161710696556,1.08,0.08000000000000007
legacy_primary,2024,2024-03-24,Richmond Tigers,Port Adelaide Power,home,0.3264007755762625,3.2,-1.0
legacy_primary,2024,2024-03-29,North Melbourne Kangaroos,Carlton Blues,home,0.29112794621611093,5.2,-1.0
legacy_primary,2024,2024-03-29,Fremantle Dockers,Adelaide Crows,home,0.07021722015069454,1.7,0.7
legacy_primary,2024,2024-03-30,Essendon Bombers,St Kilda Saints,away,0.08647173337447334,1.75,-1.0
legacy_primary,2024,2024-03-30,Port Adelaide Power,Melbourne Demons,home,0.08468345135523225,1.54,-1.0
legacy_primary,2024,2024-03-31,Richmond Tigers,Sydney Swans,home,0.24441293985755355,4.15,3.1500000000000004
legacy_primary,2024,2024-04-01,Hawthorn Hawks,Geelong Cats,home,0.08479584389262734,3.1,-1.0
legacy_primary,2024,2024-04-04,Adelaide Crows,Melbourne Demons,home,0.17565253049062335,2.55,-1.0
legacy_primary,2024,2024-04-05,Brisbane Lions,North Melbourne Kangaroos,home,0.10974674727744038,1.12,0.1200000000000001
legacy_primary,2024,2024-04-05,Port Adelaide Power,Essendon Bombers,home,0.08609505928713546,1.24,0.24
legacy_primary,2024,2024-04-06,Fremantle Dockers,Carlton Blues,home,0.33399928364921455,2.35,-1.0
legacy_primary,2024,2024-04-06,Western Bulldogs,Geelong Cats,home,0.2919357419013977,1.93,-1.0
legacy_primary,2024,2024-04-07,Collingwood Magpies,Hawthorn Hawks,away,0.0838345135008538,4.5,-1.0
legacy_primary,2024,2024-04-11,Melbourne Demons,Brisbane Lions,home,0.17134213789798414,1.5,-1.0
legacy_primary,2024,2024-04-12,Western Bulldogs,Essendon Bombers,home,0.1301719888727716,1.35,-1.0
legacy_primary,2024,2024-04-14,West Coast Eagles,Richmond Tigers,away,0.16805230857040476,1.44,-1.0
legacy_primary,2024,2024-04-18,St Kilda Saints,Western Bulldogs,home,0.2958587338398028,2.0,-1.0
legacy_primary,2024,2024-04-19,Adelaide Crows,Essendon Bombers,home,0.10821767576139973,1.42,-1.0
legacy_primary,2024,2024-04-20,Carlton Blues,Greater Western Sydney Giants,away,0.19142263713917607,2.02,-1.0
legacy_primary,2024,2024-04-20,West Coast Eagles,Fremantle Dockers,away,0.13425759778364554,1.15,-1.0
legacy_primary,2024,2024-04-20,Brisbane Lions,Geelong Cats,home,0.14179720878601076,1.6,-1.0
legacy_primary,2024,2024-04-21,North Melbourne Kangaroos,Hawthorn Hawks,home,0.08460175547193977,3.35,-1.0
legacy_primary,2024,2024-04-24,Richmond Tigers,Melbourne Demons,home,0.29712086580914154,5.6,-1.0
legacy_primary,2024,2024-04-25,Greater Western Sydney Giants,Brisbane Lions,home,0.07800843318303424,1.97,0.97
legacy_primary,2024,2024-04-27,North Melbourne Kangaroos,Adelaide Crows,away,0.1363399513182595,1.18,0.17999999999999994
legacy_primary,2024,2024-04-27,Geelong Cats,Carlton Blues,home,0.22469886785898452,1.72,0.72
legacy_primary,2024,2024-04-27,Fremantle Dockers,Western Bulldogs,home,0.13172780306308296,2.05,1.0499999999999998
legacy_primary,2024,2024-04-28,Gold Coast Suns,West Coast Eagles,away,0.08333572346076923,6.25,-1.0
legacy_primary,2024,2024-04-28,Hawthorn Hawks,Sydney Swans,home,0.22973820753032473,3.85,-1.0
legacy_primary,2024,2024-05-02,Adelaide Crows,Port Adelaide Power,away,0.16368449712527622,1.68,-1.0
legacy_primary,2024,2024-05-03,Carlton Blues,Collingwood Magpies,home,0.16899332732035066,1.54,-1.0
legacy_primary,2024,2024-05-04,Sydney Swans,Greater Western Sydney Giants,home,0.31421083908576464,1.85,0.8500000000000001
legacy_primary,2024,2024-05-04,St Kilda Saints,North Melbourne Kangaroos,home,0.09285706836305463,1.13,0.1299999999999999
legacy_primary,2024,2024-05-04,Melbourne Demons,Geelong Cats,home,0.09561435335366303,2.1,1.1
legacy_primary,2024,2024-05-05,Richmond Tigers,Fremantle Dockers,home,0.3056834755941879,2.85,-1.0
legacy_primary,2024,2024-05-05,Western Bulldogs,Hawthorn Hawks,home,0.08547403849322066,1.24,-1.0
legacy_primary,2024,2024-05-05,Brisbane Lions,Gold Coast Suns,home,0.10019988163806592,1.5,0.5
legacy_primary,2024,2024-05-09,Carlton Blues,Melbourne Demons,home,0.16437063568322235,2.1,1.1
legacy_primary,2024,2024-05-10,Fremantle Dockers,Sydney Swans,home,0.18221069131065254,2.35,-1.0
legacy_primary,2024,2024-05-11,Hawthorn Hawks,St Kilda Saints,home,0.09109969127581319,2.62,1.62
legacy_primary,2024,2024-05-11,Richmond Tigers,Western Bulldogs,home,0.21563987069659768,3.1,-1.0
legacy_primary,2024,2024-05-12,Adelaide Crows,Brisbane Lions,home,0.2631715931965194,1.68,-1.0
legacy_primary,2024,2024-05-16,Gold Coast Suns,Geelong Cats,away,0.30169008343250725,1.8,-1.0
legacy_primary,2024,2024-05-17,Sydney Swans,Carlton Blues,home,0.07579513258404202,1.4,0.3999999999999999
legacy_primary,2024,2024-05-18,Collingwood Magpies,Adelaide Crows,home,0.1197051337507904,1.47,0.47
legacy_primary,2024,2024-05-25,Richmond Tigers,Essendon Bombers,away,0.08578140095814124,1.15,0.1499999999999999
legacy_primary,2024,2024-05-26,Hawthorn Hawks,Brisbane Lions,away,0.2244034396136625,1.48,-1.0
legacy_primary,2024,2024-05-30,Port Adelaide Power,Carlton Blues,home,0.09189828634262087,1.6,-1.0
legacy_primary,2024,2024-05-31,Collingwood Magpies,Western Bulldogs,home,0.20211157385183842,2.22,-1.0
legacy_primary,2024,2024-06-01,Hawthorn Hawks,Adelaide Crows,home,0.10844362478751635,1.85,0.8500000000000001
legacy_primary,2024,2024-06-01,Geelong Cats,Richmond Tigers,away,0.2340103931941433,11.0,-1.0
legacy_primary,2024,2024-06-02,Melbourne Demons,Fremantle Dockers,away,0.07527404681347216,2.68,1.6800000000000002
legacy_primary,2024,2024-06-07,Western Bulldogs,Brisbane Lions,home,0.38485300235259223,1.75,-1.0
legacy_primary,2024,2024-06-08,West Coast Eagles,North Melbourne Kangaroos,home,0.13459502546875557,1.25,-1.0
legacy_primary,2024,2024-06-08,St Kilda Saints,Gold Coast Suns,home,0.07099270758367393,1.78,0.78
legacy_primary,2024,2024-06-10,Collingwood Magpies,Melbourne Demons,home,0.42416940086571747,2.1,1.1
legacy_primary,2024,2024-06-15,Western Bulldogs,Fremantle Dockers,home,0.12793290309416938,1.75,0.75
legacy_primary,2024,2024-06-15,Richmond Tigers,Hawthorn Hawks,away,0.25177503719426797,1.5,0.5
