fotmob_match_id,date,home_team,away_team,home_formation,away_formation,home_possession,away_possession,home_xg,away_xg,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_blocked_shots,away_blocked_shots,home_shots_inside_box,away_shots_inside_box,home_accurate_crosses,away_accurate_crosses,home_touches_opp_box,away_touches_opp_box,home_final_third_passes,away_final_third_passes,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_starter_count,home_starter_rating_mean,home_lineup_source,away_starter_count,away_starter_rating_mean,away_lineup_source,season
3901252,2023-04-27,Everton,Newcastle,4-3-3,4-3-3,40.0,60.0,0.87,2.43,13.0,15.0,5.0,8.0,3.0,4.0,6.0,10.0,3 (18%),3 (14%),,,,,3.0,14.0,8.0,6.0,2.0,1.0,11,6.625454545454545,,11,7.511818181818182,,2022/23
3901260,2023-04-27,Southampton,Bournemouth,4-4-2,3-4-2-1,56.0,44.0,0.5,0.95,11.0,16.0,2.0,2.0,3.0,10.0,5.0,11.0,4 (17%),3 (20%),,,,,6.0,4.0,9.0,11.0,0.0,3.0,11,6.617272727272728,,11,7.548181818181818,,2022/23
3901255,2023-04-27,Tottenham,Man United,3-4-2-1,4-2-3-1,40.0,60.0,2.48,2.03,18.0,17.0,7.0,8.0,4.0,4.0,12.0,11.0,4 (17%),2 (11%),,,,,6.0,8.0,8.0,7.0,1.0,2.0,11,7.368181818181818,,11,7.327272727272727,,2022/23
3901264,2023-04-29,Brentford,Nott'm Forest,4-3-3,3-4-2-1,69.0,31.0,1.62,0.72,14.0,5.0,8.0,3.0,3.0,1.0,9.0,3.0,8 (25%),2 (33%),23.0,7.0,,,6.0,0.0,6.0,13.0,1.0,2.0,11,7.006363636363636,,11,6.595454545454545,,2022/23
3901265,2023-04-29,Brighton,Wolves,4-4-2,4-4-2,57.0,43.0,3.34,0.75,22.0,10.0,8.0,2.0,7.0,3.0,15.0,6.0,2 (29%),2 (13%),,,,,2.0,5.0,14.0,11.0,1.0,1.0,11,8.015454545454546,,11,5.559090909090909,,2022/23
3901266,2023-04-29,Crystal Palace,West Ham,4-3-3,4-2-3-1,60.0,40.0,2.13,1.86,16.0,8.0,6.0,4.0,6.0,1.0,10.0,5.0,5 (25%),3 (21%),,,,,8.0,5.0,9.0,17.0,1.0,2.0,11,7.521818181818181,,11,6.316363636363636,,2022/23
3901263,2023-04-30,Bournemouth,Leeds,4-2-3-1,3-4-3,42.0,58.0,1.96,1.67,12.0,15.0,7.0,6.0,3.0,2.0,11.0,10.0,2 (25%),6 (32%),,,,,2.0,5.0,12.0,14.0,1.0,0.0,11,7.486363636363635,,11,6.214545454545455,,2022/23
3901267,2023-04-30,Fulham,Man City,4-2-3-1,3-2-4-1,37.0,63.0,0.19,2.48,4.0,12.0,1.0,9.0,2.0,0.0,1.0,11.0,2 (17%),3 (27%),9.0,36.0,,,2.0,5.0,9.0,10.0,1.0,3.0,11,6.791818181818181,,11,7.356363636363636,,2022/23
3901269,2023-04-30,Liverpool,Tottenham,4-3-3,3-4-3,68.0,32.0,2.2,2.03,12.0,10.0,4.0,7.0,4.0,0.0,10.0,7.0,6 (40%),4 (40%),,,,,4.0,2.0,12.0,6.0,3.0,2.0,11,7.312727272727272,,11,6.739090909090908,,2022/23
3901270,2023-04-30,Man United,Aston Villa,4-1-4-1,4-4-2,57.0,43.0,1.25,0.56,14.0,7.0,6.0,1.0,2.0,4.0,8.0,5.0,1 (17%),1 (11%),,,,,1.0,4.0,16.0,7.0,2.0,0.0,11,7.463636363636363,,11,6.542727272727273,,2022/23
3901271,2023-04-30,Newcastle,Southampton,4-3-3,4-4-2,63.0,37.0,4.38,0.83,22.0,4.0,5.0,3.0,8.0,0.0,18.0,3.0,10 (30%),0 (0%),,,,,11.0,2.0,7.0,10.0,1.0,4.0,11,7.441818181818181,,11,6.7681818181818185,,2022/23
3901268,2023-05-01,Leicester,Everton,4-2-3-1,4-3-3,55.0,45.0,3.46,3.09,15.0,23.0,6.0,8.0,5.0,6.0,9.0,18.0,3 (27%),7 (18%),,,,,2.0,9.0,10.0,12.0,4.0,1.0,11,7.525454545454545,,11,7.095454545454545,,2022/23
3901262,2023-05-02,Arsenal,Chelsea,4-3-3,4-3-3,55.0,45.0,1.75,0.76,16.0,7.0,10.0,4.0,3.0,2.0,13.0,5.0,4 (22%),3 (27%),,,,,7.0,2.0,10.0,10.0,0.0,2.0,11,7.640000000000001,,11,6.592727272727273,,2022/23
3901207,2023-05-03,Liverpool,Fulham,4-3-3,4-2-3-1,57.0,43.0,1.83,0.87,15.0,9.0,3.0,3.0,3.0,3.0,6.0,7.0,5 (25%),3 (17%),36.0,13.0,,,7.0,5.0,10.0,8.0,0.0,0.0,11,7.505454545454546,,11,6.814545454545454,,2022/23
3901208,2023-05-03,Man City,West Ham,3-2-4-1,4-2-3-1,69.0,31.0,2.3,0.43,16.0,6.0,7.0,2.0,2.0,1.0,10.0,3.0,4 (16%),0 (0%),36.0,6.0,,,6.0,3.0,8.0,8.0,0.0,1.0,11,7.613636363636363,,11,6.187272727272728,,2022/23
3901205,2023-05-04,Brighton,Man United,4-2-3-1,4-2-3-1,60.0,40.0,2.29,1.42,22.0,16.0,6.0,5.0,5.0,5.0,14.0,8.0,5 (36%),1 (17%),,,,,8.0,6.0,10.0,14.0,4.0,4.0,11,7.547272727272727,,11,6.926363636363636,,2022/23
3901272,2023-05-06,Bournemouth,Chelsea,4-2-3-1,4-3-3,34.0,66.0,1.29,1.35,10.0,11.0,4.0,5.0,2.0,1.0,7.0,6.0,4 (29%),5 (23%),,,,,7.0,7.0,9.0,11.0,1.0,3.0,11,6.466363636363636,,11,7.425454545454546,,2022/23
3901275,2023-05-06,Liverpool,Brentford,4-2-3-1,3-5-2,54.0,46.0,2.24,0.2,15.0,5.0,5.0,1.0,4.0,1.0,8.0,3.0,2 (11%),1 (6%),,,,,7.0,3.0,19.0,10.0,4.0,2.0,11,7.212727272727273,,11,6.624545454545455,,2022/23
3901276,2023-05-06,Man City,Leeds,3-2-4-1,4-3-3,81.0,19.0,2.57,0.23,18.0,4.0,6.0,2.0,2.0,1.0,9.0,4.0,5 (23%),3 (43%),38.0,5.0,,,10.0,1.0,3.0,16.0,0.0,3.0,11,7.638181818181818,,11,5.957272727272727,,2022/23
3901279,2023-05-06,Tottenham,Crystal Palace,4-4-2,4-1-4-1,58.0,42.0,0.88,0.36,8.0,7.0,3.0,2.0,2.0,2.0,7.0,6.0,5 (26%),5 (29%),,,,,8.0,4.0,15.0,14.0,3.0,5.0,11,7.424545454545455,,11,6.828181818181818,,2022/23
3901281,2023-05-06,Wolves,Aston Villa,4-4-2,4-4-2,38.0,62.0,0.76,1.48,6.0,16.0,2.0,3.0,2.0,7.0,4.0,12.0,2 (15%),4 (18%),8.0,35.0,,,5.0,6.0,20.0,9.0,3.0,3.0,11,7.295454545454546,,11,6.699090909090909,,2022/23
3901277,2023-05-07,Newcastle,Arsenal,4-3-3,4-3-3,54.0,46.0,1.32,1.27,12.0,10.0,5.0,6.0,3.0,2.0,9.0,8.0,7 (33%),0 (0%),,,,,9.0,4.0,16.0,12.0,2.0,1.0,11,6.488181818181818,,11,7.457272727272727,,2022/23
3901280,2023-05-07,West Ham,Man United,4-2-3-1,4-2-3-1,35.0,65.0,1.3,1.18,15.0,19.0,4.0,4.0,6.0,3.0,10.0,11.0,6 (30%),3 (33%),,,,,5.0,7.0,4.0,9.0,0.0,2.0,11,7.53,,11,6.802727272727273,,2022/23
3901273,2023-05-08,Brighton,Everton,4-2-3-1,4-2-3-1,78.0,22.0,3.26,2.28,23.0,10.0,5.0,5.0,9.0,4.0,18.0,9.0,9 (20%),1 (17%),46.0,27.0,,,15.0,1.0,11.0,13.0,1.0,5.0,11,5.681818181818182,,11,7.936363636363636,,2022/23
3901274,2023-05-08,Fulham,Leicester,4-2-3-1,4-2-3-1,57.0,43.0,1.64,2.84,17.0,18.0,7.0,9.0,5.0,5.0,10.0,9.0,5 (50%),4 (29%),24.0,21.0,,,2.0,7.0,13.0,15.0,0.0,3.0,11,7.781818181818181,enetpulse,11,5.918181818181818,enetpulse,2022/23
3901278,2023-05-08,Nott'm Forest,Southampton,4-3-2-1,4-1-4-1,36.0,64.0,1.8,3.24,9.0,19.0,4.0,5.0,2.0,5.0,8.0,15.0,1 (14%),9 (36%),26.0,41.0,,,2.0,11.0,16.0,10.0,1.0,0.0,11,7.436363636363636,enetpulse,11,6.4363636363636365,enetpulse,2022/23
3901283,2023-05-13,Aston Villa,Tottenham,4-4-2,3-4-2-1,49.0,51.0,1.18,1.37,8.0,5.0,4.0,2.0,0.0,1.0,6.0,4.0,7 (39%),2 (14%),,,,,8.0,3.0,9.0,14.0,3.0,3.0,11,7.502727272727273,,11,6.662727272727273,,2022/23
3901285,2023-05-13,Chelsea,Nott'm Forest,4-3-3,5-4-1,76.0,24.0,1.17,1.3,14.0,11.0,6.0,2.0,5.0,2.0,8.0,10.0,4 (24%),4 (36%),,,,,2.0,5.0,13.0,15.0,3.0,1.0,11,6.930909090909091,,11,7.1,,2022/23
3901286,2023-05-13,Crystal Palace,Bournemouth,4-3-3,4-2-3-1,60.0,40.0,1.55,0.31,17.0,5.0,5.0,0.0,5.0,4.0,12.0,3.0,7 (29%),3 (60%),,,,,11.0,2.0,5.0,12.0,0.0,2.0,11,7.824545454545454,,11,6.276363636363636,,2022/23
3901288,2023-05-13,Leeds,Newcastle,4-3-3,4-3-3,36.0,64.0,2.0,2.29,9.0,18.0,4.0,5.0,2.0,6.0,8.0,12.0,3 (30%),4 (25%),18.0,37.0,,,2.0,6.0,16.0,14.0,3.0,2.0,11,6.692727272727273,,11,7.373636363636364,,2022/23
3901290,2023-05-13,Man United,Wolves,4-2-3-1,4-4-2,48.0,52.0,3.2,0.33,27.0,5.0,9.0,0.0,7.0,0.0,13.0,5.0,3 (20%),7 (32%),41.0,23.0,,,11.0,7.0,9.0,9.0,3.0,2.0,11,7.768181818181818,,11,6.590000000000001,,2022/23
3901291,2023-05-13,Southampton,Fulham,4-2-3-1,4-2-3-1,36.0,64.0,0.35,1.4,5.0,9.0,1.0,4.0,2.0,4.0,1.0,5.0,3 (33%),3 (15%),,,,,1.0,8.0,17.0,12.0,2.0,0.0,11,6.376363636363636,,11,7.455454545454546,,2022/23
3901282,2023-05-14,Arsenal,Brighton,4-3-3,4-2-3-1,41.0,59.0,0.92,1.72,14.0,12.0,2.0,6.0,4.0,1.0,11.0,7.0,2 (18%),0 (0%),,,,,5.0,2.0,13.0,17.0,1.0,2.0,11,6.144545454545455,,11,7.542727272727273,,2022/23
3901284,2023-05-14,Brentford,West Ham,4-3-3,4-2-3-1,53.0,47.0,3.7,0.23,24.0,4.0,10.0,4.0,5.0,0.0,18.0,3.0,8 (36%),1 (6%),46.0,9.0,,,7.0,5.0,5.0,5.0,1.0,0.0,11,7.84,,11,6.366363636363636,,2022/23
3901287,2023-05-14,Everton,Man City,4-2-3-1,4-2-3-1,37.0,63.0,1.78,0.76,7.0,9.0,3.0,4.0,1.0,2.0,6.0,3.0,6 (30%),3 (18%),16.0,26.0,,,8.0,6.0,12.0,4.0,1.0,0.0,11,6.057272727272727,,11,7.72,,2022/23
3901289,2023-05-15,Leicester,Liverpool,4-3-3,4-3-3,33.0,67.0,0.41,2.15,4.0,16.0,4.0,5.0,0.0,5.0,3.0,12.0,0 (0%),6 (46%),,,,,4.0,4.0,11.0,17.0,2.0,1.0,11,6.485454545454545,,11,7.867272727272726,,2022/23
3901179,2023-05-18,Newcastle,Brighton,4-3-3,4-2-3-1,34.0,66.0,3.56,0.51,22.0,8.0,9.0,2.0,7.0,3.0,19.0,5.0,7 (54%),2 (40%),,,,,6.0,1.0,17.0,16.0,2.0,4.0,11,7.618181818181818,,11,6.194545454545454,,2022/23
3901292,2023-05-20,Bournemouth,Man United,4-2-3-1,4-2-3-1,42.0,58.0,1.01,1.41,10.0,20.0,4.0,5.0,3.0,7.0,8.0,10.0,3 (23%),2 (15%),23.0,36.0,,,3.0,6.0,6.0,7.0,1.0,0.0,11,6.571818181818182,,11,7.798181818181818,,2022/23
3901294,2023-05-20,Fulham,Crystal Palace,4-2-3-1,4-2-3-1,50.0,50.0,1.67,1.55,11.0,11.0,4.0,5.0,4.0,3.0,8.0,7.0,6 (26%),4 (27%),,,,,7.0,4.0,13.0,12.0,3.0,0.0,11,6.966363636363636,,11,7.091818181818183,,2022/23
3901295,2023-05-20,Liverpool,Aston Villa,4-3-3,4-4-2,66.0,34.0,0.75,1.35,10.0,6.0,5.0,3.0,4.0,1.0,7.0,4.0,9 (22%),3 (27%),,,,,9.0,3.0,16.0,13.0,3.0,5.0,11,7.017272727272727,,11,7.291818181818181,,2022/23
3901298,2023-05-20,Nott'm Forest,Arsenal,3-4-2-1,4-3-3,18.0,82.0,0.55,0.64,6.0,11.0,2.0,3.0,1.0,1.0,5.0,7.0,0 (0%),1 (5%),,,,,3.0,6.0,11.0,12.0,3.0,2.0,11,7.234545454545454,,11,6.733636363636363,,2022/23
3901299,2023-05-20,Tottenham,Brentford,4-4-2,4-3-3,62.0,38.0,1.76,1.23,22.0,11.0,8.0,4.0,8.0,1.0,15.0,8.0,9 (32%),4 (36%),28.0,27.0,,,8.0,2.0,11.0,9.0,1.0,1.0,11,6.44,,11,7.531818181818181,,2022/23
3901301,2023-05-20,Wolves,Everton,4-4-2,4-2-3-1,53.0,47.0,1.57,1.99,13.0,19.0,5.0,4.0,2.0,6.0,10.0,10.0,1 (11%),8 (29%),19.0,30.0,,,1.0,7.0,18.0,10.0,5.0,1.0,11,6.704545454545454,,11,7.093636363636364,,2022/23
3901293,2023-05-21,Brighton,Southampton,4-2-3-1,4-1-4-1,63.0,37.0,2.53,0.6,26.0,5.0,8.0,1.0,7.0,1.0,18.0,4.0,4 (20%),2 (25%),,,,,4.0,3.0,8.0,9.0,2.0,5.0,11,7.757272727272727,,11,6.173636363636363,,2022/23
3901296,2023-05-21,Man City,Chelsea,3-2-4-1,3-4-1-2,65.0,35.0,1.19,1.25,15.0,13.0,2.0,6.0,6.0,3.0,10.0,9.0,2 (17%),3 (30%),,,,,5.0,2.0,12.0,9.0,0.0,2.0,11,7.120909090909091,,11,6.629090909090909,,2022/23
3901300,2023-05-21,West Ham,Leeds,4-2-3-1,4-3-3,59.0,41.0,2.15,0.89,19.0,12.0,9.0,3.0,6.0,3.0,14.0,9.0,4 (19%),5 (17%),,,,,9.0,5.0,6.0,11.0,1.0,3.0,11,7.628181818181818,,11,6.517272727272727,,2022/23
3901297,2023-05-22,Newcastle,Leicester,4-3-3,5-3-2,78.0,22.0,2.19,0.09,23.0,1.0,4.0,1.0,6.0,0.0,15.0,1.0,4 (12%),1 (20%),,,,,12.0,1.0,9.0,5.0,2.0,0.0,11,7.233636363636363,,11,6.977272727272728,,2022/23
3901245,2023-05-24,Brighton,Man City,4-2-3-1,4-1-4-1,40.0,60.0,2.37,1.82,20.0,13.0,7.0,4.0,7.0,3.0,12.0,11.0,9 (50%),5 (50%),,,,,5.0,1.0,16.0,11.0,2.0,1.0,11,7.243636363636364,,11,7.344545454545455,,2022/23
3901250,2023-05-25,Man United,Chelsea,4-2-3-1,4-1-4-1,41.0,59.0,5.21,1.94,18.0,14.0,9.0,5.0,5.0,4.0,13.0,7.0,1 (25%),6 (43%),,,,,3.0,4.0,12.0,6.0,1.0,1.0,11,7.462727272727273,,11,6.571818181818182,,2022/23
3901302,2023-05-28,Arsenal,Wolves,4-3-3,4-3-3,51.0,49.0,2.81,0.45,14.0,6.0,8.0,0.0,2.0,2.0,11.0,4.0,1 (7%),3 (20%),,,,,8.0,4.0,8.0,11.0,0.0,0.0,11,7.863636363636363,,11,5.497272727272727,,2022/23
3901303,2023-05-28,Aston Villa,Brighton,4-4-2,4-4-2,40.0,60.0,2.85,1.35,12.0,8.0,5.0,4.0,2.0,1.0,7.0,5.0,2 (15%),2 (29%),,,,,3.0,3.0,15.0,16.0,4.0,4.0,11,7.404545454545455,,11,6.327272727272727,,2022/23
3901304,2023-05-28,Brentford,Man City,3-5-2,3-2-4-1,34.0,66.0,1.27,1.92,11.0,17.0,4.0,3.0,3.0,8.0,9.0,11.0,6 (40%),1 (13%),,,,,3.0,4.0,12.0,8.0,4.0,0.0,11,7.363636363636363,,11,6.75,,2022/23
3901305,2023-05-28,Chelsea,Newcastle,4-2-3-1,4-3-3,64.0,36.0,2.27,1.75,22.0,13.0,5.0,4.0,8.0,4.0,13.0,8.0,5 (19%),2 (18%),47.0,22.0,,,10.0,3.0,9.0,11.0,0.0,0.0,11,7.087272727272727,,11,7.129090909090909,,2022/23
3901306,2023-05-28,Crystal Palace,Nott'm Forest,4-2-3-1,3-4-3,66.0,34.0,1.47,0.48,15.0,7.0,3.0,4.0,4.0,1.0,9.0,4.0,8 (40%),4 (50%),,,,,5.0,4.0,9.0,13.0,0.0,2.0,11,7.136363636363637,,11,6.724545454545455,,2022/23
3901307,2023-05-28,Everton,Bournemouth,3-4-2-1,4-2-3-1,38.0,62.0,1.04,0.47,13.0,7.0,6.0,2.0,2.0,2.0,8.0,4.0,6 (20%),2 (13%),,,,,9.0,3.0,11.0,12.0,1.0,3.0,11,7.579090909090909,,11,6.637272727272728,,2022/23
3901308,2023-05-28,Leeds,Tottenham,5-4-1,4-4-2,52.0,48.0,1.5,2.17,19.0,11.0,2.0,7.0,10.0,1.0,14.0,10.0,15 (34%),1 (17%),44.0,17.0,,,12.0,3.0,8.0,5.0,3.0,0.0,11,6.21,,11,7.643636363636364,,2022/23
3901309,2023-05-28,Leicester,West Ham,4-2-3-1,4-2-3-1,48.0,52.0,1.42,1.38,13.0,16.0,4.0,3.0,3.0,4.0,8.0,12.0,2 (18%),4 (15%),,,,,3.0,5.0,8.0,10.0,1.0,1.0,11,7.526363636363637,,11,6.734545454545454,,2022/23
3901310,2023-05-28,Man United,Fulham,4-2-3-1,4-2-3-1,53.0,47.0,2.89,1.8,21.0,10.0,8.0,3.0,6.0,1.0,12.0,6.0,3 (25%),8 (50%),30.0,20.0,,,5.0,4.0,14.0,10.0,1.0,2.0,11,7.69,,11,6.603636363636364,,2022/23
3901311,2023-05-28,Southampton,Liverpool,4-2-3-1,4-3-3,31.0,69.0,1.82,4.05,15.0,30.0,10.0,8.0,0.0,11.0,9.0,16.0,4 (57%),8 (30%),17.0,60.0,,,2.0,9.0,4.0,10.0,0.0,2.0,11,6.869999999999999,,11,6.9409090909090905,,2022/23
4193450,2023-08-11,Burnley,Man City,5-4-1,4-2-3-1,34.0,66.0,0.33,2.08,6.0,17.0,1.0,8.0,2.0,5.0,5.0,14.0,3 (43%),4 (27%),,,,,6.0,5.0,11.0,8.0,0.0,0.0,11,6.153636363636363,,11,7.602727272727273,,2023/24
4193451,2023-08-12,Arsenal,Nott'm Forest,4-3-3,3-4-3,78.0,22.0,0.83,1.18,15.0,6.0,7.0,2.0,5.0,1.0,8.0,4.0,3 (21%),1 (17%),,,,,8.0,3.0,12.0,12.0,2.0,2.0,11,7.491818181818181,,11,6.463636363636363,,2023/24
4193452,2023-08-12,Bournemouth,West Ham,4-2-3-1,4-2-3-1,63.0,37.0,1.37,1.07,14.0,16.0,5.0,3.0,3.0,4.0,5.0,12.0,2 (9%),5 (36%),,,,,10.0,4.0,9.0,14.0,1.0,4.0,11,6.891818181818182,,11,7.324545454545454,,2023/24
4193453,2023-08-12,Brighton,Luton,4-2-3-1,3-5-2,71.0,29.0,4.01,1.48,27.0,9.0,12.0,3.0,5.0,2.0,20.0,7.0,7 (30%),6 (27%),51.0,21.0,,,6.0,7.0,11.0,12.0,2.0,2.0,11,7.688181818181818,,11,6.3127272727272725,,2023/24
4193454,2023-08-12,Everton,Fulham,4-4-1-1,4-3-3,41.0,59.0,2.73,1.5,19.0,9.0,9.0,2.0,4.0,1.0,14.0,6.0,5 (19%),3 (27%),,,,,10.0,4.0,12.0,6.0,0.0,2.0,11,6.778181818181818,,11,7.201818181818182,,2023/24
4193456,2023-08-12,Newcastle,Aston Villa,4-3-3,4-4-2,53.0,47.0,3.41,1.77,17.0,16.0,13.0,6.0,2.0,3.0,14.0,12.0,5 (45%),4 (25%),,,,,6.0,5.0,12.0,17.0,4.0,4.0,11,7.656363636363636,,11,5.941818181818181,,2023/24
4193455,2023-08-12,Sheffield United,Crystal Palace,3-5-2,4-2-3-1,32.0,68.0,0.51,1.89,8.0,24.0,1.0,8.0,3.0,8.0,4.0,17.0,3 (21%),6 (35%),,,,,5.0,5.0,18.0,11.0,3.0,0.0,11,6.458181818181819,,11,7.753636363636364,,2023/24
4193457,2023-08-13,Brentford,Tottenham,5-3-2,4-2-3-1,30.0,70.0,2.22,1.27,11.0,18.0,6.0,6.0,3.0,6.0,9.0,12.0,3 (23%),3 (13%),,,,,3.0,6.0,12.0,13.0,1.0,4.0,11,6.887272727272728,,11,7.484545454545454,,2023/24
4193458,2023-08-13,Chelsea,Liverpool,3-5-2,4-3-3,65.0,35.0,1.35,1.28,10.0,13.0,4.0,1.0,2.0,5.0,9.0,8.0,7 (27%),3 (25%),,,,,4.0,4.0,5.0,13.0,3.0,3.0,11,7.217272727272728,,11,7.207272727272727,,2023/24
4193459,2023-08-14,Man United,Wolves,4-2-3-1,4-4-2,51.0,49.0,2.21,2.35,15.0,23.0,3.0,6.0,8.0,10.0,12.0,17.0,3 (18%),10 (43%),,,,,8.0,7.0,15.0,10.0,2.0,3.0,11,7.327272727272727,,11,7.242727272727273,,2023/24
4193476,2023-08-18,Nott'm Forest,Sheffield United,3-4-3,3-4-2-1,50.0,50.0,1.39,0.5,16.0,7.0,4.0,3.0,5.0,1.0,9.0,4.0,8 (38%),4 (20%),,,,,6.0,7.0,5.0,9.0,2.0,3.0,11,7.491818181818181,,11,6.554545454545454,,2023/24
4193472,2023-08-19,Fulham,Brentford,4-3-3,4-3-3,55.0,45.0,0.46,3.93,10.0,17.0,2.0,8.0,4.0,2.0,4.0,15.0,1 (6%),5 (33%),,,,,5.0,5.0,13.0,12.0,2.0,2.0,11,6.247272727272727,,11,7.606363636363636,,2023/24
4193473,2023-08-19,Liverpool,Bournemouth,4-3-3,4-2-3-1,65.0,35.0,3.08,1.29,26.0,13.0,10.0,5.0,8.0,1.0,17.0,6.0,5 (31%),4 (40%),40.0,23.0,,,10.0,2.0,11.0,13.0,1.0,3.0,11,7.736363636363635,,11,6.509090909090909,,2023/24
4193475,2023-08-19,Man City,Newcastle,4-2-3-1,4-3-3,59.0,41.0,1.01,0.29,14.0,7.0,4.0,1.0,7.0,4.0,10.0,4.0,1 (14%),3 (60%),,,,,3.0,0.0,13.0,11.0,1.0,5.0,11,7.619090909090909,,11,6.394545454545455,,2023/24
4193477,2023-08-19,Tottenham,Man United,4-2-3-1,4-2-3-1,56.0,44.0,1.74,2.07,17.0,22.0,6.0,6.0,4.0,9.0,13.0,16.0,5 (31%),5 (36%),,,,,5.0,6.0,9.0,8.0,1.0,3.0,11,7.44090909090909,,11,6.724545454545455,,2023/24
4193479,2023-08-19,Wolves,Brighton,4-4-2,4-2-3-1,46.0,54.0,2.14,2.22,16.0,16.0,5.0,8.0,5.0,3.0,12.0,11.0,4 (25%),0 (0%),,,,,5.0,3.0,14.0,11.0,3.0,6.0,11,6.137272727272728,,11,7.711818181818182,,2023/24
4193470,2023-08-20,Aston Villa,Everton,4-2-3-1,4-1-4-1,60.0,40.0,3.0,0.63,13.0,9.0,7.0,2.0,2.0,4.0,9.0,6.0,2 (17%),3 (17%),,,,,7.0,6.0,8.0,12.0,3.0,4.0,11,7.576363636363637,,11,5.894545454545455,,2023/24
4193478,2023-08-20,West Ham,Chelsea,4-2-3-1,3-4-2-1,24.0,76.0,1.8,2.49,12.0,17.0,6.0,4.0,3.0,4.0,7.0,11.0,3 (33%),10 (29%),,,,,3.0,9.0,12.0,9.0,2.0,3.0,11,7.372727272727272,,11,6.915454545454545,,2023/24
4193471,2023-08-21,Crystal Palace,Arsenal,4-2-3-1,4-3-3,47.0,53.0,1.01,2.02,14.0,14.0,2.0,3.0,7.0,4.0,10.0,11.0,3 (14%),4 (19%),,,,,1.0,8.0,14.0,10.0,2.0,1.0,11,6.835454545454545,,11,7.31,,2023/24
4193485,2023-08-25,Chelsea,Luton,3-4-2-1,5-3-2,67.0,33.0,2.27,0.44,19.0,11.0,8.0,1.0,5.0,5.0,16.0,7.0,3 (19%),2 (11%),41.0,17.0,,,6.0,4.0,15.0,12.0,2.0,3.0,11,7.835454545454545,,11,6.298181818181818,,2023/24
4193481,2023-08-26,Arsenal,Fulham,4-3-3,4-3-3,71.0,29.0,3.2,0.56,19.0,8.0,11.0,3.0,3.0,2.0,16.0,6.0,8 (25%),2 (18%),,,,,8.0,3.0,6.0,5.0,0.0,4.0,11,6.996363636363636,,11,6.859090909090909,,2023/24
4193480,2023-08-26,Bournemouth,Tottenham,4-2-3-1,4-2-3-1,43.0,57.0,0.67,2.06,11.0,17.0,3.0,6.0,3.0,4.0,6.0,12.0,3 (14%),2 (20%),,,,,6.0,2.0,18.0,11.0,1.0,3.0,11,6.427272727272728,,11,7.7763636363636355,,2023/24
4193482,2023-08-26,Brentford,Crystal Palace,4-3-3,4-2-3-1,60.0,40.0,0.97,0.8,12.0,15.0,1.0,5.0,7.0,6.0,10.0,10.0,7 (30%),6 (35%),,,,,8.0,6.0,9.0,15.0,0.0,0.0,11,6.881818181818182,,11,7.209090909090909,,2023/24
4193483,2023-08-26,Brighton,West Ham,4-2-3-1,4-1-4-1,78.0,22.0,1.48,3.23,25.0,12.0,10.0,7.0,10.0,1.0,13.0,10.0,10 (24%),0 (0%),,,,,17.0,4.0,10.0,9.0,1.0,3.0,11,6.483636363636364,,11,7.722727272727273,,2023/24
4193486,2023-08-26,Everton,Wolves,4-1-4-1,4-4-1-1,47.0,53.0,1.34,1.08,15.0,11.0,7.0,2.0,2.0,4.0,11.0,7.0,7 (26%),5 (36%),,,,,7.0,0.0,10.0,14.0,3.0,4.0,11,6.977272727272728,,11,7.264545454545455,,2023/24
4193487,2023-08-26,Man United,Nott'm Forest,4-2-3-1,3-4-2-1,66.0,34.0,2.83,1.21,18.0,9.0,9.0,4.0,4.0,2.0,7.0,7.0,1 (4%),2 (17%),,,,,11.0,3.0,13.0,11.0,4.0,4.0,11,7.468181818181819,,11,6.971818181818182,,2023/24
4193484,2023-08-27,Burnley,Aston Villa,4-4-2,3-4-2-1,57.0,43.0,0.73,2.7,9.0,16.0,2.0,6.0,1.0,6.0,6.0,12.0,5 (31%),4 (36%),,,,,4.0,6.0,12.0,11.0,2.0,0.0,11,6.314545454545454,,11,7.714545454545455,,2023/24
4193488,2023-08-27,Newcastle,Liverpool,4-3-3,4-3-3,60.0,40.0,1.99,0.88,23.0,9.0,8.0,4.0,4.0,2.0,14.0,6.0,6 (46%),4 (25%),,,,,5.0,9.0,16.0,10.0,1.0,2.0,11,6.891818181818182,,11,6.845454545454545,,2023/24
4193489,2023-08-27,Sheffield United,Man City,3-5-2,4-2-3-1,20.0,80.0,0.67,3.6,6.0,30.0,2.0,9.0,0.0,8.0,4.0,20.0,2 (67%),9 (26%),,,,,1.0,12.0,11.0,2.0,4.0,0.0,11,6.247272727272727,,11,7.775454545454545,,2023/24
4193497,2023-09-01,Luton,West Ham,5-3-2,4-2-3-1,39.0,61.0,1.47,1.03,16.0,9.0,1.0,3.0,5.0,2.0,13.0,6.0,10 (32%),1 (7%),31.0,24.0,,,9.0,6.0,8.0,13.0,1.0,1.0,11,6.786363636363637,,11,7.549090909090908,,2023/24
