season,date,home,away,result,fthg,ftag,lambda,mu,p_home,p_draw,p_away,model_home,model_draw,model_away,model_over25,model_under25,close_home,close_draw,close_away,close_over25,close_under25,rps,brier_h,brier_d,brier_a,ll_h,ll_d,ll_a,clv_home,clv_draw,clv_away,clv_over25,clv_under25,elo_home,elo_away,elo_diff,actual_over25,ppda_home,ppda_away,ppda_diff,ppda_sum,rest_days_home,rest_days_away,rest_diff,form5_home,form5_away,form5_diff,referee,ref_home_win_rate,ref_goals_pg,ref_cards_pg,h_corners_won,h_corners_conceded,a_corners_won,a_corners_conceded
2023/24,2023-12-23,Middlesbrough,West Brom,H,1,0,1.44,1.373,0.3871,0.2773,0.3356,2.583,3.607,2.98,2.259,1.794,2.33,3.45,3.3,2.08,1.86,0.16274,0.3756,0.07688,0.11262,0.94898,0.32472,0.40886,-9.79,-4.35,10.74,-7.92,3.68,1518.2,1535.1,-16.9,0,,,,,7,6.0,1.0,6.0,7.0,-1.0,J Linington,0.4933920704845815,2.6651982378854626,3.594713656387665,6.8,4.0,5.3,4.1
2023/24,2023-12-23,Norwich,Huddersfield,H,2,0,1.767,1.065,0.5061,0.2624,0.2315,1.976,3.811,4.319,2.259,1.794,1.64,4.25,6.0,1.87,2.13,0.09919,0.24397,0.06885,0.05361,0.68108,0.30435,0.26335,-17.0,11.52,38.92,-17.22,18.73,1494.6,1468.1,26.6,0,,,,,7,7.0,0.0,8.0,6.0,2.0,T Kirk,,,,6.1,4.2,4.4,7.1
2023/24,2023-12-23,QPR,Southampton,A,0,1,1.388,1.71,0.297,0.2496,0.4535,3.367,4.007,2.205,2.259,1.794,5.25,3.91,1.78,1.93,2.0,0.12897,0.08818,0.06229,0.29871,0.35234,0.28713,0.79086,55.93,-2.42,-19.27,-14.56,11.48,1422.9,1577.5,-154.6,0,,,,,7,7.0,0.0,10.0,11.0,-1.0,O Langford,0.39436619718309857,2.572769953051643,3.4178403755868545,5.2,5.2,7.3,5.4
2023/24,2023-12-23,Sheffield Weds,Cardiff,A,1,2,1.344,1.396,0.3593,0.2776,0.363,2.783,3.602,2.755,2.259,1.794,2.2,3.4,3.71,2.38,1.65,0.17828,0.12912,0.07708,0.40573,0.44524,0.32523,1.01327,-20.95,-5.61,34.66,5.36,-8.03,1414.7,1459.5,-44.8,1,,,,,7,7.0,0.0,10.0,3.0,7.0,S Barrott,0.35714285714285715,2.642857142857143,2.857142857142857,4.5,3.9,5.0,6.4
2023/24,2023-12-23,Stoke,Millwall,D,0,0,1.261,1.178,0.3804,0.2938,0.3258,2.629,3.403,3.07,2.278,1.783,2.15,3.6,3.65,2.22,1.74,0.08361,0.1447,0.49866,0.10612,0.47868,1.22472,0.39417,-18.22,5.79,18.89,-2.55,-2.41,1437.6,1460.6,-23.0,0,,,,,6,7.0,-1.0,2.0,2.0,0.0,G Eltringham,0.41,2.48,3.35,6.4,3.5,3.0,5.8
2023/24,2023-12-23,Sunderland,Coventry,A,0,3,1.626,1.39,0.4242,0.2688,0.307,2.357,3.72,3.257,2.259,1.794,2.11,3.7,3.7,1.87,2.05,0.22007,0.17996,0.07225,0.48026,0.55202,0.31307,1.18094,-10.48,-0.54,13.6,-17.22,14.27,1516.7,1509.7,7.0,1,,,,,7,7.0,0.0,7.0,8.0,-1.0,M Donohue,0.4369747899159664,2.411764705882353,3.680672268907563,6.0,4.2,6.9,4.5
2023/24,2023-12-23,Plymouth,Birmingham,D,3,3,3.099,1.388,0.6344,0.1888,0.1769,1.576,5.298,5.654,1.667,2.5,2.25,3.76,3.25,1.71,2.29,0.14458,0.40245,0.65812,0.03128,1.00619,1.6673,0.19462,42.77,-29.03,-42.52,2.58,-8.4,1471.6,1447.7,23.9,1,,,,,7,5.0,2.0,7.0,4.0,3.0,G Scott,0.345679012345679,2.308641975308642,3.654320987654321,6.8,7.3,3.9,6.9
2023/24,2023-12-26,Huddersfield,Blackburn,H,3,0,1.393,1.504,0.3585,0.2725,0.369,2.79,3.669,2.71,2.259,1.794,3.27,3.84,2.19,1.76,2.23,0.18257,0.41155,0.07428,0.13615,1.0259,0.31819,0.46043,17.2,4.66,-19.19,-22.09,24.3,1468.1,1494.9,-26.9,1,,,,,3,3.0,0.0,3.0,3.0,0.0,D England,0.43564356435643564,2.5643564356435644,3.702970297029703,3.5,6.2,4.7,8.8
2023/24,2023-12-26,Preston,Leeds,H,2,1,1.188,1.661,0.2884,0.2631,0.4485,3.467,3.802,2.23,2.259,1.794,6.2,4.3,1.61,1.86,2.13,0.23583,0.50633,0.0692,0.20117,1.2433,0.30524,0.59515,78.83,13.1,-27.8,-17.66,18.73,1492.6,1576.5,-83.9,1,,,,,4,3.0,1.0,4.0,10.0,-6.0,J Smith,0.4189189189189189,2.7027027027027026,3.7027027027027026,5.7,6.0,5.0,6.8
2023/24,2023-12-26,Millwall,QPR,H,2,0,1.508,1.093,0.4598,0.2794,0.2607,2.175,3.579,3.836,2.278,1.783,2.21,3.35,3.8,2.43,1.65,0.11991,0.29176,0.07808,0.06798,0.77686,0.32771,0.30208,1.61,-6.4,-0.94,6.67,-7.46,1460.6,1422.9,37.7,0,,,,,3,3.0,0.0,3.0,7.0,-4.0,T Bramall,0.425,2.225,3.225,5.5,4.6,4.6,5.7
2023/24,2023-12-26,Cardiff,Plymouth,D,2,2,1.586,0.853,0.4986,0.2774,0.224,2.006,3.604,4.465,2.278,1.783,2.05,3.79,3.75,1.88,2.13,0.09958,0.24859,0.52208,0.05016,0.69033,1.28211,0.25355,2.19,5.16,-16.01,-17.47,19.46,1459.5,1471.6,-12.1,1,,,,,3,3.0,0.0,6.0,8.0,-2.0,A Davies,0.4230769230769231,2.4450549450549453,3.456043956043956,3.8,4.3,5.8,7.9
2023/24,2023-12-26,Coventry,Sheffield Weds,H,2,0,1.537,1.048,0.4927,0.2723,0.2351,2.03,3.673,4.254,2.278,1.783,1.76,3.94,5.0,2.06,1.87,0.10421,0.25738,0.07413,0.05525,0.70792,0.31783,0.26796,-13.3,7.27,17.54,-9.57,4.88,1509.7,1414.7,95.0,0,,,,,3,3.0,0.0,8.0,9.0,-1.0,O Langford,0.3925233644859813,2.5654205607476634,3.4205607476635516,6.3,5.6,5.9,4.8
2023/24,2023-12-26,Hull,Sunderland,A,0,1,1.272,1.456,0.352,0.2812,0.3668,2.841,3.556,2.726,2.259,1.794,2.54,3.52,2.91,1.95,1.99,0.17494,0.12388,0.07909,0.40093,0.4338,0.33021,1.00291,-10.59,-1.01,6.75,-13.68,10.93,1522.5,1516.7,5.9,0,,,,,4,3.0,1.0,6.0,7.0,-1.0,S Gill,,,,7.8,3.8,6.8,4.0
2023/24,2023-12-26,Watford,Bristol City,A,1,4,1.985,1.103,0.5378,0.2464,0.2157,1.859,4.058,4.635,2.259,1.794,2.02,3.53,4.33,2.19,1.77,0.30144,0.28926,0.06073,0.61507,0.77181,0.28294,1.5337,8.66,-13.01,-6.58,-3.05,-1.34,1514.9,1480.6,34.3,1,,,,,3,4.0,-1.0,10.0,7.0,3.0,J Busby,0.39655172413793105,2.4655172413793105,3.9310344827586206,6.6,3.1,4.4,4.9
2023/24,2023-12-26,West Brom,Norwich,H,1,0,1.645,1.537,0.4189,0.2602,0.3208,2.387,3.843,3.117,2.259,1.794,1.9,3.85,4.5,1.88,2.11,0.14686,0.33765,0.06772,0.10294,0.87008,0.30143,0.3869,-20.4,0.18,44.37,-16.78,17.61,1535.1,1494.6,40.5,0,,,,,3,3.0,0.0,4.0,11.0,-7.0,J Bell,0.5789473684210527,2.789473684210526,3.526315789473684,6.0,5.4,4.6,5.4
2023/24,2023-12-26,Birmingham,Stoke,A,1,3,1.31,1.442,0.3622,0.2802,0.3576,2.761,3.569,2.796,2.259,1.794,2.73,3.4,2.8,2.15,1.85,0.18129,0.13119,0.07851,0.41267,0.44972,0.32878,1.02833,-1.12,-4.74,0.14,-4.83,3.12,1447.7,1437.6,10.1,1,,,,,3,3.0,0.0,5.0,3.0,2.0,R Madley,0.3488372093023256,2.511627906976744,4.069767441860465,5.2,6.0,5.9,7.4
2023/24,2023-12-26,Ipswich,Leicester,D,1,1,1.274,2.258,0.2531,0.2288,0.5181,3.951,4.37,1.93,1.729,2.371,3.2,3.71,2.3,1.77,2.2,0.11081,0.06406,0.59469,0.26838,0.29184,1.47473,0.72991,-19.01,-15.1,19.17,2.37,-7.21,1589.6,1643.6,-54.0,0,,,,,3,3.0,0.0,10.0,15.0,-5.0,S Barrott,0.3333333333333333,2.6666666666666665,3.0,6.5,3.3,4.1,4.8
2023/24,2023-12-26,Rotherham,Middlesbrough,H,1,0,1.401,1.965,0.2789,0.2387,0.4823,3.585,4.189,2.073,1.963,2.038,5.9,4.3,1.62,1.83,2.16,0.25086,0.51994,0.057,0.23264,1.27679,0.27278,0.65842,64.57,2.65,-21.85,-6.78,5.99,1392.0,1518.2,-126.2,0,,,,,3,3.0,0.0,1.0,6.0,-5.0,A Kitchen,0.5,3.0,2.7,4.2,7.0,5.4,5.0
2023/24,2023-12-26,Southampton,Swansea,H,5,0,2.37,1.47,0.5584,0.2206,0.221,1.791,4.533,4.525,1.667,2.5,1.48,5.0,7.5,1.62,2.45,0.08127,0.19499,0.04867,0.04883,0.58264,0.24924,0.24971,-17.36,10.3,65.75,-2.82,-2.0,1577.5,1485.9,91.6,1,,,,,3,4.0,-1.0,11.0,8.0,3.0,K Stroud,0.4713114754098361,2.737704918032787,4.040983606557377,7.4,4.0,4.5,6.0
2023/24,2023-12-29,Coventry,Swansea,D,2,2,1.379,1.194,0.4149,0.2864,0.2987,2.41,3.492,3.348,2.278,1.783,1.82,4.0,4.7,1.83,2.16,0.08713,0.17217,0.50928,0.08923,0.53602,1.25051,0.35483,-24.48,14.55,40.38,-19.67,21.14,1509.7,1485.9,23.7,1,,,,,3,3.0,0.0,11.0,7.0,4.0,T Kirk,,,,6.4,5.8,4.2,5.7
2023/24,2023-12-29,Hull,Blackburn,H,3,2,1.517,1.418,0.4088,0.271,0.3202,2.446,3.69,3.123,2.259,1.794,1.9,4.1,4.11,1.65,2.38,0.1507,0.34954,0.07344,0.10255,0.89458,0.31607,0.386,-22.32,11.11,31.6,-26.96,32.66,1522.5,1494.9,27.6,1,,,,,3,3.0,0.0,6.0,3.0,3.0,M Donohue,0.43333333333333335,2.4166666666666665,3.691666666666667,7.7,4.0,4.7,8.6
2023/24,2023-12-29,Southampton,Plymouth,H,2,1,2.767,0.768,0.7144,0.1747,0.111,1.4,5.725,9.012,1.7,2.429,1.34,6.0,9.0,1.43,3.07,0.0313,0.08159,0.03051,0.01231,0.33637,0.19197,0.11762,-4.29,4.8,-0.13,-15.88,26.39,1577.5,1471.6,105.9,1,,,,,3,3.0,0.0,11.0,6.0,5.0,J Linington,0.4956140350877193,2.6578947368421053,3.5921052631578947,7.3,3.8,5.1,7.6
2023/24,2023-12-29,Birmingham,Bristol City,D,0,0,1.326,1.449,0.3522,0.277,0.3708,2.839,3.611,2.697,2.259,1.794,2.84,3.45,2.68,2.1,1.87,0.08719,0.12404,0.52279,0.13752,0.43417,1.28388,0.46337,0.04,-4.46,-0.63,-7.04,4.24,1447.7,1480.6,-32.9,0,,,,,3,3.0,0.0,4.0,10.0,-6.0,G Eltringham,0.4079601990049751,2.4676616915422884,3.353233830845771,4.7,5.3,4.5,5.1
2023/24,2023-12-29,Cardiff,Leicester,A,0,2,0.761,2.182,0.1533,0.2071,0.6396,6.522,4.828,1.564,2.259,1.794,6.02,4.1,1.65,2.03,1.92,0.05114,0.02351,0.0429,0.12992,0.16644,0.23209,0.44699,-7.7,-15.08,5.5,-10.14,7.02,1459.5,1643.6,-184.1,0,,,,,3,3.0,0.0,7.0,13.0,-6.0,J Busby,0.3898305084745763,2.5084745762711864,3.8813559322033897,4.0,3.6,3.9,5.4
2023/24,2023-12-29,Huddersfield,Middlesbrough,A,1,2,1.105,1.618,0.288,0.2704,0.4416,3.472,3.698,2.265,2.259,1.794,4.6,3.94,1.87,2.01,1.96,0.1316,0.08297,0.07311,0.31184,0.33973,0.31525,0.81742,32.49,6.54,-17.44,-11.02,9.25,1468.1,1518.2,-50.1,1,,,,,3,3.0,0.0,5.0,6.0,-1.0,B Toner,,,,3.6,6.3,6.3,4.6
2023/24,2023-12-29,Ipswich,QPR,D,0,0,2.485,1.131,0.6483,0.2007,0.151,1.542,4.983,6.623,1.667,2.5,1.49,4.9,7.14,1.83,2.13,0.1477,0.42031,0.63889,0.0228,1.04502,1.60597,0.16368,-3.37,-1.67,7.81,9.78,-14.8,1589.6,1422.9,166.7,0,,,,,3,3.0,0.0,8.0,4.0,4.0,D Webb,0.4101123595505618,2.657303370786517,2.8820224719101124,6.8,3.1,4.9,5.7
