game_id,season,week,gameday,home_team,away_team,home_score,away_score,schedule_away_spread,total_line,home_rest,away_rest,roof,surface,div_game,spread_line,home_games_in_ewma,home_off_epa,home_off_pass_epa,home_off_rush_epa,home_off_success_rate,home_off_pass_success,home_off_rush_success,home_off_early_down_epa,home_off_explosive_rate,home_off_sack_rate,home_def_epa,home_def_pass_epa,home_def_rush_epa,home_def_success_rate,home_def_pass_success,home_def_rush_success,home_def_early_down_epa,home_def_explosive_rate,home_def_sack_rate,away_games_in_ewma,away_off_epa,away_off_pass_epa,away_off_rush_epa,away_off_success_rate,away_off_pass_success,away_off_rush_success,away_off_early_down_epa,away_off_explosive_rate,away_off_sack_rate,away_def_epa,away_def_pass_epa,away_def_rush_epa,away_def_success_rate,away_def_pass_success,away_def_rush_success,away_def_early_down_epa,away_def_explosive_rate,away_def_sack_rate,margin,total,stats_through_week,feature_timing_rule,dynamic_kickoff_rule,onside_anytime_when_trailing,kickoff_touchback_to_35,regular_season_ot_both_possess,onside_2026_alignment_rule,diff_off_epa,diff_off_pass_epa,diff_off_rush_epa,diff_off_success_rate,diff_off_pass_success,diff_off_rush_success,diff_off_early_down_epa,diff_off_explosive_rate,diff_off_sack_rate,diff_def_epa,diff_def_pass_epa,diff_def_rush_epa,diff_def_success_rate,diff_def_pass_success,diff_def_rush_success,diff_def_early_down_epa,diff_def_explosive_rate,diff_def_sack_rate,h2h_home_close,h2h_away_close,spread_home_close,total_line_close,spread_home_open,total_line_open,h2h_home_open,h2h_away_open
2017_12_NYG_WAS,2017,12,2017-11-23,WAS,NYG,20.0,10.0,7.0,44.0,4,4,outdoors,grass,1,-7.0,18,0.01979908185935924,0.1053853214916928,-0.0844824224816153,0.33382193238389324,0.36734187882382224,0.2904449880692177,0.03677006689799116,0.05845277682606923,0.031262285655571924,0.05500308671698254,0.11342446326610058,0.003321328869727705,0.3564474723722498,0.3723185849682883,0.34654110083657763,0.06163799235156554,0.06052804455459315,0.027587291751360134,18,-0.05965628445071863,-0.03909674507798599,-0.08862347226719516,0.31627895099557235,0.3365687691485668,0.28474619753075314,-0.04061146270811714,0.03211621007341785,0.02542792735286574,0.028968369450239985,0.12956334420317997,-0.05287347043916789,0.32223553879713146,0.3560270848934664,0.28396479609381975,0.021402126565542846,0.062425428433047776,0.0163862390541069,10.0,30.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,0.07945536631007788,0.1444820665696788,0.004141049785579859,0.01754298138832089,0.030773109675255428,0.00569879053846456,0.0773815296061083,0.026336566752651384,0.005834358302706184,0.026034717266742557,-0.016138880937079395,0.05619479930889559,0.034211933575118314,0.016291500074821885,0.06257630474275788,0.0402358657860227,-0.001897383878454624,0.011201052697253234,1.322,3.73,-7.0,44.0,-7.5,44.5,1.327,3.69
2017_12_TB_ATL,2017,12,2017-11-26,ATL,TB,34.0,20.0,10.5,47.0,6,7,closed,fieldturf,1,-10.5,19,0.04485532472112808,0.1551641981555889,-0.07556537948339812,0.3525469479740204,0.402074471484214,0.2909395539733227,0.0632323856053307,0.050598128477632155,0.021438444026223222,-0.00650323737539168,0.008282591058909201,-0.0029134800133672582,0.3440204657859639,0.3537124290055358,0.33607124471121397,-0.051694296734534344,0.03844927305978722,0.0379401314888397,18,-0.04037490478245023,-0.003957682710545564,-0.10364960278409432,0.3157768199458991,0.3595990658777387,0.23945135845777954,-0.01563841726189824,0.03969721424434805,0.024485247155791045,-0.0005016953109866279,0.08732511989871884,-0.12750236246864058,0.33015828899739064,0.38241911628473824,0.24709929127757557,0.011852624217946837,0.05692457712230707,0.022613816909386294,14.0,54.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,0.08523022950357831,0.15912188086613446,0.02808422330069621,0.036770128028121296,0.04247540560647528,0.05148819551554318,0.07887080286722895,0.010900914233284105,-0.0030468031295678225,-0.006001542064405052,-0.07904252883980964,0.12458888245527332,0.013862176788573266,-0.028706687279202447,0.0889719534336384,-0.06354692095248118,-0.01847530406251985,0.015326314579453406,1.212,5.0,-10.5,47.0,-10.0,49.0,1.25,4.46
2017_12_CLE_CIN,2017,12,2017-11-26,CIN,CLE,30.0,16.0,7.5,39.0,7,7,outdoors,fieldturf,1,-7.5,18,-0.07711392066033235,-0.012919992993994784,-0.1598571970305731,0.28982762853065175,0.3260270727957532,0.24238683543577277,-0.03088726236866078,0.039788088767317334,0.036175292589815077,-0.06160564329596026,-0.02830640417936787,-0.07302828827635535,0.3143447755950818,0.324909158509166,0.31057492842916556,-0.07784876325446212,0.03449765013835736,0.03124953921389937,18,-0.18105854775474772,-0.26585520141677976,-0.025406533247595415,0.2845955022104885,0.26892553113743545,0.3075554186144749,-0.16923088483360377,0.04018503194469301,0.04331088265352121,-0.024975301093932457,0.0510448636416246,-0.12411706031419908,0.31262381313146603,0.3598320445755209,0.25469170034568445,0.051251742756233495,0.048308487817028505,0.029029371631829146,14.0,46.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,0.10394462709441538,0.252935208422785,-0.13445066378297768,0.005232126320163233,0.05710154165831777,-0.06516858317870211,0.13834362246494297,-0.00039694317737567347,-0.007135590063706135,-0.0366303422020278,-0.07935126782099247,0.05108877203784373,0.0017209624636157494,-0.03492288606635491,0.05588322808348112,-0.12910050601069561,-0.013810837678671146,0.002220167582070224,1.307,3.85,-7.5,39.0,-8.0,38.0,1.27,4.22
2017_12_TEN_IND,2017,12,2017-11-26,IND,TEN,16.0,20.0,-3.0,46.5,14,10,open,fieldturf,1,3.0,18,-0.0920416381438858,-0.0862976863232566,-0.0857284826982749,0.3056255893303488,0.32313756703023383,0.2859351837839238,-0.04646085808980633,0.04040248326443536,0.04626585532867142,0.03920489797597395,0.1256879859238101,-0.058205574357789454,0.3341790695753547,0.3750029587163139,0.28359024831829327,0.04467172233154305,0.05757261566829717,0.02378011026257449,18,-0.08115944295163915,-0.11575787123882149,-0.0285176652544328,0.3359000457812713,0.3406931891069254,0.32920829630375087,0.004745409828514299,0.04629960326229657,0.03631959112231564,-0.03538857259938695,0.01411211024353116,-0.1428765123506215,0.32986163838212773,0.35196102466967455,0.2908355624500416,-0.015464692345802347,0.03003625170686822,0.02228648600246586,-4.0,36.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,-0.010882195192246646,0.029460184915564888,-0.057210817443842106,-0.030274456450922527,-0.01755562207669159,-0.04327311251982707,-0.05120626791832063,-0.00589711999786121,0.009946264206355776,0.07459347057536089,0.11157587568027895,0.08467093799283204,0.004317431193226973,0.023041934046639345,-0.007245314131748337,0.060136414677345394,0.027536363961428948,0.0014936242601086315,2.55,1.581,3.0,46.5,4.5,44.0,2.59,1.564
2017_12_BUF_KC,2017,12,2017-11-26,KC,BUF,10.0,16.0,8.5,47.5,7,7,outdoors,grass,0,-8.5,18,0.03259001486507213,0.06645032910150116,-0.02625687499354524,0.33688254645588533,0.3675139327189822,0.28664342744900906,0.0797569590273758,0.0522517299143821,0.02829840410638683,0.02907300797331507,0.03825615641008608,0.007875943588502604,0.3549875817613303,0.344321680022347,0.37240086774228354,0.03899995008280834,0.04527427000828185,0.01852255310714359,18,-0.06040146515350927,-0.04073244312444943,-0.056712502395364434,0.3194511180383663,0.33583396035908686,0.2922049763663413,-0.11801383826711936,0.048422349222004696,0.0359180277036624,0.05984707484419634,0.08342027723756487,0.04011161321293944,0.34815765783114744,0.36562948364972697,0.3083985196766358,0.042911990967903574,0.050742697984544394,0.016108552904959945,-6.0,26.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,0.0929914800185814,0.10718277222595059,0.030455627401819195,0.017431428417519046,0.031679972359895336,-0.0055615489173322374,0.19777079729449515,0.0038293806923774057,-0.007619623597275568,-0.03077406687088127,-0.04516412082747879,-0.03223566962443684,0.006829923930182835,-0.021307803627379995,0.06400234806564775,-0.003912040885095232,-0.005468427976262541,0.0024140002021836443,1.277,4.14,-8.5,47.0,-9.5,45.0,1.222,4.85
2017_12_MIA_NE,2017,12,2017-11-26,NE,MIA,35.0,17.0,17.0,49.0,7,7,outdoors,fieldturf,1,-17.0,19,0.1258250734411384,0.24248625167881535,-0.048534627566349804,0.39336587728210765,0.42213103990197737,0.34968083205923295,0.12320993367799411,0.0492403757400862,0.023573944795657963,0.04288004371538147,0.05663417142067341,0.03406306016473949,0.37005099866894264,0.3800219430616077,0.35988984458375967,0.05878916723542668,0.050595932524412905,0.020310135910341743,18,-0.07983911633227168,-0.026095280298832776,-0.17729563343834098,0.29970711083636387,0.33640309635596183,0.2238597619504843,-0.10172890091918124,0.04234622010969537,0.02167901497803103,0.06780937808063882,0.15015320947206737,-0.04593518659194778,0.33789886635763766,0.375403737686668,0.2791233863330007,0.06472092623552364,0.05546242652859447,0.020868526432922408,18.0,52.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,0.2056641897734101,0.2685815319776481,0.12876100587199119,0.09365876644574378,0.08572794354601554,0.12582107010874866,0.22493883459717534,0.006894155630390829,0.0018949298176269315,-0.02492933436525735,-0.09351903805139396,0.07999824675668726,0.03215213231130498,0.004618205374939677,0.08076645825075895,-0.005931759000096959,-0.004866494004181564,-0.0005583905225806651,1.076,9.94,-17.0,49.0,-17.0,47.5,1.071,10.44
2017_12_CAR_NYJ,2017,12,2017-11-26,NYJ,CAR,27.0,35.0,-5.5,39.5,14,13,outdoors,fieldturf,0,5.5,18,-0.03648235642396018,0.033943438954782496,-0.12545341035686522,0.29971388538351024,0.3405451115382784,0.23036835025481994,-0.02684056230934923,0.05391076135056841,0.041660753324744434,-0.04069823308796203,0.05364605186151479,-0.159208873434799,0.3094626324624438,0.3470735927608427,0.2559402569533074,-0.07721246927487692,0.05054812237058638,0.024195471679318993,18,-0.01189882244594194,0.03936232945422681,-0.06242981755399754,0.32804986810955256,0.34927191492701304,0.3049588054372327,-0.035701927337427386,0.043163853439718,0.024196095263446415,-0.0701009497955994,-0.04392474950164347,-0.11486273909458164,0.33315347456621713,0.3489368632359564,0.2921918613375312,-0.037224278955197095,0.04433932488775176,0.04003881474100741,-8.0,62.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,-0.02458353397801824,-0.005418890499444315,-0.06302359280286768,-0.02833598272604232,-0.00872680338873466,-0.07459045518241275,0.008861365028078157,0.010746907910850409,0.01746465806129802,0.029402716707637375,0.09757080136315827,-0.044346134340217364,-0.023690842103773313,-0.0018632704751136986,-0.03625160438422381,-0.039988190319679824,0.0062087974828346215,-0.015843343061688414,3.11,1.421,5.5,39.5,4.5,39.5,2.75,1.512
2017_12_CHI_PHI,2017,12,2017-11-26,PHI,CHI,31.0,3.0,14.0,43.5,7,7,outdoors,grass,0,-14.0,18,0.08049494596541913,0.15723981217815725,0.004411227363703373,0.3525007689026385,0.36952036544550104,0.33761362932562544,0.051306034815181395,0.05345885919690491,0.02592121122109717,-0.11822507393576266,-0.14635499723050882,-0.09599749560642211,0.3037894222274644,0.31616567119139427,0.2704824062090864,-0.04716993565913395,0.039321204347402244,0.0374076580655128,18,-0.0825355519118883,-0.09820214100638636,-0.07284944857127737,0.3031467120160897,0.30364183667155287,0.28211543040472636,-0.0830662873137946,0.03996591554687853,0.035120969856257706,-0.017123807392989507,0.04446279794137782,-0.0836807281173069,0.33887132529111624,0.35418481446366157,0.3230946030667508,0.03855152415841921,0.0430814122823376,0.036424205378042106,28.0,34.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,0.16303049787730745,0.2554419531845436,0.07726067593498075,0.04935405688654876,0.06587852877394818,0.05549819892089908,0.13437232212897599,0.01349294365002638,-0.009199758635160534,-0.10110126654277315,-0.19081779517188663,-0.012316767489115213,-0.03508190306365183,-0.0380191432722673,-0.052612196857664384,-0.08572145981755316,-0.003760207934935353,0.0009834526874706942,1.129,7.18,-14.0,43.5,-13.5,44.0,1.117,7.71
2017_12_SEA_SF,2017,12,2017-11-26,SF,SEA,13.0,24.0,-7.0,45.0,14,6,outdoors,grass,1,7.0,18,-0.07658390926892428,-0.08611137173383551,-0.018828729732069886,0.3107240478277816,0.3077350016596319,0.3296741200022681,-0.10375745377233458,0.042046122944530764,0.037442070471164365,0.044672490659390496,0.1261796387197155,-0.038969282650078645,0.34449521592978305,0.3747893599018466,0.30891285806538094,0.027302015921315263,0.04841007637341817,0.02279085192191757,19,0.007477749572709143,0.058702641307484066,-0.07360306405844073,0.33597820488299146,0.3708653427644062,0.2808223301149998,0.019676423070553787,0.05339082509741169,0.03385878598018725,-0.07104417770411625,-0.01167323523815346,-0.14431645784090835,0.2859701951354502,0.32232702288737747,0.23868515020217806,-0.08007672769753624,0.04518943530322678,0.03292570430583797,-11.0,37.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,-0.08406165884163341,-0.14481401304131958,0.05477433432637085,-0.025254157055209836,-0.06313034110477428,0.04885178988726829,-0.12343387684288837,-0.011344702152880928,0.003583284490977112,0.11571666836350675,0.13785287395786894,0.1053471751908297,0.05852502079433286,0.05246233701446912,0.07022770786320287,0.1073787436188515,0.0032206410701913907,-0.010134852383920402,3.52,1.35,7.0,44.0,7.0,42.0,3.48,1.357
2017_12_JAX_ARI,2017,12,2017-11-26,ARI,JAX,27.0,24.0,-6.5,37.5,7,7,closed,grass,0,6.5,18,-0.10467494842412763,-0.033870749052694354,-0.22772158585450136,0.30129464560008234,0.3415051259664954,0.23022022706576276,-0.05498357746992057,0.04979408562372803,0.03085199258623929,-0.024252695035796617,0.01642462703053742,-0.05483790232343752,0.30604073583720104,0.34164241745666996,0.2585438311055971,-0.048926971403351796,0.041392975038101874,0.03120253963029837,18,-0.011330457620438227,0.010074388189168029,-0.023535646931369173,0.3117336712135612,0.3326525254246482,0.28792005209683547,0.006116934937823785,0.03751716831925935,0.020532355306507644,-0.19467255313312748,-0.23192694749301151,-0.1205000267642311,0.29111328106929885,0.2831902073853243,0.2893961113074662,-0.1520496036698072,0.039526672502556384,0.04757059939348628,3.0,51.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,-0.0933444908036894,-0.043945137241862386,-0.2041859389231322,-0.01043902561347887,0.008852600541847222,-0.05769982503107271,-0.06110051240774436,0.012276917304468678,0.010319637279731647,0.17041985809733087,0.24835157452354895,0.06566212444079358,0.014927454767902193,0.058452210071345656,-0.030852280201869087,0.10312263226645539,0.0018663025355454901,-0.016368059763187913,3.2,1.404,6.0,37.5,4.0,38.0,2.94,1.46
2017_12_NO_LA,2017,12,2017-11-26,LA,NO,26.0,20.0,2.5,54.0,7,7,outdoors,grass,0,-2.5,15,0.016773765796982008,0.10536907452707768,-0.05636639102923309,0.32519764695034065,0.3278915495934334,0.32576778290258285,0.04664345359785416,0.054231175591238155,0.02426409893882037,-0.07470812563886953,-0.08270533625179174,-0.05524782468074725,0.29948458984015264,0.316044436660453,0.27417222650210127,-0.07215854633025201,0.050622390289136704,0.03207103188308414,18,0.11904782387567393,0.18369584964195793,0.030943427943103136,0.379333201390239,0.40453918964938096,0.33692342144969295,0.11938872186956957,0.07249416807177483,0.014002279433425491,-0.04038919166283821,-0.06433297813759699,-0.0012070312433605443,0.31483598636524046,0.3148154551489146,0.3102204329375515,-0.04112643167853337,0.0510011481852979,0.034120208288129804,6.0,46.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,-0.10227405807869193,-0.07832677511488025,-0.08730981897233622,-0.05413555443989837,-0.07664764005594754,-0.011155638547110103,-0.0727452682717154,-0.01826299248053668,0.010261819505394879,-0.034318933976031314,-0.018372358114194756,-0.05404079343738671,-0.015351396525087824,0.001228981511538385,-0.03604820643545026,-0.031032114651718637,-0.00037875789616119426,-0.0020491764050456635,1.699,2.29,-2.5,54.0,-2.5,54.0,1.709,2.28
2017_12_DEN_OAK,2017,12,2017-11-26,OAK,DEN,21.0,14.0,3.5,41.0,7,7,outdoors,grass,1,-3.5,18,-0.012701166012498455,0.004522491430320798,-0.03248451334402544,0.33356903290132867,0.3486029289784277,0.31676859760506226,-0.025400061266608293,0.04976457559995565,0.018777580579124566,0.10437081000971216,0.2228404131993815,-0.06358729773376529,0.3627295757131035,0.3998400515617297,0.3051571359516687,0.07983956733544983,0.048172170604568736,0.01647582447067063,18,-0.11507791777362557,-0.10760776680217798,-0.11955634630148312,0.29603590567789767,0.31501560738124995,0.2639558811596014,-0.08990801138048529,0.04130791280578089,0.03386112644944773,-0.05917244279067119,0.035289068843626634,-0.1747943911560998,0.2998895055155681,0.3470236619694142,0.2381195305271489,0.036229412004153805,0.04425701418901205,0.028597824875153912,7.0,35.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,0.10237675176112711,0.11213025823249878,0.08707183295745768,0.037533127223430995,0.033587321597177755,0.05281271644546087,0.064507950113877,0.008456662794174764,-0.015083545870323161,0.16354325280038334,0.18755134435575488,0.11120709342233451,0.0628400701975354,0.052816389592315494,0.06703760542451981,0.04361015533129603,0.003915156415556682,-0.012122000404483281,1.495,2.81,-3.5,41.0,-5.0,43.0,1.444,3.01
2017_12_GB_PIT,2017,12,2017-11-26,PIT,GB,31.0,28.0,14.0,43.0,10,7,outdoors,grass,0,-14.0,19,0.03069754110445099,0.12515027548551738,-0.07998707232798187,0.35242696798824047,0.38411126363896175,0.31490238321222525,0.040304065963618366,0.04802312905906041,0.016303133370213864,-0.09425374647789103,-0.09229676727590627,-0.11824523280444296,0.3064897854388597,0.3182045952013961,0.27663152632939436,-0.048522045949395194,0.04393553703827081,0.044809628578159816,19,-0.029175798611130385,-0.05270574532275593,0.019693992127364883,0.3547648392739105,0.33810942068014604,0.38032695225038793,-0.019611380211418433,0.03878997062936449,0.043491490329355106,0.0053512027266654355,0.1090511809393041,-0.11495154419669155,0.32681621344803985,0.37362192519288295,0.26456977157981304,-0.00737358852565018,0.055788470407011216,0.028909861363207664,3.0,59.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,0.059873339715581377,0.1778560208082733,-0.09968106445534675,-0.0023378712856700345,0.04600184295881571,-0.06542456903816268,0.0599154461750368,0.009233158429695916,-0.027188356959141242,-0.09960494920455647,-0.20134794821521038,-0.0032936886077514077,-0.020326428009180164,-0.05541732999148685,0.012061754749581322,-0.04114845742374501,-0.01185293336874041,0.015899767214952152,1.113,7.91,-14.0,42.5,-13.5,41.5,1.117,7.71
2017_12_HOU_BAL,2017,12,2017-11-27,BAL,HOU,23.0,16.0,7.5,39.5,8,8,outdoors,grass,0,-7.5,18,-0.09223249280564702,-0.09318956643860468,-0.10113624578797495,0.31737202170525103,0.3154477405281665,0.31461657824109174,-0.1070863460810713,0.024679433462627413,0.027376212832274382,-0.14855370006647356,-0.1731513036763928,-0.0889228419965008,0.31595482042870005,0.3269178746830021,0.2982881698731449,-0.05682438905697383,0.04261254909421821,0.03538995859863934,18,-0.05162726980969981,-0.03482186188199222,-0.046283576459998366,0.30920921917962213,0.33876547644305327,0.2811173179539113,-0.0016502483114719992,0.05007970593848573,0.032428871254242334,-0.056487491420056324,-0.014706413107772088,-0.13793424674792812,0.3160217750103282,0.34751664124622816,0.26197781532101616,0.029964249155193773,0.05379581166576211,0.033011991702916244,7.0,39.0,11,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,-0.04060522299594721,-0.058367704556612464,-0.05485266932797658,0.008162802525628898,-0.023317735914886784,0.03349926028718042,-0.10543609776959931,-0.025400272475858316,-0.005052658421967952,-0.09206620864641724,-0.1584448905686207,0.04901140475142732,-6.69545816281425e-05,-0.020598766563226067,0.03631035455212872,-0.0867886382121676,-0.011183262571543902,0.002377966895723095,1.277,4.14,-7.5,39.5,-7.5,38.0,1.333,3.64
2017_13_WAS_DAL,2017,13,2017-11-30,DAL,WAS,38.0,14.0,-1.5,47.0,7,7,closed,matrixturf,1,1.5,19,-0.03524238300626472,-0.0938765098938308,0.06386073631909132,0.35587259832715734,0.3508891360317337,0.36318418869559255,-0.0025848698491184874,0.0373912643571536,0.03359225660157913,0.07741916172992894,0.1691908951243103,-0.020225530912254035,0.36953334061089005,0.4010803215784735,0.32927321150867045,0.09293212830629935,0.05213216200800107,0.028097897524312913,19,-0.0036055104076085157,0.06427639106054821,-0.08583492483702475,0.3420338742268936,0.37444334165947657,0.30014031240447175,0.03106673714303651,0.057034653121527536,0.03776982856756439,0.0098440883626678,0.04107292788892114,-0.007233989606551841,0.34929715094361174,0.3589734705529882,0.3466812944694354,0.04161249409359276,0.05590801697540403,0.034495781209128544,24.0,52.0,12,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,-0.031636872598656204,-0.158152900954379,0.14969566115611607,0.013838724100263766,-0.023554205627742852,0.06304387629112079,-0.033651606992155,-0.019643388764373937,-0.004177571965985262,0.06757507336726114,0.12811796723538915,-0.012991541305702195,0.020236189667278304,0.04210685102548528,-0.01740808296076496,0.05131963421270659,-0.0037758549674029654,-0.006397883684815631,2.1,1.826,1.5,47.0,-1.5,44.5,1.833,2.09
2017_13_MIN_ATL,2017,13,2017-12-03,ATL,MIN,9.0,14.0,2.0,48.5,7,10,closed,fieldturf,0,-2.0,20,0.07020185582618967,0.20372498007448012,-0.08114215806971017,0.3695001481535364,0.42055122087633245,0.3059553679167241,0.05614808399072693,0.06239547158827041,0.019099482301885684,0.00033598368319120216,0.012527067570557349,0.005454599437749126,0.35943360229700483,0.36846035405606065,0.35158431504993004,-0.028547113101767312,0.037463269313558804,0.03540524512506646,19,0.0368725708569867,0.16770956391971342,-0.10222944960763856,0.3471851263344541,0.40061781764186666,0.29102835722371395,0.06127677346510468,0.05556151887921558,0.014271860244758018,-0.09490596928752085,-0.07789171324547618,-0.14946983835931424,0.3175755023092851,0.3266936719700688,0.2956107824000887,-0.050824419863106485,0.037914905344922145,0.03639559523691389,-5.0,23.0,12,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,0.03332928496920297,0.036015416154766694,0.02108729153792839,0.022315021819082292,0.019933403234465796,0.014927010693010168,-0.005128689474377744,0.006833952709054833,0.004827622057127666,0.09524195297071204,0.09041878081603354,0.15492443779706336,0.04185809998771972,0.041766682085991824,0.05597353264984134,0.022277306761339172,-0.0004516360313633408,-0.000990350111847428,1.813,2.11,-2.0,48.5,-3.0,47.0,1.645,2.4
2017_13_DET_BAL,2017,13,2017-12-03,BAL,DET,44.0,20.0,2.5,43.0,6,10,outdoors,grass,0,-2.5,19,-0.08713738641759207,-0.10128028576629423,-0.07948806353681505,0.32084518764276104,0.31953832245080777,0.3179126379364335,-0.10717372587359758,0.028913941151183647,0.026121199298535125,-0.1472298778024713,-0.16537974399481076,-0.09997683022590044,0.3223967252075627,0.33601021574236783,0.30065695837150397,-0.07156858543082915,0.04478229548096007,0.03493828380868186,19,-0.04028778418648099,0.07153426277477631,-0.20274170632049868,0.3288348606154956,0.3671402134299825,0.27200261044157326,-0.0023913232289349984,0.062034671445585485,0.043558923571871896,-0.01128257930797828,0.027453949707351467,-0.041328763393120395,0.3406770134499527,0.35626746149855393,0.32966895046858274,0.01219624610955452,0.04656641004618958,0.025435150267726633,24.0,64.0,12,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,-0.04684960223111108,-0.17281454854107053,0.12325364278368363,-0.007989672972734563,-0.04760189097917472,0.04591002749486023,-0.10478240264466258,-0.03312073029440184,-0.01743772427333677,-0.13594729849449302,-0.19283369370216222,-0.058648066832780045,-0.01828028824239003,-0.020257245756186093,-0.029011992097078776,-0.08376483154038368,-0.0017841145652295123,0.009503133540955225,1.775,2.17,-2.5,43.0,-3.0,40.0,1.699,2.29
2017_13_NE_BUF,2017,13,2017-12-03,BUF,NE,3.0,23.0,-7.5,48.5,7,7,outdoors,a_turf,1,7.5,19,-0.06379381114373633,-0.024001782508998478,-0.0802312214021292,0.3259248346975381,0.3449461952491811,0.2977311926594567,-0.11021414826625928,0.04644550830152058,0.03530542428961477,0.019420110143099786,0.044638843517096335,-0.0070655822156896406,0.35108619176988487,0.3716762201335025,0.30505775748397657,0.035549258448612946,0.04910307894154371,0.01824756348625539,20,0.12218854579395334,0.24821891917463262,-0.05199579708564917,0.3989386144350734,0.42498347351438864,0.3596631235073153,0.12333549517574055,0.06118585141483919,0.022733763578687574,0.00985350475005126,0.02533739347572422,-0.0048022798223219115,0.3740581428121008,0.38492910672914304,0.3608206103175882,0.020496612604689247,0.04692502569792237,0.031038493929434193,-20.0,26.0,12,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,-0.18598235693768966,-0.2722207016836311,-0.028235424316480025,-0.07301377973753531,-0.08003727826520757,-0.061931930847858585,-0.23354964344199983,-0.014740343113318607,0.012571660710927197,0.009566605393048527,0.019301450041372115,-0.002263302393367729,-0.022971951042215943,-0.013252886595640556,-0.055762852833611654,0.015052645843923698,0.0021780532436213446,-0.012790930443178802,3.85,1.307,7.5,48.5,7.5,49.5,4.38,1.256
2017_13_SF_CHI,2017,13,2017-12-03,CHI,SF,14.0,15.0,2.5,42.0,7,7,outdoors,grass,0,-2.5,19,-0.12231923647749238,-0.1257020979584767,-0.142159660437778,0.2996212809805844,0.3079202768449198,0.2597286816120778,-0.11867037446310158,0.03560558293001914,0.03583511376893802,-0.0039444218647803325,0.058710029368600265,-0.07362259520327989,0.35177490102364684,0.37009343812028034,0.3314850804540943,0.032925574895894566,0.04461553394141921,0.03400886762143046,19,-0.09374719172607449,-0.10295552794604741,-0.041032595095732455,0.31319074985836837,0.3105278124587015,0.3300733448672853,-0.13058975757917063,0.04241798620949269,0.03831624176271971,0.04235583016559758,0.13549317207346787,-0.056221648051074866,0.35539980488161677,0.38845000123902373,0.316593314110836,0.025556414461093302,0.05178730687977804,0.020304340762562652,-1.0,29.0,12,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,-0.02857204475141789,-0.022746570012429287,-0.10112706534204555,-0.013569468877783986,-0.0026075356137816863,-0.0703446632552075,0.011919383116069049,-0.00681240327947355,-0.0024811279937816885,-0.046300252030377916,-0.07678314270486761,-0.017400947152205026,-0.00362490385796993,-0.018356563118743396,0.014891766343258284,0.007369160434801264,-0.007171772938358828,0.013704526858867808,1.714,2.27,-2.5,42.0,-4.0,39.5,1.546,2.65
2017_13_TB_GB,2017,13,2017-12-03,GB,TB,26.0,20.0,3.0,45.0,7,7,outdoors,grass,0,-3.0,20,-0.005295204504659395,-0.010303133758976048,0.01829924178382637,0.3625286050461718,0.34849847161430114,0.3842916616756179,-0.021448263526194816,0.04263951154445118,0.04682808941848437,0.020952585340560295,0.1321469321482673,-0.12305764226153873,0.3464791054445042,0.4001771064347452,0.2675260775682055,-0.0016271963622434818,0.05584842786330166,0.027292396202767907,19,-0.02984024139103317,0.00162222335966328,-0.08429108320911946,0.3342713744224814,0.37370475129966385,0.2655057822398799,0.0035750237018267635,0.03857505851519858,0.023418305920026875,0.02979334482091298,0.14328723221561243,-0.1274127496353393,0.3495541205703757,0.40304029012452647,0.2668981340781473,0.01037392043235014,0.06803169657619199,0.02014662049683258,6.0,46.0,12,week_n_uses_completed_games_through_week_n_minus_1,0,0,0,0,0,0.024545036886373776,-0.011925357118639329,0.10259032499294583,0.0282572306236904,-0.02520627968536271,0.11878587943573798,-0.02502328722802158,0.004064453029252596,0.023409783498457494,-0.008840759480352685,-0.011140300067345121,0.004355107373800571,-0.003075015125871494,-0.002863183689781279,0.0006279434900582359,-0.012001116794593623,-0.012183268712890327,0.007145775705935328,1.625,2.44,-3.0,45.0,1.5,44.0,1.74,2.22
