season,round,date,home_team,away_team,home_score,away_score,actual_margin_home,actual_total,market,signal,selection,model_number,model_home_fair_odds,model_away_fair_odds,open_number,close_number,open_odds,close_odds,clv,result,winner,bookmakers_surveyed
2026,19,2026-07-16,Geelong Cats,St Kilda Saints,102,75,27.0,177.0,h2h,normal,Geelong Cats,,1.206,5.865,,,1.29,1.42,-0.0915,win,tie,5
2026,19,2026-07-16,Geelong Cats,St Kilda Saints,102,75,27.0,177.0,h2h,ml,Geelong Cats,,1.57,2.755,,,1.29,1.42,-0.0915,win,tie,5
2026,19,2026-07-16,Geelong Cats,St Kilda Saints,102,75,27.0,177.0,h2h,market,St Kilda Saints,,,,,,3.4,2.85,0.193,loss,tie,5
2026,19,2026-07-16,Geelong Cats,St Kilda Saints,102,75,27.0,177.0,handicap,normal,Geelong Cats,34.3,,,-13.5,-15.5,1.9,1.9,2.0,win,tie,5
2026,19,2026-07-16,Geelong Cats,St Kilda Saints,102,75,27.0,177.0,handicap,ml,Geelong Cats,21.4,,,-13.5,-15.5,1.9,1.9,2.0,win,tie,5
2026,19,2026-07-16,Geelong Cats,St Kilda Saints,102,75,27.0,177.0,handicap,market,Geelong Cats,,,,-13.5,-15.5,1.9,1.9,2.0,win,tie,5
2026,19,2026-07-16,Geelong Cats,St Kilda Saints,102,75,27.0,177.0,total,normal,under,178.1,,,181.5,176.5,1.97,1.99,5.0,win,tie,5
2026,19,2026-07-16,Geelong Cats,St Kilda Saints,102,75,27.0,177.0,total,ml,under,168.1,,,181.5,176.5,1.97,1.99,5.0,win,tie,5
2026,19,2026-07-16,Geelong Cats,St Kilda Saints,102,75,27.0,177.0,total,market,under,,,,181.5,176.5,1.97,1.99,5.0,win,tie,5
2026,19,2026-07-17,Sydney Swans,Adelaide Crows,71,87,-16.0,158.0,h2h,normal,Sydney Swans,,1.297,4.365,,,1.51,1.41,0.0709,loss,tie,5
2026,19,2026-07-17,Sydney Swans,Adelaide Crows,71,87,-16.0,158.0,h2h,ml,Sydney Swans,,1.765,2.308,,,1.51,1.41,0.0709,loss,tie,5
2026,19,2026-07-17,Sydney Swans,Adelaide Crows,71,87,-16.0,158.0,h2h,market,Sydney Swans,,,,,,1.51,1.41,0.0709,loss,tie,5
