season,round,date,home_team,away_team,home_score,away_score,actual_margin_home,actual_total,market,signal,selection,model_number,model_home_fair_odds,model_away_fair_odds,open_number,close_number,open_odds,close_odds,clv,result,winner,bookmakers_surveyed
2026,15,2026-06-20,Collingwood Magpies,Port Adelaide Power,78,52,26.0,130.0,h2h,ml,Collingwood Magpies,,1.272,4.677,,,1.39,1.55,-0.1032,win,tie,5
2026,15,2026-06-20,Collingwood Magpies,Port Adelaide Power,78,52,26.0,130.0,h2h,market,Port Adelaide Power,,,,,,2.85,2.45,0.1633,loss,tie,5
2026,15,2026-06-20,Collingwood Magpies,Port Adelaide Power,78,52,26.0,130.0,handicap,normal,Collingwood Magpies,26.8,,,-14.5,-9.5,1.9,1.95,-5.0,win,normal,5
2026,15,2026-06-20,Collingwood Magpies,Port Adelaide Power,78,52,26.0,130.0,handicap,ml,Port Adelaide Power,5.5,,,14.5,9.5,1.9,1.85,5.0,loss,normal,5
2026,15,2026-06-20,Collingwood Magpies,Port Adelaide Power,78,52,26.0,130.0,handicap,market,Port Adelaide Power,,,,14.5,9.5,1.9,1.85,5.0,loss,normal,5
2026,15,2026-06-20,Collingwood Magpies,Port Adelaide Power,78,52,26.0,130.0,total,normal,under,162.5,,,163.5,153.5,2.0,2.08,10.0,win,tie,5
2026,15,2026-06-20,Collingwood Magpies,Port Adelaide Power,78,52,26.0,130.0,total,ml,over,164.1,,,163.5,153.5,1.87,1.81,-10.0,loss,tie,5
2026,15,2026-06-20,Collingwood Magpies,Port Adelaide Power,78,52,26.0,130.0,total,market,under,,,,163.5,153.5,2.0,2.08,10.0,win,tie,5
2026,15,2026-06-21,Richmond Tigers,North Melbourne Kangaroos,48,73,-25.0,121.0,h2h,normal,North Melbourne Kangaroos,,3.315,1.432,,,1.37,1.29,0.062,win,tie,5
2026,15,2026-06-21,Richmond Tigers,North Melbourne Kangaroos,48,73,-25.0,121.0,h2h,ml,North Melbourne Kangaroos,,2.37,1.73,,,1.37,1.29,0.062,win,tie,5
2026,15,2026-06-21,Richmond Tigers,North Melbourne Kangaroos,48,73,-25.0,121.0,h2h,market,North Melbourne Kangaroos,,,,,,1.37,1.29,0.062,win,tie,5
2026,15,2026-06-21,Richmond Tigers,North Melbourne Kangaroos,48,73,-25.0,121.0,handicap,normal,North Melbourne Kangaroos,-18.7,,,-17.5,-23.5,1.9,1.9,6.0,win,tie,5
2026,15,2026-06-21,Richmond Tigers,North Melbourne Kangaroos,48,73,-25.0,121.0,handicap,ml,North Melbourne Kangaroos,-37.3,,,-17.5,-23.5,1.9,1.9,6.0,win,tie,5
2026,15,2026-06-21,Richmond Tigers,North Melbourne Kangaroos,48,73,-25.0,121.0,handicap,market,North Melbourne Kangaroos,,,,-17.5,-23.5,1.9,1.9,6.0,win,tie,5
2026,15,2026-06-21,Richmond Tigers,North Melbourne Kangaroos,48,73,-25.0,121.0,total,normal,under,152.6,,,176.5,174.5,1.99,2.02,2.0,win,tie,5
2026,15,2026-06-21,Richmond Tigers,North Melbourne Kangaroos,48,73,-25.0,121.0,total,ml,under,146.6,,,176.5,174.5,1.99,2.02,2.0,win,tie,5
2026,15,2026-06-21,Richmond Tigers,North Melbourne Kangaroos,48,73,-25.0,121.0,total,market,under,,,,176.5,174.5,1.99,2.02,2.0,win,tie,5
2026,15,2026-06-21,St Kilda Saints,Western Bulldogs,61,83,-22.0,144.0,h2h,normal,Western Bulldogs,,2.229,1.814,,,1.85,2.0,-0.075,win,normal,5
2026,15,2026-06-21,St Kilda Saints,Western Bulldogs,61,83,-22.0,144.0,h2h,ml,St Kilda Saints,,1.485,3.06,,,1.95,1.8,0.0833,loss,normal,5
2026,15,2026-06-21,St Kilda Saints,Western Bulldogs,61,83,-22.0,144.0,h2h,market,St Kilda Saints,,,,,,1.95,1.8,0.0833,loss,normal,5
2026,15,2026-06-21,St Kilda Saints,Western Bulldogs,61,83,-22.0,144.0,handicap,normal,Western Bulldogs,-4.6,,,-1.5,2.5,1.9,1.9,-4.0,win,normal,5
2026,15,2026-06-21,St Kilda Saints,Western Bulldogs,61,83,-22.0,144.0,handicap,ml,St Kilda Saints,1.6,,,1.5,-2.5,1.9,1.9,4.0,loss,normal,5
2026,15,2026-06-21,St Kilda Saints,Western Bulldogs,61,83,-22.0,144.0,handicap,market,St Kilda Saints,,,,1.5,-2.5,1.9,1.9,4.0,loss,normal,5
2026,15,2026-06-21,St Kilda Saints,Western Bulldogs,61,83,-22.0,144.0,total,normal,under,176.8,,,185.5,183.5,1.98,1.99,2.0,win,tie,5
2026,15,2026-06-21,St Kilda Saints,Western Bulldogs,61,83,-22.0,144.0,total,ml,under,172.7,,,185.5,183.5,1.98,1.99,2.0,win,tie,5
2026,15,2026-06-21,St Kilda Saints,Western Bulldogs,61,83,-22.0,144.0,total,market,under,,,,185.5,183.5,1.98,1.99,2.0,win,tie,5
