season,round,date,home_team,away_team,home_score,away_score,actual_margin_home,actual_total,market,signal,selection,model_number,model_home_fair_odds,model_away_fair_odds,open_number,close_number,open_odds,close_odds,clv,result,winner,bookmakers_surveyed
2026,11,2026-05-21,Hawthorn Hawks,Adelaide Crows,75,66,9.0,141.0,h2h,normal,Hawthorn Hawks,,1.287,4.484,,,1.36,1.55,-0.1226,win,tie,5
2026,11,2026-05-21,Hawthorn Hawks,Adelaide Crows,75,66,9.0,141.0,h2h,ml,Hawthorn Hawks,,1.44,3.271,,,1.36,1.55,-0.1226,win,tie,5
2026,11,2026-05-21,Hawthorn Hawks,Adelaide Crows,75,66,9.0,141.0,h2h,market,Adelaide Crows,,,,,,3.1,2.45,0.2653,loss,tie,5
2026,11,2026-05-21,Hawthorn Hawks,Adelaide Crows,75,66,9.0,141.0,handicap,normal,Hawthorn Hawks,27.4,,,-16.5,-10.5,1.9,1.95,-6.0,loss,tie,5
2026,11,2026-05-21,Hawthorn Hawks,Adelaide Crows,75,66,9.0,141.0,handicap,ml,Adelaide Crows,0.4,,,16.5,10.5,1.9,1.85,6.0,win,tie,5
2026,11,2026-05-21,Hawthorn Hawks,Adelaide Crows,75,66,9.0,141.0,handicap,market,Adelaide Crows,,,,16.5,10.5,1.9,1.85,6.0,win,tie,5
2026,11,2026-05-21,Hawthorn Hawks,Adelaide Crows,75,66,9.0,141.0,total,normal,over,179.9,,,162.5,157.5,1.82,1.8,-5.0,loss,market,5
2026,11,2026-05-21,Hawthorn Hawks,Adelaide Crows,75,66,9.0,141.0,total,ml,over,169.7,,,162.5,157.5,1.82,1.8,-5.0,loss,market,5
2026,11,2026-05-21,Hawthorn Hawks,Adelaide Crows,75,66,9.0,141.0,total,market,under,,,,162.5,157.5,1.98,2.02,5.0,win,market,5
2026,11,2026-05-22,Richmond Tigers,Essendon Bombers,74,56,18.0,130.0,h2h,normal,Essendon Bombers,,2.937,1.516,,,1.48,1.44,0.0278,loss,ml,5
2026,11,2026-05-22,Richmond Tigers,Essendon Bombers,74,56,18.0,130.0,h2h,ml,Richmond Tigers,,1.63,2.587,,,2.6,2.8,-0.0714,win,ml,5
2026,11,2026-05-22,Richmond Tigers,Essendon Bombers,74,56,18.0,130.0,h2h,market,Essendon Bombers,,,,,,1.48,1.44,0.0278,loss,ml,5
2026,11,2026-05-22,Richmond Tigers,Essendon Bombers,74,56,18.0,130.0,handicap,normal,Essendon Bombers,-14.8,,,-13.5,-13.5,1.9,1.85,0.0,loss,ml,5
2026,11,2026-05-22,Richmond Tigers,Essendon Bombers,74,56,18.0,130.0,handicap,ml,Richmond Tigers,-13.1,,,13.5,13.5,1.9,1.95,0.0,win,ml,5
2026,11,2026-05-22,Richmond Tigers,Essendon Bombers,74,56,18.0,130.0,handicap,market,no_move,,,,,,,,,,ml,5
2026,11,2026-05-22,Richmond Tigers,Essendon Bombers,74,56,18.0,130.0,total,normal,under,150.8,,,173.5,165.5,1.98,2.0,8.0,win,tie,5
2026,11,2026-05-22,Richmond Tigers,Essendon Bombers,74,56,18.0,130.0,total,ml,under,170.8,,,173.5,165.5,1.98,2.0,8.0,win,tie,5
2026,11,2026-05-22,Richmond Tigers,Essendon Bombers,74,56,18.0,130.0,total,market,under,,,,173.5,165.5,1.98,2.0,8.0,win,tie,5
2026,11,2026-05-22,Fremantle Dockers,St Kilda Saints,104,74,30.0,178.0,h2h,normal,Fremantle Dockers,,1.104,10.582,,,1.28,1.27,0.0079,win,tie,5
2026,11,2026-05-22,Fremantle Dockers,St Kilda Saints,104,74,30.0,178.0,h2h,ml,Fremantle Dockers,,1.117,9.533,,,1.28,1.27,0.0079,win,tie,5
2026,11,2026-05-22,Fremantle Dockers,St Kilda Saints,104,74,30.0,178.0,h2h,market,Fremantle Dockers,,,,,,1.28,1.27,0.0079,win,tie,5
2026,11,2026-05-22,Fremantle Dockers,St Kilda Saints,104,74,30.0,178.0,handicap,normal,Fremantle Dockers,47.3,,,-25.5,-23.5,1.9,1.9,-2.0,win,normal,5
2026,11,2026-05-22,Fremantle Dockers,St Kilda Saints,104,74,30.0,178.0,handicap,ml,St Kilda Saints,18.1,,,25.5,23.5,1.9,1.9,2.0,loss,normal,5
2026,11,2026-05-22,Fremantle Dockers,St Kilda Saints,104,74,30.0,178.0,handicap,market,St Kilda Saints,,,,25.5,23.5,1.9,1.9,2.0,loss,normal,5
2026,11,2026-05-22,Fremantle Dockers,St Kilda Saints,104,74,30.0,178.0,total,normal,over,181.6,,,175.5,169.5,1.82,1.85,-6.0,win,normal,5
2026,11,2026-05-22,Fremantle Dockers,St Kilda Saints,104,74,30.0,178.0,total,ml,under,171.3,,,175.5,169.5,1.98,1.99,6.0,loss,normal,5
2026,11,2026-05-22,Fremantle Dockers,St Kilda Saints,104,74,30.0,178.0,total,market,under,,,,175.5,169.5,1.98,1.99,6.0,loss,normal,5
2026,11,2026-05-23,North Melbourne Kangaroos,Gold Coast Suns,111,105,6.0,216.0,h2h,normal,Gold Coast Suns,,3.333,1.429,,,1.53,1.58,-0.0316,loss,tie,5
2026,11,2026-05-23,North Melbourne Kangaroos,Gold Coast Suns,111,105,6.0,216.0,h2h,ml,North Melbourne Kangaroos,,1.912,2.096,,,2.45,2.4,0.0208,win,tie,5
2026,11,2026-05-23,North Melbourne Kangaroos,Gold Coast Suns,111,105,6.0,216.0,h2h,market,North Melbourne Kangaroos,,,,,,2.45,2.4,0.0208,win,tie,5
2026,11,2026-05-23,North Melbourne Kangaroos,Gold Coast Suns,111,105,6.0,216.0,handicap,normal,Gold Coast Suns,-18.9,,,-10.5,-10.5,1.9,1.9,0.0,loss,ml,5
