season,round,date,home_team,away_team,home_score,away_score,actual_margin_home,actual_total,market,signal,selection,model_number,model_home_fair_odds,model_away_fair_odds,open_number,close_number,open_odds,close_odds,clv,result,winner,bookmakers_surveyed
2026,17,2026-07-02,Geelong Cats,Brisbane Lions,101,123,-22.0,224.0,h2h,normal,Geelong Cats,,1.256,4.902,,,1.37,1.47,-0.068,loss,market,5
2026,17,2026-07-02,Geelong Cats,Brisbane Lions,101,123,-22.0,224.0,h2h,ml,Geelong Cats,,1.9,2.111,,,1.37,1.47,-0.068,loss,market,5
2026,17,2026-07-02,Geelong Cats,Brisbane Lions,101,123,-22.0,224.0,h2h,market,Brisbane Lions,,,,,,2.95,2.7,0.0926,win,market,5
2026,17,2026-07-02,Geelong Cats,Brisbane Lions,101,123,-22.0,224.0,handicap,normal,Geelong Cats,29.8,,,-12.5,-12.5,1.9,1.9,0.0,loss,market,5
2026,17,2026-07-02,Geelong Cats,Brisbane Lions,101,123,-22.0,224.0,handicap,ml,Geelong Cats,15.2,,,-12.5,-12.5,1.9,1.9,0.0,loss,market,5
2026,17,2026-07-02,Geelong Cats,Brisbane Lions,101,123,-22.0,224.0,handicap,market,no_move,,,,,,,,,,market,5
2026,17,2026-07-02,Geelong Cats,Brisbane Lions,101,123,-22.0,224.0,total,normal,over,197.2,,,173.5,167.5,1.87,1.9,-6.0,win,normal,5
2026,17,2026-07-02,Geelong Cats,Brisbane Lions,101,123,-22.0,224.0,total,ml,under,140.0,,,173.5,167.5,1.97,1.99,6.0,loss,normal,5
2026,17,2026-07-02,Geelong Cats,Brisbane Lions,101,123,-22.0,224.0,total,market,under,,,,173.5,167.5,1.97,1.99,6.0,loss,normal,5
2026,17,2026-07-03,Sydney Swans,Western Bulldogs,90,55,35.0,145.0,h2h,normal,Sydney Swans,,1.249,5.018,,,1.32,1.44,-0.0833,win,normal,5
2026,17,2026-07-03,Sydney Swans,Western Bulldogs,90,55,35.0,145.0,h2h,ml,Western Bulldogs,,2.145,1.874,,,3.2,2.8,0.1429,loss,normal,5
2026,17,2026-07-03,Sydney Swans,Western Bulldogs,90,55,35.0,145.0,h2h,market,Western Bulldogs,,,,,,3.2,2.8,0.1429,loss,normal,5
2026,17,2026-07-03,Sydney Swans,Western Bulldogs,90,55,35.0,145.0,handicap,normal,Sydney Swans,30.4,,,-19.5,-14.5,1.9,1.95,-5.0,win,normal,5
2026,17,2026-07-03,Sydney Swans,Western Bulldogs,90,55,35.0,145.0,handicap,ml,Western Bulldogs,16.4,,,19.5,14.5,1.9,1.85,5.0,loss,normal,5
2026,17,2026-07-03,Sydney Swans,Western Bulldogs,90,55,35.0,145.0,handicap,market,Western Bulldogs,,,,19.5,14.5,1.9,1.85,5.0,loss,normal,5
2026,17,2026-07-03,Sydney Swans,Western Bulldogs,90,55,35.0,145.0,total,normal,under,177.2,,,183.5,187.5,1.98,2.02,-4.0,win,tie,5
2026,17,2026-07-03,Sydney Swans,Western Bulldogs,90,55,35.0,145.0,total,ml,under,152.0,,,183.5,187.5,1.98,2.02,-4.0,win,tie,5
2026,17,2026-07-03,Sydney Swans,Western Bulldogs,90,55,35.0,145.0,total,market,over,,,,183.5,187.5,1.87,1.9,4.0,loss,tie,5
2026,17,2026-07-03,West Coast Eagles,Adelaide Crows,74,99,-25.0,173.0,h2h,normal,Adelaide Crows,,6.452,1.183,,,1.23,1.18,0.0424,win,tie,5
2026,17,2026-07-03,West Coast Eagles,Adelaide Crows,74,99,-25.0,173.0,h2h,ml,West Coast Eagles,,1.85,2.177,,,3.9,4.85,-0.1959,loss,tie,5
2026,17,2026-07-03,West Coast Eagles,Adelaide Crows,74,99,-25.0,173.0,h2h,market,Adelaide Crows,,,,,,1.23,1.18,0.0424,win,tie,5
2026,17,2026-07-03,West Coast Eagles,Adelaide Crows,74,99,-25.0,173.0,handicap,normal,Adelaide Crows,-36.5,,,-29.5,-29.5,1.9,1.9,0.0,loss,ml,5
2026,17,2026-07-03,West Coast Eagles,Adelaide Crows,74,99,-25.0,173.0,handicap,ml,West Coast Eagles,-18.2,,,29.5,29.5,1.9,1.9,0.0,win,ml,5
2026,17,2026-07-03,West Coast Eagles,Adelaide Crows,74,99,-25.0,173.0,handicap,market,no_move,,,,,,,,,,ml,5
2026,17,2026-07-03,West Coast Eagles,Adelaide Crows,74,99,-25.0,173.0,total,normal,under,151.8,,,172.5,170.5,1.99,1.99,2.0,loss,tie,5
2026,17,2026-07-03,West Coast Eagles,Adelaide Crows,74,99,-25.0,173.0,total,ml,under,165.0,,,172.5,170.5,1.99,1.99,2.0,loss,tie,5
2026,17,2026-07-03,West Coast Eagles,Adelaide Crows,74,99,-25.0,173.0,total,market,under,,,,172.5,170.5,1.99,1.99,2.0,loss,tie,5
