season,round,date,home_team,away_team,home_score,away_score,actual_margin_home,actual_total,market,signal,selection,model_number,model_home_fair_odds,model_away_fair_odds,open_number,close_number,open_odds,close_odds,clv,result,winner,bookmakers_surveyed
2026,13,2026-06-04,Adelaide Crows,Geelong Cats,75,74,1.0,149.0,h2h,normal,Geelong Cats,,2.339,1.747,,,1.54,1.5,0.0267,loss,tie,5
2026,13,2026-06-04,Adelaide Crows,Geelong Cats,75,74,1.0,149.0,h2h,ml,Geelong Cats,,2.374,1.728,,,1.54,1.5,0.0267,loss,tie,5
2026,13,2026-06-04,Adelaide Crows,Geelong Cats,75,74,1.0,149.0,h2h,market,Geelong Cats,,,,,,1.54,1.5,0.0267,loss,tie,5
2026,13,2026-06-04,Adelaide Crows,Geelong Cats,75,74,1.0,149.0,handicap,normal,Adelaide Crows,-6.6,,,8.5,11.5,1.9,1.9,-3.0,win,tie,5
2026,13,2026-06-04,Adelaide Crows,Geelong Cats,75,74,1.0,149.0,handicap,ml,Adelaide Crows,-2.9,,,8.5,11.5,1.9,1.9,-3.0,win,tie,5
2026,13,2026-06-04,Adelaide Crows,Geelong Cats,75,74,1.0,149.0,handicap,market,Geelong Cats,,,,-8.5,-11.5,1.9,1.9,3.0,loss,tie,5
2026,13,2026-06-04,Adelaide Crows,Geelong Cats,75,74,1.0,149.0,total,normal,over,192.0,,,165.5,166.5,1.87,1.9,1.0,loss,tie,5
2026,13,2026-06-04,Adelaide Crows,Geelong Cats,75,74,1.0,149.0,total,ml,over,176.1,,,165.5,166.5,1.87,1.9,1.0,loss,tie,5
2026,13,2026-06-04,Adelaide Crows,Geelong Cats,75,74,1.0,149.0,total,market,over,,,,165.5,166.5,1.87,1.9,1.0,loss,tie,5
2026,13,2026-06-05,Hawthorn Hawks,Western Bulldogs,71,77,-6.0,148.0,h2h,normal,Hawthorn Hawks,,1.164,7.082,,,1.32,1.5,-0.12,loss,market,5
2026,13,2026-06-05,Hawthorn Hawks,Western Bulldogs,71,77,-6.0,148.0,h2h,ml,Hawthorn Hawks,,1.146,7.831,,,1.32,1.5,-0.12,loss,market,5
2026,13,2026-06-05,Hawthorn Hawks,Western Bulldogs,71,77,-6.0,148.0,h2h,market,Western Bulldogs,,,,,,3.2,2.6,0.2308,win,market,5
2026,13,2026-06-05,Hawthorn Hawks,Western Bulldogs,71,77,-6.0,148.0,handicap,normal,Hawthorn Hawks,38.7,,,-22.5,-12.5,1.9,1.95,-10.0,loss,market,5
2026,13,2026-06-05,Hawthorn Hawks,Western Bulldogs,71,77,-6.0,148.0,handicap,ml,Hawthorn Hawks,32.3,,,-22.5,-12.5,1.9,1.95,-10.0,loss,market,5
2026,13,2026-06-05,Hawthorn Hawks,Western Bulldogs,71,77,-6.0,148.0,handicap,market,Western Bulldogs,,,,22.5,12.5,1.9,1.85,10.0,win,market,5
2026,13,2026-06-05,Hawthorn Hawks,Western Bulldogs,71,77,-6.0,148.0,total,normal,under,170.1,,,175.5,177.5,1.98,2.1,-2.0,win,tie,5
2026,13,2026-06-05,Hawthorn Hawks,Western Bulldogs,71,77,-6.0,148.0,total,ml,under,161.2,,,175.5,177.5,1.98,2.1,-2.0,win,tie,5
2026,13,2026-06-05,Hawthorn Hawks,Western Bulldogs,71,77,-6.0,148.0,total,market,over,,,,175.5,177.5,1.87,1.85,2.0,loss,tie,5
2026,13,2026-06-06,North Melbourne Kangaroos,Fremantle Dockers,31,155,-124.0,186.0,h2h,normal,Fremantle Dockers,,4.405,1.294,,,1.28,1.25,0.024,win,tie,5
2026,13,2026-06-06,North Melbourne Kangaroos,Fremantle Dockers,31,155,-124.0,186.0,h2h,ml,Fremantle Dockers,,47.17,1.022,,,1.28,1.25,0.024,win,tie,5
2026,13,2026-06-06,North Melbourne Kangaroos,Fremantle Dockers,31,155,-124.0,186.0,h2h,market,Fremantle Dockers,,,,,,1.28,1.25,0.024,win,tie,5
2026,13,2026-06-06,North Melbourne Kangaroos,Fremantle Dockers,31,155,-124.0,186.0,handicap,normal,Fremantle Dockers,-26.9,,,-25.5,-26.5,1.9,1.9,1.0,win,tie,5
2026,13,2026-06-06,North Melbourne Kangaroos,Fremantle Dockers,31,155,-124.0,186.0,handicap,ml,North Melbourne Kangaroos,-22.8,,,25.5,26.5,1.9,1.9,-1.0,loss,tie,5
2026,13,2026-06-06,North Melbourne Kangaroos,Fremantle Dockers,31,155,-124.0,186.0,handicap,market,Fremantle Dockers,,,,-25.5,-26.5,1.9,1.9,1.0,win,tie,5
2026,13,2026-06-06,North Melbourne Kangaroos,Fremantle Dockers,31,155,-124.0,186.0,total,normal,over,185.2,,,178.5,180.5,1.87,1.9,2.0,win,tie,5
2026,13,2026-06-06,North Melbourne Kangaroos,Fremantle Dockers,31,155,-124.0,186.0,total,ml,under,155.8,,,178.5,180.5,2.0,2.04,-2.0,loss,tie,5
2026,13,2026-06-06,North Melbourne Kangaroos,Fremantle Dockers,31,155,-124.0,186.0,total,market,over,,,,178.5,180.5,1.87,1.9,2.0,win,tie,5
2026,13,2026-06-06,Gold Coast Suns,Brisbane Lions,75,106,-31.0,181.0,h2h,normal,Gold Coast Suns,,1.697,2.434,,,1.72,1.5,0.1467,loss,tie,5
2026,13,2026-06-06,Gold Coast Suns,Brisbane Lions,75,106,-31.0,181.0,h2h,ml,Gold Coast Suns,,1.452,3.212,,,1.72,1.5,0.1467,loss,tie,5
2026,13,2026-06-06,Gold Coast Suns,Brisbane Lions,75,106,-31.0,181.0,h2h,market,Gold Coast Suns,,,,,,1.72,1.5,0.1467,loss,tie,5
2026,13,2026-06-06,Gold Coast Suns,Brisbane Lions,75,106,-31.0,181.0,handicap,normal,Brisbane Lions,8.1,,,8.5,13.5,1.9,1.9,-5.0,win,tie,5
2026,13,2026-06-06,Gold Coast Suns,Brisbane Lions,75,106,-31.0,181.0,handicap,ml,Brisbane Lions,2.2,,,8.5,13.5,1.9,1.9,-5.0,win,tie,5
