model,Date,HomeTeam,AwayTeam,Referee,selection,model_probability,odds,ev,threshold,official_total_yellow_cards,footiqo_total_yellow_cards,yellow_total_match,official_win,footiqo_win
baseline,2025-12-21,Aston Villa,Man United,M Oliver,Under 3.5,0.5750110400968822,2.26,0.2995249506189537,0.2,3,3,True,1,1
baseline,2025-12-27,Liverpool,Wolves,S Hooper,Under 3.5,0.597254559156857,2.19,0.3079874845535169,0.0,1,1,True,1,1
baseline,2025-12-27,Liverpool,Wolves,S Hooper,Under 3.5,0.597254559156857,2.19,0.3079874845535169,0.05,1,1,True,1,1
baseline,2025-12-27,Liverpool,Wolves,S Hooper,Under 3.5,0.597254559156857,2.19,0.3079874845535169,0.08,1,1,True,1,1
baseline,2025-12-27,Liverpool,Wolves,S Hooper,Under 3.5,0.597254559156857,2.19,0.3079874845535169,0.1,1,1,True,1,1
baseline,2025-12-27,Liverpool,Wolves,S Hooper,Under 3.5,0.597254559156857,2.19,0.3079874845535169,0.2,1,1,True,1,1
baseline,2025-12-27,West Ham,Fulham,C Kavanagh,Under 3.5,0.5742342761188235,2.03,0.16569558052121147,0.0,4,4,True,0,0
baseline,2025-12-27,West Ham,Fulham,C Kavanagh,Under 3.5,0.5742342761188235,2.03,0.16569558052121147,0.05,4,4,True,0,0
baseline,2025-12-27,West Ham,Fulham,C Kavanagh,Under 3.5,0.5742342761188235,2.03,0.16569558052121147,0.08,4,4,True,0,0
baseline,2025-12-27,West Ham,Fulham,C Kavanagh,Under 3.5,0.5742342761188235,2.03,0.16569558052121147,0.1,4,4,True,0,0
baseline,2025-12-30,Nott'm Forest,Everton,M Oliver,Under 3.5,0.5772675020398232,1.94,0.11989895395725703,0.0,1,1,True,1,1
baseline,2025-12-30,Nott'm Forest,Everton,M Oliver,Under 3.5,0.5772675020398232,1.94,0.11989895395725703,0.05,1,1,True,1,1
baseline,2025-12-30,Nott'm Forest,Everton,M Oliver,Under 3.5,0.5772675020398232,1.94,0.11989895395725703,0.08,1,1,True,1,1
baseline,2025-12-30,Nott'm Forest,Everton,M Oliver,Under 3.5,0.5772675020398232,1.94,0.11989895395725703,0.1,1,1,True,1,1
baseline,2025-12-30,West Ham,Brighton,M Salisbury,Under 3.5,0.570636788530025,1.89,0.07850353032174717,0.0,8,8,True,0,0
baseline,2025-12-30,West Ham,Brighton,M Salisbury,Under 3.5,0.570636788530025,1.89,0.07850353032174717,0.05,8,8,True,0,0
baseline,2026-01-01,Brentford,Tottenham,A Madley,Under 3.5,0.5844288432114738,1.94,0.13379195583025916,0.0,3,3,True,1,1
baseline,2026-01-01,Brentford,Tottenham,A Madley,Under 3.5,0.5844288432114738,1.94,0.13379195583025916,0.05,3,3,True,1,1
baseline,2026-01-01,Brentford,Tottenham,A Madley,Under 3.5,0.5844288432114738,1.94,0.13379195583025916,0.08,3,3,True,1,1
baseline,2026-01-01,Brentford,Tottenham,A Madley,Under 3.5,0.5844288432114738,1.94,0.13379195583025916,0.1,3,3,True,1,1
baseline,2026-01-01,Liverpool,Leeds,C Kavanagh,Under 3.5,0.5979254607334643,1.8,0.07626582932023585,0.0,2,2,True,1,1
baseline,2026-01-01,Liverpool,Leeds,C Kavanagh,Under 3.5,0.5979254607334643,1.8,0.07626582932023585,0.05,2,2,True,1,1
baseline,2026-01-03,Bournemouth,Arsenal,C Kavanagh,Under 3.5,0.606127329154208,2.03,0.23043847818304197,0.0,4,4,True,0,0
baseline,2026-01-03,Bournemouth,Arsenal,C Kavanagh,Under 3.5,0.606127329154208,2.03,0.23043847818304197,0.05,4,4,True,0,0
baseline,2026-01-03,Bournemouth,Arsenal,C Kavanagh,Under 3.5,0.606127329154208,2.03,0.23043847818304197,0.08,4,4,True,0,0
baseline,2026-01-03,Bournemouth,Arsenal,C Kavanagh,Under 3.5,0.606127329154208,2.03,0.23043847818304197,0.1,4,4,True,0,0
baseline,2026-01-03,Bournemouth,Arsenal,C Kavanagh,Under 3.5,0.606127329154208,2.03,0.23043847818304197,0.2,4,4,True,0,0
baseline,2026-01-04,Man City,Chelsea,M Oliver,Under 3.5,0.6747570429006335,2.29,0.5451936282424508,0.0,6,6,True,0,0
baseline,2026-01-04,Man City,Chelsea,M Oliver,Under 3.5,0.6747570429006335,2.29,0.5451936282424508,0.05,6,6,True,0,0
baseline,2026-01-04,Man City,Chelsea,M Oliver,Under 3.5,0.6747570429006335,2.29,0.5451936282424508,0.08,6,6,True,0,0
baseline,2026-01-04,Man City,Chelsea,M Oliver,Under 3.5,0.6747570429006335,2.29,0.5451936282424508,0.1,6,6,True,0,0
baseline,2026-01-04,Man City,Chelsea,M Oliver,Under 3.5,0.6747570429006335,2.29,0.5451936282424508,0.2,6,6,True,0,0
baseline,2026-01-07,Man City,Brighton,T Bramall,Under 3.5,0.6133525802563145,1.94,0.18990400569725008,0.0,7,7,True,0,0
baseline,2026-01-07,Man City,Brighton,T Bramall,Under 3.5,0.6133525802563145,1.94,0.18990400569725008,0.05,7,7,True,0,0
baseline,2026-01-07,Man City,Brighton,T Bramall,Under 3.5,0.6133525802563145,1.94,0.18990400569725008,0.08,7,7,True,0,0
baseline,2026-01-07,Man City,Brighton,T Bramall,Under 3.5,0.6133525802563145,1.94,0.18990400569725008,0.1,7,7,True,0,0
baseline,2026-01-08,Arsenal,Liverpool,A Taylor,Under 3.5,0.6718292166347462,2.29,0.5384889060935687,0.0,4,4,True,0,0
baseline,2026-01-08,Arsenal,Liverpool,A Taylor,Under 3.5,0.6718292166347462,2.29,0.5384889060935687,0.05,4,4,True,0,0
baseline,2026-01-08,Arsenal,Liverpool,A Taylor,Under 3.5,0.6718292166347462,2.29,0.5384889060935687,0.08,4,4,True,0,0
baseline,2026-01-08,Arsenal,Liverpool,A Taylor,Under 3.5,0.6718292166347462,2.29,0.5384889060935687,0.1,4,4,True,0,0
baseline,2026-01-08,Arsenal,Liverpool,A Taylor,Under 3.5,0.6718292166347462,2.29,0.5384889060935687,0.2,4,4,True,0,0
baseline,2026-01-17,Man United,Man City,A Taylor,Under 3.5,0.60157459648599,2.21,0.3294798582340379,0.0,5,5,True,0,0
baseline,2026-01-17,Man United,Man City,A Taylor,Under 3.5,0.60157459648599,2.21,0.3294798582340379,0.05,5,5,True,0,0
baseline,2026-01-17,Man United,Man City,A Taylor,Under 3.5,0.60157459648599,2.21,0.3294798582340379,0.08,5,5,True,0,0
baseline,2026-01-17,Man United,Man City,A Taylor,Under 3.5,0.60157459648599,2.21,0.3294798582340379,0.1,5,5,True,0,0
baseline,2026-01-17,Man United,Man City,A Taylor,Under 3.5,0.60157459648599,2.21,0.3294798582340379,0.2,5,5,True,0,0
baseline,2026-01-19,Brighton,Bournemouth,P Tierney,Under 3.5,0.5986487102815117,2.41,0.44274339177844313,0.0,5,5,True,0,0
baseline,2026-01-19,Brighton,Bournemouth,P Tierney,Under 3.5,0.5986487102815117,2.41,0.44274339177844313,0.05,5,5,True,0,0
baseline,2026-01-19,Brighton,Bournemouth,P Tierney,Under 3.5,0.5986487102815117,2.41,0.44274339177844313,0.08,5,5,True,0,0
baseline,2026-01-19,Brighton,Bournemouth,P Tierney,Under 3.5,0.5986487102815117,2.41,0.44274339177844313,0.1,5,5,True,0,0
baseline,2026-01-19,Brighton,Bournemouth,P Tierney,Under 3.5,0.5986487102815117,2.41,0.44274339177844313,0.2,5,5,True,0,0
baseline,2026-01-24,Bournemouth,Liverpool,M Salisbury,Under 3.5,0.5883585759030889,2.24,0.31792321002291923,0.0,2,2,True,1,1
baseline,2026-01-24,Bournemouth,Liverpool,M Salisbury,Under 3.5,0.5883585759030889,2.24,0.31792321002291923,0.05,2,2,True,1,1
baseline,2026-01-24,Bournemouth,Liverpool,M Salisbury,Under 3.5,0.5883585759030889,2.24,0.31792321002291923,0.08,2,2,True,1,1
baseline,2026-01-24,Bournemouth,Liverpool,M Salisbury,Under 3.5,0.5883585759030889,2.24,0.31792321002291923,0.1,2,2,True,1,1
baseline,2026-01-24,Bournemouth,Liverpool,M Salisbury,Under 3.5,0.5883585759030889,2.24,0.31792321002291923,0.2,2,2,True,1,1
baseline,2026-01-24,Fulham,Brighton,M Oliver,Under 3.5,0.6015073912705087,1.91,0.14887911732667147,0.0,2,2,True,1,1
baseline,2026-01-24,Fulham,Brighton,M Oliver,Under 3.5,0.6015073912705087,1.91,0.14887911732667147,0.05,2,2,True,1,1
baseline,2026-01-24,Fulham,Brighton,M Oliver,Under 3.5,0.6015073912705087,1.91,0.14887911732667147,0.08,2,2,True,1,1
baseline,2026-01-24,Fulham,Brighton,M Oliver,Under 3.5,0.6015073912705087,1.91,0.14887911732667147,0.1,2,2,True,1,1
baseline,2026-01-25,Arsenal,Man United,C Pawson,Under 3.5,0.5734948855808519,1.84,0.05523058946876769,0.0,2,2,True,1,1
baseline,2026-01-25,Arsenal,Man United,C Pawson,Under 3.5,0.5734948855808519,1.84,0.05523058946876769,0.05,2,2,True,1,1
baseline,2026-01-31,Brighton,Everton,C Kavanagh,Under 3.5,0.5887231722517958,2.35,0.3834994547917203,0.0,3,3,True,1,1
baseline,2026-01-31,Brighton,Everton,C Kavanagh,Under 3.5,0.5887231722517958,2.35,0.3834994547917203,0.05,3,3,True,1,1
baseline,2026-01-31,Brighton,Everton,C Kavanagh,Under 3.5,0.5887231722517958,2.35,0.3834994547917203,0.08,3,3,True,1,1
baseline,2026-01-31,Brighton,Everton,C Kavanagh,Under 3.5,0.5887231722517958,2.35,0.3834994547917203,0.1,3,3,True,1,1
baseline,2026-01-31,Brighton,Everton,C Kavanagh,Under 3.5,0.5887231722517958,2.35,0.3834994547917203,0.2,3,3,True,1,1
baseline,2026-01-31,Chelsea,West Ham,A Taylor,Under 3.5,0.5792102802249997,2.35,0.36114415852874915,0.0,5,5,True,0,0
baseline,2026-01-31,Chelsea,West Ham,A Taylor,Under 3.5,0.5792102802249997,2.35,0.36114415852874915,0.05,5,5,True,0,0
baseline,2026-01-31,Chelsea,West Ham,A Taylor,Under 3.5,0.5792102802249997,2.35,0.36114415852874915,0.08,5,5,True,0,0
baseline,2026-01-31,Chelsea,West Ham,A Taylor,Under 3.5,0.5792102802249997,2.35,0.36114415852874915,0.1,5,5,True,0,0
baseline,2026-01-31,Chelsea,West Ham,A Taylor,Under 3.5,0.5792102802249997,2.35,0.36114415852874915,0.2,5,5,True,0,0
baseline,2026-01-31,Liverpool,Newcastle,S Hooper,Under 3.5,0.6443997032748225,2.26,0.4563433294010988,0.0,4,4,True,0,0
baseline,2026-01-31,Liverpool,Newcastle,S Hooper,Under 3.5,0.6443997032748225,2.26,0.4563433294010988,0.05,4,4,True,0,0
baseline,2026-01-31,Liverpool,Newcastle,S Hooper,Under 3.5,0.6443997032748225,2.26,0.4563433294010988,0.08,4,4,True,0,0
baseline,2026-01-31,Liverpool,Newcastle,S Hooper,Under 3.5,0.6443997032748225,2.26,0.4563433294010988,0.1,4,4,True,0,0
baseline,2026-01-31,Liverpool,Newcastle,S Hooper,Under 3.5,0.6443997032748225,2.26,0.4563433294010988,0.2,4,4,True,0,0
baseline,2026-01-31,Wolves,Bournemouth,M Oliver,Under 3.5,0.5982657939125511,2.76,0.6512135911986408,0.0,6,6,True,0,0
baseline,2026-01-31,Wolves,Bournemouth,M Oliver,Under 3.5,0.5982657939125511,2.76,0.6512135911986408,0.05,6,6,True,0,0
baseline,2026-01-31,Wolves,Bournemouth,M Oliver,Under 3.5,0.5982657939125511,2.76,0.6512135911986408,0.08,6,6,True,0,0
baseline,2026-01-31,Wolves,Bournemouth,M Oliver,Under 3.5,0.5982657939125511,2.76,0.6512135911986408,0.1,6,6,True,0,0
baseline,2026-01-31,Wolves,Bournemouth,M Oliver,Under 3.5,0.5982657939125511,2.76,0.6512135911986408,0.2,6,6,True,0,0
baseline,2026-02-01,Man United,Fulham,J Brooks,Over 3.5,0.615663081185271,1.64,0.009687453143844449,0.0,3,3,True,0,0
baseline,2026-02-06,Leeds,Nott'm Forest,P Bankes,Over 3.5,0.6014115160447521,1.9,0.14268188048502894,0.0,2,2,True,0,0
baseline,2026-02-06,Leeds,Nott'm Forest,P Bankes,Over 3.5,0.6014115160447521,1.9,0.14268188048502894,0.05,2,2,True,0,0
baseline,2026-02-06,Leeds,Nott'm Forest,P Bankes,Over 3.5,0.6014115160447521,1.9,0.14268188048502894,0.08,2,2,True,0,0
baseline,2026-02-06,Leeds,Nott'm Forest,P Bankes,Over 3.5,0.6014115160447521,1.9,0.14268188048502894,0.1,2,2,True,0,0
baseline,2026-02-07,Man United,Tottenham,M Oliver,Under 3.5,0.5953475402166086,2.26,0.34548544088953537,0.0,3,3,True,1,1
baseline,2026-02-07,Man United,Tottenham,M Oliver,Under 3.5,0.5953475402166086,2.26,0.34548544088953537,0.05,3,3,True,1,1
baseline,2026-02-07,Man United,Tottenham,M Oliver,Under 3.5,0.5953475402166086,2.26,0.34548544088953537,0.08,3,3,True,1,1
baseline,2026-02-07,Man United,Tottenham,M Oliver,Under 3.5,0.5953475402166086,2.26,0.34548544088953537,0.1,3,3,True,1,1
baseline,2026-02-07,Man United,Tottenham,M Oliver,Under 3.5,0.5953475402166086,2.26,0.34548544088953537,0.2,3,3,True,1,1
baseline,2026-02-07,Newcastle,Brentford,A Madley,Under 3.5,0.617331557889243,1.74,0.07415691072728281,0.0,4,4,True,0,0
baseline,2026-02-07,Newcastle,Brentford,A Madley,Under 3.5,0.617331557889243,1.74,0.07415691072728281,0.05,4,4,True,0,0
baseline,2026-02-08,Liverpool,Man City,C Pawson,Under 3.5,0.6916850684263153,1.94,0.3418690327470515,0.0,6,6,True,0,0
baseline,2026-02-08,Liverpool,Man City,C Pawson,Under 3.5,0.6916850684263153,1.94,0.3418690327470515,0.05,6,6,True,0,0
baseline,2026-02-08,Liverpool,Man City,C Pawson,Under 3.5,0.6916850684263153,1.94,0.3418690327470515,0.08,6,6,True,0,0
baseline,2026-02-08,Liverpool,Man City,C Pawson,Under 3.5,0.6916850684263153,1.94,0.3418690327470515,0.1,6,6,True,0,0
baseline,2026-02-08,Liverpool,Man City,C Pawson,Under 3.5,0.6916850684263153,1.94,0.3418690327470515,0.2,6,6,True,0,0
baseline,2026-02-10,Everton,Bournemouth,A Madley,Under 3.5,0.5955466012983515,2.07,0.23278146468758742,0.0,4,4,True,0,0
baseline,2026-02-10,Everton,Bournemouth,A Madley,Under 3.5,0.5955466012983515,2.07,0.23278146468758742,0.05,4,4,True,0,0
baseline,2026-02-10,Everton,Bournemouth,A Madley,Under 3.5,0.5955466012983515,2.07,0.23278146468758742,0.08,4,4,True,0,0
baseline,2026-02-10,Everton,Bournemouth,A Madley,Under 3.5,0.5955466012983515,2.07,0.23278146468758742,0.1,4,4,True,0,0
baseline,2026-02-10,Everton,Bournemouth,A Madley,Under 3.5,0.5955466012983515,2.07,0.23278146468758742,0.2,4,4,True,0,0
baseline,2026-02-11,Sunderland,Liverpool,C Kavanagh,Under 3.5,0.6035312151084944,2.24,0.3519099218430275,0.0,1,1,True,1,1
baseline,2026-02-11,Sunderland,Liverpool,C Kavanagh,Under 3.5,0.6035312151084944,2.24,0.3519099218430275,0.05,1,1,True,1,1
baseline,2026-02-11,Sunderland,Liverpool,C Kavanagh,Under 3.5,0.6035312151084944,2.24,0.3519099218430275,0.08,1,1,True,1,1
baseline,2026-02-11,Sunderland,Liverpool,C Kavanagh,Under 3.5,0.6035312151084944,2.24,0.3519099218430275,0.1,1,1,True,1,1
baseline,2026-02-11,Sunderland,Liverpool,C Kavanagh,Under 3.5,0.6035312151084944,2.24,0.3519099218430275,0.2,1,1,True,1,1
baseline,2026-02-18,Wolves,Arsenal,P Tierney,Under 3.5,0.6013880096968076,1.74,0.04641513687244525,0.0,3,3,True,1,1
baseline,2026-02-21,Man City,Newcastle,T Bramall,Under 3.5,0.6080402254255008,1.97,0.1978392440882366,0.0,7,7,True,0,0
baseline,2026-02-21,Man City,Newcastle,T Bramall,Under 3.5,0.6080402254255008,1.97,0.1978392440882366,0.05,7,7,True,0,0
baseline,2026-02-21,Man City,Newcastle,T Bramall,Under 3.5,0.6080402254255008,1.97,0.1978392440882366,0.08,7,7,True,0,0
baseline,2026-02-21,Man City,Newcastle,T Bramall,Under 3.5,0.6080402254255008,1.97,0.1978392440882366,0.1,7,7,True,0,0
baseline,2026-02-22,Nott'm Forest,Liverpool,A Taylor,Under 3.5,0.5937911323136587,1.8,0.06882403816458571,0.0,2,2,True,1,1
baseline,2026-02-22,Nott'm Forest,Liverpool,A Taylor,Under 3.5,0.5937911323136587,1.8,0.06882403816458571,0.05,2,2,True,1,1
baseline,2026-02-28,Liverpool,West Ham,T Robinson,Under 3.5,0.5855357115799267,1.86,0.08909642353866376,0.0,4,4,True,0,0
baseline,2026-02-28,Liverpool,West Ham,T Robinson,Under 3.5,0.5855357115799267,1.86,0.08909642353866376,0.05,4,4,True,0,0
baseline,2026-02-28,Liverpool,West Ham,T Robinson,Under 3.5,0.5855357115799267,1.86,0.08909642353866376,0.08,4,4,True,0,0
baseline,2026-03-03,Wolves,Liverpool,T Bramall,Under 3.5,0.5728954568927693,1.89,0.082772413527334,0.0,3,3,True,1,1
baseline,2026-03-03,Wolves,Liverpool,T Bramall,Under 3.5,0.5728954568927693,1.89,0.082772413527334,0.05,3,3,True,1,1
baseline,2026-03-03,Wolves,Liverpool,T Bramall,Under 3.5,0.5728954568927693,1.89,0.082772413527334,0.08,3,3,True,1,1
baseline,2026-03-04,Brighton,Arsenal,C Kavanagh,Under 3.5,0.6254175474057813,2.0,0.2508350948115625,0.0,5,5,True,0,0
baseline,2026-03-04,Brighton,Arsenal,C Kavanagh,Under 3.5,0.6254175474057813,2.0,0.2508350948115625,0.05,5,5,True,0,0
baseline,2026-03-04,Brighton,Arsenal,C Kavanagh,Under 3.5,0.6254175474057813,2.0,0.2508350948115625,0.08,5,5,True,0,0
baseline,2026-03-04,Brighton,Arsenal,C Kavanagh,Under 3.5,0.6254175474057813,2.0,0.2508350948115625,0.1,5,5,True,0,0
baseline,2026-03-04,Brighton,Arsenal,C Kavanagh,Under 3.5,0.6254175474057813,2.0,0.2508350948115625,0.2,5,5,True,0,0
baseline,2026-03-05,Tottenham,Crystal Palace,A Madley,Under 3.5,0.5905823049812842,2.48,0.4646441163535848,0.0,5,5,True,0,0
baseline,2026-03-05,Tottenham,Crystal Palace,A Madley,Under 3.5,0.5905823049812842,2.48,0.4646441163535848,0.05,5,5,True,0,0
baseline,2026-03-05,Tottenham,Crystal Palace,A Madley,Under 3.5,0.5905823049812842,2.48,0.4646441163535848,0.08,5,5,True,0,0
baseline,2026-03-05,Tottenham,Crystal Palace,A Madley,Under 3.5,0.5905823049812842,2.48,0.4646441163535848,0.1,5,5,True,0,0
baseline,2026-03-05,Tottenham,Crystal Palace,A Madley,Under 3.5,0.5905823049812842,2.48,0.4646441163535848,0.2,5,5,True,0,0
baseline,2026-03-14,Arsenal,Everton,A Madley,Under 3.5,0.6421976030448673,1.74,0.11742382929806916,0.0,0,0,True,1,1
baseline,2026-03-14,Arsenal,Everton,A Madley,Under 3.5,0.6421976030448673,1.74,0.11742382929806916,0.05,0,0,True,1,1
baseline,2026-03-14,Arsenal,Everton,A Madley,Under 3.5,0.6421976030448673,1.74,0.11742382929806916,0.08,0,0,True,1,1
baseline,2026-03-14,Arsenal,Everton,A Madley,Under 3.5,0.6421976030448673,1.74,0.11742382929806916,0.1,0,0,True,1,1
baseline,2026-03-14,Chelsea,Newcastle,P Tierney,Under 3.5,0.6072182380540327,3.25,0.9734592736756065,0.0,4,4,True,0,0
baseline,2026-03-14,Chelsea,Newcastle,P Tierney,Under 3.5,0.6072182380540327,3.25,0.9734592736756065,0.05,4,4,True,0,0
baseline,2026-03-14,Chelsea,Newcastle,P Tierney,Under 3.5,0.6072182380540327,3.25,0.9734592736756065,0.08,4,4,True,0,0
baseline,2026-03-14,Chelsea,Newcastle,P Tierney,Under 3.5,0.6072182380540327,3.25,0.9734592736756065,0.1,4,4,True,0,0
baseline,2026-03-14,Chelsea,Newcastle,P Tierney,Under 3.5,0.6072182380540327,3.25,0.9734592736756065,0.2,4,4,True,0,0
baseline,2026-03-14,West Ham,Man City,M Oliver,Under 3.5,0.7106189647273756,1.6,0.13699034356380113,0.0,4,4,True,0,0
baseline,2026-03-14,West Ham,Man City,M Oliver,Under 3.5,0.7106189647273756,1.6,0.13699034356380113,0.05,4,4,True,0,0
baseline,2026-03-14,West Ham,Man City,M Oliver,Under 3.5,0.7106189647273756,1.6,0.13699034356380113,0.08,4,4,True,0,0
baseline,2026-03-14,West Ham,Man City,M Oliver,Under 3.5,0.7106189647273756,1.6,0.13699034356380113,0.1,4,4,True,0,0
baseline,2026-03-15,Liverpool,Tottenham,C Kavanagh,Under 3.5,0.6411689712802445,2.24,0.43621849566774795,0.0,0,0,True,1,1
baseline,2026-03-15,Liverpool,Tottenham,C Kavanagh,Under 3.5,0.6411689712802445,2.24,0.43621849566774795,0.05,0,0,True,1,1
baseline,2026-03-15,Liverpool,Tottenham,C Kavanagh,Under 3.5,0.6411689712802445,2.24,0.43621849566774795,0.08,0,0,True,1,1
baseline,2026-03-15,Liverpool,Tottenham,C Kavanagh,Under 3.5,0.6411689712802445,2.24,0.43621849566774795,0.1,0,0,True,1,1
baseline,2026-03-15,Liverpool,Tottenham,C Kavanagh,Under 3.5,0.6411689712802445,2.24,0.43621849566774795,0.2,0,0,True,1,1
baseline,2026-03-15,Nott'm Forest,Fulham,S Barrott,Over 3.5,0.570315893389286,1.9,0.08360019743964342,0.0,5,5,True,1,1
baseline,2026-03-15,Nott'm Forest,Fulham,S Barrott,Over 3.5,0.570315893389286,1.9,0.08360019743964342,0.05,5,5,True,1,1
baseline,2026-03-15,Nott'm Forest,Fulham,S Barrott,Over 3.5,0.570315893389286,1.9,0.08360019743964342,0.08,5,5,True,1,1
baseline,2026-03-21,Brighton,Liverpool,D England,Under 3.5,0.6005531765773894,2.36,0.41730549672263884,0.0,10,10,True,0,0
baseline,2026-03-21,Brighton,Liverpool,D England,Under 3.5,0.6005531765773894,2.36,0.41730549672263884,0.05,10,10,True,0,0
baseline,2026-03-21,Brighton,Liverpool,D England,Under 3.5,0.6005531765773894,2.36,0.41730549672263884,0.08,10,10,True,0,0
baseline,2026-03-21,Brighton,Liverpool,D England,Under 3.5,0.6005531765773894,2.36,0.41730549672263884,0.1,10,10,True,0,0
baseline,2026-03-21,Brighton,Liverpool,D England,Under 3.5,0.6005531765773894,2.36,0.41730549672263884,0.2,10,10,True,0,0
baseline,2026-03-22,Aston Villa,West Ham,P Tierney,Under 3.5,0.5901304011582043,2.0,0.1802608023164085,0.0,1,1,True,1,1
baseline,2026-03-22,Aston Villa,West Ham,P Tierney,Under 3.5,0.5901304011582043,2.0,0.1802608023164085,0.05,1,1,True,1,1
baseline,2026-03-22,Aston Villa,West Ham,P Tierney,Under 3.5,0.5901304011582043,2.0,0.1802608023164085,0.08,1,1,True,1,1
baseline,2026-03-22,Aston Villa,West Ham,P Tierney,Under 3.5,0.5901304011582043,2.0,0.1802608023164085,0.1,1,1,True,1,1
baseline,2026-03-22,Tottenham,Nott'm Forest,M Oliver,Under 3.5,0.5752851945782922,2.81,0.6165513967650011,0.0,3,3,True,1,1
baseline,2026-03-22,Tottenham,Nott'm Forest,M Oliver,Under 3.5,0.5752851945782922,2.81,0.6165513967650011,0.05,3,3,True,1,1
baseline,2026-03-22,Tottenham,Nott'm Forest,M Oliver,Under 3.5,0.5752851945782922,2.81,0.6165513967650011,0.08,3,3,True,1,1
baseline,2026-03-22,Tottenham,Nott'm Forest,M Oliver,Under 3.5,0.5752851945782922,2.81,0.6165513967650011,0.1,3,3,True,1,1
baseline,2026-03-22,Tottenham,Nott'm Forest,M Oliver,Under 3.5,0.5752851945782922,2.81,0.6165513967650011,0.2,3,3,True,1,1
baseline,2026-04-11,Arsenal,Bournemouth,M Oliver,Under 3.5,0.6572644665066554,1.6,0.05162314641064869,0.0,4,4,True,0,0
baseline,2026-04-11,Arsenal,Bournemouth,M Oliver,Under 3.5,0.6572644665066554,1.6,0.05162314641064869,0.05,4,4,True,0,0
baseline,2026-04-11,Liverpool,Fulham,A Taylor,Under 3.5,0.6021957305386703,1.83,0.10201818688576658,0.0,0,0,True,1,1
baseline,2026-04-11,Liverpool,Fulham,A Taylor,Under 3.5,0.6021957305386703,1.83,0.10201818688576658,0.05,0,0,True,1,1
baseline,2026-04-11,Liverpool,Fulham,A Taylor,Under 3.5,0.6021957305386703,1.83,0.10201818688576658,0.08,0,0,True,1,1
baseline,2026-04-11,Liverpool,Fulham,A Taylor,Under 3.5,0.6021957305386703,1.83,0.10201818688576658,0.1,0,0,True,1,1
baseline,2026-04-12,Chelsea,Man City,C Kavanagh,Under 3.5,0.6277521639183095,3.2,1.0088069245385904,0.0,4,4,True,0,0
baseline,2026-04-12,Chelsea,Man City,C Kavanagh,Under 3.5,0.6277521639183095,3.2,1.0088069245385904,0.05,4,4,True,0,0
baseline,2026-04-12,Chelsea,Man City,C Kavanagh,Under 3.5,0.6277521639183095,3.2,1.0088069245385904,0.08,4,4,True,0,0
baseline,2026-04-12,Chelsea,Man City,C Kavanagh,Under 3.5,0.6277521639183095,3.2,1.0088069245385904,0.1,4,4,True,0,0
baseline,2026-04-12,Chelsea,Man City,C Kavanagh,Under 3.5,0.6277521639183095,3.2,1.0088069245385904,0.2,4,4,True,0,0
baseline,2026-04-12,Crystal Palace,Newcastle,A Madley,Under 3.5,0.6190861515597845,2.34,0.44866159464989575,0.0,3,3,True,1,1
baseline,2026-04-12,Crystal Palace,Newcastle,A Madley,Under 3.5,0.6190861515597845,2.34,0.44866159464989575,0.05,3,3,True,1,1
baseline,2026-04-12,Crystal Palace,Newcastle,A Madley,Under 3.5,0.6190861515597845,2.34,0.44866159464989575,0.08,3,3,True,1,1
baseline,2026-04-12,Crystal Palace,Newcastle,A Madley,Under 3.5,0.6190861515597845,2.34,0.44866159464989575,0.1,3,3,True,1,1
baseline,2026-04-12,Crystal Palace,Newcastle,A Madley,Under 3.5,0.6190861515597845,2.34,0.44866159464989575,0.2,3,3,True,1,1
baseline,2026-04-18,Chelsea,Man United,M Oliver,Under 3.5,0.6004920739114523,3.24,0.9455943194731056,0.0,4,4,True,0,0
baseline,2026-04-18,Chelsea,Man United,M Oliver,Under 3.5,0.6004920739114523,3.24,0.9455943194731056,0.05,4,4,True,0,0
baseline,2026-04-18,Chelsea,Man United,M Oliver,Under 3.5,0.6004920739114523,3.24,0.9455943194731056,0.08,4,4,True,0,0
baseline,2026-04-18,Chelsea,Man United,M Oliver,Under 3.5,0.6004920739114523,3.24,0.9455943194731056,0.1,4,4,True,0,0
baseline,2026-04-18,Chelsea,Man United,M Oliver,Under 3.5,0.6004920739114523,3.24,0.9455943194731056,0.2,4,4,True,0,0
baseline,2026-04-19,Everton,Liverpool,C Kavanagh,Under 3.5,0.6636211101892087,3.59,1.382399785579259,0.0,2,2,True,1,1
baseline,2026-04-19,Everton,Liverpool,C Kavanagh,Under 3.5,0.6636211101892087,3.59,1.382399785579259,0.05,2,2,True,1,1
baseline,2026-04-19,Everton,Liverpool,C Kavanagh,Under 3.5,0.6636211101892087,3.59,1.382399785579259,0.08,2,2,True,1,1
baseline,2026-04-19,Everton,Liverpool,C Kavanagh,Under 3.5,0.6636211101892087,3.59,1.382399785579259,0.1,2,2,True,1,1
baseline,2026-04-19,Everton,Liverpool,C Kavanagh,Under 3.5,0.6636211101892087,3.59,1.382399785579259,0.2,2,2,True,1,1
baseline,2026-04-19,Man City,Arsenal,A Taylor,Under 3.5,0.659257692422397,2.3,0.5162926925715128,0.0,4,4,True,0,0
