season,match_id,p_model,market_prob,p_blend,bet,edge,odds,actual,profit
2025-26,ucl-2025-26-023,0.8615713139953428,0.601010101010101,0.731290707502722,Over,0.13028060649262097,1.58,Over,0.5800000000000001
2025-26,ucl-2025-26-024,0.6102692196523298,0.5637755102040817,0.5870223649282058,Over,0.023246854724124133,1.71,Over,0.71
2025-26,ucl-2025-26-025,0.6847366900101453,0.7470119521912351,0.7158743211006902,Under,0.03113763109054485,3.75,Over,-1
2025-26,ucl-2025-26-026,0.7293790720806201,0.5412371134020618,0.635308092741341,Over,0.09407097933927921,1.78,Under,-1
2025-26,ucl-2025-26-027,0.6948669598355447,0.6547619047619047,0.6748144322987246,Over,0.020052527536819964,1.45,Over,0.44999999999999996
2025-26,ucl-2025-26-028,0.41876316952145154,0.4922279792746114,0.45549557439803146,Under,0.036732404876579916,1.9,Under,0.8999999999999999
2025-26,ucl-2025-26-029,0.22685596564462623,0.524547803617571,0.37570188463109866,Under,0.14884591898647237,2.03,Over,-1
2025-26,ucl-2025-26-030,0.5804033194253894,0.49481865284974097,0.5376109861375652,Over,0.042792333287824225,1.95,Over,0.95
2025-26,ucl-2025-26-031,0.9059967288482695,0.7203389830508474,0.8131678559495585,Over,0.09282887289871111,1.32,Over,0.32000000000000006
2025-26,ucl-2025-26-032,0.9316624713986948,0.7170212765957447,0.8243418739972197,Over,0.10732059740147504,1.33,Over,0.33000000000000007
2025-26,ucl-2025-26-033,0.7871433246123375,0.6203473945409429,0.7037453595766402,Over,0.0833979650356973,1.53,Under,-1
2025-26,ucl-2025-26-034,0.784899084915962,0.606516290726817,0.6957076878213895,Over,0.08919139709457247,1.57,Under,-1
2025-26,ucl-2025-26-035,0.4350162280064853,0.49481865284974097,0.4649174404281131,Under,0.0299012124216278,1.91,Over,-1
2025-26,ucl-2025-26-036,0.731537885514411,0.5181347150259067,0.6248363002701589,Over,0.10670158524425222,1.86,Over,0.8600000000000001
2025-26,ucl-2025-26-037,0.9225315354755466,0.6991150442477876,0.8108232898616671,Over,0.11170824561387949,1.36,Over,0.3600000000000001
2025-26,ucl-2025-26-038,0.6102692196523298,0.4639175257731959,0.5370933727127629,Over,0.07317584693956702,2.08,Under,-1
2025-26,ucl-2025-26-039,0.5248665946614364,0.49481865284974097,0.5098426237555886,Over,0.015023970905847672,1.95,Over,0.95
2025-26,ucl-2025-26-040,0.6557798810545445,0.5181347150259067,0.5869572980402256,Over,0.06882258301431887,1.86,Over,0.8600000000000001
2025-26,ucl-2025-26-041,0.7305528529300235,0.6563981042654028,0.6934754785977131,Over,0.03707737433231029,1.45,Over,0.44999999999999996
2025-26,ucl-2025-26-042,0.8309727043803153,0.5903307888040712,0.7106517465921933,Over,0.12032095778812213,1.61,Under,-1
2025-26,ucl-2025-26-043,0.8782841962724399,0.5193798449612403,0.6988320206168401,Over,0.1794521756555998,1.86,Over,0.8600000000000001
2025-26,ucl-2025-26-044,0.6487338595153883,0.5181347150259067,0.5834342872706475,Over,0.06529957224474081,1.86,Over,0.8600000000000001
2025-26,ucl-2025-26-045,0.9151152890356317,0.5684754521963824,0.741795370616007,Over,0.17331991841962457,1.67,Over,0.6699999999999999
2025-26,ucl-2025-26-046,0.8072852668187891,0.7170212765957447,0.7621532717072669,Over,0.045131995111522216,1.33,Over,0.33000000000000007
2025-26,ucl-2025-26-047,0.34318513665095113,0.601010101010101,0.47209761883052603,Under,0.1289124821795749,2.38,Over,-1
2025-26,ucl-2025-26-048,0.7296020136693248,0.7203389830508474,0.7249704983600861,Over,0.004631515309238665,1.32,Over,0.32000000000000006
2025-26,ucl-2025-26-049,0.6880227297705364,0.601010101010101,0.6445164153903187,Over,0.04350631438021768,1.58,Under,-1
2025-26,ucl-2025-26-050,0.7948493028660736,0.586734693877551,0.6907919983718123,Over,0.10405730449426132,1.62,Over,0.6200000000000001
2025-26,ucl-2025-26-051,0.7520680960005913,0.5903307888040712,0.6711994424023313,Over,0.08086865359826012,1.61,Under,-1
2025-26,ucl-2025-26-052,0.8141259621187719,0.7880910683012259,0.8011085152099988,Over,0.013017446908772934,1.21,Over,0.20999999999999996
2025-26,ucl-2025-26-053,0.7861023079427553,0.6547619047619047,0.72043210635233,Over,0.06567020159042536,1.45,Over,0.44999999999999996
2025-26,ucl-2025-26-054,0.6862255491306416,0.6383495145631067,0.6622875318468742,Over,0.023938017283767432,1.49,Under,-1
2025-26,ucl-2025-26-055,0.7348665831958209,0.5674300254452926,0.6511483043205568,Over,0.08371827887526417,1.7,Over,0.7
2025-26,ucl-2025-26-056,0.8394227667629984,0.5684754521963824,0.7039491094796904,Over,0.13547365728330796,1.67,Under,-1
2025-26,ucl-2025-26-057,0.39384557673434545,0.5181347150259067,0.4559901458801261,Under,0.06214456914578065,2.0,Under,1.0
2025-26,ucl-2025-26-058,0.8673545141553818,0.6383495145631067,0.7528520143592443,Over,0.11450249979613758,1.49,Over,0.49
2025-26,ucl-2025-26-059,0.41876316952145154,0.5412371134020618,0.4800001414617567,Under,0.061236971940305196,2.1,Over,-1
2025-26,ucl-2025-26-060,0.7259163025814245,0.7291666666666667,0.7275414846240456,Under,0.0016251820426210761,3.5,Under,2.5
2025-26,ucl-2025-26-061,0.7702757398481507,0.6383495145631067,0.7043126272056287,Over,0.06596311264252197,1.49,Under,-1
2025-26,ucl-2025-26-062,0.7810915197427918,0.6712962962962963,0.7261939080195441,Over,0.05489761172324781,1.42,Over,0.41999999999999993
2025-26,ucl-2025-26-063,0.8496271968635699,0.683371298405467,0.7664992476345185,Over,0.08312794922905153,1.39,Under,-1
2025-26,ucl-2025-26-064,0.7997239765263108,0.5903307888040712,0.6950273826651909,Over,0.10469659386111974,1.61,Under,-1
2025-26,ucl-2025-26-065,0.6176557902598244,0.6547619047619047,0.6362088475108645,Under,0.01855305725104034,2.75,Over,-1
2025-26,ucl-2025-26-066,0.6948669598355447,0.8103727714748785,0.7526198656552117,Under,0.05775290581966677,5.0,Over,-1
2025-26,ucl-2025-26-067,0.8826858602055019,0.6547619047619047,0.7687238824837033,Over,0.11396197772179861,1.45,Over,0.44999999999999996
2025-26,ucl-2025-26-068,0.8116607955067687,0.7203389830508474,0.765999889278808,Over,0.045660906227960596,1.32,Over,0.32000000000000006
2025-26,ucl-2025-26-069,0.682155511124862,0.5903307888040712,0.6362431499644665,Over,0.04591236116039532,1.61,Under,-1
2025-26,ucl-2025-26-070,0.8356701922597554,0.5412371134020618,0.6884536528309086,Over,0.14721653942884683,1.78,Under,-1
2025-26,ucl-2025-26-071,0.857410556957043,0.606516290726817,0.73196342384193,Over,0.12544713311511302,1.57,Over,0.5700000000000001
2025-26,ucl-2025-26-072,0.41988052377190077,0.5412371134020618,0.4805588185869813,Under,0.06067829481508058,2.1,Under,1.1
2025-26,ucl-2025-26-073,0.7943912260301151,0.524547803617571,0.6594695148238431,Over,0.13492171120627205,1.84,Under,-1
2025-26,ucl-2025-26-074,0.8072852668187891,0.6383495145631067,0.7228173906909479,Over,0.08446787612784112,1.49,Under,-1
2025-26,ucl-2025-26-075,0.7561167409389812,0.5412371134020618,0.6486769271705215,Over,0.10743981376845968,1.78,Over,0.78
2025-26,ucl-2025-26-076,0.829527857813016,0.6563981042654028,0.7429629810392093,Over,0.08656487677380653,1.45,Under,-1
2025-26,ucl-2025-26-077,0.4806785647097758,0.5684754521963824,0.5245770084530791,Under,0.04389844374330337,2.2,Over,-1
2025-26,ucl-2025-26-078,0.22685596564462623,0.5181347150259067,0.37249534033526643,Under,0.1456393746906403,2.0,Over,-1
2025-26,ucl-2025-26-079,0.44518044826759134,0.44132653061224486,0.4432534894399181,Over,0.001926958827673242,2.19,Under,-1
2025-26,ucl-2025-26-080,0.7779925777003859,0.6383495145631067,0.7081710461317463,Over,0.06982153156863957,1.49,Under,-1
2025-26,ucl-2025-26-081,0.7584247074256806,0.6595744680851063,0.7089995877553934,Over,0.049425119670287065,1.44,Over,0.43999999999999995
2025-26,ucl-2025-26-082,0.7259163025814245,0.586734693877551,0.6563254982294877,Over,0.06959080435193676,1.62,Over,0.6200000000000001
2025-26,ucl-2025-26-083,0.574248708003542,0.5129533678756476,0.5436010379395948,Over,0.030647670063947197,1.88,Over,0.8799999999999999
2025-26,ucl-2025-26-084,0.891621111480368,0.7619047619047619,0.826762936692565,Over,0.06485817478780309,1.25,Over,0.25
2025-26,ucl-2025-26-085,0.8520260890352148,0.606516290726817,0.7292711898810159,Over,0.1227548991541989,1.57,Over,0.5700000000000001
2025-26,ucl-2025-26-086,0.7488421658928377,0.5412371134020618,0.6450396396474498,Over,0.103802526245388,1.78,Over,0.78
2025-26,ucl-2025-26-087,0.8407839270641184,0.6203473945409429,0.7305656608025306,Over,0.1102182662615877,1.53,Over,0.53
2025-26,ucl-2025-26-088,0.6863795870241634,0.5461538461538462,0.6162667165890048,Over,0.07011287043515857,1.77,Over,0.77
2025-26,ucl-2025-26-089,0.8502643091775126,0.6547619047619047,0.7525131069697086,Over,0.09775120220780398,1.45,Over,0.44999999999999996
2025-26,ucl-2025-26-090,0.7485533182947703,0.5412371134020618,0.644895215848416,Over,0.1036581024463542,1.78,Over,0.78
2025-26,ucl-2025-26-091,0.6102692196523298,0.5903307888040712,0.6003000042282005,Over,0.009969215424129318,1.61,Under,-1
2025-26,ucl-2025-26-092,0.7288359566852483,0.7170212765957447,0.7229286166404965,Over,0.0059073400447517965,1.33,Over,0.33000000000000007
2025-26,ucl-2025-26-093,0.9512975019117057,0.8193146417445484,0.885306071828127,Over,0.06599143008357866,1.16,Over,0.15999999999999992
2025-26,ucl-2025-26-094,0.979560034353827,0.6383495145631067,0.8089547744584669,Over,0.17060525989536013,1.49,Over,0.49
2025-26,ucl-2025-26-095,0.6102692196523298,0.5181347150259067,0.5642019673391183,Over,0.046067252313211626,1.86,Over,0.8600000000000001
2025-26,ucl-2025-26-096,0.6102692196523298,0.5181347150259067,0.5642019673391183,Over,0.046067252313211626,1.86,Over,0.8600000000000001
2025-26,ucl-2025-26-097,0.8740970319819588,0.6712962962962963,0.7726966641391275,Over,0.10140036784283124,1.42,Under,-1
2025-26,ucl-2025-26-098,0.5826664126802801,0.5412371134020618,0.561951763041171,Over,0.020714649639109184,1.78,Over,0.78
2025-26,ucl-2025-26-099,0.6886149091052629,0.5637755102040817,0.6261952096546723,Over,0.06241969945059067,1.71,Under,-1
2025-26,ucl-2025-26-100,0.4821004969654871,0.683371298405467,0.5827358976854771,Under,0.10063540071998994,3.0,Over,-1
2025-26,ucl-2025-26-101,0.8615713139953428,0.586734693877551,0.7241530039364469,Over,0.13741831005889593,1.62,Over,0.6200000000000001
2025-26,ucl-2025-26-102,0.7393522511924974,0.683371298405467,0.7113617747989822,Over,0.027990476393515262,1.39,Over,0.3899999999999999
2025-26,ucl-2025-26-103,0.5954076218774539,0.5903307888040712,0.5928692053407625,Over,0.0025384165366912903,1.61,Under,-1
2025-26,ucl-2025-26-104,0.2704117887507475,0.6203473945409429,0.4453795916458452,Under,0.17496780289509772,2.5,Over,-1
2025-26,ucl-2025-26-105,0.7220379141810389,0.6203473945409429,0.671192654360991,Over,0.05084525982004806,1.53,Over,0.53
2025-26,ucl-2025-26-106,0.776912544691622,0.41581632653061223,0.5963644356111171,Over,0.18054810908050484,2.29,Under,-1
2025-26,ucl-2025-26-107,0.44060105799037463,0.683371298405467,0.5619861781979207,Under,0.12138512020754627,3.0,Under,2.0
2025-26,ucl-2025-26-108,0.9608147352767541,0.6712962962962963,0.8160555157865252,Over,0.14475921949022896,1.42,Over,0.41999999999999993
2025-26,ucl-2025-26-109,0.6957128001011716,0.601010101010101,0.6483614505556363,Over,0.047351349545535326,1.58,Over,0.5800000000000001
2025-26,ucl-2025-26-110,0.864742499619913,0.7419354838709676,0.8033389917454403,Over,0.061403507874472685,1.28,Over,0.28
2025-26,ucl-2025-26-111,0.6963680668961914,0.5412371134020618,0.6188025901491265,Over,0.07756547674706471,1.78,Under,-1
2025-26,ucl-2025-26-112,0.8448504062778212,0.6547619047619047,0.749806155519863,Over,0.0950442507579583,1.45,Over,0.44999999999999996
2025-26,ucl-2025-26-113,0.569848397204561,0.49481865284974097,0.532333525027151,Over,0.037514872177410064,1.95,Under,-1
2025-26,ucl-2025-26-114,0.7872143814985785,0.7291666666666667,0.7581905240826226,Over,0.02902385741595581,1.3,Over,0.30000000000000004
2025-26,ucl-2025-26-115,0.6607282102593394,0.44132653061224486,0.5510273704357921,Over,0.10970083982354722,2.19,Under,-1
2025-26,ucl-2025-26-116,0.9092605927588253,0.7291666666666667,0.819213629712746,Over,0.09004696304607929,1.3,Over,0.30000000000000004
2025-26,ucl-2025-26-117,0.5979369553623812,0.46272493573264784,0.5303309455475145,Over,0.06760600981486664,2.09,Over,1.0899999999999999
2025-26,ucl-2025-26-118,0.7210656423096553,0.6383495145631067,0.6797075784363811,Over,0.04135806387327434,1.49,Over,0.49
2025-26,ucl-2025-26-119,0.955154796997336,0.606516290726817,0.7808355438620764,Over,0.17431925313525942,1.57,Under,-1
2025-26,ucl-2025-26-120,0.7961113508686655,0.6203473945409429,0.7082293727048041,Over,0.08788197816386123,1.53,Over,0.53
2025-26,ucl-2025-26-121,0.8271470205075275,0.7291666666666667,0.7781568435870971,Over,0.048990176920430395,1.3,Over,0.30000000000000004
2025-26,ucl-2025-26-122,0.5243388802449334,0.44132653061224486,0.48283270542858914,Over,0.04150617481634428,2.19,Over,1.19
2025-26,ucl-2025-26-123,0.526824325115253,0.49481865284974097,0.510821488982497,Over,0.01600283613275605,1.95,Under,-1
2025-26,ucl-2025-26-124,0.7244681568549214,0.7291666666666667,0.7268174117607941,Under,0.0023492549058725665,3.5,Over,-1
2025-26,ucl-2025-26-125,0.775476120314153,0.7738970588235294,0.7746865895688413,Over,0.0007895307453118505,1.23,Under,-1
2025-26,ucl-2025-26-126,0.6840882140021336,0.7801801801801801,0.7321341970911568,Under,0.048045983089023414,4.33,Under,3.33
2025-26,ucl-2025-26-127,0.7984918612820772,0.8103727714748785,0.8044323163784779,Under,0.005940455096400538,5.0,Over,-1
2025-26,ucl-2025-26-128,0.8566505090135818,0.8270676691729323,0.841859089093257,Over,0.014791419920324733,1.15,Over,0.1499999999999999
2025-26,ucl-2025-26-129,0.9543855553497863,0.7705223880597014,0.8624539717047439,Over,0.0919315836450425,1.23,Under,-1
2025-26,ucl-2025-26-130,0.746614749977642,0.586734693877551,0.6666747219275965,Over,0.07994002805004552,1.62,Over,0.6200000000000001
2025-26,ucl-2025-26-131,0.784899084915962,0.7801801801801801,0.7825396325480711,Over,0.002359452367891035,1.22,Over,0.21999999999999997
2025-26,ucl-2025-26-132,0.8356701922597554,0.5684754521963824,0.7020728222280689,Over,0.13359737003168648,1.67,Under,-1
2025-26,ucl-2025-26-133,0.5796733277082967,0.6203473945409429,0.6000103611246198,Under,0.02033703341632309,2.5,Over,-1
2025-26,ucl-2025-26-134,0.3600152916775556,0.5684754521963824,0.464245371936969,Under,0.10423008025941344,2.2,Under,1.2000000000000002
2025-26,ucl-2025-26-135,0.603615522081574,0.5412371134020618,0.5724263177418178,Over,0.031189204339756027,1.78,Under,-1
2025-26,ucl-2025-26-136,0.8673545141553818,0.7801801801801801,0.8237673471677809,Over,0.04358716698760079,1.22,Over,0.21999999999999997
2025-26,ucl-2025-26-137,0.30466069030633175,0.49481865284974097,0.39973967157803636,Under,0.09507898127170455,1.91,Over,-1
2025-26,ucl-2025-26-138,0.7243956053816766,0.5684754521963824,0.6464355287890295,Over,0.07796007659264714,1.67,Over,0.6699999999999999
2025-26,ucl-2025-26-139,0.5111112688980145,0.683371298405467,0.5972412836517407,Under,0.08613001475372634,3.0,Under,2.0
2025-26,ucl-2025-26-140,0.6102692196523298,0.5181347150259067,0.5642019673391183,Over,0.046067252313211626,1.86,Over,0.8600000000000001
2025-26,ucl-2025-26-141,0.9086714591556797,0.7170212765957447,0.8128463678757122,Over,0.09582509127996752,1.33,Over,0.33000000000000007
2025-26,ucl-2025-26-142,0.6284303550540863,0.5181347150259067,0.5732825350399965,Over,0.0551478200140898,1.86,Over,0.8600000000000001
2025-26,ucl-2025-26-143,0.8970451944750285,0.6383495145631067,0.7676973545190676,Over,0.12934783995596089,1.49,Over,0.49
2025-26,ucl-2025-26-144,0.5572097804847504,0.5412371134020618,0.5492234469434061,Over,0.00798633354134426,1.78,Under,-1
2025-26,ucl-2025-26-145,0.6883238837292712,0.524547803617571,0.6064358436734212,Over,0.08188804005585015,1.84,Over,0.8400000000000001
2025-26,ucl-2025-26-146,0.8970451944750285,0.5939086294416244,0.7454769119583264,Over,0.15156828251670207,1.6,Under,-1
2025-26,ucl-2025-26-147,0.8594699634765373,0.6547619047619047,0.757115934119221,Over,0.1023540293573163,1.45,Over,0.44999999999999996
2025-26,ucl-2025-26-148,0.8088471988484285,0.5193798449612403,0.6641135219048344,Over,0.14473367694359407,1.86,Under,-1
2025-26,ucl-2025-26-149,0.22685596564462623,0.6712962962962963,0.4490761309704613,Under,0.22222016532583505,2.9,Over,-1
2025-26,ucl-2025-26-150,0.8337650559763449,0.5674300254452926,0.7005975407108187,Over,0.13316751526552606,1.7,Over,0.7
2025-26,ucl-2025-26-151,0.569848397204561,0.49481865284974097,0.532333525027151,Over,0.037514872177410064,1.95,Under,-1
2025-26,ucl-2025-26-152,0.5248665946614364,0.6203473945409429,0.5726069946011896,Under,0.04774039993975332,2.5,Over,-1
2025-26,ucl-2025-26-153,0.9027384694789863,0.6563981042654028,0.7795682868721945,Over,0.12317018260679169,1.45,Over,0.44999999999999996
2025-26,ucl-2025-26-154,0.5808381261740863,0.7203389830508474,0.6505885546124668,Under,0.0697504284383807,3.4,Over,-1
2025-26,ucl-2025-26-155,0.6455830893672535,0.5412371134020618,0.5934101013846577,Over,0.05217298798259584,1.78,Under,-1
2025-26,ucl-2025-26-156,0.6948669598355447,0.7470119521912351,0.7209394560133899,Under,0.026072496177845073,3.75,Over,-1
2025-26,ucl-2025-26-157,0.6758111143105924,0.5939086294416244,0.6348598718761084,Over,0.040951242434484,1.6,Over,0.6000000000000001
2025-26,ucl-2025-26-158,0.8952687971287296,0.5674300254452926,0.7313494112870111,Over,0.1639193858417185,1.7,Over,0.7
2025-26,ucl-2025-26-159,0.8964530567006347,0.7203389830508474,0.8083960198757411,Over,0.08805703682489363,1.32,Over,0.32000000000000006
2025-26,ucl-2025-26-160,0.5991046510526494,0.6991150442477876,0.6491098476502185,Under,0.050005196597569135,3.16,Over,-1
2025-26,ucl-2025-26-161,0.9255464253885467,0.6246913580246914,0.7751188917066191,Over,0.15042753368192763,1.52,Under,-1
2025-26,ucl-2025-26-162,0.6800188271824756,0.6712962962962963,0.675657561739386,Over,0.004361265443089679,1.42,Over,0.41999999999999993
2025-26,ucl-2025-26-163,0.7126202559008036,0.6991150442477876,0.7058676500742955,Over,0.00675260582650794,1.36,Under,-1
2025-26,ucl-2025-26-164,0.8673545141553818,0.524547803617571,0.6959511588864764,Over,0.17140335526890538,1.84,Over,0.8400000000000001
2025-26,ucl-2025-26-165,0.6530340109126257,0.5674300254452926,0.6102320181789591,Over,0.04280199273366647,1.7,Under,-1
2025-26,ucl-2025-26-166,0.6571636599362719,0.6203473945409429,0.6387555272386074,Over,0.018408132697664503,1.53,Over,0.53
2025-26,ucl-2025-26-167,0.9608147352767541,0.5903307888040712,0.7755727620404127,Over,0.1852419732363415,1.61,Over,0.6100000000000001
2025-26,ucl-2025-26-168,0.5609776508098152,0.6203473945409429,0.590662522675379,Under,0.0296848718655639,2.5,Over,-1
2025-26,ucl-2025-26-169,0.7948493028660736,0.7154989384288747,0.7551741206474741,Over,0.03967518221859945,1.34,Over,0.3400000000000001
2025-26,ucl-2025-26-170,0.6424222153632465,0.6735632183908046,0.6579927168770255,Under,0.015570501513779145,2.93,Over,-1
2025-26,ucl-2025-26-171,0.9613937619135058,0.6975717439293598,0.8294827529214328,Over,0.13191100899207298,1.37,Over,0.3700000000000001
2025-26,ucl-2025-26-172,0.6734099387198356,0.5873417721518986,0.6303758554358672,Over,0.043034083283968516,1.63,Under,-1
2025-26,ucl-2025-26-173,0.6250494493276458,0.6697459584295612,0.6473977038786035,Under,0.02234825455095768,2.9,Over,-1
2025-26,ucl-2025-26-174,0.9143385801672886,0.7336065573770492,0.8239725687721688,Over,0.09036601139511968,1.3,Over,0.30000000000000004
2025-26,ucl-2025-26-175,0.845007824697712,0.7154989384288747,0.7802533815632933,Over,0.06475444313441858,1.34,Over,0.3400000000000001
2025-26,ucl-2025-26-176,0.8501536012456654,0.5909090909090909,0.7205313460773781,Over,0.12962225516828718,1.62,Over,0.6200000000000001
2025-26,ucl-2025-26-177,0.8256526502303722,0.7357723577235773,0.7807125039769747,Over,0.04494014625339737,1.3,Over,0.30000000000000004
2025-26,ucl-2025-26-178,0.7784045919775721,0.4832904884318767,0.6308475402047244,Over,0.14755705177284772,2.01,Under,-1
2025-26,ucl-2025-26-179,0.7824310690876576,0.6216216216216216,0.7020263453546396,Over,0.08040472373301799,1.54,Under,-1
2025-26,ucl-2025-26-180,0.9749265631078293,0.7154989384288747,0.845212750768352,Over,0.12971381233947732,1.34,Under,-1
2025-26,ucl-2025-26-181,0.7403480510680329,0.6532066508313539,0.6967773509496934,Over,0.04357070011833952,1.46,Under,-1
2025-26,ucl-2025-26-182,0.9437505118574571,0.7154989384288747,0.8296247251431659,Over,0.11412578671429119,1.34,Over,0.3400000000000001
2025-26,ucl-2025-26-183,0.8651458899443586,0.7880910683012259,0.8266184791227922,Over,0.0385274108215663,1.21,Over,0.20999999999999996
2025-26,ucl-2025-26-184,0.7377292997665462,0.4922680412371133,0.6149986705018298,Over,0.12273062926471645,1.97,Under,-1
2025-26,ucl-2025-26-185,0.7810915197427918,0.7154989384288747,0.7482952290858332,Over,0.03279629065695855,1.34,Over,0.3400000000000001
2025-26,ucl-2025-26-186,0.8535342909011205,0.4427480916030535,0.648141191252087,Over,0.20539309964903352,2.19,Under,-1
2025-26,ucl-2025-26-187,0.8782841962724399,0.5218508997429305,0.7000675480076852,Over,0.1782166482647547,1.86,Under,-1
2025-26,ucl-2025-26-188,0.7754536570084086,0.7787769784172661,0.7771153177128374,Under,0.00166166070442883,4.33,Under,3.33
2025-26,ucl-2025-26-189,0.6890266316054958,0.4427480916030535,0.5658873616042747,Over,0.12313927000122116,2.19,Over,1.19
