season,match_id,p_model,market_prob,p_blend,bet,edge,odds,actual,profit
2024-25,ucl-2024-25-121,0.6564102564102564,0.586734693877551,0.6215724751439037,Over,0.03483778126635273,1.62,Over,0.6200000000000001
2024-25,ucl-2024-25-042,0.6198347107438017,0.7142857142857143,0.667060212514758,Under,0.0472255017709563,3.35,Under,2.35
2024-25,ucl-2024-25-163,0.545016077170418,0.4516971279373368,0.49835660255387737,Over,0.046659474616540575,2.1,Over,1.1
2024-25,ucl-2024-25-056,0.545016077170418,0.5684754521963824,0.5567457646834002,Under,0.011729687512982256,2.2,Over,-1
2024-25,ucl-2024-25-160,0.545016077170418,0.5483028720626633,0.5466594746165406,Under,0.0016433974461225742,2.1,Over,-1
2024-25,ucl-2024-25-143,0.6198347107438017,0.6563245823389022,0.638079646541352,Under,0.018244935797550155,2.75,Over,-1
2024-25,ucl-2024-25-090,0.6564102564102564,0.6818181818181818,0.6691142191142191,Under,0.01270396270396279,3.0,Over,-1
2024-25,ucl-2024-25-027,0.545016077170418,0.6025316455696202,0.5737738613700192,Under,0.028757784199601066,2.38,Under,1.38
2024-25,ucl-2024-25-094,0.551111111111111,0.5115089514066496,0.5313100312588803,Over,0.019801079852230674,1.91,Over,0.9099999999999999
2024-25,ucl-2024-25-033,0.551111111111111,0.4743589743589744,0.5127350427350427,Over,0.03837606837606827,2.05,Over,1.0499999999999998
2024-25,ucl-2024-25-051,0.6198347107438017,0.6203473945409429,0.6200910526423723,Under,0.0002563418985706001,2.5,Under,1.5
2024-25,ucl-2024-25-118,0.551111111111111,0.6203473945409429,0.585729252826027,Under,0.03461814171491595,2.5,Over,-1
2024-25,ucl-2024-25-061,0.545016077170418,0.6563245823389022,0.6006703297546601,Under,0.05565425258424206,2.75,Over,-1
2024-25,ucl-2024-25-183,0.545016077170418,0.6025316455696202,0.5737738613700192,Under,0.028757784199601066,2.38,Over,-1
2024-25,ucl-2024-25-162,0.6564102564102564,0.5483028720626633,0.6023565642364599,Over,0.05405369217379663,1.73,Over,0.73
2024-25,ucl-2024-25-043,0.545016077170418,0.7188160676532769,0.6319160724118474,Under,0.0868999952414295,3.4,Over,-1
2024-25,ucl-2024-25-159,0.6564102564102564,0.6563245823389022,0.6563674193745793,Over,4.2837035677090185e-05,1.44,Over,0.43999999999999995
2024-25,ucl-2024-25-122,0.6564102564102564,0.8103727714748785,0.7333915139425675,Under,0.07698125753231091,5.0,Over,-1
2024-25,ucl-2024-25-005,0.6198347107438017,0.7017543859649122,0.6607945483543569,Under,0.04095983761055538,3.2,Over,-1
2024-25,ucl-2024-25-144,0.545016077170418,0.5483028720626633,0.5466594746165406,Under,0.0016433974461225742,2.1,Over,-1
2024-25,ucl-2024-25-099,0.56,0.5263157894736842,0.5431578947368421,Over,0.01684210526315788,1.8,Over,0.8
2024-25,ucl-2024-25-054,0.545016077170418,0.586734693877551,0.5658753855239844,Under,0.020859308353566586,2.3,Under,1.2999999999999998
2024-25,ucl-2024-25-099,0.56,0.7172995780590716,0.6386497890295358,Under,0.0786497890295359,3.4,Over,-1
2024-25,ucl-2024-25-029,0.545016077170418,0.5263157894736842,0.535665933322051,Over,0.009350143848366854,1.8,Over,0.8
2024-25,ucl-2024-25-098,0.545016077170418,0.7188160676532769,0.6319160724118474,Under,0.0868999952414295,3.4,Over,-1
2024-25,ucl-2024-25-119,0.545016077170418,0.5263157894736842,0.535665933322051,Over,0.009350143848366854,1.8,Under,-1
2024-25,ucl-2024-25-065,0.545016077170418,0.5684754521963824,0.5567457646834002,Under,0.011729687512982256,2.2,Over,-1
2024-25,ucl-2024-25-073,0.545016077170418,0.6818181818181818,0.6134171294942998,Under,0.06840105232388205,3.0,Over,-1
2024-25,ucl-2024-25-055,0.545016077170418,0.5684754521963824,0.5567457646834002,Under,0.011729687512982256,2.2,Over,-1
2024-25,ucl-2024-25-021,0.6564102564102564,0.7787769784172661,0.7175936174137613,Under,0.06118336100350494,4.33,Over,-1
2024-25,ucl-2024-25-112,0.545016077170418,0.7017543859649122,0.6233852315676651,Under,0.07836915439724718,3.2,Over,-1
2024-25,ucl-2024-25-074,0.6076675849403123,0.49202127659574474,0.5498444307680285,Over,0.05782315417228373,1.91,Over,0.9099999999999999
