match_id,season,stage,matchday,kickoff_utc,kickoff_precision,home_club_id,away_club_id,home_name_source,away_name_source,home_goals,away_goals,source,source_published_at_utc,Date,home_team,away_team,home_xg,away_xg,xg_source,p_home,p_draw,p_away,engine,kickoff_utc_fix,home_odds,draw_odds,away_odds,qH,qD,qA,eH,eD,eA,bet,edge,actual,odds,profit
ucl-2024-25-048,2024-25,league_phase,Matchday 3,2024-10-23T00:00:00Z,date_only,bsc-young-boys,fc-internazionale-milano,BSC Young Boys (SUI),FC Internazionale Milano (ITA),0,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,bsc-young-boys,fc-internazionale-milano,0.0,1.0,goals_fallback,0.3309912688691968,0.2508475534399447,0.4181611776908584,shared_xg_dixon_coles,2024-10-23T00:00:00Z,9.02,5.39,1.33,0.10575940020447577,0.17698511870953088,0.7172554810859935,0.225231868664721,0.07386243473041382,-0.29909430339513504,H,0.225231868664721,A,9.02,-1.0
ucl-2024-25-049,2024-25,league_phase,Matchday 3,2024-10-23T00:00:00Z,date_only,fc-barcelona,fc-bayern-m-nchen,FC Barcelona (ESP),FC Bayern München (GER),4,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,fc-barcelona,fc-bayern-m-nchen,4.0,1.0,goals_fallback,0.5351772776483681,0.224038936359001,0.2407837859926309,shared_xg_dixon_coles,2024-10-23T00:00:00Z,2.64,3.8,2.47,0.36185174333430997,0.2513917374743627,0.38675651919132725,0.17332553431405812,-0.02735280111536173,-0.14597273319869636,H,0.17332553431405812,H,2.64,1.6400000000000001
ucl-2024-25-050,2024-25,league_phase,Matchday 3,2024-10-23T00:00:00Z,date_only,manchester-city-fc,ac-sparta-praha,Manchester City FC (ENG),AC Sparta Praha (CZE),5,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,manchester-city-fc,ac-sparta-praha,5.0,0.0,goals_fallback,0.8386979371285467,0.0948051203419757,0.0664969425294775,shared_xg_dixon_coles,2024-10-23T00:00:00Z,1.12,9.95,19.55,0.854809118374073,0.0962197198571821,0.04897116176874485,-0.01611118124552635,-0.001414599515206394,0.017525780760732655,A,0.017525780760732655,H,19.55,-1.0
ucl-2024-25-051,2024-25,league_phase,Matchday 3,2024-10-23T00:00:00Z,date_only,rb-leipzig,liverpool-fc,RB Leipzig (GER),Liverpool FC (ENG),0,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,rb-leipzig,liverpool-fc,0.0,1.0,goals_fallback,0.1461552165998388,0.1488229622618585,0.7050218211383026,shared_xg_dixon_coles,2024-10-23T00:00:00Z,3.52,3.76,2.01,0.27119276589636854,0.2538825893497918,0.4749246447538395,-0.12503754929652974,-0.10505962708793329,0.2300971763844631,A,0.2300971763844631,A,2.01,1.0099999999999998
ucl-2024-25-052,2024-25,league_phase,Matchday 3,2024-10-23T00:00:00Z,date_only,club-atl-tico-de-madrid,lille-osc,Club Atlético de Madrid (ESP),Lille OSC (FRA),1,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,club-atl-tico-de-madrid,lille-osc,1.0,3.0,goals_fallback,0.7484368767638439,0.1158672445464517,0.1356958786897044,shared_xg_dixon_coles,2024-10-23T00:00:00Z,1.45,4.63,7.15,0.6596427254884379,0.2065835749369838,0.1337736995745783,0.08879415127540591,-0.09071633039053209,0.0019221791151260992,H,0.08879415127540591,A,1.45,-1.0
ucl-2024-25-053,2024-25,league_phase,Matchday 3,2024-10-23T00:00:00Z,date_only,sport-lisboa-e-benfica,feyenoord-rotterdam,Sport Lisboa e Benfica (POR),Feyenoord Rotterdam (NED),1,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,sport-lisboa-e-benfica,feyenoord-rotterdam,1.0,3.0,goals_fallback,0.2323200035414306,0.1902844703969057,0.5773955260616634,shared_xg_dixon_coles,2024-10-23T00:00:00Z,1.48,4.54,6.52,0.6439212000974558,0.20991263791723228,0.14616616198531204,-0.41160119655602523,-0.01962816752032656,0.4312293640763514,A,0.4312293640763514,A,6.52,5.52
ucl-2024-25-054,2024-25,league_phase,Matchday 3,2024-10-23T00:00:00Z,date_only,fc-red-bull-salzburg,gnk-dinamo-zagreb,FC Red Bull Salzburg (AUT),GNK Dinamo Zagreb (CRO),0,2,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,fc-red-bull-salzburg,gnk-dinamo-zagreb,0.0,2.0,goals_fallback,0.0704528303788228,0.2430870521886894,0.6864601174324877,shared_xg_dixon_coles,2024-10-23T00:00:00Z,1.89,3.82,3.91,0.5055253013108418,0.2501159213291861,0.2443587773599721,-0.43507247093201906,-0.007028869140496691,0.44210134007251556,A,0.44210134007251556,A,3.91,2.91
ucl-2024-25-055,2024-25,league_phase,Matchday 4,2024-11-05T00:00:00Z,date_only,k-slovan-bratislava,gnk-dinamo-zagreb,ŠK Slovan Bratislava (SVK),GNK Dinamo Zagreb (CRO),1,4,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,k-slovan-bratislava,gnk-dinamo-zagreb,1.0,4.0,goals_fallback,0.4343184256200734,0.2667650813994401,0.2989164929804863,shared_xg_dixon_coles,2024-11-05T00:00:00Z,3.79,3.74,1.94,0.2520811039926623,0.2554511722278583,0.49246772377947956,0.18223732162741108,0.011313909171581815,-0.19355123079899328,H,0.18223732162741108,A,3.79,-1.0
ucl-2024-25-056,2024-25,league_phase,Matchday 4,2024-11-05T00:00:00Z,date_only,psv,girona-fc,PSV (NED),Girona FC (ESP),4,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,psv,girona-fc,4.0,0.0,goals_fallback,0.5054615593039071,0.2423260874528521,0.2522123532432409,shared_xg_dixon_coles,2024-11-05T00:00:00Z,1.7,4.09,4.6,0.5601572036799952,0.2328281775687022,0.20701461875130261,-0.05469564437608809,0.009497909884149919,0.04519773449193831,A,0.04519773449193831,H,4.6,-1.0
ucl-2024-25-057,2024-25,league_phase,Matchday 4,2024-11-05T00:00:00Z,date_only,sporting-clube-de-portugal,manchester-city-fc,Sporting Clube de Portugal (POR),Manchester City FC (ENG),4,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,sporting-clube-de-portugal,manchester-city-fc,4.0,1.0,goals_fallback,0.0973292126811171,0.1099327309007158,0.7927380564181671,shared_xg_dixon_coles,2024-11-05T00:00:00Z,3.47,3.75,2.03,0.2751264045451424,0.2545836330057718,0.4702899624490859,-0.17779719186402532,-0.144650902105056,0.3224480939690812,A,0.3224480939690812,H,2.03,-1.0
ucl-2024-25-058,2024-25,league_phase,Matchday 4,2024-11-05T00:00:00Z,date_only,bologna-fc-1909,as-monaco-fc,Bologna FC 1909 (ITA),AS Monaco FC (MCO),0,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,bologna-fc-1909,as-monaco-fc,0.0,1.0,goals_fallback,0.4343184256200734,0.2667650813994401,0.2989164929804863,shared_xg_dixon_coles,2024-11-05T00:00:00Z,2.7,3.28,2.7,0.3542116630669546,0.2915766738660907,0.3542116630669546,0.08010676255311877,-0.0248115924666506,-0.05529517008646834,H,0.08010676255311877,A,2.7,-1.0
ucl-2024-25-059,2024-25,league_phase,Matchday 4,2024-11-05T00:00:00Z,date_only,borussia-dortmund,sk-sturm-graz,Borussia Dortmund (GER),SK Sturm Graz (AUT),1,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,borussia-dortmund,sk-sturm-graz,1.0,0.0,goals_fallback,0.7589435058466698,0.1629251996007284,0.078131294552602,shared_xg_dixon_coles,2024-11-05T00:00:00Z,1.21,7.18,12.91,0.7922364184758129,0.13351059419996292,0.07425298732422414,-0.033292912629143134,0.029414605400765487,0.003878307228377856,D,0.029414605400765487,H,7.18,-1.0
ucl-2024-25-060,2024-25,league_phase,Matchday 4,2024-11-05T00:00:00Z,date_only,liverpool-fc,bayer-04-leverkusen,Liverpool FC (ENG),Bayer 04 Leverkusen (GER),4,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,liverpool-fc,bayer-04-leverkusen,4.0,0.0,goals_fallback,0.8104567840790463,0.1279706167855253,0.0615725991354286,shared_xg_dixon_coles,2024-11-05T00:00:00Z,1.75,3.98,4.47,0.5460907787746984,0.24011529217480454,0.21379392905049713,0.26436600530434795,-0.11214467538927925,-0.15222132991506854,H,0.26436600530434795,H,1.75,0.75
ucl-2024-25-061,2024-25,league_phase,Matchday 4,2024-11-05T00:00:00Z,date_only,real-madrid-cf,ac-milan,Real Madrid CF (ESP),AC Milan (ITA),1,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,real-madrid-cf,ac-milan,1.0,3.0,goals_fallback,0.6679856917786856,0.1960802907104287,0.1359340175108855,shared_xg_dixon_coles,2024-11-05T00:00:00Z,1.44,4.92,6.57,0.6614364640883978,0.19359116022099448,0.14497237569060775,0.006549227690287762,0.0024891304894342214,-0.009038358179722261,H,0.006549227690287762,A,1.44,-1.0
ucl-2024-25-062,2024-25,league_phase,Matchday 4,2024-11-05T00:00:00Z,date_only,celtic-fc,rb-leipzig,Celtic FC (SCO),RB Leipzig (GER),3,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,celtic-fc,rb-leipzig,3.0,1.0,goals_fallback,0.0770434347671956,0.1022171947297239,0.8207393705030803,shared_xg_dixon_coles,2024-11-05T00:00:00Z,2.52,3.61,2.69,0.3795262419441198,0.26493244590005044,0.35554131215582974,-0.3024828071769242,-0.16271525117032654,0.4651980583472506,A,0.4651980583472506,H,2.69,-1.0
ucl-2024-25-063,2024-25,league_phase,Matchday 4,2024-11-05T00:00:00Z,date_only,lille-osc,juventus-fc,Lille OSC (FRA),Juventus FC (ITA),1,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,lille-osc,juventus-fc,1.0,1.0,goals_fallback,0.2562959313971167,0.3283061241276519,0.4153979444752312,shared_xg_dixon_coles,2024-11-05T00:00:00Z,3.03,3.18,2.48,0.3149998801735088,0.300141395259664,0.38485872456682724,-0.05870394877639207,0.02816472886798793,0.03053921990840397,A,0.03053921990840397,D,2.48,-1.0
ucl-2024-25-064,2024-25,league_phase,Matchday 4,2025-03-04T00:00:00Z,date_only,club-brugge-kv,aston-villa-fc,Club Brugge KV (BEL),Aston Villa FC (ENG),1,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,club-brugge-kv,aston-villa-fc,1.0,0.0,goals_fallback,0.3287152995255613,0.2859297447881078,0.3853549556863308,shared_xg_dixon_coles,2025-03-04T00:00:00Z,3.1,3.3,2.4,0.3094958968347011,0.2907385697538101,0.3997655334114889,0.0192194026908602,-0.004808824965702341,-0.01441057772515808,H,0.0192194026908602,H,3.1,2.1
ucl-2024-25-065,2024-25,league_phase,Matchday 4,2024-11-06T00:00:00Z,date_only,fk-shakhtar-donetsk,bsc-young-boys,FK Shakhtar Donetsk (UKR),BSC Young Boys (SUI),2,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,fk-shakhtar-donetsk,bsc-young-boys,2.0,1.0,goals_fallback,0.3585725455281535,0.3029989085999119,0.3384285458719344,shared_xg_dixon_coles,2024-11-06T00:00:00Z,1.77,3.88,4.45,0.5393922543197303,0.2460629613778151,0.2145447843024545,-0.18081970879157677,0.0569359472220968,0.12388376156947989,A,0.12388376156947989,H,4.45,-1.0
ucl-2024-25-067,2024-25,league_phase,Matchday 4,2024-11-06T00:00:00Z,date_only,vfb-stuttgart,atalanta-bc,VfB Stuttgart (GER),Atalanta BC (ITA),0,2,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,vfb-stuttgart,atalanta-bc,0.0,2.0,goals_fallback,0.4343184256200734,0.2667650813994401,0.2989164929804863,shared_xg_dixon_coles,2024-11-06T00:00:00Z,2.67,3.54,2.57,0.3580190071424355,0.27003128504810814,0.37194970780945635,0.07629941847763788,-0.0032662036486680313,-0.07303321482897007,H,0.07629941847763788,A,2.67,-1.0
ucl-2024-25-068,2024-25,league_phase,Matchday 4,2024-11-06T00:00:00Z,date_only,fc-internazionale-milano,arsenal-fc,FC Internazionale Milano (ITA),Arsenal FC (ENG),1,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,fc-internazionale-milano,arsenal-fc,1.0,0.0,goals_fallback,0.270880919603764,0.3667694372329908,0.3623496431632452,shared_xg_dixon_coles,2024-11-06T00:00:00Z,2.71,3.14,2.81,0.353673054645882,0.3052401204109364,0.3410868249431816,-0.08279213504211802,0.061529316822054425,0.021262818220063595,D,0.061529316822054425,H,3.14,-1.0
ucl-2024-25-069,2024-25,league_phase,Matchday 4,2024-11-06T00:00:00Z,date_only,paris-saint-germain-fc,club-atl-tico-de-madrid,Paris Saint-Germain FC (FRA),Club Atlético de Madrid (ESP),1,2,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,paris-saint-germain-fc,club-atl-tico-de-madrid,1.0,2.0,goals_fallback,0.7654699687863543,0.1140470293385749,0.1204830018750705,shared_xg_dixon_coles,2024-11-06T00:00:00Z,1.47,4.64,6.67,0.6505333739713502,0.20609570252971657,0.14337092349893327,0.11493659481500407,-0.09204867319114167,-0.022887921623862773,H,0.11493659481500407,A,1.47,-1.0
ucl-2024-25-070,2024-25,league_phase,Matchday 4,2024-11-06T00:00:00Z,date_only,feyenoord-rotterdam,fc-red-bull-salzburg,Feyenoord Rotterdam (NED),FC Red Bull Salzburg (AUT),1,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,feyenoord-rotterdam,fc-red-bull-salzburg,1.0,3.0,goals_fallback,0.718319140034408,0.1550300671374217,0.1266507928281703,shared_xg_dixon_coles,2024-11-06T00:00:00Z,1.48,4.67,6.44,0.6465251861660962,0.20489449154728534,0.14858032228661838,0.07179395386831178,-0.049864424409863634,-0.021929529458448088,H,0.07179395386831178,A,1.48,-1.0
ucl-2024-25-072,2024-25,league_phase,Matchday 4,2024-11-06T00:00:00Z,date_only,fc-bayern-m-nchen,sport-lisboa-e-benfica,FC Bayern München (GER),Sport Lisboa e Benfica (POR),1,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,fc-bayern-m-nchen,sport-lisboa-e-benfica,1.0,0.0,goals_fallback,0.9511882663018912,0.0315504836383718,0.0172612500597369,shared_xg_dixon_coles,2024-11-06T00:00:00Z,1.23,6.77,11.71,0.7771684519999098,0.14119899497191862,0.08163255302817157,0.17401981430198143,-0.10964851133354683,-0.06437130296843467,H,0.17401981430198143,H,1.23,0.22999999999999998
ucl-2024-25-073,2024-25,league_phase,Matchday 5,2024-11-26T00:00:00Z,date_only,k-slovan-bratislava,ac-milan,ŠK Slovan Bratislava (SVK),AC Milan (ITA),2,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,k-slovan-bratislava,ac-milan,2.0,3.0,goals_fallback,0.2362058702107615,0.2758382880785807,0.4879558417106577,shared_xg_dixon_coles,2024-11-26T00:00:00Z,11.81,6.59,1.24,0.08119319700448809,0.14550707991244374,0.773299723083068,0.15501267320627343,0.13033120816613694,-0.28534388137241035,H,0.15501267320627343,A,11.81,-1.0
ucl-2024-25-074,2024-25,league_phase,Matchday 5,2024-11-26T00:00:00Z,date_only,ac-sparta-praha,club-atl-tico-de-madrid,AC Sparta Praha (CZE),Club Atlético de Madrid (ESP),0,6,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,ac-sparta-praha,club-atl-tico-de-madrid,0.0,6.0,goals_fallback,0.3293681299445569,0.2099994240683437,0.4606324459870994,shared_xg_dixon_coles,2024-11-26T00:00:00Z,5.27,3.81,1.69,0.1817671120345304,0.25142065102938976,0.56681223693608,0.1476010179100265,-0.041421226961046054,-0.10617979094898056,H,0.1476010179100265,A,5.27,-1.0
ucl-2024-25-075,2024-25,league_phase,Matchday 5,2024-11-26T00:00:00Z,date_only,sporting-clube-de-portugal,arsenal-fc,Sporting Clube de Portugal (POR),Arsenal FC (ENG),1,5,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,sporting-clube-de-portugal,arsenal-fc,1.0,5.0,goals_fallback,0.3194470564119653,0.2943961131945758,0.3861568303934589,shared_xg_dixon_coles,2024-11-26T00:00:00Z,3.65,3.49,2.05,0.2613468247155303,0.2733283410348669,0.46532483424960275,0.05810023169643502,0.021067772159708897,-0.07916800385614386,H,0.05810023169643502,A,3.65,-1.0
ucl-2024-25-076,2024-25,league_phase,Matchday 5,2024-11-26T00:00:00Z,date_only,bsc-young-boys,atalanta-bc,BSC Young Boys (SUI),Atalanta BC (ITA),1,6,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,bsc-young-boys,atalanta-bc,1.0,6.0,goals_fallback,0.5782036771324194,0.2176136189857417,0.2041827038818386,shared_xg_dixon_coles,2024-11-26T00:00:00Z,5.85,4.3,1.55,0.1630082543564659,0.22176704371751754,0.6152247019260164,0.41519542277595345,-0.004153424731775851,-0.41104199804417785,H,0.41519542277595345,A,5.85,-1.0
ucl-2024-25-077,2024-25,league_phase,Matchday 5,2024-11-26T00:00:00Z,date_only,fc-bayern-m-nchen,paris-saint-germain-fc,FC Bayern München (GER),Paris Saint-Germain FC (FRA),1,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,fc-bayern-m-nchen,paris-saint-germain-fc,1.0,0.0,goals_fallback,0.4439437143016969,0.217686888973817,0.3383693967244859,shared_xg_dixon_coles,2024-11-26T00:00:00Z,1.57,4.48,5.32,0.6076961519240379,0.21296494609837938,0.17933890197758262,-0.16375243762234104,0.004721942875437618,0.15903049474690328,A,0.15903049474690328,H,5.32,-1.0
ucl-2024-25-079,2024-25,league_phase,Matchday 5,2024-11-26T00:00:00Z,date_only,fc-internazionale-milano,rb-leipzig,FC Internazionale Milano (ITA),RB Leipzig (GER),1,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,fc-internazionale-milano,rb-leipzig,1.0,0.0,goals_fallback,0.146428086509414,0.2265548124344087,0.6270171010561774,shared_xg_dixon_coles,2024-11-26T00:00:00Z,1.44,4.75,7.11,0.6641475372117308,0.20134156917576682,0.13451089361250243,-0.5177194507023168,0.025213243258641882,0.4925062074436749,A,0.4925062074436749,H,7.11,-1.0
ucl-2024-25-080,2024-25,league_phase,Matchday 5,2024-11-26T00:00:00Z,date_only,manchester-city-fc,feyenoord-rotterdam,Manchester City FC (ENG),Feyenoord Rotterdam (NED),3,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,manchester-city-fc,feyenoord-rotterdam,3.0,3.0,goals_fallback,0.8930323550229348,0.067128065763176,0.0398395792138891,shared_xg_dixon_coles,2024-11-26T00:00:00Z,1.17,7.82,15.88,0.817465009025045,0.12230614585157323,0.06022884512338178,0.07556734599788972,-0.05517808008839724,-0.02038926590949268,H,0.07556734599788972,D,1.17,-1.0
ucl-2024-25-081,2024-25,league_phase,Matchday 5,2024-11-26T00:00:00Z,date_only,bayer-04-leverkusen,fc-red-bull-salzburg,Bayer 04 Leverkusen (GER),FC Red Bull Salzburg (AUT),5,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,bayer-04-leverkusen,fc-red-bull-salzburg,5.0,0.0,goals_fallback,0.5663223816374893,0.2333183546095252,0.2003592637529854,shared_xg_dixon_coles,2024-11-26T00:00:00Z,1.21,7.19,12.85,0.7921088752648108,0.1333034407608374,0.07458768397435182,-0.2257864936273215,0.10001491384868783,0.12577157977863357,A,0.12577157977863357,H,12.85,-1.0
ucl-2024-25-082,2024-25,league_phase,Matchday 5,2024-11-27T00:00:00Z,date_only,sk-sturm-graz,girona-fc,SK Sturm Graz (AUT),Girona FC (ESP),1,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,sk-sturm-graz,girona-fc,1.0,0.0,goals_fallback,0.4343184256200734,0.2667650813994401,0.2989164929804863,shared_xg_dixon_coles,2024-11-27T00:00:00Z,3.75,3.6,1.99,0.2547064156578316,0.26531918297690793,0.4799744013652605,0.1796120099622418,0.001445898422532177,-0.1810579083847742,H,0.1796120099622418,H,3.75,2.75
ucl-2024-25-084,2024-25,league_phase,Matchday 5,2025-02-12T00:00:00Z,date_only,as-monaco-fc,sport-lisboa-e-benfica,AS Monaco FC (MCO),Sport Lisboa e Benfica (POR),2,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,as-monaco-fc,sport-lisboa-e-benfica,2.0,3.0,goals_fallback,0.6747392867675645,0.1433059219729487,0.1819547912594868,shared_xg_dixon_coles,2025-02-12T00:00:00Z,2.5,3.53,2.76,0.3825536559891314,0.2709303512670902,0.3465159927437784,0.29218563077843307,-0.1276244292941415,-0.16456120148429162,H,0.29218563077843307,A,2.5,-1.0
ucl-2024-25-085,2024-25,league_phase,Matchday 5,2024-11-27T00:00:00Z,date_only,aston-villa-fc,juventus-fc,Aston Villa FC (ENG),Juventus FC (ITA),0,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,aston-villa-fc,juventus-fc,0.0,0.0,goals_fallback,0.4343184256200734,0.2667650813994401,0.2989164929804863,shared_xg_dixon_coles,2024-11-27T00:00:00Z,2.22,3.19,3.55,0.4307973812449357,0.2998025662582312,0.2694000524968331,0.003521044375137672,-0.0330374848587911,0.029516440483653206,A,0.029516440483653206,D,3.55,-1.0
ucl-2024-25-086,2024-25,league_phase,Matchday 5,2024-11-27T00:00:00Z,date_only,bologna-fc-1909,lille-osc,Bologna FC 1909 (ITA),Lille OSC (FRA),1,2,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,bologna-fc-1909,lille-osc,1.0,2.0,goals_fallback,0.3105603901504334,0.2554388050949999,0.4340008047545665,shared_xg_dixon_coles,2024-11-27T00:00:00Z,2.33,3.14,3.33,0.4095443631934136,0.3038975688664502,0.2865580679401362,-0.09898397304298018,-0.04845876377145031,0.14744273681443026,A,0.14744273681443026,A,3.33,2.33
ucl-2024-25-087,2024-25,league_phase,Matchday 5,2024-11-27T00:00:00Z,date_only,liverpool-fc,real-madrid-cf,Liverpool FC (ENG),Real Madrid CF (ESP),2,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,liverpool-fc,real-madrid-cf,2.0,0.0,goals_fallback,0.3054136079893266,0.2046503404815211,0.4899360515291523,shared_xg_dixon_coles,2024-11-27T00:00:00Z,1.83,4.02,3.95,0.5212364717815395,0.23727928939308895,0.24148423882537148,-0.21582286379221294,-0.03262894891156787,0.24845181270378083,A,0.24845181270378083,H,3.95,-1.0
ucl-2024-25-088,2024-25,league_phase,Matchday 5,2024-11-27T00:00:00Z,date_only,celtic-fc,club-brugge-kv,Celtic FC (SCO),Club Brugge KV (BEL),1,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,celtic-fc,club-brugge-kv,1.0,1.0,goals_fallback,0.1866668924437323,0.1703189664539035,0.6430141411023641,shared_xg_dixon_coles,2024-11-27T00:00:00Z,2.05,3.56,3.57,0.46510061956326837,0.26782479497323036,0.26707458546350143,-0.27843372711953607,-0.09750582851932688,0.37593955563886267,A,0.37593955563886267,D,3.57,-1.0
ucl-2024-25-089,2024-25,league_phase,Matchday 5,2024-11-27T00:00:00Z,date_only,gnk-dinamo-zagreb,borussia-dortmund,GNK Dinamo Zagreb (CRO),Borussia Dortmund (GER),0,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,gnk-dinamo-zagreb,borussia-dortmund,0.0,3.0,goals_fallback,0.1545891591166704,0.2313480075832109,0.6140628333001186,shared_xg_dixon_coles,2024-11-27T00:00:00Z,7.2,4.72,1.44,0.13288288288288289,0.20270270270270271,0.6644144144144144,0.021706276233787514,0.028645304880508177,-0.05035158111429583,D,0.028645304880508177,A,4.72,-1.0
ucl-2024-25-090,2024-25,league_phase,Matchday 5,2024-11-27T00:00:00Z,date_only,psv,fk-shakhtar-donetsk,PSV (NED),FK Shakhtar Donetsk (UKR),3,2,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,psv,fk-shakhtar-donetsk,3.0,2.0,goals_fallback,0.2598298341598004,0.1707999203921428,0.5693702454480568,shared_xg_dixon_coles,2024-11-27T00:00:00Z,1.39,5.28,7.32,0.6881610153195309,0.18116360062389164,0.13067538405657755,-0.4283311811597305,-0.010363680231748829,0.4386948613914793,A,0.4386948613914793,H,7.32,-1.0
ucl-2024-25-091,2024-25,league_phase,Matchday 6,2024-12-10T00:00:00Z,date_only,girona-fc,liverpool-fc,Girona FC (ESP),Liverpool FC (ENG),0,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,girona-fc,liverpool-fc,0.0,1.0,goals_fallback,0.0492192138930884,0.0905396188243972,0.8602411672825143,shared_xg_dixon_coles,2024-12-10T00:00:00Z,8.0,5.38,1.36,0.11948370914221514,0.1776709429624017,0.7028453478953831,-0.07026449524912673,-0.0871313241380045,0.1573958193871312,A,0.1573958193871312,A,1.36,0.3600000000000001
ucl-2024-25-092,2024-25,league_phase,Matchday 6,2024-12-10T00:00:00Z,date_only,gnk-dinamo-zagreb,celtic-fc,GNK Dinamo Zagreb (CRO),Celtic FC (SCO),0,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,gnk-dinamo-zagreb,celtic-fc,0.0,0.0,goals_fallback,0.7046459901420021,0.1977469254988683,0.0976070843591293,shared_xg_dixon_coles,2024-12-10T00:00:00Z,4.19,3.87,1.85,0.23001448935466154,0.24903377529613224,0.5209517353492064,0.4746315007873406,-0.051286849797263945,-0.42334465099007706,H,0.4746315007873406,D,4.19,-1.0
ucl-2024-25-094,2024-25,league_phase,Matchday 6,2024-12-10T00:00:00Z,date_only,rb-leipzig,aston-villa-fc,RB Leipzig (GER),Aston Villa FC (ENG),2,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,rb-leipzig,aston-villa-fc,2.0,3.0,goals_fallback,0.6801793259049373,0.1818438768099681,0.1379767972850946,shared_xg_dixon_coles,2024-12-10T00:00:00Z,2.99,3.34,2.42,0.31941261084678246,0.2859412294706226,0.39464615968259487,0.3607667150581549,-0.10409735266065451,-0.25666936239750027,H,0.3607667150581549,A,2.99,-1.0
ucl-2024-25-095,2024-25,league_phase,Matchday 6,2024-12-10T00:00:00Z,date_only,atalanta-bc,real-madrid-cf,Atalanta BC (ITA),Real Madrid CF (ESP),2,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,atalanta-bc,real-madrid-cf,2.0,3.0,goals_fallback,0.0471609059568741,0.0838015921982284,0.8690375018448973,shared_xg_dixon_coles,2024-12-10T00:00:00Z,2.63,3.56,2.58,0.36256266529822767,0.2678482611613311,0.3695890735404413,-0.31540175934135356,-0.18404666896310268,0.49944842830445596,A,0.49944842830445596,A,2.58,1.58
