match_id,season,stage,matchday,kickoff_utc,kickoff_precision,home_club_id,away_club_id,home_name_source,away_name_source,home_goals,away_goals,source,source_published_at_utc,Date,home_team,away_team,home_xg,away_xg,xg_source,p_home,p_draw,p_away,p_over25,p_under25,p_ah_home,p_ah_away,lambda_home,lambda_away,elo_weight,engine,home_odds,draw_odds,away_odds,xbetClose1FT,xbetCloseXFT,xbetClose2FT,market_home_odds,market_draw_odds,market_away_odds,market_home_prob,market_draw_prob,market_away_prob,fair_home_odds,fair_draw_odds,fair_away_odds,edge_home,edge_draw,edge_away,one_x_two_selection,one_x_two_edge,ou_model_over_prob,ou_market_over_prob,ou_final_over_prob,ou_selection,ou_edge,ou_selected_odds,ou_actual,ou_model_under_prob,ou_market_under_prob,ou_final_under_prob,ou_fair_over_odds,ou_fair_under_odds,corner_data_available,player_shadow_status,data_quality,best_market,promotion_status
ucl-2024-25-001,2024-25,league_phase,Matchday 1,2024-09-17T00:00:00+00:00,date_only,bsc-young-boys,aston-villa-fc,BSC Young Boys (SUI),Aston Villa FC (ENG),0,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,bsc-young-boys,aston-villa-fc,0.59185795672238,2.044701718725266,sofascore_shotmap,0.5159750600784379,0.2292645073735968,0.2547604325479654,0.6902,0.3098,0.516,0.484,2.258,1.331,0.3,ucl_shared_dixon_coles_elo_tier_stack,5.33,4.16,1.62,,,,5.33,4.16,1.62,0.17948895505851392,0.22997022366872097,0.590540821272765,1.9380781696076188,4.361774142259426,3.92525632806705,0.33648610501992393,-0.0007057162951241702,-0.3357803887247996,Home,0.33648610501992393,0.545016077170418,0.5684754521963824,0.5567457646834002,Under,0.0117296875129822,2.2,Over,0.454983922829582,0.4315245478036176,0.4432542353165998,1.7961519663623509,2.2560416129712504,True,shadow_pending,xg+corners,1X2,paper_only
ucl-2024-25-002,2024-25,league_phase,Matchday 1,2024-09-17T00:00:00+00:00,date_only,juventus-fc,psv,Juventus FC (ITA),PSV (NED),3,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,juventus-fc,psv,2.918197968974709,1.039429815486073,sofascore_shotmap,0.4125939939244077,0.2630347183964416,0.3243712876791506,0.6207,0.3793,0.4126,0.5874,1.683,1.525,0.3,ucl_shared_dixon_coles_elo_tier_stack,1.89,3.66,4.12,,,,1.89,3.66,4.12,0.5062954531719013,0.261447652047785,0.2322568947803139,2.4236901523661354,3.8017794992857805,3.082886919970372,-0.09370145924749357,0.0015870663486566294,0.09211439289883669,Away,0.09211439289883669,0.545016077170418,0.5483028720626633,0.5466594746165406,Under,0.0016433974461225,2.1,Over,0.454983922829582,0.45169712793733674,0.45334052538345937,1.829292359199407,2.205847357577722,True,shadow_pending,xg+corners,1X2,paper_only
ucl-2024-25-003,2024-25,league_phase,Matchday 1,2024-09-17T00:00:00+00:00,date_only,sporting-clube-de-portugal,lille-osc,Sporting Clube de Portugal (POR),Lille OSC (FRA),2,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,sporting-clube-de-portugal,lille-osc,1.626105515286317,0.406368296593432,sofascore_shotmap,0.3528850645733922,0.2572655050762816,0.3898494303503261,0.6342,0.3658,0.3529,0.6471,1.486,1.79,0.3,ucl_shared_dixon_coles_elo_tier_stack,1.51,4.37,6.5,,,,1.51,4.37,6.5,0.6337756338314142,0.21899341123236507,0.14723095493622085,2.8337838588009223,3.8870349124477093,2.5650928849668473,-0.280890569258022,0.03827209384391653,0.24261847541410525,Away,0.24261847541410525,0.545016077170418,0.5684754521963824,0.5567457646834002,Under,0.0117296875129822,2.2,Under,0.454983922829582,0.4315245478036176,0.4432542353165998,1.7961519663623509,2.2560416129712504,True,shadow_pending,xg+corners,1X2,paper_only
ucl-2024-25-004,2024-25,league_phase,Matchday 1,2024-09-17T00:00:00+00:00,date_only,fc-bayern-m-nchen,gnk-dinamo-zagreb,FC Bayern München (GER),GNK Dinamo Zagreb (CRO),9,2,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,fc-bayern-m-nchen,gnk-dinamo-zagreb,6.344696338404714,0.6994056105613761,sofascore_shotmap,0.6950114218428692,0.1813933766512339,0.1235952015058967,0.6711,0.3289,0.695,0.305,2.746,0.806,0.3,ucl_shared_dixon_coles_elo_tier_stack,1.1,10.95,23.82,,,,1.1,10.95,23.82,0.8721161176423383,0.08760983830197007,0.04027404405569152,1.4388252747680508,5.512880450550881,8.090928998989416,-0.17710469579946908,0.09378353834926383,0.08332115745020519,Draw,0.09378353834926383,0.545016077170418,0.7291666666666667,0.6370913719185424,Under,0.0920752947481242,3.5,Over,0.454983922829582,0.27083333333333326,0.36290862808145763,1.5696335629041585,2.7555145362251965,True,shadow_pending,xg+corners,1X2,paper_only
ucl-2024-25-005,2024-25,league_phase,Matchday 1,2024-09-17T00:00:00+00:00,date_only,real-madrid-cf,vfb-stuttgart,Real Madrid CF (ESP),VfB Stuttgart (GER),3,1,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,real-madrid-cf,vfb-stuttgart,2.607991496101019,1.9385409457609093,sofascore_shotmap,0.7915997970289157,0.1269211953400546,0.0814790076310296,0.822,0.178,0.7916,0.2084,3.789,0.875,0.3,ucl_shared_dixon_coles_elo_tier_stack,1.31,6.07,8.64,,,,1.31,6.07,8.64,0.7312957279449598,0.15782494293375574,0.11087932912128441,1.2632645987950801,7.878904680347062,12.27309989498658,0.060304069083955913,-0.030903747593701125,-0.029400321490254816,Home,0.060304069083955913,0.6198347107438017,0.7017543859649122,0.6607945483543569,Under,0.0409598376105553,3.2,Over,0.3801652892561983,0.29824561403508776,0.3392054516456431,1.5133296763576523,2.9480658260312027,True,shadow_pending,xg+corners,1X2,paper_only
ucl-2024-25-006,2024-25,league_phase,Matchday 1,2024-09-17T00:00:00+00:00,date_only,ac-milan,liverpool-fc,AC Milan (ITA),Liverpool FC (ENG),1,3,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,ac-milan,liverpool-fc,0.614691263064741,3.115958190523085,sofascore_shotmap,0.2457816575011658,0.2151598327010777,0.5390585097977565,0.7387,0.2613,0.2458,0.7542,1.371,2.528,0.3,ucl_shared_dixon_coles_elo_tier_stack,3.62,3.74,1.98,,,,3.62,3.74,1.98,0.2634215057129442,0.2549694787916732,0.4816090154953828,4.068651868357006,4.647707648059494,1.8550861953281828,-0.017639848211778414,-0.03980964609059551,0.05744949430237367,Away,0.05744949430237367,0.551111111111111,0.6025316455696202,0.5768213783403656,Under,0.0257102672292546,2.38,Over,0.448888888888889,0.39746835443037976,0.4231786216596344,1.7336389349458696,2.3630683328901885,True,shadow_pending,xg+corners,1X2,paper_only
ucl-2024-25-007,2024-25,league_phase,Matchday 1,2024-09-17T00:00:00+00:00,date_only,bologna-fc-1909,fk-shakhtar-donetsk,Bologna FC 1909 (ITA),FK Shakhtar Donetsk (UKR),0,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,bologna-fc-1909,fk-shakhtar-donetsk,1.172773748636247,0.87125562787205,sofascore_shotmap,0.2723371878024885,0.1973425476139371,0.5303202645835744,0.8743,0.1257,0.2723,0.7277,1.898,3.197,0.3,ucl_shared_dixon_coles_elo_tier_stack,1.91,3.58,4.08,,,,1.91,3.58,4.08,0.49958614084892433,0.26653897458699594,0.23387488456407976,3.671918653743484,5.06733095366899,1.8856530040111408,-0.22724895304643583,-0.06919642697305883,0.2964453800194946,Away,0.2964453800194946,0.6198347107438017,0.4920212765957447,0.5559279936697732,Over,0.0639067170740284,1.91,Under,0.3801652892561983,0.5079787234042553,0.4440720063302268,1.7987941089255708,2.2518870492736407,True,shadow_pending,xg+corners,1X2,paper_only
ucl-2024-25-008,2024-25,league_phase,Matchday 1,2024-09-17T00:00:00+00:00,date_only,ac-sparta-praha,fc-red-bull-salzburg,AC Sparta Praha (CZE),FC Red Bull Salzburg (AUT),3,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,ac-sparta-praha,fc-red-bull-salzburg,2.574949180707342,0.583794979378579,sofascore_shotmap,0.5509800502670413,0.239114636311494,0.2099053134214646,0.6209,0.3791,0.551,0.449,2.082,1.139,0.3,ucl_shared_dixon_coles_elo_tier_stack,2.21,3.64,3.11,,,,2.21,3.64,3.11,0.43145221225784075,0.2619531288708319,0.30659465887132736,1.8149477454135299,4.1820944774677145,4.764052818387309,0.11952783800920058,-0.022838492559337897,-0.09668934544986277,Home,0.11952783800920058,0.545016077170418,0.6203473945409429,0.5826817358556804,Under,0.0376656586852625,2.5,Over,0.454983922829582,0.3796526054590571,0.4173182641443196,1.7162027543758154,2.3962526587481774,True,shadow_pending,xg+corners,1X2,paper_only
ucl-2024-25-009,2024-25,league_phase,Matchday 1,2024-09-17T00:00:00+00:00,date_only,manchester-city-fc,fc-internazionale-milano,Manchester City FC (ENG),FC Internazionale Milano (ITA),0,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,manchester-city-fc,fc-internazionale-milano,2.347893329337249,0.7498744726181023,sofascore_shotmap,0.5679668992606396,0.2038482811884323,0.2281848195509281,0.8355,0.1645,0.568,0.432,2.878,1.767,0.3,ucl_shared_dixon_coles_elo_tier_stack,1.37,5.09,8.11,,,,1.37,5.09,8.11,0.6953704187224895,0.18716256849701585,0.11746701278049454,1.7606659847638422,4.905609182329209,4.382412475851892,-0.1274035194618499,0.016685712691416443,0.11071780677043355,Away,0.11071780677043355,0.8355,,,,,,,0.16449999999999998,,,,,True,shadow_pending,xg+corners,1X2,paper_only
ucl-2024-25-010,2024-25,league_phase,Matchday 1,2024-09-17T00:00:00+00:00,date_only,paris-saint-germain-fc,girona-fc,Paris Saint-Germain FC (FRA),Girona FC (ESP),1,0,openfootball,2024-09-17T00:00:00+00:00,2024-09-17 00:00:00+00:00,paris-saint-germain-fc,girona-fc,2.097100900486121,0.248462334275242,sofascore_shotmap,0.7015610686260542,0.1611068252303019,0.1373321061436439,0.8195,0.1805,0.7016,0.2984,3.527,1.109,0.3,ucl_shared_dixon_coles_elo_tier_stack,1.29,6.04,9.8,,,,1.29,6.04,9.8,0.7433790137845115,0.15876803440099668,0.09785295181449181,1.4253926631909783,6.20706167209553,7.281618465488616,-0.04181794515845738,0.002338790829305215,0.0394791543291521,Away,0.0394791543291521,0.6198347107438017,0.6880733944954128,0.6539540526196073,Under,0.0341193418758056,3.0,Under,0.3801652892561983,0.3119266055045872,0.34604594738039274,1.529159420289855,2.8897896581945663,True,shadow_pending,xg+corners,1X2,paper_only
