match_id,season,stage,matchday,kickoff_utc,kickoff_precision,home_club_id,away_club_id,home_name_source,away_name_source,home_goals,away_goals,source,source_published_at_utc,Date,home_team,away_team,home_xg,away_xg,xg_source,p_home,p_draw,p_away,engine,matchDate,homeTeam,awayTeam,xbetClose1FT,xbetCloseXFT,xbetClose2FT,qH,qD,qA,eH,eD,eA,bet,edge,actual,odds,profit
ucl-2025-26-011,2025-26,league_phase,Matchday 1,2025-09-17T21:00:00Z,date_only,paris-saint-germain-fc,atalanta-bc,Paris Saint-Germain FC (FRA),Atalanta BC (ITA),4,0,openfootball,2025-09-16T00:00:00+00:00,2025-09-17 21:00:00+00:00,paris-saint-germain-fc,atalanta-bc,4.0,0.0,goals_fallback,0.594683474962043,0.1775889563403501,0.2277275686976066,shared_xg_dixon_coles,17-09-25 21:00,PSG,Atalanta,1.39,5.08,8.02,0.6911142549863785,0.18910409732894998,0.11978164768467157,-0.09643078002433547,-0.011515140988599876,0.10794592101293503,A,0.10794592101293503,H,8.02,-1.0
ucl-2025-26-012,2025-26,league_phase,Matchday 1,2025-09-17T21:00:00Z,date_only,fc-bayern-m-nchen,chelsea-fc,FC Bayern München (GER),Chelsea FC (ENG),3,1,openfootball,2025-09-16T00:00:00+00:00,2025-09-17 21:00:00+00:00,fc-bayern-m-nchen,chelsea-fc,3.0,1.0,goals_fallback,0.3694144603499684,0.2598911584429145,0.3706943812071167,shared_xg_dixon_coles,17-09-25 21:00,Bayern Munich,Chelsea,1.83,4.07,4.03,0.5252857476837545,0.2361849922017864,0.2385292601144592,-0.15587128733378608,0.02370616624112809,0.13216512109265746,A,0.13216512109265746,H,4.03,-1.0
ucl-2025-26-013,2025-26,league_phase,Matchday 1,2025-09-18T18:45:00Z,date_only,fc-k-benhavn,bayer-04-leverkusen,FC København (DEN),Bayer 04 Leverkusen (GER),2,2,openfootball,2025-09-16T00:00:00+00:00,2025-09-18 18:45:00+00:00,fc-k-benhavn,bayer-04-leverkusen,2.0,2.0,goals_fallback,0.3180823924122914,0.2822823526319681,0.3996352549557405,shared_xg_dixon_coles,18-09-25 18:45,FC Copenhagen,Bayer Leverkusen,3.33,3.28,2.29,0.2882349103774852,0.2926287352308006,0.41913635439171437,0.029847482034806194,-0.010346382598832471,-0.01950109943597389,H,0.029847482034806194,D,3.33,-1.0
ucl-2025-26-014,2025-26,league_phase,Matchday 1,2025-09-18T18:45:00Z,date_only,club-brugge-kv,as-monaco-fc,Club Brugge KV (BEL),AS Monaco FC (MCO),4,1,openfootball,2025-09-16T00:00:00+00:00,2025-09-18 18:45:00+00:00,club-brugge-kv,as-monaco-fc,4.0,1.0,goals_fallback,0.3433754526334118,0.2407674385892767,0.4158571087773114,shared_xg_dixon_coles,18-09-25 18:45,Club Brugge KV,Monaco,2.23,3.54,3.23,0.4309702125414133,0.27148688530151177,0.29754290215707485,-0.08759475990800153,-0.03071944671223506,0.11831420662023656,A,0.11831420662023656,H,3.23,-1.0
ucl-2025-26-015,2025-26,league_phase,Matchday 1,2025-09-18T21:00:00Z,date_only,newcastle-united-fc,fc-barcelona,Newcastle United FC (ENG),FC Barcelona (ESP),1,2,openfootball,2025-09-16T00:00:00+00:00,2025-09-18 21:00:00+00:00,newcastle-united-fc,fc-barcelona,1.0,2.0,goals_fallback,0.3941859098874068,0.2384212398056762,0.3673928503069171,shared_xg_dixon_coles,18-09-25 21:00,Newcastle,Barcelona,2.46,3.78,2.7,0.39033457249070624,0.2540272614622057,0.3556381660470879,0.0038513373967005715,-0.015606021656529523,0.011754684259829173,A,0.011754684259829173,A,2.7,1.7000000000000002
ucl-2025-26-016,2025-26,league_phase,Matchday 1,2025-09-18T21:00:00Z,date_only,manchester-city-fc,ssc-napoli,Manchester City FC (ENG),SSC Napoli (ITA),2,0,openfootball,2025-09-16T00:00:00+00:00,2025-09-18 21:00:00+00:00,manchester-city-fc,ssc-napoli,2.0,0.0,goals_fallback,0.3439382515718517,0.187382294836765,0.4686794535913833,shared_xg_dixon_coles,18-09-25 21:00,Manchester City,Napoli,1.56,4.25,6.04,0.6152570321937376,0.22583552240523078,0.1589074454010316,-0.2713187806218859,-0.03845322756846578,0.30977200819035167,A,0.30977200819035167,H,6.04,-1.0
ucl-2025-26-017,2025-26,league_phase,Matchday 1,2025-09-18T21:00:00Z,date_only,eintracht-frankfurt,galatasaray-sk,Eintracht Frankfurt (GER),Galatasaray SK (TUR),5,1,openfootball,2025-09-16T00:00:00+00:00,2025-09-18 21:00:00+00:00,eintracht-frankfurt,galatasaray-sk,5.0,1.0,goals_fallback,0.1845689652869937,0.2711374042322705,0.5442936304807354,shared_xg_dixon_coles,18-09-25 21:00,Eintracht Frankfurt,Galatasaray,2.33,3.74,2.9,0.4121259100512213,0.2567522380800389,0.3311218518687399,-0.22755694476422758,0.014385166152231621,0.21317177861199554,A,0.21317177861199554,H,2.9,-1.0
ucl-2025-26-018,2025-26,league_phase,Matchday 1,2025-09-18T21:00:00Z,date_only,sporting-clube-de-portugal,fk-kairat,Sporting Clube de Portugal (POR),FK Kairat (KAZ),4,1,openfootball,2025-09-16T00:00:00+00:00,2025-09-18 21:00:00+00:00,sporting-clube-de-portugal,fk-kairat,4.0,1.0,goals_fallback,0.7064313401490601,0.1633875392686662,0.1301811205822738,shared_xg_dixon_coles,18-09-25 21:00,Sporting CP,Kairat Almaty,1.08,14.2,23.0,0.8904617532226753,0.06772526010425982,0.04181298667306476,-0.18403041307361523,0.09566227916440638,0.08836813390920903,D,0.09566227916440638,H,14.2,-1.0
ucl-2025-26-019,2025-26,league_phase,Matchday 2,2025-09-30T18:45:00Z,date_only,atalanta-bc,club-brugge-kv,Atalanta BC (ITA),Club Brugge KV (BEL),2,1,openfootball,2025-09-16T00:00:00+00:00,2025-09-30 18:45:00+00:00,atalanta-bc,club-brugge-kv,2.0,1.0,goals_fallback,0.5969798939176841,0.2045839451515181,0.1984361609307978,shared_xg_dixon_coles,30-09-25 18:45,Atalanta,Club Brugge KV,1.73,4.19,4.66,0.5604964993010085,0.23142218228896053,0.20808131841003105,0.0364833946166756,-0.026838237137442433,-0.009645157479233252,H,0.0364833946166756,H,1.73,0.73
ucl-2025-26-020,2025-26,league_phase,Matchday 2,2025-09-30T18:45:00Z,date_only,fk-kairat,real-madrid-cf,FK Kairat (KAZ),Real Madrid CF (ESP),0,5,openfootball,2025-09-16T00:00:00+00:00,2025-09-30 18:45:00+00:00,fk-kairat,real-madrid-cf,0.0,5.0,goals_fallback,0.1270943009523403,0.147009774134568,0.7258959249130914,shared_xg_dixon_coles,30-09-25 18:45,Kairat Almaty,Real Madrid,29.0,14.1,1.08,0.033435211044949155,0.06876745534067558,0.8977973336143753,0.09365908990739116,0.07824231879389243,-0.1719014087012839,H,0.09365908990739116,A,29.0,-1.0
ucl-2025-26-021,2025-26,league_phase,Matchday 2,2025-09-30T21:00:00Z,date_only,galatasaray-sk,liverpool-fc,Galatasaray SK (TUR),Liverpool FC (ENG),1,0,openfootball,2025-09-16T00:00:00+00:00,2025-09-30 21:00:00+00:00,galatasaray-sk,liverpool-fc,1.0,0.0,goals_fallback,0.0630088767579949,0.0870289299923991,0.8499621932496058,shared_xg_dixon_coles,30-09-25 21:00,Galatasaray,Liverpool,5.46,4.62,1.58,0.17738313941620737,0.20963461931006327,0.6129822412737292,-0.11437426265821247,-0.12260568931766418,0.2369799519758765,A,0.2369799519758765,H,1.58,-1.0
ucl-2025-26-022,2025-26,league_phase,Matchday 2,2025-09-30T21:00:00Z,date_only,club-atl-tico-de-madrid,eintracht-frankfurt,Club Atlético de Madrid (ESP),Eintracht Frankfurt (GER),5,1,openfootball,2025-09-16T00:00:00+00:00,2025-09-30 21:00:00+00:00,club-atl-tico-de-madrid,eintracht-frankfurt,5.0,1.0,goals_fallback,0.6695678430004813,0.1481517929596959,0.1822803640398226,shared_xg_dixon_coles,30-09-25 21:00,Atl. Madrid,Eintracht Frankfurt,1.44,5.39,6.67,0.6742845246512884,0.1801428043595279,0.1455726709891837,-0.004716681650807075,-0.03199101139983199,0.036707693050638895,A,0.036707693050638895,H,6.67,-1.0
ucl-2025-26-023,2025-26,league_phase,Matchday 2,2025-09-30T21:00:00Z,date_only,olympique-de-marseille,afc-ajax,Olympique de Marseille (FRA),AFC Ajax (NED),4,0,openfootball,2025-09-16T00:00:00+00:00,2025-09-30 21:00:00+00:00,olympique-de-marseille,afc-ajax,4.0,0.0,goals_fallback,0.1384532901474368,0.1491856226017647,0.7123610872507984,shared_xg_dixon_coles,30-09-25 21:00,Marseille,Ajax,1.59,4.31,5.9,0.6103511757462874,0.22516435485767913,0.16448446939603337,-0.4718978855988506,-0.07597873225591442,0.547876617854765,A,0.547876617854765,H,5.9,-1.0
ucl-2025-26-024,2025-26,league_phase,Matchday 2,2025-09-30T21:00:00Z,date_only,fk-bod-glimt,tottenham-hotspur-fc,FK Bodø/Glimt (NOR),Tottenham Hotspur FC (ENG),2,2,openfootball,2025-09-16T00:00:00+00:00,2025-09-30 21:00:00+00:00,fk-bod-glimt,tottenham-hotspur-fc,2.0,2.0,goals_fallback,0.4462744572240893,0.2596148388849505,0.2941107038909601,shared_xg_dixon_coles,30-09-25 21:00,Bodo/Glimt,Tottenham,3.38,3.68,2.16,0.2870846576134065,0.2636810170470962,0.44923432533949714,0.1591897996106828,-0.004066178162145662,-0.15512362144853703,H,0.1591897996106828,D,3.38,-1.0
ucl-2025-26-025,2025-26,league_phase,Matchday 2,2025-09-30T21:00:00Z,date_only,paphos-fc,fc-bayern-m-nchen,Paphos FC (CYP),FC Bayern München (GER),1,5,openfootball,2025-09-16T00:00:00+00:00,2025-09-30 21:00:00+00:00,paphos-fc,fc-bayern-m-nchen,1.0,5.0,goals_fallback,0.1874191403026686,0.216160760296847,0.5964200994004842,shared_xg_dixon_coles,30-09-25 21:00,Pafos,Bayern Munich,24.0,10.1,1.12,0.040314763072361294,0.09579745680561101,0.8638877801220277,0.1471043772303073,0.12036330349123599,-0.2674676807215435,H,0.1471043772303073,A,24.0,-1.0
ucl-2025-26-026,2025-26,league_phase,Matchday 2,2025-09-30T21:00:00Z,date_only,chelsea-fc,sport-lisboa-e-benfica,Chelsea FC (ENG),Sport Lisboa e Benfica (POR),1,0,openfootball,2025-09-16T00:00:00+00:00,2025-09-30 21:00:00+00:00,chelsea-fc,sport-lisboa-e-benfica,1.0,0.0,goals_fallback,0.7255866367506822,0.167072347643607,0.1073410156057108,shared_xg_dixon_coles,30-09-25 21:00,Chelsea,Benfica,1.68,3.87,5.61,0.5768430617661828,0.2504124919295057,0.17274444630431143,0.14874357498449942,-0.0833401442858987,-0.06540343069860063,H,0.14874357498449942,H,1.68,0.6799999999999999
ucl-2025-26-027,2025-26,league_phase,Matchday 2,2025-09-30T21:00:00Z,date_only,fc-internazionale-milano,sk-slavia-praha,FC Internazionale Milano (ITA),SK Slavia Praha (CZE),3,0,openfootball,2025-09-16T00:00:00+00:00,2025-09-30 21:00:00+00:00,fc-internazionale-milano,sk-slavia-praha,3.0,0.0,goals_fallback,0.7561747938019766,0.1594661625088983,0.0843590436891246,shared_xg_dixon_coles,30-09-25 21:00,Inter,Slavia Prague,1.29,6.08,11.1,0.7527925202620852,0.15972078143718588,0.08748669830072885,0.0033822735398914006,-0.00025461892828756993,-0.003127654611604247,H,0.0033822735398914006,H,1.29,0.29000000000000004
ucl-2025-26-028,2025-26,league_phase,Matchday 2,2025-10-01T18:45:00Z,date_only,qaraba-a-dam-fk,fc-k-benhavn,Qarabağ Ağdam FK (AZE),FC København (DEN),2,0,openfootball,2025-09-16T00:00:00+00:00,2025-10-01 18:45:00+00:00,qaraba-a-dam-fk,fc-k-benhavn,2.0,0.0,goals_fallback,0.575204401489571,0.2743126206995854,0.1504829778108435,shared_xg_dixon_coles,01-10-25 18:45,Qarabag,FC Copenhagen,3.74,3.42,2.13,0.25977832933926737,0.2840850736049298,0.45613659705580284,0.3154260721503036,-0.009772452905344398,-0.3056536192449594,H,0.3154260721503036,H,3.74,2.74
ucl-2025-26-029,2025-26,league_phase,Matchday 2,2025-10-01T18:45:00Z,date_only,royale-union-saint-gilloise,newcastle-united-fc,Royale Union Saint-Gilloise (BEL),Newcastle United FC (ENG),0,4,openfootball,2025-09-16T00:00:00+00:00,2025-10-01 18:45:00+00:00,royale-union-saint-gilloise,newcastle-united-fc,0.0,4.0,goals_fallback,0.4540445717573022,0.3635568220350593,0.1823986062076384,shared_xg_dixon_coles,01-10-25 18:45,Royale Union SG,Newcastle,4.49,3.71,1.86,0.21625263632916433,0.26171815016656275,0.522029213504273,0.23779193542813784,0.10183867186849654,-0.33963060729663463,H,0.23779193542813784,A,4.49,-1.0
ucl-2025-26-030,2025-26,league_phase,Matchday 2,2025-10-01T21:00:00Z,date_only,borussia-dortmund,athletic-club,Borussia Dortmund (GER),Athletic Club (ESP),4,1,openfootball,2025-09-16T00:00:00+00:00,2025-10-01 21:00:00+00:00,borussia-dortmund,athletic-club,4.0,1.0,goals_fallback,0.7284283397064659,0.1870797566936187,0.0844919035999155,shared_xg_dixon_coles,01-10-25 21:00,Dortmund,Ath Bilbao,1.75,3.78,5.1,0.5536791314837153,0.2563329312424608,0.1899879372738239,0.17474920822275064,-0.06925317454884211,-0.1054960336739084,H,0.17474920822275064,H,1.75,0.75
ucl-2025-26-031,2025-26,league_phase,Matchday 2,2025-10-01T21:00:00Z,date_only,fc-barcelona,paris-saint-germain-fc,FC Barcelona (ESP),Paris Saint-Germain FC (FRA),1,2,openfootball,2025-09-16T00:00:00+00:00,2025-10-01 21:00:00+00:00,fc-barcelona,paris-saint-germain-fc,1.0,2.0,goals_fallback,0.3896507369601487,0.1844704444931121,0.4258788185467391,shared_xg_dixon_coles,01-10-25 21:00,Barcelona,PSG,1.67,4.6,4.66,0.5809182606056335,0.21089858591552346,0.2081831534788429,-0.19126752364548477,-0.026428141422411372,0.2176956650678962,A,0.2176956650678962,A,4.66,3.66
ucl-2025-26-032,2025-26,league_phase,Matchday 2,2025-10-01T21:00:00Z,date_only,as-monaco-fc,manchester-city-fc,AS Monaco FC (MCO),Manchester City FC (ENG),2,2,openfootball,2025-09-16T00:00:00+00:00,2025-10-01 21:00:00+00:00,as-monaco-fc,manchester-city-fc,2.0,2.0,goals_fallback,0.3958970551187133,0.1751772812114868,0.4289256636697998,shared_xg_dixon_coles,01-10-25 21:00,Monaco,Manchester City,8.21,5.64,1.37,0.11836596511276996,0.1723022293574187,0.7093318055298112,0.27753109000594334,0.0028750518540680836,-0.28040614186001145,H,0.27753109000594334,D,8.21,-1.0
ucl-2025-26-033,2025-26,league_phase,Matchday 2,2025-10-01T21:00:00Z,date_only,bayer-04-leverkusen,psv,Bayer 04 Leverkusen (GER),PSV (NED),1,1,openfootball,2025-09-16T00:00:00+00:00,2025-10-01 21:00:00+00:00,bayer-04-leverkusen,psv,1.0,1.0,goals_fallback,0.5994347898643426,0.1949246105133495,0.205640599622308,shared_xg_dixon_coles,01-10-25 21:00,Bayer Leverkusen,PSV,1.94,3.97,3.77,0.49918785958475775,0.24393562911698485,0.2568765112982573,0.10024693027958487,-0.04901101860363535,-0.05123591167594929,H,0.10024693027958487,D,1.94,-1.0
ucl-2025-26-034,2025-26,league_phase,Matchday 2,2025-10-01T21:00:00Z,date_only,arsenal-fc,pae-olympiakos-sfp,Arsenal FC (ENG),PAE Olympiakos SFP (GRE),2,0,openfootball,2025-09-16T00:00:00+00:00,2025-10-01 21:00:00+00:00,arsenal-fc,pae-olympiakos-sfp,2.0,0.0,goals_fallback,0.8880816537034728,0.083651468553239,0.0282668777432881,shared_xg_dixon_coles,01-10-25 21:00,Arsenal,Olympiacos Piraeus,1.18,7.74,17.6,0.820008042127263,0.12501414595738633,0.05497781191535058,0.06807361157620984,-0.04136267740414733,-0.02671093417206248,H,0.06807361157620984,H,1.18,0.17999999999999994
ucl-2025-26-035,2025-26,league_phase,Matchday 2,2025-10-01T21:00:00Z,date_only,villarreal-cf,juventus-fc,Villarreal CF (ESP),Juventus FC (ITA),2,2,openfootball,2025-09-16T00:00:00+00:00,2025-10-01 21:00:00+00:00,villarreal-cf,juventus-fc,2.0,2.0,goals_fallback,0.457536337880958,0.2995529850281925,0.2429106770908492,shared_xg_dixon_coles,01-10-25 21:00,Villarreal,Juventus,2.51,3.37,2.98,0.38653482723980126,0.2878938920984869,0.32557128066171176,0.07100151064115673,0.011659092929705572,-0.08266060357086255,H,0.07100151064115673,D,2.51,-1.0
ucl-2025-26-036,2025-26,league_phase,Matchday 2,2025-10-01T21:00:00Z,date_only,ssc-napoli,sporting-clube-de-portugal,SSC Napoli (ITA),Sporting Clube de Portugal (POR),2,1,openfootball,2025-09-16T00:00:00+00:00,2025-10-01 21:00:00+00:00,ssc-napoli,sporting-clube-de-portugal,2.0,1.0,goals_fallback,0.7614052048040394,0.152302423635001,0.0862923715609595,shared_xg_dixon_coles,01-10-25 21:00,Napoli,Sporting CP,1.9,3.58,4.47,0.511304381166607,0.2713626603956853,0.21733295843770772,0.25010082363743236,-0.11906023676068431,-0.13104058687674824,H,0.25010082363743236,H,1.9,0.8999999999999999
ucl-2025-26-037,2025-26,league_phase,Matchday 3,2025-10-21T18:45:00Z,date_only,fc-barcelona,pae-olympiakos-sfp,FC Barcelona (ESP),PAE Olympiakos SFP (GRE),6,1,openfootball,2025-09-16T00:00:00+00:00,2025-10-21 18:45:00+00:00,fc-barcelona,pae-olympiakos-sfp,6.0,1.0,goals_fallback,0.8823709183291016,0.0729611366621611,0.0446679450087372,shared_xg_dixon_coles,21-10-25 18:45,Barcelona,Olympiacos Piraeus,1.26,7.21,9.86,0.7677270115811436,0.1341658855190348,0.09810710289982162,0.11464390674795799,-0.0612047488568737,-0.05343915789108442,H,0.11464390674795799,H,1.26,0.26
ucl-2025-26-038,2025-26,league_phase,Matchday 3,2025-10-21T18:45:00Z,date_only,fk-kairat,paphos-fc,FK Kairat (KAZ),Paphos FC (CYP),0,0,openfootball,2025-09-16T00:00:00+00:00,2025-10-21 18:45:00+00:00,fk-kairat,paphos-fc,0.0,0.0,goals_fallback,0.4462744572240893,0.2596148388849505,0.2941107038909601,shared_xg_dixon_coles,21-10-25 18:45,Kairat Almaty,Pafos,3.25,3.46,2.3,0.2982982232551166,0.2801934177974361,0.4215083589474474,0.1479762339689727,-0.0205785789124856,-0.1273976550564873,H,0.1479762339689727,D,3.25,-1.0
ucl-2025-26-039,2025-26,league_phase,Matchday 3,2025-10-21T21:00:00Z,date_only,royale-union-saint-gilloise,fc-internazionale-milano,Royale Union Saint-Gilloise (BEL),FC Internazionale Milano (ITA),0,4,openfootball,2025-09-16T00:00:00+00:00,2025-10-21 21:00:00+00:00,royale-union-saint-gilloise,fc-internazionale-milano,0.0,4.0,goals_fallback,0.2273328277335648,0.2703428557941394,0.5023243164722957,shared_xg_dixon_coles,21-10-25 21:00,Royale Union SG,Inter,5.44,3.84,1.7,0.17804154302670622,0.2522255192878338,0.56973293768546,0.04929128470685859,0.018117336506305592,-0.06740862121316427,H,0.04929128470685859,A,5.44,-1.0
ucl-2025-26-040,2025-26,league_phase,Matchday 3,2025-10-21T21:00:00Z,date_only,fc-k-benhavn,borussia-dortmund,FC København (DEN),Borussia Dortmund (GER),2,4,openfootball,2025-09-16T00:00:00+00:00,2025-10-21 21:00:00+00:00,fc-k-benhavn,borussia-dortmund,2.0,4.0,goals_fallback,0.1580660663070161,0.2121567300410446,0.6297772036519393,shared_xg_dixon_coles,21-10-25 21:00,FC Copenhagen,Dortmund,4.85,3.69,1.81,0.20024344979147862,0.26319261015953155,0.5365639400489897,-0.04217738348446251,-0.05103588011848695,0.09321326360294968,A,0.09321326360294968,A,1.81,0.81
ucl-2025-26-041,2025-26,league_phase,Matchday 3,2025-10-21T21:00:00Z,date_only,bayer-04-leverkusen,paris-saint-germain-fc,Bayer 04 Leverkusen (GER),Paris Saint-Germain FC (FRA),2,7,openfootball,2025-09-16T00:00:00+00:00,2025-10-21 21:00:00+00:00,bayer-04-leverkusen,paris-saint-germain-fc,2.0,7.0,goals_fallback,0.1802639720158396,0.2017134594816026,0.618022568502558,shared_xg_dixon_coles,21-10-25 21:00,Bayer Leverkusen,PSG,5.23,4.04,1.69,0.18555529888165673,0.24021143889877838,0.5742332622195649,-0.005291326865817125,-0.03849797941717578,0.043789306282993046,A,0.043789306282993046,A,1.69,0.69
