match_id,season,stage,y,total_xg,home_att,away_att,home_corners_for,home_corners_against,away_corners_for,away_corners_against,knockout,p_model,xbetCloseOver25,xbetCloseUnder25,market_over25,market_under25,actual_over25,p_market,p_final,edge_over,edge_under,bet,edge,odds,profit
ucl-2025-26-060,2025-26,league_phase,0,4.542340911918333,2.4099902324636777,1.4579812055608674,4.0,6.666666666666667,4.2,4.2,0,0.7638719974358218,1.3,3.5,0.7291666666666667,0.2708333333333333,Under,0.7291666666666667,0.7413135324358711,0.012146865769204318,-0.012146865769204374,Over,0.012146865769204318,1.3,-1.0
ucl-2025-26-059,2025-26,league_phase,1,2.792261701167749,0.9431583027665843,1.2305293775474027,4.0,4.0,5.0,5.333333333333333,0,0.6016555709558876,1.78,2.1,0.5412371134020618,0.458762886597938,Over,0.5412371134020618,0.5623835735459009,0.02114646014383903,-0.021146460143838863,Over,0.02114646014383903,1.78,0.78
ucl-2025-26-058,2025-26,league_phase,1,4.059737477512309,1.744822491061242,1.7356645339297765,4.6,4.0,5.666666666666667,5.333333333333333,0,0.6507358808487186,1.49,2.63,0.6383495145631067,0.3616504854368932,Over,0.6383495145631067,0.6426847427630709,0.004335228199964125,-0.00433522819996407,Over,0.004335228199964125,1.49,0.49
ucl-2025-26-057,2025-26,league_phase,0,2.9952651108071566,1.1715621346142144,1.753682781771423,4.0,6.0,5.0,2.6,0,0.7090094150871135,1.86,2.0,0.5181347150259067,0.4818652849740932,Under,0.5181347150259067,0.584940860047329,0.06680614502142235,-0.06680614502142224,Over,0.06680614502142235,1.86,-1.0
ucl-2025-26-064,2025-26,league_phase,0,2.8007747050529903,0.8565593619520433,1.161429354455315,2.0,7.0,2.6666666666666665,3.0,0,0.7085192029032041,1.61,2.32,0.5903307888040712,0.4096692111959288,Under,0.5903307888040712,0.6316967337387678,0.041365944934696586,-0.041365944934696586,Over,0.041365944934696586,1.61,-1.0
ucl-2025-26-065,2025-26,league_phase,1,3.3048431519677264,1.2780642719008095,1.6898866674810673,3.5,7.5,5.333333333333333,3.6666666666666665,0,0.7113461662369165,1.45,2.75,0.6547619047619047,0.3452380952380952,Over,0.6547619047619047,0.6745663962781587,0.019804491516254075,-0.019804491516253908,Over,0.019804491516254075,1.45,0.44999999999999996
ucl-2025-26-072,2025-26,league_phase,0,2.816749893840275,2.2021643587956823,1.6158231189474461,7.666666666666667,6.333333333333333,3.3333333333333335,3.0,0,0.7758627459189807,1.78,2.1,0.5412371134020618,0.458762886597938,Under,0.5412371134020618,0.6233560847829834,0.08211897138092161,-0.08211897138092145,Over,0.08211897138092161,1.78,-1.0
ucl-2025-26-070,2025-26,league_phase,0,3.4533863846729673,0.8078872010422238,2.53539630752831,1.6666666666666667,6.333333333333333,6.0,3.6,0,0.6060289659651044,1.78,2.1,0.5412371134020618,0.458762886597938,Under,0.5412371134020618,0.5639142617991266,0.022677148397064806,-0.02267714839706464,Over,0.022677148397064806,1.78,-1.0
ucl-2025-26-069,2025-26,league_phase,0,3.1692033808901163,1.4512636414825923,1.5465778529798992,4.0,7.0,5.8,3.4,0,0.7184139033989768,1.61,2.32,0.5903307888040712,0.4096692111959288,Under,0.5903307888040712,0.6351598789122881,0.044829090108216896,-0.044829090108216896,Over,0.044829090108216896,1.61,-1.0
ucl-2025-26-071,2025-26,league_phase,1,3.3593739001338663,1.0552796963731452,2.236977121805648,3.3333333333333335,5.333333333333333,4.333333333333333,5.0,0,0.5982162496502077,1.57,2.42,0.606516290726817,0.3934837092731829,Over,0.606516290726817,0.6036112763500037,-0.002905014376813342,0.002905014376813453,Under,0.002905014376813453,2.42,-1.0
