season,season_year,date,home_team,away_team,venue,is_final,split,home_elo,away_elo,elo_diff,elo_win_prob,home_rest_days,away_rest_days,rest_diff,home_travel_km,away_travel_km,travel_diff_km,home_win_pct,home_avg_margin,home_last_margin,home_form_games,home_off_big_win,home_off_big_loss,home_win_streak,home_loss_streak,away_win_pct,away_avg_margin,away_last_margin,away_form_games,away_off_big_win,away_off_big_loss,away_win_streak,away_loss_streak,home_ema_win_pct,home_ema_margin,home_opp_adj_margin,away_ema_win_pct,away_ema_margin,away_opp_adj_margin,ema_margin_diff,opp_adj_margin_diff,form_win_pct_diff,form_margin_diff,venue_games,venue_avg_total,venue_home_win_pct,h2h_home_open,h2h_away_open,h2h_home_close,h2h_away_close,mkt_home_prob_open,home_line_open,home_line_close,total_open,total_close,home_score,away_score,home_margin,total_score,home_win
2022,2022,2022-04-17,Carlton Blues,Port Adelaide Power,MCG,0,train,1456.83,1474.85,-18.02,0.5672,7,10,-3,1.9,655.5,-653.5,0.5,-11.12,-30,8,0,0,0,1,0.375,-5.25,-32,8,0,0,0,5,0.519,-10.6,-10.47,0.152,-20.8,-22.44,10.19,11.97,0.125,-5.88,605,171.8,0.55,1.65,2.25,1.6,2.4,0.5769,-7.5,-8.5,164.5,166.5,94,91,3,185,1
2022,2022,2022-04-17,Essendon Bombers,Fremantle Dockers,Marvel Stadium,0,train,1457.36,1498.17,-40.81,0.5348,7,8,-1,1.4,2720.2,-2718.8,0.5,-5.38,4,8,0,0,1,0,0.625,-2.88,34,8,0,0,2,0,0.43,-14.06,-16.9,0.706,12.33,10.91,-26.4,-27.81,-0.125,-2.5,552,181.0,0.516,1.68,2.2,1.93,1.93,0.567,-6.5,1.5,168.5,168.5,59,107,-48,166,0
2022,2022,2022-04-18,Hawthorn Hawks,Geelong Cats,MCG,0,train,1453.67,1662.02,-208.35,0.3047,8,10,-2,1.9,65.7,-63.8,0.625,9.0,-69,8,0,1,0,2,0.5,-4.5,10,8,0,0,2,0,0.426,-3.87,-3.74,0.669,1.27,-0.16,-5.14,-3.58,0.125,13.5,606,171.8,0.551,2.7,1.47,3.3,1.36,0.3525,13.5,18.5,158.5,151.5,92,80,12,172,1
2022,2022,2022-04-22,Greater Western Sydney Giants,St Kilda Saints,Manuka Oval,0,train,1443.21,1603.37,-160.16,0.3664,6,6,0,248.8,464.7,-215.9,0.375,-18.88,-67,8,0,1,0,2,0.75,24.25,26,8,0,0,4,0,0.243,-29.35,-33.28,0.863,30.64,30.29,-59.99,-63.57,-0.375,-43.12,29,169.4,0.483,1.58,2.4,2.15,1.75,0.603,-9.5,3.5,161.5,160.5,60,77,-17,137,0
2022,2022,2022-04-23,Western Bulldogs,Adelaide Crows,Mars Stadium,0,train,1566.1,1381.49,184.61,0.808,8,7,1,103.1,552.7,-449.6,0.5,0.12,68,8,1,0,1,0,0.375,-3.12,19,8,0,0,1,0,0.521,7.67,4.98,0.5,0.78,0.32,6.88,4.67,0.125,3.25,7,152.1,0.571,1.22,4.35,1.25,4,0.781,-26.5,-24.5,168.5,171.5,62,63,-1,125,0
2022,2022,2022-04-23,Port Adelaide Power,West Coast Eagles,Adelaide Oval,0,train,1464.02,1335.88,128.14,0.7525,6,8,-2,1.5,2130.7,-2129.2,0.25,-17.5,-3,8,0,0,0,6,0.125,-26.12,-63,8,0,1,0,1,0.087,-19.07,-20.12,0.208,-31.1,-31.97,12.03,11.85,0.125,8.62,187,164.2,0.604,1.44,2.8,1.21,4.5,0.6604,-14.5,-27.5,162.5,162.5,117,33,84,150,1
2022,2022,2022-04-23,Fremantle Dockers,Carlton Blues,Optus Stadium,0,train,1535.74,1467.66,68.08,0.6827,6,6,0,2.6,2719.1,-2716.5,0.625,2.62,48,8,1,0,3,0,0.5,-14.62,3,8,0,0,1,0,0.78,22.47,21.03,0.639,-7.98,-7.9,30.46,28.93,0.125,17.25,95,153.9,0.632,1.8,2.02,1.68,2.2,0.5288,-2.5,-6.5,161.5,158.5,97,62,35,159,1
2022,2022,2022-04-24,North Melbourne Kangaroos,Geelong Cats,Ninja Stadium,0,train,1288.61,1629.81,-341.2,0.1694,9,6,3,1373.6,1434.9,-61.3,0.125,-35.38,-68,8,0,1,0,3,0.5,-5.5,-12,8,0,0,0,1,0.117,-42.88,-45.01,0.502,-2.27,-3.22,-40.61,-41.78,-0.375,-29.88,28,172.1,0.643,5,1.18,4.8,1.2,0.1909,30.5,28.5,166.5,167.5,61,121,-60,182,0
2022,2022,2022-04-24,Gold Coast Suns,Brisbane Lions,People First Stadium,0,train,1419.35,1640.45,-221.1,0.2893,8,10,-2,1.6,69.6,-68.0,0.375,-18.0,-26,8,0,0,0,1,0.625,17.75,7,8,0,0,1,0,0.333,-12.58,-13.64,0.676,20.0,17.47,-32.57,-31.11,-0.25,-35.75,150,157.5,0.38,3,1.4,3.7,1.3,0.3182,16.5,21.5,165.5,164.5,80,132,-52,212,0
2022,2022,2022-04-24,Richmond Tigers,Melbourne Demons,MCG,0,train,1479.34,1797.75,-318.41,0.1887,8,8,0,1.9,1.9,0.0,0.375,-1.12,-19,8,0,0,0,1,1.0,44.62,67,8,1,0,8,0,0.363,-1.2,-0.2,1.0,43.83,44.52,-45.03,-44.72,-0.625,-45.75,607,171.8,0.552,3.6,1.3,3.85,1.28,0.2653,21.5,22.5,169.5,167.5,54,76,-22,130,0
