season,round,date,home_team,away_team,home_score,away_score,actual_margin_home,actual_total,market,signal,selection,model_number,model_home_fair_odds,model_away_fair_odds,open_number,close_number,open_odds,close_odds,clv,result,winner,bookmakers_surveyed
2026,9,2026-05-07,Fremantle Dockers,Hawthorn Hawks,88,73,15.0,161.0,h2h,normal,Fremantle Dockers,,1.814,2.229,,,1.82,1.7,0.0706,win,tie,5
2026,9,2026-05-07,Fremantle Dockers,Hawthorn Hawks,88,73,15.0,161.0,h2h,ml,Fremantle Dockers,,1.316,4.161,,,1.82,1.7,0.0706,win,tie,5
2026,9,2026-05-07,Fremantle Dockers,Hawthorn Hawks,88,73,15.0,161.0,h2h,market,Fremantle Dockers,,,,,,1.82,1.7,0.0706,win,tie,5
2026,9,2026-05-07,Fremantle Dockers,Hawthorn Hawks,88,73,15.0,161.0,handicap,normal,Fremantle Dockers,4.6,,,-4.5,-4.5,1.9,1.9,0.0,win,normal,5
2026,9,2026-05-07,Fremantle Dockers,Hawthorn Hawks,88,73,15.0,161.0,handicap,ml,Hawthorn Hawks,3.9,,,4.5,4.5,1.9,1.9,0.0,loss,normal,5
2026,9,2026-05-07,Fremantle Dockers,Hawthorn Hawks,88,73,15.0,161.0,handicap,market,no_move,,,,,,,,,,normal,5
2026,9,2026-05-07,Fremantle Dockers,Hawthorn Hawks,88,73,15.0,161.0,total,normal,over,184.8,,,176.5,176.5,1.87,1.87,0.0,loss,ml,5
2026,9,2026-05-07,Fremantle Dockers,Hawthorn Hawks,88,73,15.0,161.0,total,ml,under,148.1,,,176.5,176.5,1.87,1.87,0.0,win,ml,5
2026,9,2026-05-07,Fremantle Dockers,Hawthorn Hawks,88,73,15.0,161.0,total,market,no_move,,,,176.5,176.5,,,,,ml,5
2026,9,2026-05-08,Brisbane Lions,Carlton Blues,100,89,11.0,189.0,h2h,normal,Brisbane Lions,,1.048,21.882,,,1.14,1.1,0.0364,win,tie,5
