season,round,week_ending,game,home_team,away_team,elo_delta,ml_raw_margin,ml_final_margin,rules_margin,margin_diff,ml_raw_total,ml_final_total,rules_total,total_diff,ml_raw_h2h_pct,ml_final_h2h_pct,rules_h2h_pct,h2h_diff,ml_home_fair_odds,rules_home_fair_odds
2026,9,2026-04-28,Broncos vs Bulldogs,Broncos,Bulldogs,+78.7,+7.3,+4.3,+6.7,-2.4,44.1,44.1,40.4,+3.7,71.4,62.8,70.9,-8.1,1.592,1.410
2026,9,2026-04-28,Cowboys vs Sharks,Cowboys,Sharks,-109.4,+1.2,+0.7,-1.2,+1.9,48.3,48.3,52.6,-4.3,47.5,52.2,46.0,+6.2,1.916,2.174
2026,9,2026-04-28,Dragons vs Roosters,Dragons,Roosters,-151.1,-5.2,-6.0,-10.5,+4.5,48.0,49.5,50.4,-0.9,30.6,32.2,18.9,+13.3,3.106,5.291
2026,9,2026-04-28,Eagles vs Eels,Eagles,Eels,+40.8,+5.5,+2.5,+9.6,-7.1,45.1,45.1,59.0,-13.9,61.3,57.6,78.8,-21.2,1.736,1.269
2026,9,2026-04-28,Knights vs Panthers,Knights,Panthers,-210.2,-5.7,-4.7,-10.0,+5.3,45.6,45.6,45.3,+0.3,34.2,36.0,20.0,+16.0,2.778,5.000
2026,9,2026-04-28,Storm vs Rabbitohs,Storm,Rabbitohs,+182.5,+13.5,+14.7,+18.9,-4.2,46.0,46.5,53.1,-6.6,70.7,87.1,94.2,-7.1,1.148,1.062
2026,9,2026-04-28,Tigers vs Raiders,Tigers,Raiders,-199.5,-8.4,-5.4,+0.9,-6.3,47.1,47.1,48.3,-1.2,29.3,33.9,53.0,-19.1,2.950,1.887
2026,9,2026-04-28,Warriors vs Dolphins,Warriors,Dolphins,+11.3,+5.7,+6.9,+9.7,-2.8,48.5,49.0,49.8,-0.8,64.1,70.4,79.1,-8.7,1.420,1.264
