season,round,week_ending,game,home_team,away_team,elo_delta,ml_raw_margin,ml_final_margin,rules_margin,margin_diff,ml_raw_total,ml_final_total,rules_total,total_diff,ml_raw_h2h_pct,ml_final_h2h_pct,rules_h2h_pct,h2h_diff,ml_home_fair_odds,rules_home_fair_odds
2026,11,2026-05-12,Eels vs Storm,Eels,Storm,-58.0,-4.2,-6.0,-7.1,+1.1,42.6,42.7,62.1,-19.4,45.0,32.3,27.7,+4.6,3.096,3.610
2026,11,2026-05-12,Panthers vs Dragons,Panthers,Dragons,+229.1,+19.6,+22.4,+31.4,-9.0,49.8,49.2,46.5,+2.7,75.1,95.8,99.6,-3.8,1.044,1.004
2026,11,2026-05-12,Rabbitohs vs Dolphins,Rabbitohs,Dolphins,+11.5,+0.7,-6.1,-1.1,-5.0,41.5,40.8,55.2,-14.4,54.6,32.0,46.4,-14.4,3.125,2.155
2026,11,2026-05-12,Roosters vs Cowboys,Roosters,Cowboys,+73.7,+2.3,+2.8,+7.6,-4.8,42.7,42.9,60.4,-17.5,62.2,58.4,73.7,-15.3,1.712,1.357
2026,11,2026-05-12,Sharks vs Bulldogs,Sharks,Bulldogs,+25.5,+2.4,+3.4,+10.2,-6.8,45.8,42.9,49.0,-6.1,60.9,60.4,80.2,-19.8,1.656,1.247
2026,11,2026-05-12,Tigers vs Eagles,Tigers,Eagles,-41.9,-2.2,-0.9,+0.8,-1.7,43.4,41.8,50.5,-8.7,51.7,47.2,52.7,-5.5,2.119,1.898
2026,11,2026-05-12,Titans vs Knights,Titans,Knights,-43.4,-3.2,-4.1,-3.0,-1.1,42.0,44.0,54.7,-10.7,48.0,37.7,39.8,-2.1,2.653,2.513
2026,11,2026-05-12,Warriors vs Broncos,Warriors,Broncos,-34.2,+2.6,+5.6,+13.0,-7.4,46.7,45.2,46.6,-1.4,59.0,66.7,86.1,-19.4,1.499,1.161
