Date,Season,HomeTeam,AwayTeam,total,over25,mkt_open,mkt_close,resid,xi_shots90_sum,xi_sot90_sum,xi_goals90_sum,xi_minshare_sum,xi_minshare_min
2023-09-23,2023/24,Plymouth,Norwich,8.0,1,0.5925,0.6083743842364532,0.3916256157635468,30.3315009023215,11.403521569440105,3.4995121260212683,1.5240819927701728,0.7603724273113361
2023-09-23,2023/24,West Brom,Millwall,0.0,0,0.45012787723785164,0.44757033248081834,-0.44757033248081834,26.035457268281597,7.020222231610834,2.1442734916400124,1.1002718115460404,0.53805918788713
2023-09-23,2023/24,Middlesbrough,Southampton,3.0,1,0.5634517766497462,0.5685279187817259,0.4314720812182741,26.523195167943214,9.559845876531291,2.1258256205624626,1.2216999724484134,0.5858922363847046
2023-09-30,2023/24,Watford,Middlesbrough,5.0,1,0.4974226804123712,0.4974226804123712,0.5025773195876289,25.769439338990146,8.747565822052826,2.0712436041999815,1.2527650529200425,0.6166935784374612
2023-09-30,2023/24,Southampton,Leeds,4.0,1,0.5889724310776941,0.5925,0.4075,33.91161407993104,10.592755798819082,3.9294870833423516,1.2853584050322944,0.6420487243429887
2023-09-30,2023/24,Preston,West Brom,4.0,1,0.420654911838791,0.3872549019607843,0.6127450980392157,19.426868102441695,6.666092706391682,2.7661698141354734,1.4170064829949411,0.6406383237909612
2023-09-30,2023/24,Norwich,Birmingham,2.0,0,0.493573264781491,0.493573264781491,-0.493573264781491,29.57371817628266,8.510429574571667,3.481061832350672,1.4638027348024234,0.6780796880711588
2023-09-30,2023/24,Cardiff,Rotherham,2.0,0,0.4974226804123712,0.4743589743589744,-0.4743589743589744,15.106981151429828,5.108530350198929,2.3591818060288494,1.401643190832068,0.6990271987294024
2023-09-30,2023/24,Bristol City,Stoke,5.0,1,0.46923076923076923,0.45897435897435895,0.5410256410256411,23.35280726216785,3.474226829442473,1.7159604652855691,1.4377218520471482,0.6382608695652174
2023-09-30,2023/24,Millwall,Swansea,3.0,1,0.4427480916030535,0.43511450381679384,0.5648854961832062,24.13715906648357,7.120354992381547,2.4632946144324617,1.2199517003081954,0.582035494386092
2023-10-03,2023/24,West Brom,Sheffield Weds,1.0,0,0.4552429667519181,0.45384615384615384,-0.45384615384615384,16.936597000795814,5.161096689244195,2.6140297322239583,1.1972257589411803,0.49061821054710647
2023-10-03,2023/24,Stoke,Southampton,1.0,0,0.523076923076923,0.5089974293059126,-0.5089974293059126,29.434090013284894,9.04504742112153,5.859578993589777,1.235463500778858,0.5652077807250221
2023-10-03,2023/24,Plymouth,Millwall,2.0,0,0.5398457583547558,0.5347043701799487,-0.5347043701799487,29.009518907010268,8.95080505341631,2.3729252821635844,1.243483348490525,0.5443461372464393
2023-10-03,2023/24,Middlesbrough,Cardiff,2.0,0,0.5283505154639175,0.48843187660668386,-0.48843187660668386,22.194027776094423,7.126918768380049,2.8634625369112277,1.1760323956346683,0.5201101928374655
2023-10-04,2023/24,Coventry,Blackburn,1.0,0,0.5875,0.5875,-0.5875,22.802092469965295,7.6778865110882535,3.152650856990494,1.2901594457498922,0.5704892455143208
2023-10-04,2023/24,Leeds,QPR,1.0,0,0.6004962779156326,0.6256038647342995,-0.6256038647342995,31.365434884637818,11.230087758901925,4.734553422521538,1.3894416440727588,0.6612670408981556
2023-10-04,2023/24,Leicester,Preston,3.0,1,0.5205128205128204,0.5167095115681234,0.4832904884318766,22.55978176447489,8.22949326229173,3.0484295801455277,1.183587722360807,0.5124085973853313
2023-10-04,2023/24,Rotherham,Bristol City,3.0,1,0.4601542416452442,0.434010152284264,0.565989847715736,21.823559840726936,6.004525172381106,3.9802294570408017,1.441328037829532,0.7188218548122194
2023-10-04,2023/24,Sunderland,Watford,2.0,0,0.5295629820051414,0.5089974293059126,-0.5089974293059126,31.127294427505397,9.494371019909511,2.8012719293804107,1.4290664136544937,0.6368198927797423
