season,date,home,away,actual,over,old_1x2,old_ou,old_lam,new_1x2,new_ou,new_lam,mkt_src,mkt_1x2
2016/17,2017-04-14,Newcastle,Leeds,D,False,1.258740620315279,0.649130295143171,2.583740888840034,1.3762248246826907,0.7205183773560772,2.7294076710634214,PSCH,1.3321031880998415
2016/17,2017-04-15,Aston Villa,Reading,A,True,1.2553713674119362,0.6411241524927935,2.7840627719713797,1.1632148118537682,1.2093204106525313,1.9080351810409866,PSCH,1.5465600614816695
2016/17,2017-04-17,Preston,Norwich,A,True,1.358679194086917,0.7423374247507171,2.577973185468732,1.4480846620763421,0.568454736602627,2.954001828635028,PSCH,1.0603136526053227
2016/17,2017-04-17,Ipswich,Newcastle,H,True,0.9247914219920434,0.818710403535291,2.440968125375018,1.3290092937006428,0.8173507840192515,2.443331390292915,PSCH,1.6057763095009039
2016/17,2017-04-17,Fulham,Aston Villa,H,True,0.7688410249291456,0.47948846845695065,3.195233348329307,0.7106189264719852,0.8935512449046656,2.3197065995651602,PSCH,0.4594783483111921
2016/17,2017-04-17,Brighton,Wigan,H,True,0.4886428186748483,0.6963523115088937,2.6675806123725794,0.46051450767521884,0.7414974415009921,2.5794745276223177,PSCH,0.4056177573719281
2016/17,2017-04-17,Birmingham,Burton,A,False,1.112092743081988,0.5436932273916075,2.3586171475770716,1.2617431700761486,0.48467066628913946,2.2254614967267923,PSCH,1.37602880532853
2016/17,2017-04-17,Barnsley,Brentford,D,False,1.3522408209950387,1.0073101302613237,3.271270177566835,1.4460868292722473,1.408949051684697,3.957850452777792,PSCH,1.3533340393915156
2016/17,2017-04-21,Norwich,Brighton,H,False,1.1542324283102676,0.5443824072948333,2.3600793153318183,1.1701212554004161,0.7192858381696401,2.7265676220719803,PSCH,0.8575495811136351
2016/17,2017-04-22,Wigan,Cardiff,D,False,1.3016591382831968,0.6911491778972723,2.6701492262290163,1.2702550671199162,0.6221296933246652,2.5273558049698224,PSCH,1.2590870306168152
2016/17,2017-04-22,Burton,Leeds,H,True,1.0218157104331886,0.7480258420699347,2.5671524533988848,1.131397111003553,0.8209805520698302,2.437347454451912,PSCH,1.15755132960134
2016/17,2017-04-22,Bristol City,Barnsley,H,True,0.9106363511301401,0.5920356791915339,2.896235333861766,0.9815495123362092,0.3969018774476765,3.4638379202283764,PSCH,0.5385723483419896
2016/17,2017-04-23,Aston Villa,Birmingham,H,False,0.7299164028939215,0.6479826286055717,2.581360139355831,0.9269773116126928,0.3280874870868199,1.838573348226396,PSCH,0.7575864094507474
2016/17,2017-04-24,Newcastle,Preston,H,True,0.7924514456978596,0.7787050689215919,2.511085645447907,0.5267895130703311,0.6620361855348926,2.7385907931391906,PSCH,0.28381048720745794
2016/17,2017-04-28,Cardiff,Newcastle,A,False,1.1305974594596702,0.6474092888860916,2.580205410468933,0.7922464163222374,0.6753072624316143,2.6376874715216987,PSCH,0.8624173699738024
2016/17,2017-04-29,Leeds,Norwich,D,True,1.173896336743467,0.9939820395900268,2.173148624817447,1.2321665386967178,0.7903190923122189,2.4902043596484695,PSCH,1.3767165960750636
2016/17,2017-04-29,Reading,Wigan,H,False,0.8302665382572852,0.6399856324457129,2.5647103224004266,0.8009919650064271,0.5734104989576119,2.4235234801215833,PSCH,0.6805280132587692
2016/17,2017-04-29,Blackburn,Aston Villa,H,False,0.9056423069635378,0.6066025791597595,2.49444025788715,0.8558243626203154,0.3248994602685972,1.8298659184033632,PSCH,0.8256900386024829
2016/17,2017-04-29,Barnsley,Burton,D,False,1.250749995884865,0.6420739103759447,2.5691870083915056,1.3819836655328057,0.8959980286063927,3.0675770351354457,PSCH,1.3129740463795636
2016/17,2017-05-07,Norwich,QPR,H,True,0.6772941457580542,0.8379417654631787,2.4086982613008305,0.6274979931021242,0.5922164619815047,2.895818360684065,PSCH,0.4443436464421735
2016/17,2017-05-07,Newcastle,Barnsley,H,True,0.732407894513248,0.7490828128902486,2.56513213569664,0.4804419191315506,0.4277107170554841,3.3576799739701286,PSCH,0.2721664305716111
2016/17,2017-05-07,Wigan,Leeds,D,False,1.2928068779818287,0.6585525357954461,2.6031680013708165,1.255336276614494,0.5598408132517203,2.3938929125792936,PSCH,1.2881294316594782
2016/17,2017-05-07,Burton,Reading,A,True,1.1524262010902195,0.6135969018019363,2.845804531566281,1.0638330958912818,0.6921476802268619,2.67597030720672,PSCH,0.9964341116766976
2016/17,2017-05-07,Aston Villa,Brighton,D,False,1.240878865021916,0.5344354894051243,2.3377896150002693,1.1150160984937865,0.2689257439693375,1.6735325795797347,PSCH,1.27960724318498
2017/18,2017-08-04,Nott'm Forest,Millwall,H,False,0.8416071880783679,0.7599282142502966,2.8074809070401034,0.8416071880783679,0.7599282142502966,2.8074809070401034,PSCH,0.7088220054129001
2017/18,2017-08-05,Wolves,Middlesbrough,H,False,0.9499767895289616,0.5807117512301572,2.4391394581976678,0.9499767895289616,0.5807117512301572,2.4391394581976678,PSCH,0.9080389724583013
2017/18,2017-08-05,Aston Villa,Hull,D,False,1.2528479721080727,0.5535591663528919,2.3802535494641806,1.2528479721080727,0.5535591663528919,2.3802535494641806,PSCH,1.2413250282314094
2017/18,2017-08-06,Bolton,Leeds,A,True,1.190330036955302,0.5359725061879467,3.0372884913781206,1.190330036955302,0.5359725061879467,3.0372884913781206,PSCH,0.8792400443462619
2017/18,2017-08-12,Middlesbrough,Sheffield United,H,False,0.8161739405393825,0.6377124736718448,2.560176178418848,0.8161739405393825,0.6377124736718448,2.560176178418848,PSCH,0.7135771949859765
2017/18,2017-08-12,Millwall,Bolton,D,False,1.262485075393604,0.6377124736718448,2.560176178418848,1.262485075393604,0.6377124736718448,2.560176178418848,PSCH,1.261317424584505
2017/18,2017-08-12,Hull,Burton,H,True,0.52981760405453,0.5424883042748321,3.0204375454159953,0.52981760405453,0.5424883042748321,3.0204375454159953,PSCH,0.590071467120869
2017/18,2017-08-13,Norwich,Sunderland,A,True,1.7806415034942085,0.2333201577657702,4.217926401792785,1.7806415034942085,0.2333201577657702,4.217926401792785,PSCH,1.4271337241389
2017/18,2017-08-15,Middlesbrough,Burton,H,False,0.6628119807638724,0.746126105350832,2.779994318445561,0.6628119807638724,0.746126105350832,2.779994318445561,PSCH,0.3950204965302846
2017/18,2017-08-15,Hull,Wolves,A,True,1.1225071636718276,0.5869869847315546,2.908577379577188,1.1225071636718276,0.5869869847315546,2.908577379577188,PSCH,1.1117568813391032
2017/18,2017-08-15,Millwall,Ipswich,A,True,1.170339085037681,0.7256703722655053,2.6095870253065523,1.170339085037681,0.7256703722655053,2.6095870253065523,PSCH,1.4671876259596153
2017/18,2017-08-15,Cardiff,Sheffield United,H,False,0.7618172696023165,0.753746802688875,2.7951026707438444,0.7618172696023165,0.753746802688875,2.7951026707438444,PSCH,0.6620692667981893
2017/18,2017-08-15,Birmingham,Bolton,D,False,1.2466019863818951,0.6206404897731971,2.5243144607141046,1.2466019863818951,0.6206404897731971,2.5243144607141046,PSCH,1.2382705863174355
2017/18,2017-08-16,Sheffield Weds,Sunderland,D,False,1.3668055085360438,0.7387723585862208,2.7656459279358585,1.3668055085360438,0.7387723585862208,2.7656459279358585,PSCH,1.2348801116409023
2017/18,2017-08-19,Sunderland,Leeds,A,False,0.960974339500795,0.8411832593873496,2.9645486818780054,0.960974339500795,0.8411832593873496,2.9645486818780054,PSCH,1.3109288843383466
2017/18,2017-08-19,Sheffield United,Barnsley,H,False,0.9010327294851742,1.1721511920029801,3.561311896487747,0.9010327294851742,1.1721511920029801,3.561311896487747,PSCH,0.5495026251082087
2017/18,2017-08-19,QPR,Hull,H,True,0.7312229494121751,0.5300084431827646,3.0532974852416643,0.7312229494121751,0.5300084431827646,3.0532974852416643,PSCH,0.9279867716373464
2017/18,2017-08-19,Nott'm Forest,Middlesbrough,H,True,0.7622772139109701,0.48175237628028356,3.188699927291407,0.7622772139109701,0.48175237628028356,3.188699927291407,PSCH,1.0811720219265717
2017/18,2017-08-19,Bristol City,Millwall,D,False,1.3867744763567678,1.024990148797496,3.302992915151246,1.3867744763567678,1.024990148797496,3.302992915151246,PSCH,1.3240622383254248
2017/18,2017-08-19,Bolton,Derby,A,True,0.903720074700303,0.6333699765240846,2.8008798399993076,0.903720074700303,0.6333699765240846,2.8008798399993076,PSCH,0.8039790652992671
2017/18,2017-08-25,Hull,Bolton,H,True,0.7590733306761122,0.751412088691921,2.560987340217838,0.7590733306761122,0.751412088691921,2.560987340217838,PSCH,0.6188340591594276
2017/18,2017-08-26,Sheffield United,Derby,H,True,1.1279072257251341,0.5614174098820508,2.9713970203303415,1.1034134605941255,1.248621555994818,1.8652836878870567,PSCH,1.0882182939620222
2017/18,2017-08-26,Millwall,Norwich,H,True,1.1051934378338815,0.3437587186721861,3.6679932612238675,1.3940040041899435,0.49184032385490994,3.159018599464914,PSCH,1.0308470632624824
2017/18,2017-08-26,Middlesbrough,Preston,D,False,1.2879317858848778,0.7554482067573246,2.7985366597762544,1.4879913388174724,1.1818852078619313,3.5782648975989937,PSCH,1.3265308115327996
2017/18,2017-08-26,Barnsley,Sunderland,H,True,0.7503014766377799,0.425871917885827,3.3639523259127504,1.525296569365439,0.36585985351580497,3.579674311791938,PSCH,1.3731689951730757
2017/18,2017-09-08,Derby,Hull,H,True,0.6044156688324965,0.5342648554997536,3.0418857585165986,0.7352782340372062,0.2015043762107286,4.422960718056428,PSCH,0.80381501601859
2017/18,2017-09-09,Wolves,Millwall,H,False,0.6806558995562826,0.7642136289938055,2.815645559995469,0.6772054106002556,0.4102264252098749,2.0487850643728693,PSCH,0.6222590705469053
2017/18,2017-09-09,Sunderland,Sheffield United,A,True,1.236491560912677,0.751412088691921,2.560726603009712,1.79322038986773,0.5058380822549516,3.1194159454294814,PSCH,1.318591549200702
2017/18,2017-09-09,Bolton,Middlesbrough,A,True,1.1130966828690834,0.751412088691921,2.560726603009712,1.0166913459828009,0.1303365017280034,5.030243567106252,PSCH,0.6778966766109882
2017/18,2017-09-12,Sunderland,Nott'm Forest,A,False,1.371318123131439,0.7267039640887879,2.7414822454345966,1.8114317050255755,1.8140050781753745,4.599718635599753,PSCH,1.3150972197387207
2017/18,2017-09-12,QPR,Millwall,D,True,1.2914570203590563,0.6670896462406557,2.7278451930930077,1.22383742920423,1.0650808054593173,2.0790831691376517,PSCH,1.21724638820565
2017/18,2017-09-12,Bolton,Sheffield United,A,False,1.1131271210263596,0.636577829072051,2.5575621312908496,0.6163157774560933,1.8176928512545596,4.6032664872121085,PSCH,0.8269236411920662
2017/18,2017-09-12,Aston Villa,Middlesbrough,D,False,1.2788022682573388,0.603123677912357,2.4872813577807973,1.4036439994550036,0.8372485245342023,2.95683543452242,PSCH,1.1729029429886249
2017/18,2017-09-13,Fulham,Hull,H,True,0.7692215036578676,0.5279717826009612,3.0585357985414996,0.6241549757198832,0.31471074483970024,3.7933935082465036,PSCH,0.6710160165927561
2017/18,2017-09-16,Millwall,Leeds,H,False,1.0630231617488781,0.6668948094158796,2.6205304517079018,1.0043845126332633,0.6608736200096497,2.6079853386653644,PSCH,1.2040511273188095
2017/18,2017-09-16,Middlesbrough,QPR,H,True,0.6564874361973427,0.834941186177832,2.4139769893399676,0.3684561074168581,0.5695146201146702,2.951690146672378,PSCH,0.5566325458931445
2017/18,2017-09-16,Ipswich,Bolton,H,False,0.7739318078050895,0.581605805827038,2.4413249485768707,0.5702510848511388,0.6219434215536134,2.5270978001040767,PSCH,0.724184800236639
2017/18,2017-09-16,Hull,Sunderland,D,False,1.2706825697983188,0.6352557021441676,2.5550076814913445,1.5447275310653448,1.9118952704680354,4.7461965795419285,PSCH,1.2929815723623066
2017/18,2017-09-16,Sheffield United,Norwich,A,False,1.2125763758001034,0.9033745066076088,3.0812782348813723,1.66268047382982,1.0832311866298072,3.4065970093959828,PSCH,1.0359560036378135
2017/18,2017-09-23,Reading,Hull,D,False,1.2329897533964285,0.6060524737090116,2.4934706130206687,1.3340055624112366,0.779576908558333,2.845661729745254,PSCH,1.289001494853818
2017/18,2017-09-23,Sunderland,Cardiff,A,True,1.1216029696027927,0.7121261471577481,2.6362833797427845,1.117672791406852,0.5792829244108981,2.927211955700699,PSCH,1.0352704496787797
2017/18,2017-09-23,Preston,Millwall,D,False,1.2713311345301268,0.6058691724528847,2.493237550662368,1.182148696840257,0.3818462425095304,1.9782391165199602,PSCH,1.3150258499601475
2017/18,2017-09-23,Fulham,Middlesbrough,D,False,1.3348870698101334,0.9016484551372849,3.078280797636121,1.2592798065973412,0.6957505664300602,2.679353409993791,PSCH,1.2402628057311365
2017/18,2017-09-23,Bolton,Brentford,A,True,1.056904286768339,0.4841836928195696,3.181393404904008,0.6299658299618206,0.5825006604728816,2.919461750874347,PSCH,0.7466649531381969
2017/18,2017-09-24,Sheffield Weds,Sheffield United,A,True,1.5092663537095516,0.8449007357874821,2.3972737147172936,1.4171360243369686,1.250016742827343,1.8636880498197954,PSCH,1.5713951993243147
2017/18,2017-09-26,Millwall,Reading,H,True,0.8630343655737236,0.6241809760952225,2.821490625706557,0.9912028734392873,1.0996127890016931,2.0356378430827253,PSCH,0.8039790652992671
2017/18,2017-09-26,Middlesbrough,Norwich,A,False,1.1977256915654695,0.8646474987223166,3.008757284817616,1.4160239899082958,0.700373225651685,2.688903813821168,PSCH,1.474586573697275
2017/18,2017-09-26,Ipswich,Sunderland,H,True,0.8207533051650914,0.818710403535291,2.4411583145570908,0.7926802642851559,0.7391911190613522,2.5838772983878684,PSCH,0.9907469681633573
2017/18,2017-09-26,Hull,Preston,A,True,1.2275144129089701,0.8634611182296228,2.3673201824753,0.9258361447176864,0.673540650921027,2.7142305478751156,PSCH,1.1905112955031765
2017/18,2017-09-26,Bristol City,Bolton,H,False,0.7584880475516041,0.786359562282124,2.858923020156256,0.42676089437290776,0.7488713293323069,2.7858788466666002,PSCH,0.4031440141340751
2017/18,2017-09-27,Sheffield United,Wolves,H,False,0.9068851038000593,0.7098865045642433,2.7079674997497696,0.6716205500156651,0.7991745852054754,2.88382168774866,PSCH,1.2375777099106127
2017/18,2017-09-30,Aston Villa,Bolton,H,False,0.6582700366044254,0.5539071134684412,2.381083446467807,0.39273152538352274,0.5335826108886068,2.336255075791356,PSCH,0.3799482125380701
2017/18,2017-09-30,Hull,Birmingham,H,True,0.715167865929214,0.8275932771128682,2.426205399716009,0.9072318873858091,0.6483650377880521,2.7680907702886524,PSCH,0.7461477568029583
2017/18,2017-09-30,Middlesbrough,Brentford,D,True,1.351576533184341,0.4992264879226388,3.1379796746327666,1.3185235694016542,0.657780036722654,2.747722133844409,PSCH,1.3868017400932562
2017/18,2017-09-30,Millwall,Barnsley,A,True,1.2784449453451932,0.5213811377055073,3.076415182726411,1.1830223242964664,0.9883239347739867,2.181019003313037,PSCH,1.6470480813860935
2017/18,2017-09-30,Nott'm Forest,Sheffield United,H,True,0.9517960949379609,0.6424540662444271,2.7811567477810484,1.3001900620677587,0.6232480531802781,2.8236762917698868,PSCH,0.9972182008989403
2017/18,2017-09-30,Preston,Sunderland,D,True,1.2682624675423197,0.8393296907380268,2.4067337951781878,1.3634766758394448,0.5884268697895423,2.9049382404919504,PSCH,1.3378419777339436
2017/18,2017-10-14,Sunderland,QPR,D,False,1.274186457264531,0.5810692771545948,2.4400725108037666,1.4205659923669027,0.9511410093099015,3.1694432401697847,PSCH,1.2596674585179568
2017/18,2017-10-14,Sheffield United,Ipswich,H,False,0.8078099954193415,0.6445475107238832,2.574195635787357,0.6224537048588639,0.6379017063339668,2.560349075450954,PSCH,0.6186241746448721
2017/18,2017-10-14,Norwich,Hull,D,False,1.4303298467096472,1.0174932373833177,3.290005821743938,1.7046130919007194,1.5264763917197528,4.149008197805907,PSCH,1.3482546357660434
2017/18,2017-10-14,Brentford,Millwall,H,False,0.7607410311331894,0.871317366231424,3.021402244238419,0.6665362995287287,0.5631721041381998,2.401016632337325,PSCH,0.6348488723515539
2017/18,2017-10-14,Bolton,Sheffield Weds,H,True,1.0775163803733765,0.9779002135058463,2.1957161806102743,1.702430779283265,1.2354634714173067,1.8794433849550882,PSCH,1.47001562231923
2017/18,2017-10-14,Barnsley,Middlesbrough,D,True,1.292224127382586,0.6667000105450971,2.728779602297844,1.258217819178332,0.7797949872856175,2.509039078391927,PSCH,1.3028523660672957
2017/18,2017-10-21,Barnsley,Hull,A,False,1.0899003480660883,0.7560869803338194,2.7997004838177864,1.336019585246268,1.0674043615439166,3.3788288114127987,PSCH,0.948126544875275
2017/18,2017-10-21,Bolton,QPR,D,False,1.2956926624854945,0.5826797275339743,2.443292623319798,1.158198595834428,0.33953692799405805,1.868756686538299,PSCH,1.277985528799165
2017/18,2017-10-21,Brentford,Sunderland,D,True,1.3456899902779504,0.5528636351128893,2.9934576710642884,1.449873342762762,0.3092462503676215,3.818023108796839,PSCH,1.4056077926286625
2017/18,2017-10-21,Middlesbrough,Cardiff,A,False,1.2335719435378694,0.6399856324457129,2.564717562715029,1.427741551034064,0.6628119807638722,2.612253033909858,PSCH,1.3495505799908214
2017/18,2017-10-21,Millwall,Birmingham,H,False,0.7383137725980032,0.5923972774598024,2.464506638619032,1.020778260428068,0.29048599978451517,1.7353852772933704,PSCH,0.8492393190381003
2017/18,2017-10-21,Sheffield United,Reading,H,True,0.802761173886277,0.6367668471238376,2.793608854956923,0.5664435679489169,0.6979587375571674,2.6644913138893447,PSCH,0.6673348211765274
2017/18,2017-10-27,Leeds,Sheffield United,A,True,1.2153671339549947,0.9291227106895333,2.2658892020899826,0.9266994040025519,1.0633416745861903,2.081090564934677,PSCH,1.136967901058431
2017/18,2017-10-28,Cardiff,Millwall,D,False,1.288617056265853,0.6401752957938396,2.565187657529661,1.2159067083787694,0.3504089023600859,1.8976297157746962,PSCH,1.347102345201407
2017/18,2017-10-28,Fulham,Bolton,D,False,1.3931575856680376,0.8891620644859024,3.0549456831236124,1.6217335616747284,0.7631405523804804,2.813857463297592,PSCH,1.630449729720419
2017/18,2017-10-28,Hull,Nott'm Forest,A,True,1.4636506803681195,0.6921476802268619,2.6762799879082433,1.2518684313586552,0.5673959752543851,2.9565429424543512,PSCH,1.3286042588276623
2017/18,2017-10-28,Reading,Middlesbrough,A,False,1.1039163302600157,0.5931208664928209,2.46597555822496,0.9383318627510353,0.5873467616737336,2.453371017212114,PSCH,0.924258901523332
2017/18,2017-10-28,Sunderland,Bristol City,A,True,1.2476809040885746,0.6254885320861304,2.818735526262773,1.3773742637453317,0.2635749971085478,4.045077398891852,PSCH,1.101647169508231
2017/18,2017-10-31,Sunderland,Bolton,D,True,1.260084707126104,0.7509881802497953,2.5617545603259666,1.6806117318886253,0.430629081771714,3.348831323436434,PSCH,1.3418233213291397
2017/18,2017-10-31,Sheffield Weds,Millwall,H,True,0.693697315356842,0.8146370781476552,2.4481134824167206,0.6421039099259537,1.420471812921477,1.6957185055336623,PSCH,0.6350904835713858
2017/18,2017-10-31,QPR,Sheffield United,H,False,0.9169359593392136,0.6999704059080707,2.6878504694415883,1.3235900761420607,0.6616485135005743,2.609738395543543,PSCH,0.9638104738385185
2017/18,2017-10-31,Hull,Middlesbrough,A,True,1.2153708492783053,0.7509881802497953,2.5617545603259666,0.7404065170442059,0.564226400493106,2.9646240722680695,PSCH,0.9444035149029375
2017/18,2017-11-04,Sheffield United,Hull,H,True,0.7895699790949984,0.746969987257452,2.569049167869463,0.4484300220410177,0.6089898725532219,2.856609365859364,PSCH,0.6183576074348617
2017/18,2017-11-04,Millwall,Burton,A,False,1.7410283328216976,0.6193392534152254,2.5217691343614868,1.52026153247002,0.2483331623878696,1.6125053624847958,PSCH,1.6532298251043689
2017/18,2017-11-04,Bolton,Norwich,H,True,1.0086501807174935,0.5707525723463394,2.948294996066644,1.4640961808240374,0.5693378948336589,2.9516225436196377,PSCH,1.344907089913441
2017/18,2017-11-05,Middlesbrough,Sunderland,H,False,0.7421903767392765,0.645881988092831,2.5768839444485554,0.4783907026228286,1.1966662291434977,3.6032093065845676,PSCH,0.6301300584554997
2017/18,2017-11-17,Burton,Sheffield United,A,True,0.8882349923652523,0.7620686260263672,2.5410809628540263,0.6993358591182368,0.9421214919086767,2.246678941308198,PSCH,0.6360903192248101
2017/18,2017-11-17,Preston,Bolton,D,False,1.268333563486326,0.6089898725532219,2.4995854218479314,1.4060481896067516,0.6434050886651311,2.5721555469433977,PSCH,1.3001527418446066
2017/18,2017-11-18,Sunderland,Millwall,D,True,1.2629139114461183,0.7442299707892613,2.5743009484024526,1.2692994373539337,0.8773104322332711,2.3450737152537693,PSCH,1.243253877433978
2017/18,2017-11-18,Hull,Ipswich,D,True,1.2459760518063938,0.7520482884801063,2.5596273612782063,1.3036421670988052,0.5721692540070427,2.9446763822658273,PSCH,1.2781319571157728
2017/18,2017-11-19,Leeds,Middlesbrough,H,True,0.9407883634745553,0.9055981023354119,2.301241863707325,1.264501597400758,0.9628583676904899,2.2167672304686,PSCH,1.0309933969224867
2017/18,2017-11-21,Sheffield United,Fulham,A,True,1.2175271806958323,0.4879232305486864,3.1706813209542606,1.6410433894696246,0.5471438864401024,3.008040439295134,PSCH,1.3230419356445855
2017/18,2017-11-21,Millwall,Hull,D,False,1.260790099882754,0.6432148118117361,2.5717107565122905,1.2221049446944587,0.5076639604284119,2.27807993530079,PSCH,1.2985100936332474
2017/18,2017-11-21,Bolton,Reading,D,True,1.3293392951872427,0.6022101855678432,2.87220485521818,1.3278236067624445,0.7109039021492043,2.6384797069671917,PSCH,1.246028555328924
2017/18,2017-11-21,Aston Villa,Sunderland,H,True,0.6809910003120958,0.8794767587514388,2.3417066844211147,0.5784844388998195,0.48857501483117083,3.168668619212431,PSCH,0.5555131288945613
2017/18,2017-11-22,Middlesbrough,Birmingham,H,False,0.6595770171206139,0.5587911280608664,2.3915187391186357,0.4826107662849699,0.61803970807314,2.5190353028989345,PSCH,0.5094111639652262
2017/18,2017-11-25,Wolves,Bolton,H,True,0.6833050809611283,0.7784872277269607,2.5114387398781113,0.4382104319212508,0.7665784586458283,2.5329436371652387,PSCH,0.28035417147610125
2017/18,2017-11-25,Sheffield United,Birmingham,D,False,1.3022038248046062,0.5568695622673976,2.387425713705398,1.3971831040047755,0.6029409126737963,2.486702482852379,PSCH,1.44460276032325
2017/18,2017-11-25,Middlesbrough,Derby,A,True,1.1525261990903428,0.8110302212166621,2.45441794437214,1.4945288016605658,0.8214352008614761,2.4366849962313526,PSCH,1.3677985718464976
2017/18,2017-11-25,Fulham,Millwall,H,False,0.7673828659468552,0.8613291738001808,3.002528147245277,0.6951793048283846,0.5235731965884932,2.3138535961271267,PSCH,0.62651259885681
2017/18,2017-11-25,Burton,Sunderland,A,False,1.0367084853532946,0.6296091597559578,2.5432886542119557,1.0422508590023596,1.0847093834991184,3.408933518196584,PSCH,0.9046788588223139
2017/18,2017-11-25,Hull,Bristol City,A,True,1.2506799934347506,0.6535419259675859,2.7569574298133706,0.9458482841164807,0.5791044645192851,2.927573513252473,PSCH,0.9752944838768813
2017/18,2017-12-02,Millwall,Sheffield United,H,True,0.9206802202016169,0.7431781141655103,2.576323272939649,1.3634202925604022,1.2389093742068322,1.875512756210907,PSCH,1.1927157611821957
2017/18,2017-12-02,Sheffield Weds,Hull,D,True,1.277045415215262,0.8326391593785443,2.4176688952540752,1.4815465385461017,0.6095415967051484,2.8554945257171394,PSCH,1.399665981793979
2017/18,2017-12-02,Sunderland,Reading,A,True,1.084088274652011,0.6119359251351221,2.84985043089054,0.9993306361470472,0.3321217138839548,3.7167012919609235,PSCH,1.2057178041107723
2017/18,2017-12-02,Bristol City,Middlesbrough,H,True,0.8672625008068006,0.6637825719300413,2.735105273356349,1.1092688688566386,0.6731484940532562,2.7151059967709985,PSCH,0.9871942403442103
2017/18,2017-12-02,Bolton,Barnsley,H,True,0.8735425935604387,0.5083287435674034,3.1122704282185047,1.3036494750461065,0.5537331247772672,2.9908806711072176,PSCH,0.9756418034250415
2017/18,2017-12-08,Sheffield United,Bristol City,A,True,1.2612482756468295,0.6329932577401982,2.8017723350500114,1.4338892399275747,0.5755419384856819,2.9365725184734566,PSCH,1.222953860451449
2017/18,2017-12-09,Nott'm Forest,Bolton,H,True,0.8195043694364677,0.6253016336648781,2.8191566078145325,0.543968842359245,0.6225023409906133,2.8256212104767964,PSCH,0.6084621749272454
2017/18,2017-12-09,Middlesbrough,Ipswich,H,False,0.833742528435094,0.6373341157407326,2.559133795023662,0.6522479944226616,0.6911491778972723,2.670066187709328,PSCH,0.4877777148551071
2017/18,2017-12-09,Wolves,Sunderland,D,False,1.3341574227000632,0.648747593263261,2.583193955841929,1.4962431646677576,1.1044291739896743,3.443922012041394,PSCH,1.7162442453903535
2017/18,2017-12-09,Aston Villa,Millwall,D,False,1.27139548064337,0.5375118890284963,2.3449524998453644,1.197791945250855,0.3058460430794522,1.7779068029856395,PSCH,1.3000498473273754
2017/18,2017-12-09,Hull,Brentford,H,True,0.9451275448127129,0.49380463943168784,3.1534312822085653,1.190567338474627,0.35140315000963385,3.6368681466754738,PSCH,1.180485016303662
2017/18,2017-12-16,Sunderland,Fulham,H,False,0.9653234254514665,0.997229674379507,3.2532894239358328,0.9673472121991062,1.469241281940817,4.05579763772596,PSCH,1.267279242374845
2017/18,2017-12-16,Preston,Sheffield United,H,False,0.8686217506247618,0.5688079063043378,2.4136185264932655,0.976040736279929,0.5978370007556204,2.475929871604851,PSCH,0.9248303322585455
2017/18,2017-12-16,Millwall,Middlesbrough,H,True,0.8958020654468395,0.7394005650774074,2.5833962646327824,1.4029116669433284,1.316022308134559,1.7957690716000099,PSCH,1.140636888124107
2017/18,2017-12-16,Cardiff,Hull,H,False,0.7034912164587036,0.6479826286055717,2.5815184728261924,0.5018328469309457,0.9120497376169007,3.0976981338270364,PSCH,0.6575186139388434
2017/18,2017-12-16,Bolton,Burton,A,False,1.6787108147262702,0.5943884085366814,2.4684537919757616,1.3211360506908316,0.5046778931797565,2.2710666182784838,PSCH,1.520123566674243
2017/18,2017-12-23,Sunderland,Birmingham,D,False,1.2545295279430881,0.5428324199010772,2.356577568103445,1.3570462867609054,0.8191640211434323,2.9223814840541307,PSCH,1.2126502887409705
2017/18,2017-12-23,Sheffield Weds,Middlesbrough,A,True,1.3957388199478904,0.8232558659069656,2.4334416826516545,1.1480582136899107,0.8580218237501793,2.3759160090224283,PSCH,0.9511709873929507
2017/18,2017-12-23,Aston Villa,Sheffield United,D,True,1.2304921391094636,0.8967332326586244,2.3150536966649833,1.2173996085625363,0.8869746775401021,2.3301844334673874,PSCH,1.234424105501981
2017/18,2017-12-23,Leeds,Hull,H,False,0.8436677904043033,0.5288198871382696,2.3253693687955144,0.6306931847717009,0.6670896462406557,2.6207679551955225,PSCH,0.7380665893074779
2017/18,2017-12-23,Derby,Millwall,H,True,0.6233226549931367,0.7088701410251815,2.6427249211571664,0.5638924197026858,1.1469625496091564,1.978753585927139,PSCH,0.7230949188181435
2017/18,2017-12-23,Bolton,Cardiff,H,False,1.062965261221967,0.6100936254246596,2.5018128834215316,1.4340290086179162,0.645881988092831,2.5771516423167697,PSCH,1.4439055709829705
2017/18,2017-12-26,Hull,Derby,D,False,1.259873186290513,0.6060524737090116,2.4935382779352127,1.3346511279680522,0.6709943759188121,2.6288601697563188,PSCH,1.2497851644541194
2017/18,2017-12-26,Middlesbrough,Bolton,H,False,0.7431660624550265,0.6434050886651311,2.5721231736845485,0.3772254903784811,0.8746690571833355,3.028176713488783,PSCH,0.44677145735941565
2017/18,2017-12-26,Millwall,Wolves,D,True,1.2944447074900116,0.7190805625864497,2.6226841846930515,1.1929998941750057,1.225877639713986,1.8896579651300875,PSCH,1.2473367402503512
