match_id,home_team,away_team,home_score,away_score,match_date
302,Canberra Raiders,Dolphins,22,30,2026-05-21
303,Canterbury-Bankstown Bulldogs,Melbourne Storm,30,20,2026-05-22
304,St. George Illawarra Dragons,New Zealand Warriors,12,30,2026-05-23
305,Manly-Warringah Sea Eagles,Gold Coast Titans,12,10,2026-05-23
306,North Queensland Cowboys,South Sydney Rabbitohs,30,18,2026-05-24
