match_id,home_team,away_team,home_score,away_score,match_date
342,Penrith Panthers,South Sydney Rabbitohs,36,14,2026-07-03
343,St. George Illawarra Dragons,Wests Tigers,24,10,2026-07-04
344,Brisbane Broncos,Cronulla-Sutherland Sharks,16,28,2026-07-04
345,Parramatta Eels,Manly-Warringah Sea Eagles,23,14,2026-07-05
346,Newcastle Knights,Dolphins,13,12,2026-07-05
