match_id,home_team,away_team,home_score,away_score,match_date
173,Penrith Panthers,Sydney Roosters,6,12,2026-08-13
174,Manly-Warringah Sea Eagles,Dolphins,0,22,2026-08-14
175,Canterbury-Bankstown Bulldogs,South Sydney Rabbitohs,6,22,2026-08-14
176,Cronulla-Sutherland Sharks,Canberra Raiders,20,24,2026-08-15
177,Parramatta Eels,North Queensland Cowboys,32,30,2026-08-15
178,Brisbane Broncos,New Zealand Warriors,6,40,2026-08-15
179,Newcastle Knights,Gold Coast Titans,36,26,2026-08-16
180,Wests Tigers,St. George Illawarra Dragons,22,24,2026-08-16
