match_id,home_team,away_team,home_score,away_score,match_date
294,Dolphins,Canterbury-Bankstown Bulldogs,44,12,2026-05-07
295,Sydney Roosters,Gold Coast Titans,28,12,2026-05-08
296,North Queensland Cowboys,Parramatta Eels,30,33,2026-05-08
297,St. George Illawarra Dragons,Newcastle Knights,10,44,2026-05-09
298,South Sydney Rabbitohs,Cronulla-Sutherland Sharks,36,12,2026-05-09
299,Manly-Warringah Sea Eagles,Brisbane Broncos,32,4,2026-05-09
300,Melbourne Storm,Wests Tigers,44,16,2026-05-10
301,Canberra Raiders,Penrith Panthers,18,30,2026-05-10
