match_id,home_team,away_team,home_score,away_score,match_date
181,Melbourne Storm,Penrith Panthers,14,22,2026-08-20
182,Canberra Raiders,Brisbane Broncos,30,34,2026-08-21
183,Dolphins,Parramatta Eels,34,16,2026-08-21
184,Newcastle Knights,Manly-Warringah Sea Eagles,24,44,2026-08-22
185,South Sydney Rabbitohs,New Zealand Warriors,26,45,2026-08-22
186,St. George Illawarra Dragons,Canterbury-Bankstown Bulldogs,14,44,2026-08-22
187,Gold Coast Titans,Cronulla-Sutherland Sharks,22,30,2026-08-23
188,Sydney Roosters,Wests Tigers,24,25,2026-08-23
