match_id,home_team,away_team,home_score,away_score,match_date
354,Penrith Panthers,Brisbane Broncos,12,14,2026-07-16
355,Cronulla-Sutherland Sharks,Newcastle Knights,20,18,2026-07-17
356,Sydney Roosters,Melbourne Storm,14,6,2026-07-17
357,Canberra Raiders,South Sydney Rabbitohs,34,24,2026-07-18
358,New Zealand Warriors,St. George Illawarra Dragons,20,12,2026-07-18
359,Canterbury-Bankstown Bulldogs,Wests Tigers,32,0,2026-07-18
360,Gold Coast Titans,Manly-Warringah Sea Eagles,38,32,2026-07-19
361,Dolphins,North Queensland Cowboys,36,16,2026-07-19
