match_id,home_team,away_team,home_score,away_score,match_date
327,Newcastle Knights,St. George Illawarra Dragons,22,20,2026-06-19
328,Wests Tigers,Dolphins,22,36,2026-06-20
329,Gold Coast Titans,Penrith Panthers,19,18,2026-06-20
330,Canterbury-Bankstown Bulldogs,Manly-Warringah Sea Eagles,13,12,2026-06-20
331,New Zealand Warriors,North Queensland Cowboys,38,20,2026-06-21
332,Melbourne Storm,Canberra Raiders,42,20,2026-06-21
333,Sydney Roosters,Cronulla-Sutherland Sharks,27,8,2026-06-21
