match_id,home_team,away_team,home_score,away_score,match_date
286,Cronulla-Sutherland Sharks,Canterbury-Bankstown Bulldogs,38,16,2026-05-15
287,South Sydney Rabbitohs,Dolphins,10,32,2026-05-15
288,Wests Tigers,Manly-Warringah Sea Eagles,18,46,2026-05-16
289,Sydney Roosters,North Queensland Cowboys,12,18,2026-05-16
290,Parramatta Eels,Melbourne Storm,8,34,2026-05-16
291,Gold Coast Titans,Newcastle Knights,12,36,2026-05-17
292,New Zealand Warriors,Brisbane Broncos,42,12,2026-05-17
293,Penrith Panthers,St. George Illawarra Dragons,28,6,2026-05-17
