match_id,home_team,away_team,home_score,away_score,match_date
307,Cronulla-Sutherland Sharks,Manly-Warringah Sea Eagles,28,22,2026-05-29
308,Newcastle Knights,Parramatta Eels,28,22,2026-05-30
309,Wests Tigers,Canterbury-Bankstown Bulldogs,22,16,2026-05-30
310,Melbourne Storm,Sydney Roosters,18,4,2026-05-30
311,Brisbane Broncos,St. George Illawarra Dragons,26,30,2026-05-31
312,Canberra Raiders,North Queensland Cowboys,26,12,2026-05-31
313,Penrith Panthers,New Zealand Warriors,20,18,2026-05-31
