match_id,home_team,away_team,home_score,away_score,match_date
347,Wests Tigers,New Zealand Warriors,6,32,2026-07-10
348,Dolphins,Cronulla-Sutherland Sharks,0,66,2026-07-11
349,Canterbury-Bankstown Bulldogs,Canberra Raiders,16,40,2026-07-11
350,Sydney Roosters,Parramatta Eels,28,12,2026-07-11
351,South Sydney Rabbitohs,Newcastle Knights,26,24,2026-07-12
352,Manly-Warringah Sea Eagles,North Queensland Cowboys,18,19,2026-07-12
353,Melbourne Storm,Gold Coast Titans,22,18,2026-07-12
