match_id,home_team,away_team,home_score,away_score,match_date
362,Parramatta Eels,Penrith Panthers,18,24,2026-07-23
363,Newcastle Knights,Sydney Roosters,22,23,2026-07-24
364,South Sydney Rabbitohs,Melbourne Storm,28,26,2026-07-24
365,Canberra Raiders,Wests Tigers,56,10,2026-07-25
366,Canterbury-Bankstown Bulldogs,New Zealand Warriors,18,6,2026-07-25
367,North Queensland Cowboys,Brisbane Broncos,18,10,2026-07-25
368,St. George Illawarra Dragons,Gold Coast Titans,18,38,2026-07-26
369,Manly-Warringah Sea Eagles,Cronulla-Sutherland Sharks,12,48,2026-07-26
