year,date,market_id,home_team,away_team,pregame_home_back,pregame_away_back,pregame_home_lay,pregame_away_lay,ht_home_back,ht_away_back,ht_home_lay,ht_away_lay,ht_matched_volume,ft_home_score,ft_away_score,ft_margin,ft_total,home_won,ht_home_impl_prob,ht_away_impl_prob,pregame_home_impl_prob,pregame_away_impl_prob,home_price_drift,away_price_drift,home_prob_shift,away_prob_shift,ht_deficit,deficit_band,ht_disposal_diff,ht_inside50_diff,ht_clearance_diff,ht_score_shot_diff,ft_score_diff,away_won,ht_home_score,ht_away_score,ht_home_goals,ht_home_behinds,ht_away_goals,ht_away_behinds,ft_home_score_afl,ft_away_score_afl,ht_score_diff,ht_total_score,ht_leader
2023,25/03/2023,211452485,Collingwood,Port Adelaide,1.64,2.56,1.66,2.58,1.01,24.0,1.02,200.0,270049.69,135.0,64.0,71.0,199.0,1,0.99009900990099,0.0416666666666666,0.6097560975609756,0.390625,0.6299999999999999,-21.44,0.3803429123400145,-0.3489583333333333,,,,,,,71.0,0,83.0,34.0,13.0,5.0,5.0,4.0,135.0,64.0,49.0,117.0,home
2023,25/03/2023,211452954,Adelaide,Richmond,2.62,1.6,2.64,1.61,21.0,1.03,50.0,1.04,66456.35,76.0,108.0,-32.0,184.0,0,0.0476190476190476,0.970873786407767,0.381679389312977,0.625,-18.38,0.5700000000000001,-0.3340603416939294,0.345873786407767,,,,,,,-32.0,1,24.0,69.0,3.0,6.0,11.0,3.0,76.0,108.0,-45.0,93.0,away
2023,25/03/2023,211453423,Fremantle,North Melbourne,1.17,6.6,1.18,6.8,1.45,2.5,1.72,20.0,171022.55,72.0,73.0,-1.0,145.0,0,0.6896551724137931,0.4,0.8547008547008548,0.1515151515151515,-0.28,4.1,-0.1650456822870616,0.2484848484848485,,,,,,,-1.0,1,24.0,32.0,3.0,6.0,5.0,2.0,72.0,73.0,-8.0,56.0,away
2023,25/03/2023,211453892,Western Bulldogs,St Kilda,1.46,3.0,1.47,3.2,1.7,2.36,1.7,2.74,178241.67,41.0,92.0,-51.0,133.0,0,0.5882352941176471,0.423728813559322,0.684931506849315,0.3333333333333333,-0.24,0.6400000000000001,-0.0966962127316679,0.0903954802259887,,,,,,,-51.0,1,29.0,34.0,4.0,5.0,5.0,4.0,41.0,92.0,-5.0,63.0,away
2023,26/03/2023,211454920,Essendon,Gold Coast,1.55,2.72,1.58,2.78,1.37,3.4,1.42,3.4,145646.4,108.0,80.0,28.0,188.0,1,0.7299270072992701,0.2941176470588235,0.6451612903225806,0.3676470588235294,0.1799999999999999,-0.6799999999999997,0.0847657169766894,-0.0735294117647058,,,,,,,28.0,0,48.0,42.0,7.0,6.0,6.0,6.0,108.0,80.0,6.0,90.0,home
2023,26/03/2023,211455389,West Coast,GWS,2.1,1.88,2.12,1.9,1.12,9.0,1.17,15.5,108993.26,100.0,81.0,19.0,181.0,1,0.8928571428571428,0.1111111111111111,0.4761904761904761,0.5319148936170213,0.98,-7.12,0.4166666666666666,-0.4208037825059101,,,,,,,19.0,0,66.0,35.0,10.0,6.0,5.0,5.0,100.0,81.0,31.0,101.0,home
2023,30/03/2023,211678396,Western Bulldogs,Brisbane,2.46,1.67,2.48,1.68,1.94,2.0,2.1,2.06,163698.69,67.0,53.0,14.0,120.0,1,0.5154639175257733,0.5,0.4065040650406504,0.5988023952095809,0.52,-0.33,0.1089598524851228,-0.0988023952095809,,,,,,,14.0,0,27.0,19.0,4.0,3.0,2.0,7.0,67.0,53.0,8.0,46.0,home
2023,31/03/2023,211678865,Collingwood,Richmond,1.47,3.05,1.48,3.1,1.1,9.6,1.11,11.0,587469.08,63.0,49.0,14.0,112.0,1,0.9090909090909092,0.1041666666666666,0.6802721088435374,0.3278688524590164,0.3699999999999999,-6.55,0.2288188002473716,-0.2237021857923497,,,,,,,14.0,0,28.0,9.0,3.0,10.0,1.0,3.0,63.0,49.0,19.0,37.0,home
2023,1/04/2023,211679334,Hawthorn,North Melbourne,2.26,1.77,2.3,1.8,1.16,5.3,1.23,7.6,206918.01,80.0,61.0,19.0,141.0,1,0.8620689655172414,0.1886792452830188,0.4424778761061947,0.5649717514124294,1.1,-3.53,0.4195910894110467,-0.3762925061294105,,,,,,,19.0,0,52.0,27.0,8.0,4.0,4.0,3.0,80.0,61.0,25.0,79.0,home
2023,1/04/2023,211679803,GWS,Carlton,2.62,1.61,2.64,1.62,2.6,1.61,2.64,1.63,907.26,64.0,74.0,-10.0,138.0,0,0.3846153846153846,0.6211180124223602,0.381679389312977,0.6211180124223602,0.02,0.0,0.0029359953024075,0.0,,,,,,,-10.0,1,41.0,53.0,6.0,5.0,7.0,11.0,64.0,74.0,-12.0,94.0,away
2023,1/04/2023,211680272,St Kilda,Essendon,2.04,1.94,2.06,1.97,1.21,2.4,1.46,3.9,146296.48,92.0,74.0,18.0,166.0,1,0.8264462809917356,0.4166666666666667,0.4901960784313725,0.5154639175257733,0.8300000000000001,-0.4599999999999999,0.336250202560363,-0.0987972508591065,,,,,,,18.0,0,47.0,29.0,7.0,5.0,4.0,5.0,92.0,74.0,18.0,76.0,home
2023,1/04/2023,211680741,Port Adelaide,Adelaide,3.5,1.38,3.6,1.39,2.52,1.55,2.88,1.6,25131.23,86.0,117.0,-31.0,203.0,1,0.3968253968253968,0.6451612903225806,0.2857142857142857,0.7246376811594204,0.98,-0.1700000000000001,0.1111111111111111,-0.0794763908368397,,,,,,,-31.0,1,57.0,57.0,9.0,3.0,9.0,3.0,86.0,117.0,0.0,114.0,level
2023,2/04/2023,211681210,Gold Coast,Geelong,3.4,1.4,3.45,1.41,2.8,1.53,3.2,1.56,60148.47,73.0,54.0,19.0,127.0,1,0.3571428571428571,0.6535947712418301,0.2941176470588235,0.7142857142857143,0.6000000000000001,-0.1300000000000001,0.0630252100840336,-0.0606909430438842,,,,,,,19.0,0,27.0,24.0,3.0,9.0,3.0,6.0,73.0,54.0,3.0,51.0,home
2023,2/04/2023,211681679,Melbourne,Sydney,1.84,2.16,1.85,2.18,1.32,3.4,1.38,15.5,78591.5,134.0,84.0,50.0,218.0,1,0.7575757575757576,0.2941176470588235,0.5434782608695652,0.4629629629629629,0.52,-1.2399999999999998,0.2140974967061923,-0.1688453159041393,,,,,,,50.0,0,57.0,42.0,9.0,3.0,6.0,6.0,134.0,84.0,15.0,99.0,home
2023,2/04/2023,211682148,Fremantle,West Coast,1.43,3.25,1.44,3.3,1.06,9.0,1.08,15.5,136188.74,108.0,67.0,41.0,175.0,1,0.9433962264150942,0.1111111111111111,0.6993006993006994,0.3076923076923077,0.3699999999999999,-5.75,0.2440955271143948,-0.1965811965811966,,,,,,,41.0,0,59.0,37.0,9.0,5.0,5.0,7.0,108.0,67.0,22.0,96.0,home
2023,6/04/2023,211996151,Brisbane,Collingwood,2.02,1.97,2.04,1.98,1.28,4.4,1.3,5.0,222989.15,116.0,83.0,33.0,199.0,1,0.78125,0.2272727272727272,0.495049504950495,0.5076142131979695,0.74,-2.4300000000000006,0.2862004950495049,-0.2803414859252422,,,,,,,33.0,0,58.0,36.0,9.0,4.0,5.0,6.0,116.0,83.0,22.0,94.0,home
2023,8/04/2023,211996621,Adelaide,Fremantle,1.75,2.28,1.77,2.3,1.03,8.6,1.06,21.0,99543.11,111.0,72.0,39.0,183.0,1,0.970873786407767,0.1162790697674418,0.5714285714285714,0.4385964912280702,0.72,-6.32,0.3994452149791956,-0.3223174214606283,,,,,,,39.0,0,64.0,28.0,10.0,4.0,4.0,4.0,111.0,72.0,36.0,92.0,home
2023,7/04/2023,211997091,North Melbourne,Carlton,5.9,1.2,6.0,1.21,3.4,1.35,3.85,1.41,32899.08,84.0,107.0,-23.0,191.0,0,0.2941176470588235,0.7407407407407407,0.1694915254237288,0.8333333333333334,2.5000000000000004,-0.1500000000000001,0.1246261216350947,-0.0925925925925926,,,,,,,-23.0,1,38.0,36.0,5.0,8.0,5.0,6.0,84.0,107.0,2.0,74.0,home
2023,8/04/2023,211997561,Richmond,Western Bulldogs,1.64,2.52,1.65,2.54,1.25,4.3,1.28,6.0,144414.07,84.0,89.0,-5.0,173.0,0,0.8,0.2325581395348837,0.6097560975609756,0.3968253968253968,0.3899999999999999,-1.7799999999999998,0.1902439024390244,-0.164267257290513,,,,,,,-5.0,1,67.0,53.0,10.0,7.0,8.0,5.0,84.0,89.0,14.0,120.0,home
2023,8/04/2023,211998031,St Kilda,Gold Coast,1.46,3.05,1.48,3.15,1.14,8.4,1.2,9.0,254118.92,113.0,60.0,53.0,173.0,1,0.8771929824561404,0.119047619047619,0.684931506849315,0.3278688524590164,0.32,-5.3500000000000005,0.1922614756068253,-0.2088212334113973,,,,,,,53.0,0,54.0,32.0,8.0,6.0,4.0,8.0,113.0,60.0,22.0,86.0,home
2023,9/04/2023,211998501,Essendon,GWS,1.55,2.8,1.56,2.84,2.1,1.76,2.4,1.9,102636.23,88.0,75.0,13.0,163.0,1,0.4761904761904761,0.5681818181818182,0.6451612903225806,0.3571428571428571,-0.55,1.0399999999999998,-0.1689708141321044,0.211038961038961,,,,,,,13.0,0,31.0,41.0,3.0,13.0,6.0,5.0,88.0,75.0,-10.0,72.0,away
2023,8/04/2023,211998971,Sydney,Port Adelaide,1.37,3.6,1.38,3.75,1.6,2.66,1.6,4.8,154752.35,64.0,66.0,-2.0,130.0,0,0.625,0.3759398496240601,0.7299270072992701,0.2777777777777778,-0.2299999999999999,0.94,-0.10492700729927,0.0981620718462823,,,,,,,-2.0,1,30.0,30.0,4.0,6.0,4.0,6.0,64.0,66.0,0.0,60.0,level
2023,9/04/2023,211999441,West Coast,Melbourne,11.5,1.09,12.0,1.1,28.0,1.02,100.0,1.04,43009.12,63.0,126.0,-63.0,189.0,0,0.0357142857142857,0.9803921568627452,0.0869565217391304,0.9174311926605504,-16.5,0.07,-0.0512422360248447,0.0629609642021946,,,,,,,-63.0,1,28.0,52.0,4.0,4.0,8.0,4.0,63.0,126.0,-24.0,80.0,away
2023,10/04/2023,211999911,Geelong,Hawthorn,1.17,6.8,1.18,7.0,1.62,2.28,1.7,3.4,453238.26,127.0,45.0,82.0,172.0,1,0.6172839506172839,0.4385964912280702,0.8547008547008548,0.1470588235294117,-0.4500000000000002,4.52,-0.2374169040835708,0.2915376676986584,,,,,,,82.0,0,27.0,36.0,4.0,3.0,5.0,6.0,127.0,45.0,-9.0,63.0,away
2023,16/04/2023,212360828,Collingwood,St Kilda,1.55,2.76,1.56,2.82,1.49,2.62,1.55,3.3,244214.79,70.0,64.0,6.0,134.0,1,0.6711409395973155,0.381679389312977,0.6451612903225806,0.3623188405797102,0.06,0.1399999999999996,0.0259796492747348,0.0193605487332668,,,,,,,6.0,0,28.0,27.0,4.0,4.0,4.0,3.0,70.0,64.0,1.0,55.0,home
2023,16/04/2023,212361298,GWS,Hawthorn,1.51,2.92,1.52,2.94,1.29,4.2,1.39,4.5,151252.33,77.0,75.0,2.0,152.0,1,0.7751937984496123,0.238095238095238,0.6622516556291391,0.3424657534246575,0.2199999999999999,-1.2800000000000002,0.1129421428204732,-0.1043705153294194,,,,,,,2.0,0,37.0,29.0,5.0,7.0,4.0,5.0,77.0,75.0,8.0,66.0,home
2023,15/04/2023,212361768,Port Adelaide,Western Bulldogs,1.51,2.92,1.52,2.94,1.32,3.85,1.34,3.9,267640.61,70.0,56.0,14.0,126.0,1,0.7575757575757576,0.2597402597402597,0.6622516556291391,0.3424657534246575,0.1899999999999999,-0.9300000000000002,0.0953241019466184,-0.0827254936843978,,,,,,,14.0,0,38.0,29.0,5.0,8.0,4.0,5.0,70.0,56.0,9.0,67.0,home
2023,15/04/2023,212362708,Brisbane,North Melbourne,1.26,4.8,1.27,4.9,1.04,12.0,1.07,25.0,206679.89,152.0,77.0,75.0,229.0,1,0.9615384615384616,0.0833333333333333,0.7936507936507936,0.2083333333333333,0.2199999999999999,-7.2,0.1678876678876678,-0.125,,,,,,,75.0,0,66.0,43.0,10.0,6.0,7.0,1.0,152.0,77.0,23.0,109.0,home
2023,15/04/2023,212363178,Essendon,Melbourne,3.3,1.41,3.4,1.43,1.63,2.54,1.64,2.54,74708.57,104.0,77.0,27.0,181.0,1,0.6134969325153374,0.3937007874015747,0.303030303030303,0.7092198581560284,1.67,-1.13,0.3104666294850344,-0.3155190707544536,,,,,,,27.0,0,64.0,47.0,9.0,10.0,7.0,5.0,104.0,77.0,17.0,111.0,home
2023,14/04/2023,212363648,Fremantle,Gold Coast,1.72,2.38,1.73,2.4,4.0,1.2,6.0,1.3,166254.52,100.0,90.0,10.0,190.0,1,0.25,0.8333333333333334,0.5813953488372093,0.4201680672268907,-2.28,1.18,-0.3313953488372093,0.4131652661064426,,,,,,,10.0,0,38.0,61.0,6.0,2.0,9.0,7.0,100.0,90.0,-23.0,99.0,away
2023,14/04/2023,212364118,Richmond,Sydney,2.4,1.7,2.42,1.7,5.2,1.21,5.9,1.23,97124.74,78.0,122.0,-44.0,200.0,0,0.1923076923076923,0.8264462809917356,0.4166666666666667,0.5882352941176471,-2.8000000000000003,0.49,-0.2243589743589744,0.2382109868740884,,,,,,,-44.0,1,26.0,47.0,3.0,8.0,7.0,5.0,78.0,122.0,-21.0,73.0,away
2023,13/04/2023,212364588,Adelaide,Carlton,2.08,1.91,2.1,1.92,1.19,5.5,1.22,6.0,291243.73,118.0,62.0,56.0,180.0,1,0.8403361344537815,0.1818181818181818,0.4807692307692307,0.5235602094240838,0.8900000000000001,-3.59,0.3595669036845508,-0.3417420276059019,,,,,,,56.0,0,65.0,34.0,10.0,5.0,5.0,4.0,118.0,62.0,31.0,99.0,home
2023,21/04/2023,212746546,Fremantle,Western Bulldogs,1.92,2.06,1.93,2.08,3.6,1.35,6.0,1.35,136061.15,69.0,118.0,-49.0,187.0,0,0.2777777777777778,0.7407407407407407,0.5208333333333334,0.4854368932038835,-1.6800000000000002,0.71,-0.2430555555555555,0.2553038475368572,,,,,,,-49.0,1,38.0,57.0,6.0,2.0,8.0,9.0,69.0,118.0,-19.0,95.0,away
2023,22/04/2023,212747489,GWS,Brisbane,3.6,1.37,3.85,1.38,7.8,1.12,19.5,1.12,42043.63,87.0,108.0,-21.0,195.0,0,0.1282051282051282,0.8928571428571428,0.2777777777777778,0.7299270072992701,-4.199999999999999,0.25,-0.1495726495726495,0.1629301355578727,,,,,,,-21.0,1,40.0,59.0,6.0,4.0,9.0,5.0,87.0,108.0,-19.0,99.0,away
2023,22/04/2023,212748181,Geelong,Sydney,1.47,3.05,1.48,3.1,1.03,22.0,1.04,34.0,217388.19,130.0,37.0,93.0,167.0,1,0.970873786407767,0.0454545454545454,0.6802721088435374,0.3278688524590164,0.4399999999999999,-18.95,0.2906016775642296,-0.2824143070044709,,,,,,,93.0,0,69.0,34.0,11.0,3.0,5.0,4.0,130.0,37.0,35.0,103.0,home
2023,23/04/2023,212748651,Hawthorn,Adelaide,4.0,1.32,4.2,1.33,3.55,1.35,3.9,1.39,25999.45,76.0,79.0,-3.0,155.0,0,0.2816901408450704,0.7407407407407407,0.25,0.7575757575757576,0.4500000000000002,-0.03,0.0316901408450704,-0.0168350168350168,,,,,,,-3.0,1,34.0,37.0,5.0,4.0,5.0,7.0,76.0,79.0,-3.0,71.0,away
2023,23/04/2023,212749122,Carlton,St Kilda,2.18,1.83,2.2,1.84,1.81,2.04,1.97,2.28,109100.82,60.0,82.0,-22.0,142.0,0,0.5524861878453039,0.4901960784313725,0.4587155963302752,0.5464480874316939,0.3700000000000001,-0.2099999999999999,0.0937705915150287,-0.0562520090003214,,,,,,,-22.0,1,43.0,39.0,6.0,7.0,6.0,3.0,60.0,82.0,4.0,82.0,home
2023,23/04/2023,212749809,Gold Coast,North Melbourne,1.27,4.6,1.28,4.7,1.05,6.8,1.06,18.0,141479.58,97.0,54.0,43.0,151.0,1,0.9523809523809524,0.1470588235294117,0.7874015748031495,0.2173913043478261,0.2199999999999999,-2.2,0.1649793775778028,-0.0703324808184143,,,,,,,43.0,0,48.0,27.0,7.0,6.0,4.0,3.0,97.0,54.0,21.0,75.0,home
2023,24/04/2023,212750281,Melbourne,Richmond,1.34,3.9,1.35,3.95,1.93,1.92,1.99,2.06,442723.48,96.0,78.0,18.0,174.0,1,0.5181347150259068,0.5208333333333334,0.7462686567164178,0.2564102564102564,-0.5899999999999999,1.98,-0.228133941690511,0.2644230769230769,,,,,,,18.0,0,38.0,52.0,6.0,2.0,8.0,4.0,96.0,78.0,-14.0,90.0,away
2023,25/04/2023,212750967,Collingwood,Essendon,1.58,2.7,1.59,2.72,1.55,2.72,1.58,3.8,301879.96,90.0,77.0,13.0,167.0,1,0.6451612903225806,0.3676470588235294,0.6329113924050632,0.3703703703703703,0.03,-0.02,0.0122498979175174,-0.0027233115468409,,,,,,,13.0,0,37.0,35.0,5.0,7.0,5.0,5.0,90.0,77.0,2.0,72.0,home
2023,30/04/2023,213011866,Richmond,Gold Coast,1.53,2.84,1.54,2.86,1.74,2.18,1.78,3.6,111696.33,48.0,72.0,-24.0,120.0,0,0.5747126436781609,0.4587155963302752,0.6535947712418301,0.352112676056338,-0.2099999999999999,0.6599999999999997,-0.0788821275636691,0.1066029202739371,,,,,,,-24.0,1,21.0,26.0,2.0,9.0,4.0,2.0,48.0,72.0,-5.0,47.0,away
2023,30/04/2023,213012354,Adelaide,Collingwood,2.14,1.86,2.16,1.87,1.75,2.2,1.8,2.3,171363.4,58.0,59.0,-1.0,117.0,0,0.5714285714285714,0.4545454545454545,0.4672897196261682,0.5376344086021505,0.3900000000000001,-0.3400000000000001,0.1041388518024031,-0.0830889540566959,,,,,,,-1.0,1,28.0,22.0,3.0,10.0,3.0,4.0,58.0,59.0,6.0,50.0,home
2023,29/04/2023,213012842,West Coast,Carlton,4.5,1.27,4.6,1.28,10.0,1.03,100.0,1.04,30772.23,44.0,152.0,-108.0,196.0,0,0.1,0.970873786407767,0.2222222222222222,0.7874015748031495,-5.5,0.24,-0.1222222222222222,0.1834722116046174,,,,,,,-108.0,1,22.0,62.0,3.0,4.0,9.0,8.0,44.0,152.0,-40.0,84.0,away
2023,30/04/2023,213013322,Essendon,Geelong,2.9,1.51,2.94,1.53,32.0,1.02,38.0,1.03,66297.93,104.0,132.0,-28.0,236.0,0,0.03125,0.9803921568627452,0.3448275862068966,0.6622516556291391,-29.1,0.49,-0.3135775862068966,0.3181405012336059,,,,,,,-28.0,1,44.0,88.0,7.0,2.0,14.0,4.0,104.0,132.0,-44.0,132.0,away
2023,29/04/2023,213013800,Western Bulldogs,Hawthorn,1.27,4.6,1.28,4.7,1.44,2.8,1.55,10.5,181718.41,94.0,65.0,29.0,159.0,1,0.6944444444444444,0.3571428571428571,0.7874015748031495,0.2173913043478261,-0.1699999999999999,1.7999999999999998,-0.0929571303587051,0.139751552795031,,,,,,,29.0,0,45.0,48.0,7.0,3.0,7.0,6.0,94.0,65.0,-3.0,93.0,away
2023,28/04/2023,213014776,St Kilda,Port Adelaide,1.57,2.72,1.58,2.74,1.96,1.98,2.0,2.08,289398.85,76.0,83.0,-7.0,159.0,0,0.5102040816326531,0.5050505050505051,0.6369426751592356,0.3676470588235294,-0.3899999999999999,0.7400000000000002,-0.1267385935265825,0.1374034462269757,,,,,,,-7.0,1,36.0,43.0,5.0,6.0,6.0,7.0,76.0,83.0,-7.0,79.0,away
2023,29/04/2023,213015253,Sydney,GWS,1.31,4.2,1.32,4.3,1.7,2.12,1.9,5.0,83832.25,106.0,107.0,-1.0,213.0,0,0.5882352941176471,0.4716981132075471,0.7633587786259541,0.238095238095238,-0.3899999999999999,2.08,-0.175123484508307,0.233602875112309,,,,,,,-1.0,1,47.0,57.0,7.0,5.0,9.0,3.0,106.0,107.0,-10.0,104.0,away
2023,29/04/2023,213015734,Brisbane,Fremantle,1.2,5.7,1.21,5.8,1.01,34.0,1.04,70.0,256605.8,115.0,67.0,48.0,182.0,1,0.99009900990099,0.0294117647058823,0.8333333333333334,0.175438596491228,0.1899999999999999,-28.3,0.1567656765676567,-0.1460268317853457,,,,,,,48.0,0,55.0,24.0,8.0,7.0,3.0,6.0,115.0,67.0,31.0,79.0,home
2023,5/05/2023,213438666,Carlton,Brisbane,1.92,2.06,1.93,2.08,2.52,1.56,2.66,1.65,187329.5,74.0,100.0,-26.0,174.0,0,0.3968253968253968,0.641025641025641,0.5208333333333334,0.4854368932038835,-0.6000000000000001,0.5,-0.1240079365079365,0.1555887478217574,,,,,,,-26.0,1,39.0,49.0,6.0,3.0,7.0,7.0,74.0,100.0,-10.0,88.0,away
2023,6/05/2023,213439161,Richmond,West Coast,1.11,9.2,1.12,9.4,1.1,8.0,1.14,9.4,134834.16,104.0,58.0,46.0,162.0,1,0.9090909090909092,0.125,0.9009009009009008,0.108695652173913,0.01,1.1999999999999993,0.0081900081900082,0.0163043478260869,,,,,,,46.0,0,38.0,29.0,5.0,8.0,4.0,5.0,104.0,58.0,9.0,67.0,home
2023,6/05/2023,213439631,Geelong,Adelaide,1.26,4.7,1.27,4.8,1.11,7.0,1.12,19.5,98470.63,98.0,72.0,26.0,170.0,1,0.9009009009009008,0.1428571428571428,0.7936507936507936,0.2127659574468085,0.1499999999999999,-2.3,0.1072501072501072,-0.0699088145896656,,,,,,,26.0,0,56.0,40.0,8.0,8.0,6.0,4.0,98.0,72.0,16.0,96.0,home
2023,6/05/2023,213440101,Gold Coast,Melbourne,3.45,1.4,3.5,1.41,3.85,1.25,19.5,1.33,50862.4,85.0,90.0,-5.0,175.0,0,0.2597402597402597,0.8,0.2898550724637681,0.7142857142857143,-0.3999999999999999,0.1499999999999999,-0.0301148127235084,0.0857142857142857,,,,,,,-5.0,1,46.0,53.0,7.0,4.0,8.0,5.0,85.0,90.0,-7.0,99.0,away
2023,6/05/2023,213440571,GWS,Western Bulldogs,3.25,1.43,3.35,1.45,5.0,1.22,6.6,1.3,43239.26,71.0,86.0,-15.0,157.0,0,0.2,0.819672131147541,0.3076923076923077,0.6993006993006994,-1.75,0.2099999999999999,-0.1076923076923077,0.1203714318468416,,,,,,,-15.0,1,34.0,46.0,5.0,4.0,7.0,4.0,71.0,86.0,-12.0,80.0,away
2023,6/05/2023,213441041,Fremantle,Hawthorn,1.37,3.15,1.41,3.6,1.02,9.8,1.07,42.0,88566.08,117.0,48.0,69.0,165.0,1,0.9803921568627452,0.1020408163265306,0.7299270072992701,0.3174603174603174,0.3500000000000001,-6.65,0.250465149563475,-0.2154195011337868,,,,,,,69.0,0,64.0,33.0,10.0,4.0,5.0,3.0,117.0,48.0,31.0,97.0,home
2023,7/05/2023,213441511,Port Adelaide,Essendon,1.52,2.88,1.53,2.9,2.24,1.75,2.5,1.8,96444.13,92.0,87.0,5.0,179.0,1,0.4464285714285714,0.5714285714285714,0.6578947368421053,0.3472222222222222,-0.7200000000000002,1.13,-0.2114661654135339,0.2242063492063492,,,,,,,5.0,0,41.0,55.0,5.0,11.0,9.0,1.0,92.0,87.0,-14.0,96.0,away
2023,7/05/2023,213441981,Collingwood,Sydney,1.44,3.15,1.48,3.35,1.89,2.02,1.9,2.5,210909.31,77.0,48.0,29.0,125.0,1,0.5291005291005292,0.495049504950495,0.6944444444444444,0.3174603174603174,-0.4499999999999999,1.13,-0.1653439153439152,0.1775891874901776,,,,,,,29.0,0,30.0,38.0,4.0,6.0,5.0,8.0,77.0,48.0,-8.0,68.0,away
2023,7/05/2023,213442451,North Melbourne,St Kilda,7.6,1.14,7.8,1.15,8.2,1.03,100.0,1.05,24769.08,34.0,64.0,-30.0,98.0,0,0.1219512195121951,0.970873786407767,0.131578947368421,0.8771929824561404,-0.5999999999999996,0.1099999999999998,-0.0096277278562259,0.0936808039516265,,,,,,,-30.0,1,7.0,27.0,0.0,7.0,3.0,9.0,34.0,64.0,-20.0,34.0,away
2023,12/05/2023,213695567,Richmond,Geelong,3.1,1.46,3.15,1.47,2.3,1.63,2.58,1.78,109796.64,102.0,78.0,24.0,180.0,1,0.4347826086956522,0.6134969325153374,0.3225806451612903,0.684931506849315,0.8000000000000003,-0.1699999999999999,0.1122019635343619,-0.0714345743339776,,,,,,,24.0,0,51.0,41.0,8.0,3.0,5.0,11.0,102.0,78.0,10.0,92.0,home
2023,13/05/2023,213696978,Sydney,Fremantle,1.36,3.7,1.37,3.75,2.2,1.68,2.5,1.89,97902.14,86.0,103.0,-17.0,189.0,0,0.4545454545454545,0.5952380952380952,0.7352941176470588,0.2702702702702702,-0.8400000000000001,2.0200000000000005,-0.2807486631016042,0.324967824967825,,,,,,,-17.0,1,32.0,45.0,5.0,2.0,7.0,3.0,86.0,103.0,-13.0,77.0,away
2023,13/05/2023,213697918,Brisbane,Essendon,1.24,5.1,1.25,5.3,1.63,2.3,1.66,3.9,258380.23,87.0,45.0,42.0,132.0,1,0.6134969325153374,0.4347826086956522,0.8064516129032259,0.196078431372549,-0.3899999999999999,2.8,-0.1929546803878884,0.2387041773231031,,,,,,,42.0,0,19.0,29.0,2.0,7.0,4.0,5.0,87.0,45.0,-10.0,48.0,away
2023,14/05/2023,213698388,Adelaide,St Kilda,1.64,2.48,1.67,2.5,1.1,7.0,1.14,34.0,130580.41,121.0,69.0,52.0,190.0,1,0.9090909090909092,0.1428571428571428,0.6097560975609756,0.4032258064516129,0.5399999999999998,-4.52,0.2993348115299334,-0.2603686635944701,,,,,,,52.0,0,62.0,35.0,10.0,2.0,5.0,5.0,121.0,69.0,27.0,97.0,home
2023,13/05/2023,213698858,Carlton,Western Bulldogs,1.89,2.1,1.9,2.12,3.55,1.36,3.8,1.38,120215.65,59.0,79.0,-20.0,138.0,0,0.2816901408450704,0.7352941176470588,0.5291005291005292,0.4761904761904761,-1.66,0.74,-0.2474103882554587,0.2591036414565826,,,,,,,-20.0,1,10.0,28.0,1.0,4.0,4.0,4.0,59.0,79.0,-18.0,38.0,away
2023,14/05/2023,213699328,Collingwood,GWS,1.17,6.6,1.18,7.0,1.01,46.0,1.02,990.0,263699.09,120.0,55.0,65.0,175.0,1,0.99009900990099,0.0217391304347826,0.8547008547008548,0.1515151515151515,0.1599999999999999,-39.4,0.1353981552001353,-0.1297760210803689,,,,,,,65.0,0,58.0,26.0,9.0,4.0,3.0,8.0,120.0,55.0,32.0,84.0,home
2023,20/05/2023,214005227,North Melbourne,Sydney,6.6,1.16,7.6,1.18,6.8,1.06,25.0,1.15,17539.03,90.0,93.0,-3.0,183.0,0,0.1470588235294117,0.9433962264150942,0.1515151515151515,0.8620689655172414,-0.2000000000000001,0.0999999999999998,-0.0044563279857397,0.0813272608978528,,,,,,,-3.0,1,33.0,49.0,5.0,3.0,7.0,7.0,90.0,93.0,-16.0,82.0,away
2023,19/05/2023,214005698,Port Adelaide,Melbourne,2.42,1.7,2.44,1.71,1.41,2.68,1.58,3.0,129887.88,80.0,76.0,4.0,156.0,1,0.7092198581560284,0.3731343283582089,0.4132231404958678,0.5882352941176471,1.01,-0.9800000000000002,0.2959967176601606,-0.2151009657594381,,,,,,,4.0,0,37.0,23.0,5.0,7.0,3.0,5.0,80.0,76.0,14.0,60.0,home
2023,20/05/2023,214006168,Fremantle,Geelong,2.4,1.7,2.42,1.72,1.62,2.12,1.8,3.2,77612.62,106.0,77.0,29.0,183.0,1,0.6172839506172839,0.4716981132075471,0.4166666666666667,0.5882352941176471,0.7799999999999998,-0.4200000000000001,0.2006172839506172,-0.1165371809100999,,,,,,,29.0,0,52.0,43.0,8.0,4.0,6.0,7.0,106.0,77.0,9.0,95.0,home
