season,team,game_n,ppda_rolling10,date
2014/15,Arsenal,3,6.07,2014-08-31
2014/15,Arsenal,4,6.32,2014-09-13
2014/15,Arsenal,5,6.61,2014-09-20
2014/15,Arsenal,6,6.42,2014-09-27
2014/15,Arsenal,7,7.11,2014-10-05
2014/15,Arsenal,8,7.01,2014-10-18
2014/15,Arsenal,9,6.76,2014-10-25
2014/15,Arsenal,10,6.92,2014-11-01
2014/15,Arsenal,11,7.53,2014-11-09
2014/15,Arsenal,12,7.35,2014-11-22
2014/15,Arsenal,13,7.79,2014-11-29
2014/15,Arsenal,14,7.91,2014-12-03
2014/15,Arsenal,15,7.76,2014-12-06
2014/15,Arsenal,16,8.04,2014-12-13
2014/15,Arsenal,17,8.13,2014-12-21
2014/15,Arsenal,18,8.73,2014-12-26
2014/15,Arsenal,19,9.31,2014-12-28
2014/15,Arsenal,20,9.79,2015-01-01
2014/15,Arsenal,21,9.85,2015-01-11
2014/15,Arsenal,22,10.36,2015-01-18
2014/15,Arsenal,23,11.09,2015-02-01
2014/15,Arsenal,24,11.53,2015-02-07
2014/15,Arsenal,25,11.77,2015-02-10
2014/15,Arsenal,26,11.86,2015-02-21
2014/15,Arsenal,27,11.68,2015-03-01
2014/15,Arsenal,28,11.34,2015-03-04
2014/15,Arsenal,29,10.63,2015-03-14
2014/15,Arsenal,30,10.01,2015-03-21
2014/15,Arsenal,31,9.77,2015-04-04
2014/15,Arsenal,32,9.21,2015-04-11
2014/15,Arsenal,33,7.94,2015-04-26
2014/15,Arsenal,34,7.33,2015-05-04
2014/15,Arsenal,35,7.16,2015-05-11
2014/15,Arsenal,36,7.67,2015-05-17
2014/15,Arsenal,37,7.2,2015-05-20
2014/15,Arsenal,38,7.24,2015-05-24
2014/15,Aston Villa,3,19.24,2014-08-31
2014/15,Aston Villa,4,27.93,2014-09-13
2014/15,Aston Villa,5,31.19,2014-09-20
2014/15,Aston Villa,6,34.22,2014-09-27
2014/15,Aston Villa,7,33.02,2014-10-04
2014/15,Aston Villa,8,31.05,2014-10-18
2014/15,Aston Villa,9,28.22,2014-10-27
2014/15,Aston Villa,10,26.83,2014-11-02
2014/15,Aston Villa,11,26.85,2014-11-08
2014/15,Aston Villa,12,27.38,2014-11-24
2014/15,Aston Villa,13,26.88,2014-11-29
2014/15,Aston Villa,14,22.14,2014-12-02
2014/15,Aston Villa,15,18.36,2014-12-07
2014/15,Aston Villa,16,14.97,2014-12-13
2014/15,Aston Villa,17,14.71,2014-12-20
2014/15,Aston Villa,18,14.44,2014-12-26
2014/15,Aston Villa,19,15.69,2014-12-28
2014/15,Aston Villa,20,14.74,2015-01-01
2014/15,Aston Villa,21,13.96,2015-01-10
2014/15,Aston Villa,22,12.97,2015-01-17
2014/15,Aston Villa,23,12.02,2015-02-01
2014/15,Aston Villa,24,13.15,2015-02-07
2014/15,Aston Villa,25,13.24,2015-02-10
2014/15,Aston Villa,26,12.86,2015-02-21
2014/15,Aston Villa,27,11.28,2015-02-28
2014/15,Aston Villa,28,10.64,2015-03-03
2014/15,Aston Villa,29,9.88,2015-03-14
2014/15,Aston Villa,30,10.58,2015-03-21
2014/15,Aston Villa,31,12.46,2015-04-04
2014/15,Aston Villa,32,12.0,2015-04-07
2014/15,Aston Villa,33,11.33,2015-04-11
2014/15,Aston Villa,34,10.74,2015-04-25
2014/15,Aston Villa,35,10.83,2015-05-02
2014/15,Aston Villa,36,10.94,2015-05-09
2014/15,Aston Villa,37,12.09,2015-05-16
2014/15,Aston Villa,38,12.34,2015-05-24
2014/15,Burnley,3,14.33,2014-08-30
2014/15,Burnley,4,12.62,2014-09-13
2014/15,Burnley,5,11.78,2014-09-20
2014/15,Burnley,6,12.98,2014-09-28
2014/15,Burnley,7,12.09,2014-10-04
2014/15,Burnley,8,12.75,2014-10-18
2014/15,Burnley,9,12.81,2014-10-26
2014/15,Burnley,10,12.83,2014-11-01
2014/15,Burnley,11,11.86,2014-11-08
2014/15,Burnley,12,11.99,2014-11-22
2014/15,Burnley,13,11.91,2014-11-29
2014/15,Burnley,14,12.05,2014-12-02
2014/15,Burnley,15,11.85,2014-12-06
2014/15,Burnley,16,10.76,2014-12-13
2014/15,Burnley,17,11.26,2014-12-20
2014/15,Burnley,18,10.55,2014-12-26
2014/15,Burnley,19,10.77,2014-12-28
2014/15,Burnley,20,10.13,2015-01-01
2014/15,Burnley,21,9.93,2015-01-10
2014/15,Burnley,22,9.05,2015-01-17
2014/15,Burnley,23,8.62,2015-01-31
2014/15,Burnley,24,8.71,2015-02-08
2014/15,Burnley,25,9.08,2015-02-11
2014/15,Burnley,26,9.31,2015-02-21
2014/15,Burnley,27,9.07,2015-02-28
2014/15,Burnley,28,9.14,2015-03-04
2014/15,Burnley,29,9.57,2015-03-14
2014/15,Burnley,30,10.62,2015-03-21
2014/15,Burnley,31,11.07,2015-04-05
2014/15,Burnley,32,11.3,2015-04-11
2014/15,Burnley,33,12.08,2015-04-18
2014/15,Burnley,34,11.51,2015-04-25
2014/15,Burnley,35,11.59,2015-05-02
2014/15,Burnley,36,11.75,2015-05-09
2014/15,Burnley,37,12.81,2015-05-16
2014/15,Burnley,38,13.66,2015-05-24
2014/15,Chelsea,3,10.46,2014-08-30
2014/15,Chelsea,4,10.92,2014-09-13
2014/15,Chelsea,5,11.71,2014-09-21
2014/15,Chelsea,6,12.79,2014-09-27
2014/15,Chelsea,7,12.14,2014-10-05
2014/15,Chelsea,8,11.57,2014-10-18
2014/15,Chelsea,9,11.85,2014-10-26
2014/15,Chelsea,10,11.22,2014-11-01
2014/15,Chelsea,11,11.04,2014-11-08
2014/15,Chelsea,12,11.42,2014-11-22
2014/15,Chelsea,13,10.9,2014-11-29
2014/15,Chelsea,14,10.96,2014-12-03
2014/15,Chelsea,15,10.18,2014-12-06
2014/15,Chelsea,16,9.11,2014-12-13
2014/15,Chelsea,17,9.37,2014-12-22
2014/15,Chelsea,18,9.44,2014-12-26
2014/15,Chelsea,19,9.07,2014-12-28
2014/15,Chelsea,20,9.42,2015-01-01
2014/15,Chelsea,21,8.81,2015-01-10
2014/15,Chelsea,22,8.86,2015-01-17
2014/15,Chelsea,23,9.43,2015-01-31
2014/15,Chelsea,24,10.16,2015-02-07
2014/15,Chelsea,25,11.12,2015-02-11
2014/15,Chelsea,26,11.25,2015-02-21
2014/15,Chelsea,27,11.01,2015-03-04
2014/15,Chelsea,28,11.07,2015-03-15
2014/15,Chelsea,29,11.94,2015-03-22
2014/15,Chelsea,30,12.66,2015-04-04
2014/15,Chelsea,31,12.76,2015-04-12
2014/15,Chelsea,32,13.08,2015-04-18
2014/15,Chelsea,33,13.17,2015-04-26
2014/15,Chelsea,34,12.33,2015-04-29
2014/15,Chelsea,35,11.07,2015-05-03
2014/15,Chelsea,36,11.27,2015-05-10
2014/15,Chelsea,37,11.66,2015-05-18
2014/15,Chelsea,38,11.81,2015-05-24
2014/15,Crystal Palace,3,10.69,2014-08-30
2014/15,Crystal Palace,4,11.2,2014-09-13
2014/15,Crystal Palace,5,13.55,2014-09-21
2014/15,Crystal Palace,6,12.79,2014-09-27
2014/15,Crystal Palace,7,12.8,2014-10-04
2014/15,Crystal Palace,8,13.8,2014-10-18
2014/15,Crystal Palace,9,15.02,2014-10-25
2014/15,Crystal Palace,10,14.27,2014-11-03
2014/15,Crystal Palace,11,15.45,2014-11-08
2014/15,Crystal Palace,12,15.92,2014-11-23
2014/15,Crystal Palace,13,16.9,2014-11-29
2014/15,Crystal Palace,14,16.23,2014-12-02
2014/15,Crystal Palace,15,15.63,2014-12-06
2014/15,Crystal Palace,16,15.48,2014-12-13
2014/15,Crystal Palace,17,16.1,2014-12-20
2014/15,Crystal Palace,18,15.17,2014-12-26
2014/15,Crystal Palace,19,13.49,2014-12-28
2014/15,Crystal Palace,20,14.3,2015-01-01
2014/15,Crystal Palace,21,12.65,2015-01-10
2014/15,Crystal Palace,22,12.1,2015-01-17
2014/15,Crystal Palace,23,10.92,2015-01-31
2014/15,Crystal Palace,24,11.64,2015-02-07
2014/15,Crystal Palace,25,10.54,2015-02-11
2014/15,Crystal Palace,26,10.23,2015-02-21
2014/15,Crystal Palace,27,9.1,2015-02-28
2014/15,Crystal Palace,28,8.9,2015-03-03
2014/15,Crystal Palace,29,9.0,2015-03-14
2014/15,Crystal Palace,30,8.51,2015-03-21
2014/15,Crystal Palace,31,8.84,2015-04-06
2014/15,Crystal Palace,32,8.62,2015-04-11
2014/15,Crystal Palace,33,8.1,2015-04-18
2014/15,Crystal Palace,34,7.59,2015-04-25
2014/15,Crystal Palace,35,8.02,2015-05-03
2014/15,Crystal Palace,36,8.84,2015-05-09
2014/15,Crystal Palace,37,9.22,2015-05-16
2014/15,Crystal Palace,38,8.89,2015-05-24
2014/15,Everton,3,11.25,2014-08-30
2014/15,Everton,4,13.23,2014-09-13
2014/15,Everton,5,11.62,2014-09-21
2014/15,Everton,6,11.5,2014-09-27
2014/15,Everton,7,11.77,2014-10-05
2014/15,Everton,8,12.31,2014-10-18
2014/15,Everton,9,12.53,2014-10-26
2014/15,Everton,10,11.76,2014-11-01
2014/15,Everton,11,11.43,2014-11-09
2014/15,Everton,12,10.37,2014-11-22
2014/15,Everton,13,11.09,2014-11-30
2014/15,Everton,14,10.3,2014-12-03
2014/15,Everton,15,10.72,2014-12-06
2014/15,Everton,16,10.44,2014-12-15
2014/15,Everton,17,10.72,2014-12-20
2014/15,Everton,18,9.66,2014-12-26
2014/15,Everton,19,10.11,2014-12-28
2014/15,Everton,20,10.26,2015-01-01
2014/15,Everton,21,10.58,2015-01-10
2014/15,Everton,22,10.8,2015-01-19
2014/15,Everton,23,10.3,2015-01-31
2014/15,Everton,24,10.49,2015-02-07
2014/15,Everton,25,10.64,2015-02-11
2014/15,Everton,26,10.94,2015-02-22
2014/15,Everton,27,9.91,2015-03-01
2014/15,Everton,28,10.25,2015-03-04
2014/15,Everton,29,9.12,2015-03-15
2014/15,Everton,30,9.04,2015-03-22
2014/15,Everton,31,8.74,2015-04-04
2014/15,Everton,32,9.26,2015-04-11
2014/15,Everton,33,9.04,2015-04-18
2014/15,Everton,34,9.36,2015-04-26
2014/15,Everton,35,10.15,2015-05-02
2014/15,Everton,36,9.51,2015-05-09
2014/15,Everton,37,9.7,2015-05-16
2014/15,Everton,38,9.88,2015-05-24
2014/15,Hull,3,14.12,2014-08-31
2014/15,Hull,4,12.44,2014-09-15
2014/15,Hull,5,13.83,2014-09-20
2014/15,Hull,6,15.07,2014-09-27
2014/15,Hull,7,13.69,2014-10-04
2014/15,Hull,8,17.48,2014-10-18
2014/15,Hull,9,16.7,2014-10-25
2014/15,Hull,10,17.59,2014-11-01
2014/15,Hull,11,17.24,2014-11-08
2014/15,Hull,12,16.52,2014-11-23
2014/15,Hull,13,17.32,2014-11-29
2014/15,Hull,14,17.46,2014-12-03
2014/15,Hull,15,16.47,2014-12-06
2014/15,Hull,16,15.41,2014-12-13
2014/15,Hull,17,15.65,2014-12-20
2014/15,Hull,18,12.59,2014-12-26
2014/15,Hull,19,12.36,2014-12-28
2014/15,Hull,20,10.57,2015-01-01
2014/15,Hull,21,11.26,2015-01-10
2014/15,Hull,22,11.11,2015-01-18
2014/15,Hull,23,9.87,2015-01-31
2014/15,Hull,24,11.81,2015-02-07
2014/15,Hull,25,11.87,2015-02-10
2014/15,Hull,26,11.44,2015-02-21
2014/15,Hull,27,13.98,2015-02-28
2014/15,Hull,28,13.78,2015-03-03
2014/15,Hull,29,13.74,2015-03-14
2014/15,Hull,30,13.95,2015-03-22
2014/15,Hull,31,14.72,2015-04-04
2014/15,Hull,32,15.15,2015-04-11
2014/15,Hull,33,15.55,2015-04-25
2014/15,Hull,34,14.02,2015-04-28
2014/15,Hull,35,15.28,2015-05-04
2014/15,Hull,36,15.46,2015-05-09
2014/15,Hull,37,13.89,2015-05-16
2014/15,Hull,38,14.15,2015-05-24
2014/15,Leicester,3,11.55,2014-08-31
2014/15,Leicester,4,11.71,2014-09-13
2014/15,Leicester,5,11.85,2014-09-21
2014/15,Leicester,6,11.11,2014-09-27
2014/15,Leicester,7,10.62,2014-10-04
2014/15,Leicester,8,10.54,2014-10-18
2014/15,Leicester,9,10.98,2014-10-25
2014/15,Leicester,10,10.72,2014-11-01
2014/15,Leicester,11,11.36,2014-11-08
2014/15,Leicester,12,11.31,2014-11-22
2014/15,Leicester,13,10.81,2014-11-29
2014/15,Leicester,14,10.72,2014-12-02
2014/15,Leicester,15,10.42,2014-12-07
2014/15,Leicester,16,10.64,2014-12-13
2014/15,Leicester,17,10.45,2014-12-20
2014/15,Leicester,18,10.47,2014-12-26
2014/15,Leicester,19,10.12,2014-12-28
2014/15,Leicester,20,10.72,2015-01-01
2014/15,Leicester,21,9.32,2015-01-10
2014/15,Leicester,22,9.29,2015-01-17
2014/15,Leicester,23,10.23,2015-01-31
2014/15,Leicester,24,9.78,2015-02-07
2014/15,Leicester,25,9.62,2015-02-10
2014/15,Leicester,26,9.98,2015-02-22
2014/15,Leicester,27,11.14,2015-03-04
2014/15,Leicester,28,10.94,2015-03-14
2014/15,Leicester,29,10.98,2015-03-21
2014/15,Leicester,30,10.34,2015-04-04
2014/15,Leicester,31,10.27,2015-04-11
2014/15,Leicester,32,10.52,2015-04-18
2014/15,Leicester,33,9.7,2015-04-25
2014/15,Leicester,34,10.02,2015-04-29
2014/15,Leicester,35,9.99,2015-05-02
2014/15,Leicester,36,10.06,2015-05-09
2014/15,Leicester,37,8.79,2015-05-16
2014/15,Leicester,38,9.03,2015-05-24
2014/15,Liverpool,3,13.89,2014-08-31
2014/15,Liverpool,4,12.04,2014-09-13
2014/15,Liverpool,5,11.07,2014-09-20
2014/15,Liverpool,6,11.22,2014-09-27
2014/15,Liverpool,7,10.77,2014-10-04
2014/15,Liverpool,8,10.21,2014-10-19
2014/15,Liverpool,9,9.77,2014-10-25
2014/15,Liverpool,10,9.73,2014-11-01
2014/15,Liverpool,11,9.55,2014-11-08
2014/15,Liverpool,12,8.38,2014-11-23
2014/15,Liverpool,13,8.2,2014-11-29
2014/15,Liverpool,14,8.45,2014-12-02
2014/15,Liverpool,15,8.42,2014-12-06
2014/15,Liverpool,16,8.56,2014-12-14
2014/15,Liverpool,17,8.38,2014-12-21
2014/15,Liverpool,18,8.9,2014-12-26
2014/15,Liverpool,19,10.66,2014-12-29
2014/15,Liverpool,20,10.42,2015-01-01
2014/15,Liverpool,21,10.62,2015-01-10
2014/15,Liverpool,22,10.72,2015-01-17
2014/15,Liverpool,23,10.19,2015-01-31
2014/15,Liverpool,24,10.99,2015-02-07
2014/15,Liverpool,25,11.14,2015-02-10
2014/15,Liverpool,26,11.3,2015-02-22
2014/15,Liverpool,27,12.1,2015-03-01
2014/15,Liverpool,28,12.25,2015-03-04
2014/15,Liverpool,29,10.78,2015-03-16
2014/15,Liverpool,30,11.37,2015-03-22
2014/15,Liverpool,31,11.29,2015-04-04
2014/15,Liverpool,32,11.21,2015-04-13
2014/15,Liverpool,33,11.16,2015-04-25
2014/15,Liverpool,34,9.97,2015-04-28
2014/15,Liverpool,35,9.66,2015-05-02
2014/15,Liverpool,36,9.2,2015-05-10
2014/15,Liverpool,37,8.55,2015-05-16
2014/15,Liverpool,38,8.36,2015-05-24
2014/15,Man City,3,11.13,2014-08-30
2014/15,Man City,4,9.6,2014-09-13
2014/15,Man City,5,8.82,2014-09-21
2014/15,Man City,6,9.22,2014-09-27
2014/15,Man City,7,9.01,2014-10-04
2014/15,Man City,8,8.58,2014-10-18
2014/15,Man City,9,8.06,2014-10-25
2014/15,Man City,10,7.99,2014-11-02
2014/15,Man City,11,7.54,2014-11-08
2014/15,Man City,12,6.59,2014-11-22
2014/15,Man City,13,7.25,2014-11-30
2014/15,Man City,14,7.51,2014-12-03
2014/15,Man City,15,7.93,2014-12-06
2014/15,Man City,16,7.64,2014-12-13
2014/15,Man City,17,7.24,2014-12-20
2014/15,Man City,18,7.72,2014-12-26
2014/15,Man City,19,8.05,2014-12-28
2014/15,Man City,20,7.98,2015-01-01
2014/15,Man City,21,7.96,2015-01-10
2014/15,Man City,22,7.58,2015-01-18
2014/15,Man City,23,7.18,2015-01-31
2014/15,Man City,24,7.04,2015-02-07
2014/15,Man City,25,6.72,2015-02-11
2014/15,Man City,26,6.97,2015-02-21
2014/15,Man City,27,7.87,2015-03-01
2014/15,Man City,28,7.4,2015-03-04
2014/15,Man City,29,7.17,2015-03-14
2014/15,Man City,30,6.96,2015-03-21
2014/15,Man City,31,6.57,2015-04-06
2014/15,Man City,32,7.26,2015-04-12
2014/15,Man City,33,7.33,2015-04-19
2014/15,Man City,34,8.33,2015-04-25
2014/15,Man City,35,8.52,2015-05-03
2014/15,Man City,36,8.12,2015-05-10
2014/15,Man City,37,8.17,2015-05-17
2014/15,Man City,38,8.35,2015-05-24
2014/15,Man United,3,9.42,2014-08-30
2014/15,Man United,4,9.26,2014-09-14
2014/15,Man United,5,8.74,2014-09-21
2014/15,Man United,6,9.71,2014-09-27
2014/15,Man United,7,9.39,2014-10-05
2014/15,Man United,8,9.2,2014-10-20
2014/15,Man United,9,9.69,2014-10-26
2014/15,Man United,10,10.06,2014-11-02
2014/15,Man United,11,9.79,2014-11-08
2014/15,Man United,12,10.12,2014-11-22
2014/15,Man United,13,10.01,2014-11-29
2014/15,Man United,14,9.89,2014-12-02
2014/15,Man United,15,11.04,2014-12-08
2014/15,Man United,16,10.18,2014-12-14
2014/15,Man United,17,10.5,2014-12-20
2014/15,Man United,18,10.47,2014-12-26
2014/15,Man United,19,9.6,2014-12-28
2014/15,Man United,20,8.71,2015-01-01
2014/15,Man United,21,8.92,2015-01-11
2014/15,Man United,22,8.06,2015-01-17
2014/15,Man United,23,7.92,2015-01-31
2014/15,Man United,24,7.76,2015-02-08
2014/15,Man United,25,6.8,2015-02-11
2014/15,Man United,26,6.7,2015-02-21
2014/15,Man United,27,6.22,2015-02-28
2014/15,Man United,28,5.85,2015-03-04
2014/15,Man United,29,6.16,2015-03-15
2014/15,Man United,30,6.2,2015-03-22
2014/15,Man United,31,5.59,2015-04-04
2014/15,Man United,32,5.71,2015-04-12
2014/15,Man United,33,5.76,2015-04-18
2014/15,Man United,34,5.74,2015-04-26
2014/15,Man United,35,5.14,2015-05-02
2014/15,Man United,36,5.17,2015-05-09
2014/15,Man United,37,5.1,2015-05-17
2014/15,Man United,38,5.38,2015-05-24
2014/15,Newcastle,3,9.57,2014-08-30
2014/15,Newcastle,4,12.32,2014-09-13
2014/15,Newcastle,5,11.48,2014-09-20
2014/15,Newcastle,6,10.81,2014-09-29
2014/15,Newcastle,7,11.19,2014-10-04
2014/15,Newcastle,8,10.55,2014-10-18
2014/15,Newcastle,9,10.42,2014-10-26
2014/15,Newcastle,10,10.75,2014-11-01
2014/15,Newcastle,11,10.47,2014-11-09
2014/15,Newcastle,12,10.05,2014-11-22
2014/15,Newcastle,13,10.41,2014-11-29
2014/15,Newcastle,14,9.14,2014-12-02
2014/15,Newcastle,15,9.82,2014-12-06
2014/15,Newcastle,16,9.97,2014-12-13
2014/15,Newcastle,17,9.58,2014-12-21
2014/15,Newcastle,18,10.67,2014-12-26
2014/15,Newcastle,19,10.45,2014-12-28
2014/15,Newcastle,20,10.33,2015-01-01
2014/15,Newcastle,21,10.38,2015-01-10
2014/15,Newcastle,22,10.7,2015-01-17
2014/15,Newcastle,23,10.9,2015-01-31
2014/15,Newcastle,24,11.47,2015-02-08
2014/15,Newcastle,25,11.13,2015-02-11
2014/15,Newcastle,26,12.65,2015-02-21
2014/15,Newcastle,27,13.04,2015-02-28
2014/15,Newcastle,28,12.55,2015-03-04
2014/15,Newcastle,29,13.41,2015-03-15
2014/15,Newcastle,30,12.97,2015-03-21
2014/15,Newcastle,31,12.26,2015-04-05
2014/15,Newcastle,32,12.48,2015-04-13
2014/15,Newcastle,33,12.28,2015-04-19
2014/15,Newcastle,34,11.69,2015-04-25
2014/15,Newcastle,35,11.03,2015-05-02
2014/15,Newcastle,36,9.1,2015-05-09
2014/15,Newcastle,37,8.14,2015-05-16
2014/15,Newcastle,38,7.95,2015-05-24
2014/15,Queens Park Rangers,3,13.83,2014-08-30
2014/15,Queens Park Rangers,4,21.75,2014-09-14
2014/15,Queens Park Rangers,5,19.38,2014-09-20
2014/15,Queens Park Rangers,6,18.58,2014-09-27
2014/15,Queens Park Rangers,7,17.32,2014-10-05
2014/15,Queens Park Rangers,8,16.1,2014-10-19
2014/15,Queens Park Rangers,9,15.82,2014-10-27
2014/15,Queens Park Rangers,10,15.54,2014-11-01
2014/15,Queens Park Rangers,11,15.23,2014-11-08
2014/15,Queens Park Rangers,12,14.31,2014-11-22
2014/15,Queens Park Rangers,13,13.88,2014-11-29
2014/15,Queens Park Rangers,14,10.53,2014-12-02
2014/15,Queens Park Rangers,15,10.66,2014-12-06
2014/15,Queens Park Rangers,16,10.22,2014-12-15
2014/15,Queens Park Rangers,17,10.08,2014-12-20
2014/15,Queens Park Rangers,18,10.19,2014-12-26
2014/15,Queens Park Rangers,19,9.3,2014-12-28
2014/15,Queens Park Rangers,20,8.79,2015-01-01
2014/15,Queens Park Rangers,21,8.97,2015-01-10
2014/15,Queens Park Rangers,22,9.31,2015-01-17
2014/15,Queens Park Rangers,23,9.63,2015-01-31
2014/15,Queens Park Rangers,24,9.4,2015-02-07
2014/15,Queens Park Rangers,25,9.12,2015-02-10
2014/15,Queens Park Rangers,26,9.06,2015-02-21
2014/15,Queens Park Rangers,27,8.93,2015-03-04
2014/15,Queens Park Rangers,28,8.83,2015-03-07
2014/15,Queens Park Rangers,29,8.85,2015-03-14
2014/15,Queens Park Rangers,30,8.56,2015-03-22
2014/15,Queens Park Rangers,31,8.46,2015-04-04
2014/15,Queens Park Rangers,32,8.3,2015-04-07
2014/15,Queens Park Rangers,33,7.88,2015-04-12
2014/15,Queens Park Rangers,34,7.41,2015-04-25
2014/15,Queens Park Rangers,35,7.59,2015-05-02
2014/15,Queens Park Rangers,36,7.9,2015-05-10
2014/15,Queens Park Rangers,37,7.49,2015-05-16
2014/15,Queens Park Rangers,38,7.39,2015-05-24
2014/15,Southampton,3,8.55,2014-08-30
2014/15,Southampton,4,9.36,2014-09-13
2014/15,Southampton,5,9.06,2014-09-20
2014/15,Southampton,6,9.14,2014-09-27
2014/15,Southampton,7,8.81,2014-10-05
2014/15,Southampton,8,9.0,2014-10-18
2014/15,Southampton,9,8.9,2014-10-25
2014/15,Southampton,10,8.84,2014-11-01
2014/15,Southampton,11,8.46,2014-11-08
2014/15,Southampton,12,8.34,2014-11-24
2014/15,Southampton,13,8.56,2014-11-30
2014/15,Southampton,14,8.57,2014-12-03
2014/15,Southampton,15,8.46,2014-12-08
2014/15,Southampton,16,8.23,2014-12-13
2014/15,Southampton,17,8.36,2014-12-20
2014/15,Southampton,18,8.55,2014-12-26
2014/15,Southampton,19,8.94,2014-12-28
2014/15,Southampton,20,9.15,2015-01-01
2014/15,Southampton,21,10.41,2015-01-11
2014/15,Southampton,22,11.07,2015-01-17
2014/15,Southampton,23,11.26,2015-02-01
2014/15,Southampton,24,10.71,2015-02-07
2014/15,Southampton,25,10.74,2015-02-11
2014/15,Southampton,26,10.8,2015-02-22
2014/15,Southampton,27,10.47,2015-02-28
2014/15,Southampton,28,9.7,2015-03-03
2014/15,Southampton,29,9.38,2015-03-15
2014/15,Southampton,30,9.58,2015-03-21
2014/15,Southampton,31,8.03,2015-04-04
2014/15,Southampton,32,7.81,2015-04-11
2014/15,Southampton,33,7.5,2015-04-18
2014/15,Southampton,34,8.71,2015-04-25
2014/15,Southampton,35,9.02,2015-05-02
2014/15,Southampton,36,8.59,2015-05-09
2014/15,Southampton,37,9.16,2015-05-16
2014/15,Southampton,38,9.73,2015-05-24
2014/15,Stoke,3,13.69,2014-08-30
2014/15,Stoke,4,11.96,2014-09-13
2014/15,Stoke,5,11.53,2014-09-20
2014/15,Stoke,6,11.2,2014-09-29
2014/15,Stoke,7,10.29,2014-10-04
2014/15,Stoke,8,10.33,2014-10-19
2014/15,Stoke,9,11.55,2014-10-25
2014/15,Stoke,10,10.92,2014-11-01
2014/15,Stoke,11,11.64,2014-11-09
2014/15,Stoke,12,10.98,2014-11-22
2014/15,Stoke,13,9.68,2014-11-29
2014/15,Stoke,14,11.12,2014-12-02
2014/15,Stoke,15,11.16,2014-12-06
2014/15,Stoke,16,10.96,2014-12-13
2014/15,Stoke,17,11.58,2014-12-22
2014/15,Stoke,18,12.0,2014-12-26
2014/15,Stoke,19,10.56,2014-12-28
2014/15,Stoke,20,11.8,2015-01-01
2014/15,Stoke,21,11.51,2015-01-11
2014/15,Stoke,22,12.37,2015-01-17
2014/15,Stoke,23,11.7,2015-01-31
2014/15,Stoke,24,10.01,2015-02-08
2014/15,Stoke,25,10.46,2015-02-11
2014/15,Stoke,26,10.69,2015-02-21
2014/15,Stoke,27,10.7,2015-02-28
2014/15,Stoke,28,10.54,2015-03-04
2014/15,Stoke,29,10.35,2015-03-14
2014/15,Stoke,30,9.32,2015-03-21
2014/15,Stoke,31,9.9,2015-04-04
2014/15,Stoke,32,9.23,2015-04-11
2014/15,Stoke,33,9.38,2015-04-18
2014/15,Stoke,34,9.48,2015-04-25
2014/15,Stoke,35,8.89,2015-05-02
2014/15,Stoke,36,9.14,2015-05-09
2014/15,Stoke,37,8.77,2015-05-16
2014/15,Stoke,38,8.73,2015-05-24
2014/15,Sunderland,3,11.43,2014-08-30
2014/15,Sunderland,4,10.58,2014-09-13
2014/15,Sunderland,5,10.71,2014-09-20
2014/15,Sunderland,6,10.65,2014-09-27
2014/15,Sunderland,7,10.21,2014-10-04
2014/15,Sunderland,8,12.02,2014-10-18
2014/15,Sunderland,9,11.53,2014-10-25
2014/15,Sunderland,10,10.94,2014-11-03
2014/15,Sunderland,11,10.72,2014-11-09
2014/15,Sunderland,12,10.0,2014-11-22
2014/15,Sunderland,13,10.57,2014-11-29
2014/15,Sunderland,14,11.16,2014-12-03
2014/15,Sunderland,15,10.83,2014-12-06
2014/15,Sunderland,16,10.62,2014-12-13
2014/15,Sunderland,17,10.58,2014-12-21
2014/15,Sunderland,18,9.04,2014-12-26
2014/15,Sunderland,19,9.58,2014-12-28
2014/15,Sunderland,20,11.4,2015-01-01
2014/15,Sunderland,21,11.81,2015-01-10
2014/15,Sunderland,22,12.64,2015-01-17
2014/15,Sunderland,23,12.56,2015-01-31
2014/15,Sunderland,24,13.33,2015-02-07
2014/15,Sunderland,25,13.34,2015-02-10
2014/15,Sunderland,26,12.93,2015-02-21
2014/15,Sunderland,27,13.6,2015-02-28
2014/15,Sunderland,28,13.43,2015-03-03
2014/15,Sunderland,29,12.93,2015-03-14
2014/15,Sunderland,30,11.36,2015-03-21
2014/15,Sunderland,31,10.24,2015-04-05
2014/15,Sunderland,32,9.39,2015-04-11
2014/15,Sunderland,33,8.89,2015-04-25
2014/15,Sunderland,34,7.83,2015-05-02
2014/15,Sunderland,35,8.58,2015-05-09
2014/15,Sunderland,36,8.69,2015-05-16
2014/15,Sunderland,37,10.08,2015-05-20
2014/15,Sunderland,38,11.32,2015-05-24
2014/15,Swansea,3,14.98,2014-08-30
2014/15,Swansea,4,14.94,2014-09-13
2014/15,Swansea,5,15.47,2014-09-20
2014/15,Swansea,6,14.04,2014-09-27
2014/15,Swansea,7,13.04,2014-10-04
2014/15,Swansea,8,12.79,2014-10-19
2014/15,Swansea,9,13.16,2014-10-25
2014/15,Swansea,10,13.16,2014-11-01
2014/15,Swansea,11,12.53,2014-11-09
2014/15,Swansea,12,12.76,2014-11-22
2014/15,Swansea,13,11.84,2014-11-29
2014/15,Swansea,14,11.13,2014-12-02
2014/15,Swansea,15,10.12,2014-12-07
2014/15,Swansea,16,10.33,2014-12-14
