league,week,date,home,away,source,score,actual_1x2,actual_goals,model_rps,opening_market_rps,closing_market_rps,model_1x2_log_loss,opening_1x2_log_loss,closing_1x2_log_loss,model_1x2_pick_correct,opening_market_pick_correct,closing_market_pick_correct,model_ou_brier,opening_ou_brier,closing_ou_brier,model_ou_log_loss,opening_ou_log_loss,closing_ou_log_loss,model_ou_pick_correct,opening_ou_pick_correct,closing_ou_pick_correct
EFL Championship,2,2026-08-22,Lincoln,Portsmouth,gw2_prices_2026-08-19.json,1-3,A,4,0.36019146537,0.30414443309804984,0.3205970691141927,1.2881445804373217,1.1167778836128281,1.1721024461540182,0,0,0,0.2749848721,0.2635477136892676,0.282933454051607,0.7431570883142254,0.7202491103377364,0.7591051483517428,0,0,0
EFL Championship,2,2026-08-22,Birmingham,Bristol City,gw2_prices_2026-08-19.json,2-2,D,4,0.13422093434099996,0.1611696169267366,0.16946199410159393,1.2444476368916542,1.364046532238926,1.365378959531515,0,0,0,0.30305575502500004,0.22784711111111117,0.2663001515628127,0.7996305486028512,0.6488113667398937,0.725758766148706,0,1,0
EFL Championship,2,2026-08-22,Millwall,Norwich,gw2_prices_2026-08-19.json,3-0,H,3,0.1992295504,0.20801611960474137,0.2950354662174918,0.8335133054165869,0.8506060107093775,1.08339025537486,1,1,0,0.30305575502500004,0.25947142579907867,0.22027377777777782,0.7996305486028512,0.7120922668023947,0.6336212012459185,0,0,1
EFL Championship,2,2026-08-22,Wrexham,Watford,gw2_prices_2026-08-19.json,1-1,D,2,0.15661328544999997,0.15065430087577011,0.16210938824613136,1.3377708991790032,1.328652378749755,1.3675245889646845,0,0,0,0.22620487209999998,0.2608095741942863,0.2648817777777777,0.6455195966870779,0.7147696445731109,0.7229193388936154,1,0,0
EFL Championship,2,2026-08-22,Preston,Wolves,gw2_prices_2026-08-19.json,1-3,A,4,0.27025273525000004,0.14810362014574888,0.17696491209618342,1.0337519443211833,0.6766614496788803,0.7646863337887552,1,1,1,0.30305575502500004,0.2177777777777778,0.251342279467257,0.7996305486028512,0.6286086594223742,0.6958317459306143,0,1,0
EFL Championship,2,2026-08-22,Southampton,Stoke,gw2_prices_2026-08-19.json,3-1,H,4,0.0971251378,0.1013977094147585,0.10658862107420382,0.5245189508979932,0.5300159912426748,0.5443804078573111,1,1,1,0.2749848721,0.1918393773365543,0.18112469237638815,0.7431570883142254,0.5762440393730012,0.5544074428282845,0,1,1
EFL Championship,2,2026-08-22,QPR,Bolton,gw2_prices_2026-08-19.json,0-0,D,0,0.1305408325,0.152730597055885,0.15405320880834725,1.2637935826444753,1.3508713325576711,1.3510868608400342,0,0,0,0.22620487209999998,0.24866131431980393,0.25808573307786886,0.6455195966870779,0.6904698027892289,0.7093200398055461,1,1,0
EFL Championship,2,2026-08-22,Blackburn,Middlesbrough,gw2_prices_2026-08-19.json,2-1,H,3,0.36319802,0.3636816291079676,0.3938555203135141,1.2876443103535515,1.294213674886875,1.3683402834937624,0,0,0,0.30305575502500004,0.2759751111111112,0.23163373273470791,0.7996305486028512,0.7451424756783257,0.6563976383512039,0,0,1
EFL Championship,2,2026-08-22,Swansea,Sheffield United,gw2_prices_2026-08-19.json,0-0,D,0,0.12519095679699999,0.13215603314039015,0.1278739786823437,1.2224151572149862,1.2841283788167481,1.255640632705523,0,0,0,0.20204575502499997,0.2608095741942863,0.2291760977818017,0.596919240208515,0.7147696445731109,0.6514744841593773,1,0,1
EFL Championship,2,2026-08-22,West Ham,Charlton,gw2_prices_2026-08-19.json,1-2,A,3,0.3868841435225,0.6238417609303204,0.590806811184021,1.3982738292804098,2.132623217665162,1.9730917686764362,0,0,0,0.30305575502500004,0.19083102493074786,0.1628921299753504,0.7996305486028512,0.5741952376985798,0.5168419719521363,0,1,1
EFL Championship,2,2026-08-23,West Brom,Burnley,gw2_prices_2026-08-19.json,3-1,H,4,0.21040916584999997,0.28690007702021175,0.24692050549512656,0.8591073183467012,1.0755087082506656,0.9626578702293246,1,0,1,0.30305575502500004,0.291485117700317,0.25,0.7996305486028512,0.7762975488921157,0.6931471805599453,0,0,1
