season,team,h_a,game_n,ppda,xg,xga,npxg,npxga,wins,draws,loses,ppda_rolling10
2014/15,Swansea,h,31,10.12,1.49943,0.919329,1.49943,0.919329,1,0,0,13.68
2014/15,Swansea,h,32,9.83,1.09678,0.842056,0.335615,0.842056,0,1,0,13.61
2014/15,Swansea,a,33,17.0,0.87346,2.57043,0.87346,2.57043,0,0,1,11.8
2014/15,Swansea,a,34,10.63,1.58825,1.54939,1.58825,1.54939,1,0,0,12.23
2014/15,Swansea,h,35,11.6,2.07645,0.324134,2.07645,0.324134,1,0,0,12.74
2014/15,Swansea,a,36,28.79,0.347185,1.88364,0.347185,1.88364,1,0,0,13.54
2014/15,Swansea,h,37,10.92,1.06125,2.28119,1.06125,2.28119,0,0,1,13.52
2014/15,Swansea,a,38,9.17,0.118613,1.07504,0.118613,1.07504,0,0,1,12.68
2014/15,Tottenham,a,1,10.96,1.01706,1.8531,1.01706,1.09193,1,0,0,
2014/15,Tottenham,h,2,7.72,2.38894,1.07617,2.38894,1.07617,1,0,0,
2014/15,Tottenham,h,3,7.07,0.48592,2.74317,0.48592,1.982,0,0,1,8.58
2014/15,Tottenham,a,4,5.94,2.03694,0.338966,2.03694,0.338966,0,1,0,7.92
2014/15,Tottenham,h,5,5.83,0.438596,1.08401,0.438596,1.08401,0,0,1,7.5
2014/15,Tottenham,a,6,16.7,0.673535,1.2647,0.673535,1.2647,0,1,0,9.04
2014/15,Tottenham,h,7,11.86,0.898735,1.14587,0.898735,1.14587,1,0,0,9.44
2014/15,Tottenham,a,8,17.35,2.32314,3.75041,1.56197,1.34988,0,0,1,10.43
2014/15,Tottenham,h,9,5.32,2.03729,0.73967,2.03729,0.73967,0,0,1,9.86
2014/15,Tottenham,a,10,8.06,2.54173,0.872267,2.54173,0.872267,1,0,0,9.68
2014/15,Tottenham,h,11,4.33,1.28384,1.24867,1.28384,1.24867,0,0,1,9.02
2014/15,Tottenham,a,12,4.0,2.16438,0.94244,2.16438,0.94244,1,0,0,8.65
2014/15,Tottenham,h,13,12.2,1.13109,0.934335,1.13109,0.934335,1,0,0,9.16
2014/15,Tottenham,a,14,7.92,0.289204,1.71947,0.289204,1.71947,0,0,1,9.36
2014/15,Tottenham,h,15,4.46,0.958788,1.17369,0.958788,1.17369,0,1,0,9.22
2014/15,Tottenham,a,16,7.77,0.731022,1.67826,0.731022,1.67826,1,0,0,8.33
2014/15,Tottenham,h,17,7.95,1.77346,0.655135,1.77346,0.655135,1,0,0,7.94
2014/15,Tottenham,a,18,9.21,1.35719,1.47301,1.35719,1.47301,1,0,0,7.12
2014/15,Tottenham,h,19,7.44,0.888,2.2613,0.888,2.2613,0,1,0,7.33
2014/15,Tottenham,h,20,9.17,1.82436,3.03274,1.06319,3.03274,1,0,0,7.44
2014/15,Tottenham,a,21,7.48,0.919178,2.85997,0.919178,2.0988,0,0,1,7.76
2014/15,Tottenham,h,22,5.66,0.931537,1.19577,0.931537,1.19577,1,0,0,7.93
2014/15,Tottenham,a,23,6.24,1.34429,0.808495,0.58316,0.808495,1,0,0,7.33
2014/15,Tottenham,h,24,5.52,1.2754,0.834136,1.2754,0.834136,1,0,0,7.09
2014/15,Tottenham,a,25,6.56,1.71247,2.76444,1.71247,2.00327,0,0,1,7.3
2014/15,Tottenham,h,26,5.26,2.17554,2.20831,1.26191,2.20831,0,1,0,7.05
2014/15,Tottenham,h,27,7.42,2.13485,0.708217,2.13485,0.708217,1,0,0,7.0
2014/15,Tottenham,a,28,3.57,2.62405,1.49775,2.62405,1.49775,1,0,0,6.43
2014/15,Tottenham,a,29,9.24,0.206431,1.02781,0.206431,1.02781,0,0,1,6.61
2014/15,Tottenham,h,30,5.8,2.82935,2.722,2.06818,2.722,1,0,0,6.28
2014/15,Tottenham,a,31,11.85,0.377376,1.51355,0.377376,1.51355,0,1,0,6.71
2014/15,Tottenham,h,32,5.63,0.621738,0.860976,0.621738,0.860976,0,0,1,6.71
2014/15,Tottenham,a,33,5.45,1.99862,0.938886,1.99862,0.938886,1,0,0,6.63
2014/15,Tottenham,a,34,10.47,0.531276,1.39327,0.531276,1.39327,0,1,0,7.12
2014/15,Tottenham,h,35,7.78,2.07027,1.80612,2.07027,1.80612,0,0,1,7.25
2014/15,Tottenham,a,36,9.9,0.298008,2.138,0.298008,2.138,0,0,1,7.71
2014/15,Tottenham,h,37,9.32,1.70119,1.13285,1.70119,1.13285,1,0,0,7.9
2014/15,Tottenham,a,38,9.62,1.39049,0.646215,1.39049,0.646215,1,0,0,8.51
2014/15,West Brom,h,1,5.94,1.68343,0.991901,0.92226,0.991901,0,1,0,
2014/15,West Brom,a,2,12.39,0.665791,0.665853,0.665791,0.665853,0,1,0,
2014/15,West Brom,a,3,15.46,0.696665,2.02641,0.696665,2.02641,0,0,1,11.26
2014/15,West Brom,h,4,9.38,0.602059,0.807492,0.602059,0.807492,0,0,1,10.79
2014/15,West Brom,a,5,11.78,1.08401,0.438596,1.08401,0.438596,1,0,0,10.99
2014/15,West Brom,h,6,11.4,1.81127,0.473814,1.81127,0.473814,1,0,0,11.06
2014/15,West Brom,a,7,8.03,1.4384,1.56163,0.677228,1.56163,0,0,1,10.63
2014/15,West Brom,h,8,17.88,0.61662,0.934042,0.61662,0.934042,0,1,0,11.53
2014/15,West Brom,h,9,4.46,1.45724,1.77354,0.696103,1.01238,0,1,0,10.75
2014/15,West Brom,a,10,7.21,0.562442,1.41001,0.562442,1.41001,1,0,0,10.39
2014/15,West Brom,h,11,9.63,0.765208,0.694441,0.765208,0.694441,0,0,1,10.76
2014/15,West Brom,a,12,35.55,0.0930471,4.36607,0.0930471,4.36607,0,0,1,13.08
2014/15,West Brom,h,13,15.11,0.31526,1.05603,0.31526,1.05603,0,0,1,13.04
2014/15,West Brom,h,14,9.56,1.41302,1.24431,1.41302,1.24431,0,0,1,13.06
2014/15,West Brom,a,15,12.39,1.06151,0.586305,0.300343,0.586305,0,1,0,13.12
2014/15,West Brom,h,16,8.24,1.4373,0.266303,1.4373,0.266303,1,0,0,12.81
2014/15,West Brom,a,17,9.24,1.30117,2.92864,1.30117,2.16747,0,0,1,12.93
2014/15,West Brom,h,18,9.8,2.64442,2.10224,2.64442,1.34107,0,0,1,12.12
2014/15,West Brom,a,19,6.48,1.35813,1.25399,1.35813,1.25399,0,0,1,12.32
2014/15,West Brom,a,20,11.63,1.1226,1.13586,1.1226,1.13586,0,1,0,12.76
2014/15,West Brom,h,21,20.46,0.784159,0.395844,0.784159,0.395844,1,0,0,13.85
2014/15,West Brom,a,22,19.12,0.196316,1.4927,0.196316,0.73153,0,1,0,12.2
2014/15,West Brom,h,23,18.43,0.808495,1.34429,0.808495,0.58316,0,0,1,12.54
2014/15,West Brom,a,24,13.43,2.55442,1.09795,2.55442,1.09795,0,1,0,12.92
2014/15,West Brom,h,25,13.85,0.685986,0.438959,0.685986,0.438959,1,0,0,13.07
2014/15,West Brom,a,26,13.62,0.107318,0.699828,0.107318,0.699828,0,1,0,13.61
2014/15,West Brom,h,27,16.24,1.08916,0.579867,1.08916,0.579867,1,0,0,14.31
2014/15,West Brom,a,28,19.21,0.905628,1.9201,0.905628,1.15893,0,0,1,15.25
2014/15,West Brom,h,29,12.5,0.958807,0.198751,0.958807,0.198751,1,0,0,15.85
2014/15,West Brom,a,30,15.94,0.775158,4.90913,0.775158,4.90913,0,0,1,16.28
2014/15,West Brom,h,31,11.38,2.13361,1.20939,2.13361,1.20939,0,0,1,15.37
2014/15,West Brom,h,32,7.22,0.968439,1.6874,0.968439,1.6874,0,0,1,14.18
2014/15,West Brom,a,33,9.52,0.698022,2.0561,0.698022,2.0561,1,0,0,13.29
2014/15,West Brom,h,34,12.1,0.507754,1.41235,0.507754,1.41235,0,1,0,13.16
2014/15,West Brom,a,35,21.29,0.317533,2.10841,0.317533,1.34724,1,0,0,13.9
2014/15,West Brom,a,36,10.48,1.21081,1.23706,1.21081,1.23706,0,1,0,13.59
2014/15,West Brom,h,37,23.33,1.22743,1.07679,0.466261,1.07679,1,0,0,14.3
2014/15,West Brom,a,38,25.08,0.569092,3.16614,0.569092,3.16614,0,0,1,14.88
2014/15,West Ham,h,1,11.25,1.8531,1.01706,1.09193,1.01706,0,0,1,
2014/15,West Ham,a,2,9.05,1.33957,0.617283,1.33957,0.617283,1,0,0,
2014/15,West Ham,h,3,27.67,0.635223,1.57513,0.635223,1.57513,0,0,1,15.99
2014/15,West Ham,a,4,8.35,0.661678,0.439084,0.661678,0.439084,0,1,0,14.08
2014/15,West Ham,h,5,13.04,1.26032,0.37835,1.26032,0.37835,1,0,0,13.87
2014/15,West Ham,a,6,15.0,1.27452,0.520246,1.27452,0.520246,0,0,1,14.06
2014/15,West Ham,h,7,12.41,1.64038,0.697342,1.64038,0.697342,1,0,0,13.82
2014/15,West Ham,a,8,9.29,2.84138,1.74404,2.84138,1.74404,1,0,0,13.26
2014/15,West Ham,h,9,12.19,2.62631,1.8643,2.62631,1.8643,1,0,0,13.14
2014/15,West Ham,a,10,9.76,0.528668,3.06954,0.528668,3.06954,0,1,0,12.8
2014/15,West Ham,h,11,7.52,1.47873,0.560875,1.47873,0.560875,0,1,0,12.43
2014/15,West Ham,a,12,13.86,1.11958,1.82651,1.11958,1.82651,0,0,1,12.91
2014/15,West Ham,h,13,16.0,1.09981,0.246562,1.09981,0.246562,1,0,0,11.74
2014/15,West Ham,a,14,8.23,1.24431,1.41302,1.24431,1.41302,1,0,0,11.73
2014/15,West Ham,h,15,7.48,2.11509,0.998148,2.11509,0.998148,1,0,0,11.17
2014/15,West Ham,a,16,8.96,0.870324,1.33557,0.870324,0.574404,0,1,0,10.57
2014/15,West Ham,h,17,9.06,1.45134,0.659983,1.45134,0.659983,1,0,0,10.24
2014/15,West Ham,a,18,16.53,0.45944,3.56764,0.45944,3.56764,0,0,1,10.96
2014/15,West Ham,h,19,5.08,1.1084,3.35886,1.1084,2.59769,0,0,1,10.25
2014/15,West Ham,h,20,30.33,1.13586,1.1226,1.13586,1.1226,0,1,0,12.3
2014/15,West Ham,a,21,16.09,0.731228,1.54943,0.731228,1.54943,0,1,0,13.16
2014/15,West Ham,h,22,9.29,2.68629,0.423719,2.68629,0.423719,1,0,0,12.7
2014/15,West Ham,a,23,9.87,0.383092,2.28203,0.383092,2.28203,0,0,1,12.09
2014/15,West Ham,h,24,10.5,0.86518,1.21344,0.86518,1.21344,0,1,0,12.32
2014/15,West Ham,a,25,16.12,0.125464,1.68446,0.125464,1.68446,0,1,0,13.18
2014/15,West Ham,a,26,14.26,2.20831,2.17554,2.20831,1.26191,0,1,0,13.71
2014/15,West Ham,h,27,5.29,1.28506,0.851359,1.28506,0.851359,0,0,1,13.34
2014/15,West Ham,h,28,12.53,1.46324,2.38358,1.46324,2.38358,0,0,1,12.94
2014/15,West Ham,a,29,15.94,0.478172,3.19619,0.478172,3.19619,0,0,1,14.02
2014/15,West Ham,h,30,5.92,0.99619,0.536562,0.99619,0.536562,1,0,0,11.58
2014/15,West Ham,a,31,6.65,1.93553,3.43561,1.93553,2.67444,0,0,1,10.64
2014/15,West Ham,h,32,9.82,0.604708,0.587985,0.604708,0.587985,0,1,0,10.69
2014/15,West Ham,a,33,22.33,0.738105,2.05138,0.738105,2.05138,0,0,1,11.94
2014/15,West Ham,a,34,4.77,0.824309,2.28143,0.824309,1.52026,0,1,0,11.36
2014/15,West Ham,h,35,9.82,3.23925,0.758485,2.47808,0.758485,1,0,0,10.73
2014/15,West Ham,a,36,12.11,0.149381,1.26585,0.149381,1.26585,0,0,1,10.52
2014/15,West Ham,h,37,17.64,0.813296,2.07078,0.813296,2.07078,0,0,1,11.75
2014/15,West Ham,a,38,7.58,0.416396,1.64216,0.416396,1.64216,0,0,1,11.26
2015/16,Arsenal,h,1,8.17,1.33166,0.535961,1.33166,0.535961,0,0,1,
2015/16,Arsenal,a,2,6.97,2.05542,0.964134,2.05542,0.964134,1,0,0,
2015/16,Arsenal,h,3,5.62,1.83755,1.29206,1.83755,1.29206,0,1,0,6.92
2015/16,Arsenal,a,4,5.54,2.33948,0.0319694,2.33948,0.0319694,1,0,0,6.58
2015/16,Arsenal,h,5,6.76,4.42684,0.191277,4.42684,0.191277,1,0,0,6.61
2015/16,Arsenal,a,6,13.18,0.775312,2.0687,0.775312,2.0687,0,0,1,7.71
2015/16,Arsenal,a,7,6.77,3.89623,1.38516,3.89623,1.38516,1,0,0,7.57
2015/16,Arsenal,h,8,21.53,2.16952,1.03953,2.16952,1.03953,1,0,0,9.32
2015/16,Arsenal,a,9,6.3,2.69046,0.254791,2.69046,0.254791,1,0,0,8.98
2015/16,Arsenal,h,10,6.3,2.55754,0.373025,2.55754,0.373025,1,0,0,8.71
2015/16,Arsenal,a,11,16.9,2.17657,0.264441,2.17657,0.264441,1,0,0,9.59
2015/16,Arsenal,h,12,6.3,2.01767,0.90585,2.01767,0.90585,0,1,0,9.52
2015/16,Arsenal,a,13,5.09,2.08956,0.332888,1.32839,0.332888,0,0,1,9.47
2015/16,Arsenal,a,14,9.05,1.65699,1.01025,1.65699,1.01025,0,1,0,9.82
2015/16,Arsenal,h,15,5.78,2.29559,1.5228,2.29559,1.5228,1,0,0,9.72
2015/16,Arsenal,a,16,10.12,1.68498,1.00876,0.923815,1.00876,1,0,0,9.41
2015/16,Arsenal,h,17,21.59,1.50109,0.769378,1.50109,0.769378,1,0,0,10.9
2015/16,Arsenal,a,18,8.39,0.83106,2.4303,0.83106,2.4303,0,0,1,9.58
2015/16,Arsenal,h,19,11.04,3.12958,0.343752,3.12958,0.343752,1,0,0,10.06
2015/16,Arsenal,h,20,7.51,1.93025,1.15339,1.93025,1.15339,1,0,0,10.18
2015/16,Arsenal,a,21,12.05,2.22912,1.16222,2.22912,1.16222,0,1,0,9.69
2015/16,Arsenal,a,22,9.33,0.585841,0.546879,0.585841,0.546879,0,1,0,9.99
2015/16,Arsenal,h,23,13.74,1.10907,1.48778,1.10907,1.48778,0,0,1,10.86
2015/16,Arsenal,h,24,3.22,3.38487,0.93405,3.38487,0.93405,0,1,0,10.28
2015/16,Arsenal,a,25,10.96,1.13957,0.584316,1.13957,0.584316,1,0,0,10.79
2015/16,Arsenal,h,26,4.86,2.36319,1.31246,2.36319,0.551294,1,0,0,10.27
2015/16,Arsenal,a,27,7.33,1.5435,1.09522,1.5435,1.09522,0,0,1,8.84
2015/16,Arsenal,h,28,7.03,1.4928,1.69788,1.4928,1.69788,0,0,1,8.71
2015/16,Arsenal,a,29,7.1,0.543157,1.88378,0.543157,1.88378,0,1,0,8.31
2015/16,Arsenal,a,30,8.17,1.92384,0.58617,1.92384,0.58617,1,0,0,8.38
2015/16,Arsenal,h,31,7.55,3.00742,0.290619,3.00742,0.290619,1,0,0,7.93
2015/16,Arsenal,a,32,9.65,1.46966,1.10973,1.46966,1.10973,0,1,0,7.96
2015/16,Arsenal,h,33,8.94,1.73461,0.275806,1.73461,0.275806,0,1,0,7.48
2015/16,Arsenal,h,34,3.84,1.37348,0.839742,1.37348,0.839742,1,0,0,7.54
2015/16,Arsenal,a,35,7.8,0.97303,0.617149,0.97303,0.617149,0,1,0,7.23
2015/16,Arsenal,h,36,7.56,0.781508,0.578781,0.781508,0.578781,1,0,0,7.5
2015/16,Arsenal,a,37,8.62,1.08084,0.75375,1.08084,0.75375,0,1,0,7.63
2015/16,Arsenal,h,38,7.19,3.40207,0.222731,3.40207,0.222731,1,0,0,7.64
2015/16,Aston Villa,a,1,11.85,0.782253,0.876106,0.782253,0.876106,1,0,0,
2015/16,Aston Villa,h,2,10.03,0.219118,0.660404,0.219118,0.660404,0,0,1,
2015/16,Aston Villa,a,3,8.48,0.765278,1.23807,0.765278,1.23807,0,0,1,10.12
2015/16,Aston Villa,h,4,8.64,2.27406,0.368848,1.51289,0.368848,0,1,0,9.75
2015/16,Aston Villa,a,5,8.41,0.953181,1.34987,0.953181,1.34987,0,0,1,9.48
2015/16,Aston Villa,h,6,6.12,0.876719,0.632761,0.876719,0.632761,0,0,1,8.92
2015/16,Aston Villa,a,7,26.42,0.892054,1.78331,0.892054,1.78331,0,0,1,11.42
2015/16,Aston Villa,h,8,7.63,0.839028,1.03499,0.839028,1.03499,0,0,1,10.95
2015/16,Aston Villa,a,9,9.76,0.795846,1.22875,0.795846,1.22875,0,0,1,10.82
2015/16,Aston Villa,h,10,10.36,1.09516,1.74353,1.09516,1.74353,0,0,1,10.77
2015/16,Aston Villa,a,11,14.33,0.325711,1.14374,0.325711,1.14374,0,0,1,11.02
2015/16,Aston Villa,h,12,33.0,0.182741,1.53281,0.182741,1.53281,0,1,0,13.32
2015/16,Aston Villa,a,13,17.21,0.322061,2.83068,0.322061,2.83068,0,0,1,14.19
2015/16,Aston Villa,h,14,5.06,1.48969,1.45176,1.48969,1.45176,0,0,1,13.83
2015/16,Aston Villa,a,15,24.17,1.058,2.86051,1.058,2.86051,0,1,0,15.41
2015/16,Aston Villa,h,16,16.68,1.00876,1.68498,1.00876,0.923815,0,0,1,16.46
2015/16,Aston Villa,a,17,5.76,0.404373,1.28189,0.404373,1.28189,0,1,0,14.4
2015/16,Aston Villa,h,18,7.23,1.61235,0.836027,0.851178,0.836027,0,1,0,14.36
2015/16,Aston Villa,a,19,5.67,0.235874,1.10319,0.235874,1.10319,0,0,1,13.95
2015/16,Aston Villa,a,20,9.64,0.27956,0.761225,0.27956,0.761225,0,0,1,13.88
2015/16,Aston Villa,h,21,10.46,0.551973,0.547913,0.551973,0.547913,1,0,0,13.49
2015/16,Aston Villa,h,22,10.84,0.665386,2.21525,0.665386,1.45408,0,1,0,11.27
2015/16,Aston Villa,a,23,5.5,0.562461,0.23184,0.562461,0.23184,0,1,0,10.1
2015/16,Aston Villa,a,24,14.96,0.107888,2.34619,0.107888,2.34619,0,0,1,11.09
2015/16,Aston Villa,h,25,8.86,0.918291,1.1413,0.918291,1.1413,1,0,0,9.56
2015/16,Aston Villa,h,26,12.42,0.174868,2.00756,0.174868,2.00756,0,0,1,9.13
2015/16,Aston Villa,a,27,11.83,0.414343,2.04047,0.414343,1.2793,0,0,1,9.74
2015/16,Aston Villa,h,28,14.12,0.60177,2.63668,0.60177,2.63668,0,0,1,10.43
2015/16,Aston Villa,a,29,38.45,0.121136,2.83271,0.121136,2.07154,0,0,1,13.71
2015/16,Aston Villa,h,30,13.52,1.84022,2.00141,1.84022,2.00141,0,0,1,14.1
2015/16,Aston Villa,a,31,6.72,0.730828,0.490469,0.730828,0.490469,0,0,1,13.72
2015/16,Aston Villa,h,32,15.19,0.72512,2.49358,0.72512,1.73241,0,0,1,14.16
2015/16,Aston Villa,h,33,18.06,0.220872,1.0038,0.220872,1.0038,0,0,1,15.41
2015/16,Aston Villa,a,34,21.08,0.262427,1.09127,0.262427,1.09127,0,0,1,16.02
2015/16,Aston Villa,h,35,21.4,1.47192,3.6648,1.47192,3.6648,0,0,1,17.28
2015/16,Aston Villa,a,36,17.89,0.491793,1.36255,0.491793,1.36255,0,0,1,17.83
2015/16,Aston Villa,h,37,13.58,0.0312154,1.09626,0.0312154,1.09626,0,1,0,18.0
2015/16,Aston Villa,a,38,24.45,0.222731,3.40207,0.222731,3.40207,0,0,1,19.03
2015/16,Bournemouth,h,1,6.9,0.876106,0.782253,0.876106,0.782253,0,0,1,
2015/16,Bournemouth,a,2,10.0,0.460805,2.15062,0.460805,2.15062,0,0,1,
2015/16,Bournemouth,a,3,10.72,2.8554,1.50203,2.09423,0.740861,1,0,0,9.21
2015/16,Bournemouth,h,4,7.05,0.321432,0.919097,0.321432,0.157928,0,1,0,8.67
2015/16,Bournemouth,a,5,11.63,0.389495,1.33151,0.389495,1.33151,0,0,1,9.26
2015/16,Bournemouth,h,6,8.52,0.644335,0.854867,0.644335,0.854867,1,0,0,9.14
2015/16,Bournemouth,a,7,9.95,0.871678,1.94483,0.871678,1.94483,0,0,1,9.25
2015/16,Bournemouth,h,8,11.94,1.50268,0.913291,0.741506,0.913291,0,1,0,9.59
2015/16,Bournemouth,a,9,14.81,0.173025,4.71274,0.173025,4.71274,0,0,1,10.17
2015/16,Bournemouth,h,10,12.35,0.490581,3.43313,0.490581,2.67196,0,0,1,10.39
2015/16,Bournemouth,a,11,12.5,0.712132,1.15966,0.712132,1.15966,0,0,1,10.95
2015/16,Bournemouth,h,12,4.66,1.00427,0.504409,1.00427,0.504409,0,0,1,10.41
2015/16,Bournemouth,a,13,9.83,1.58509,1.88526,1.58509,1.12409,0,1,0,10.32
2015/16,Bournemouth,h,14,6.32,1.69105,0.729005,1.69105,0.729005,0,1,0,10.25
2015/16,Bournemouth,a,15,7.61,1.25911,1.66952,1.25911,1.66952,1,0,0,9.85
2015/16,Bournemouth,h,16,8.83,1.05032,1.96768,1.05032,1.96768,1,0,0,9.88
2015/16,Bournemouth,a,17,8.0,1.89177,0.698255,1.1306,0.698255,1,0,0,9.68
2015/16,Bournemouth,h,18,5.26,0.871395,0.405181,0.871395,0.405181,0,1,0,9.02
2015/16,Bournemouth,a,19,9.97,0.343752,3.12958,0.343752,3.12958,0,0,1,8.53
2015/16,Bournemouth,a,20,11.1,1.2593,2.28506,1.2593,1.52389,0,1,0,8.41
2015/16,Bournemouth,h,21,8.03,0.729546,1.18455,0.729546,1.18455,0,0,1,7.96
2015/16,Bournemouth,h,22,9.45,2.53086,0.595472,1.76969,0.595472,1,0,0,8.44
2015/16,Bournemouth,a,23,6.56,1.26851,0.612134,1.26851,0.612134,0,1,0,8.11
2015/16,Bournemouth,a,24,11.38,1.17427,1.62395,1.17427,1.62395,1,0,0,8.62
2015/16,Bournemouth,h,25,8.3,0.584316,1.13957,0.584316,1.13957,0,0,1,8.69
2015/16,Bournemouth,h,26,8.72,1.19427,0.927348,1.19427,0.927348,0,0,1,8.68
2015/16,Bournemouth,a,27,4.86,0.955252,1.00481,0.955252,1.00481,0,1,0,8.36
2015/16,Bournemouth,h,28,8.41,1.41228,0.954161,1.41228,0.954161,1,0,0,8.68
2015/16,Bournemouth,a,29,6.31,1.26853,0.833931,1.26853,0.833931,1,0,0,8.31
2015/16,Bournemouth,h,30,7.84,0.70756,1.09562,0.70756,1.09562,1,0,0,7.99
2015/16,Bournemouth,a,31,21.35,0.120366,2.02694,0.120366,2.02694,0,0,1,9.32
2015/16,Bournemouth,h,32,10.65,1.3239,0.868303,1.3239,0.868303,0,0,1,9.44
2015/16,Bournemouth,a,33,5.53,1.0038,0.220872,1.0038,0.220872,1,0,0,9.34
2015/16,Bournemouth,h,34,8.27,0.85914,1.81443,0.85914,1.81443,0,0,1,9.02
2015/16,Bournemouth,h,35,7.76,0.575087,2.07192,0.575087,2.07192,0,0,1,8.97
2015/16,Bournemouth,a,36,17.94,1.42599,0.95281,1.42599,0.95281,0,0,1,9.89
2015/16,Bournemouth,h,37,8.29,0.814964,1.34282,0.814964,0.581655,0,1,0,10.24
2015/16,Bournemouth,a,38,16.38,0.503471,1.72109,0.503471,1.72109,0,0,1,11.03
2015/16,Chelsea,h,1,10.36,0.64396,2.59203,0.64396,1.83086,0,1,0,
2015/16,Chelsea,a,2,6.62,0.482423,2.18579,0.482423,2.18579,0,0,1,
2015/16,Chelsea,a,3,17.5,2.02778,1.42622,2.02778,0.665049,1,0,0,11.49
2015/16,Chelsea,h,4,8.2,1.27906,2.19283,1.27906,2.19283,0,0,1,10.67
2015/16,Chelsea,a,5,7.62,0.656048,1.18026,0.656048,1.18026,0,0,1,10.06
2015/16,Chelsea,h,6,6.09,2.0687,0.775312,2.0687,0.775312,1,0,0,9.4
2015/16,Chelsea,a,7,4.2,1.30593,0.702109,1.30593,0.702109,0,1,0,8.66
2015/16,Chelsea,h,8,8.73,0.520175,1.58246,0.520175,1.58246,0,0,1,8.66
2015/16,Chelsea,h,9,5.41,1.22875,0.795846,1.22875,0.795846,1,0,0,8.3
2015/16,Chelsea,a,10,7.73,1.1356,0.77284,1.1356,0.77284,0,0,1,8.25
2015/16,Chelsea,h,11,8.42,0.735762,0.839342,0.735762,0.839342,0,0,1,8.05
2015/16,Chelsea,a,12,5.8,1.02642,0.825418,1.02642,0.825418,0,0,1,7.97
2015/16,Chelsea,h,13,6.82,2.16487,0.202798,2.16487,0.202798,1,0,0,6.9
2015/16,Chelsea,a,14,11.48,0.283375,0.333494,0.283375,0.333494,0,1,0,7.23
2015/16,Chelsea,h,15,5.0,1.66952,1.25911,1.66952,1.25911,0,0,1,6.97
2015/16,Chelsea,a,16,4.17,2.26887,0.708846,2.26887,0.708846,0,0,1,6.78
2015/16,Chelsea,h,17,5.88,3.02023,1.23573,2.25906,1.23573,1,0,0,6.94
2015/16,Chelsea,h,18,8.05,2.09356,1.667,1.33239,0.905834,0,1,0,6.88
2015/16,Chelsea,a,19,23.19,0.900029,1.35213,0.900029,1.35213,0,1,0,8.65
2015/16,Chelsea,a,20,8.08,2.3747,0.546499,2.3747,0.546499,1,0,0,8.69
2015/16,Chelsea,h,21,6.74,1.38532,0.704263,1.38532,0.704263,0,1,0,8.52
2015/16,Chelsea,h,22,7.73,2.44864,1.5891,2.44864,1.5891,0,1,0,8.71
2015/16,Chelsea,a,23,8.0,1.48778,1.10907,1.48778,1.10907,1,0,0,8.83
2015/16,Chelsea,a,24,8.72,1.13694,0.531415,1.13694,0.531415,0,1,0,8.56
2015/16,Chelsea,h,25,11.44,1.61554,0.780475,1.61554,0.780475,0,1,0,9.2
2015/16,Chelsea,h,26,9.45,2.0858,0.430664,2.0858,0.430664,1,0,0,9.73
2015/16,Chelsea,a,27,12.86,0.631036,1.01074,0.631036,1.01074,1,0,0,10.43
2015/16,Chelsea,a,28,12.71,0.980988,1.24159,0.980988,1.24159,1,0,0,10.89
2015/16,Chelsea,h,29,9.29,1.0615,1.60285,1.0615,1.60285,0,1,0,9.5
2015/16,Chelsea,h,30,7.64,2.1406,0.862828,1.37944,0.862828,0,1,0,9.46
2015/16,Chelsea,a,31,7.85,2.49358,0.72512,1.73241,0.72512,1,0,0,9.57
2015/16,Chelsea,a,32,8.07,1.3003,1.9071,1.3003,1.9071,0,0,1,9.6
2015/16,Chelsea,h,33,9.0,0.487715,2.62768,0.487715,1.86651,0,0,1,9.7
2015/16,Chelsea,a,34,11.19,2.07192,0.575087,2.07192,0.575087,1,0,0,9.95
2015/16,Chelsea,h,35,10.68,0.81661,1.90407,0.81661,1.90407,0,1,0,9.87
2015/16,Chelsea,a,36,11.55,1.77677,0.773876,1.77677,0.773876,0,0,1,10.08
2015/16,Chelsea,a,37,11.85,0.812268,1.83934,0.812268,1.83934,0,1,0,9.98
2015/16,Chelsea,h,38,14.81,1.86065,1.23491,1.09948,1.23491,0,1,0,10.19
2015/16,Crystal Palace,a,1,10.62,2.10975,1.13076,2.10975,1.13076,1,0,0,
2015/16,Crystal Palace,h,2,11.71,0.964134,2.05542,0.964134,2.05542,0,0,1,
2015/16,Crystal Palace,h,3,8.17,1.23807,0.765278,1.23807,0.765278,1,0,0,10.17
2015/16,Crystal Palace,a,4,18.5,2.19283,1.27906,2.19283,1.27906,1,0,0,12.25
2015/16,Crystal Palace,h,5,8.62,0.743193,3.08883,0.743193,3.08883,0,0,1,11.52
2015/16,Crystal Palace,a,6,10.17,0.538439,1.01573,0.538439,1.01573,0,0,1,11.3
2015/16,Crystal Palace,a,7,8.77,2.33566,0.685939,1.57449,0.685939,1,0,0,10.94
2015/16,Crystal Palace,h,8,4.2,1.99083,0.255528,1.22966,0.255528,1,0,0,10.1
2015/16,Crystal Palace,h,9,12.55,1.08391,2.76356,0.322738,2.76356,0,0,1,10.37
2015/16,Crystal Palace,a,10,11.64,0.240008,1.33502,0.240008,1.33502,0,0,1,10.5
2015/16,Crystal Palace,h,11,9.58,0.939118,0.394404,0.939118,0.394404,0,1,0,10.39
