season,team,h_a,game_n,ppda,xg,xga,npxg,npxga,wins,draws,loses,ppda_rolling10
2020/21,Arsenal,a,34,12.9,1.78751,0.172988,1.78751,0.172988,1,0,0,15.15
2020/21,Arsenal,h,35,9.93,1.07042,1.83076,1.07042,1.83076,1,0,0,14.47
2020/21,Arsenal,a,36,19.89,0.692043,1.56786,0.692043,1.56786,1,0,0,14.02
2020/21,Arsenal,a,37,9.85,1.7945,0.998377,1.7945,0.998377,1,0,0,13.89
2020/21,Arsenal,h,38,17.33,0.772904,0.193968,0.772904,0.193968,1,0,0,14.65
2020/21,Aston Villa,h,1,4.45,0.80527,0.849709,0.80527,0.0885404,1,0,0,
2020/21,Aston Villa,a,2,9.3,2.03222,0.534675,2.03222,0.534675,1,0,0,
2020/21,Aston Villa,h,3,14.6,3.07626,1.65705,3.07626,1.65705,1,0,0,9.45
2020/21,Aston Villa,a,4,9.22,0.873776,0.671595,0.873776,0.671595,1,0,0,9.39
2020/21,Aston Villa,h,5,13.24,1.50125,2.37695,1.50125,2.37695,0,0,1,10.16
2020/21,Aston Villa,h,6,7.0,2.44855,1.00333,1.68738,1.00333,0,0,1,9.64
2020/21,Aston Villa,a,7,13.79,1.98553,1.39037,1.98553,1.39037,1,0,0,10.23
2020/21,Aston Villa,h,8,18.36,1.76514,1.50038,1.76514,1.50038,0,0,1,11.24
2020/21,Aston Villa,a,9,13.09,2.39051,0.571633,1.62934,0.571633,0,0,1,11.45
2020/21,Aston Villa,a,10,5.79,1.26872,1.1356,0.507552,1.1356,1,0,0,10.88
2020/21,Aston Villa,h,11,5.29,1.81142,0.316737,1.81142,0.316737,0,1,0,10.97
2020/21,Aston Villa,a,12,8.35,2.61964,0.0388442,1.85847,0.0388442,1,0,0,10.87
2020/21,Aston Villa,h,13,9.84,4.58214,0.849086,4.58214,0.849086,1,0,0,10.4
2020/21,Aston Villa,a,14,16.95,0.730859,1.53701,0.730859,1.53701,0,1,0,11.17
2020/21,Aston Villa,a,15,10.7,1.56434,2.46473,1.56434,1.70357,0,0,1,10.92
2020/21,Aston Villa,a,16,22.29,0.601768,3.34385,0.601768,2.58268,0,0,1,12.44
2020/21,Aston Villa,h,17,7.92,2.6026,0.400364,2.6026,0.400364,1,0,0,11.86
2020/21,Aston Villa,a,18,12.12,2.70718,0.717681,2.70718,0.717681,0,0,1,11.23
2020/21,Aston Villa,a,19,10.54,0.795508,2.22557,0.795508,2.22557,1,0,0,10.98
2020/21,Aston Villa,h,20,7.73,0.741154,1.79064,0.741154,1.79064,0,0,1,11.17
2020/21,Aston Villa,h,21,20.6,1.19792,0.679649,1.19792,0.679649,1,0,0,12.7
2020/21,Aston Villa,a,22,16.33,0.144036,2.33232,0.144036,2.33232,0,1,0,13.5
2020/21,Aston Villa,h,23,13.82,1.7084,1.23852,1.7084,1.23852,0,0,1,13.9
2020/21,Aston Villa,a,24,11.4,0.876255,1.00106,0.876255,1.00106,1,0,0,13.34
2020/21,Aston Villa,a,25,14.33,1.44176,0.716254,1.44176,0.716254,0,0,1,13.71
2020/21,Aston Villa,h,26,9.08,0.956392,2.15087,0.956392,2.15087,0,1,0,12.39
2020/21,Aston Villa,a,27,7.52,0.748665,0.873171,0.748665,0.873171,0,1,0,12.35
2020/21,Aston Villa,h,28,6.34,0.439681,1.72011,0.439681,0.958941,0,0,1,11.77
2020/21,Aston Villa,h,29,7.17,1.52229,1.52172,1.52229,1.52172,1,0,0,11.43
2020/21,Aston Villa,a,30,10.1,0.760621,2.14592,0.760621,2.14592,0,0,1,11.67
2020/21,Aston Villa,h,31,25.14,0.801733,1.5634,0.801733,1.5634,0,0,1,12.12
2020/21,Aston Villa,h,32,4.94,2.65394,1.56764,1.89277,0.806474,0,1,0,10.98
2020/21,Aston Villa,a,33,10.86,1.58811,1.223,1.58811,1.223,1,0,0,10.69
2020/21,Aston Villa,h,34,12.61,0.565472,1.88793,0.565472,1.1268,0,0,1,10.81
2020/21,Aston Villa,h,35,16.5,0.558976,0.975408,0.558976,0.975408,0,1,0,11.03
2020/21,Aston Villa,a,36,7.82,1.2303,1.95285,1.2303,1.95285,0,0,1,10.9
2020/21,Aston Villa,a,37,10.13,1.63669,0.89279,1.63669,0.89279,1,0,0,11.16
2020/21,Aston Villa,h,38,18.38,0.980413,3.43414,0.219244,3.43414,1,0,0,12.36
2020/21,Brighton,h,1,9.34,1.44281,1.27062,1.44281,0.509456,0,0,1,
2020/21,Brighton,a,2,10.84,1.8766,0.520678,1.11546,0.520678,1,0,0,
2020/21,Brighton,h,3,6.64,2.97659,1.57583,2.21546,0.814659,0,0,1,8.94
2020/21,Brighton,a,4,9.17,1.16568,2.34034,1.16568,2.34034,0,0,1,9.0
2020/21,Brighton,a,5,6.39,1.0935,0.761169,1.0935,0.0,0,1,0,8.48
2020/21,Brighton,h,6,10.71,0.546807,0.295654,0.546807,0.295654,0,1,0,8.85
2020/21,Brighton,a,7,14.79,0.324457,1.97236,0.324457,1.21119,0,0,1,9.7
2020/21,Brighton,h,8,10.05,1.59022,0.326933,1.59022,0.326933,0,1,0,9.74
2020/21,Brighton,a,9,12.24,1.50038,1.76514,1.50038,1.76514,1,0,0,10.02
2020/21,Brighton,h,10,12.57,2.30722,0.28109,0.784881,0.28109,0,1,0,10.27
2020/21,Brighton,h,11,9.36,2.03376,1.34801,1.27259,0.586839,0,0,1,10.28
2020/21,Brighton,a,12,9.39,0.791673,1.64351,0.791673,1.64351,0,0,1,10.13
2020/21,Brighton,a,13,7.52,0.462456,1.00448,0.462456,1.00448,0,1,0,10.22
2020/21,Brighton,h,14,7.6,2.90097,1.03713,2.90097,1.03713,0,1,0,10.06
2020/21,Brighton,a,15,10.42,1.50551,1.38877,1.50551,1.38877,0,1,0,10.46
2020/21,Brighton,h,16,22.0,0.799368,1.31394,0.799368,1.31394,0,0,1,11.59
2020/21,Brighton,h,17,7.2,2.4228,1.81856,1.66163,1.05739,0,1,0,10.84
2020/21,Brighton,a,18,17.62,0.177084,2.90855,0.177084,2.14738,0,0,1,11.59
2020/21,Brighton,a,19,17.35,1.14424,0.245193,1.14424,0.245193,1,0,0,12.1
2020/21,Brighton,h,20,6.85,2.29129,0.513226,2.29129,0.513226,0,1,0,11.53
2020/21,Brighton,h,21,9.45,1.77386,0.372524,1.77386,0.372524,1,0,0,11.54
2020/21,Brighton,a,22,29.08,1.18977,1.09518,1.18977,1.09518,1,0,0,13.51
2020/21,Brighton,a,23,12.72,0.612682,1.88934,0.612682,1.88934,0,1,0,14.03
2020/21,Brighton,h,24,8.73,2.33232,0.144036,2.33232,0.144036,0,1,0,14.14
2020/21,Brighton,h,25,5.7,2.59204,0.179886,2.59204,0.179886,0,0,1,13.67
2020/21,Brighton,a,26,3.8,3.12111,0.687091,1.59881,0.687091,0,0,1,11.85
2020/21,Brighton,h,27,11.78,0.75471,1.03801,0.75471,1.03801,0,0,1,12.31
2020/21,Brighton,a,28,7.88,0.895967,1.03495,0.895967,1.03495,1,0,0,11.33
2020/21,Brighton,h,29,7.63,0.951921,0.100945,0.951921,0.100945,1,0,0,10.36
2020/21,Brighton,a,30,12.86,1.41071,1.73474,1.41071,1.73474,0,0,1,10.96
2020/21,Brighton,h,31,8.5,1.16465,0.306287,1.16465,0.306287,0,1,0,10.87
2020/21,Brighton,a,32,15.12,0.459568,0.807348,0.459568,0.807348,0,1,0,9.47
2020/21,Brighton,a,33,6.15,2.06038,0.786324,2.06038,0.786324,0,0,1,8.82
2020/21,Brighton,h,34,8.69,2.52542,0.510874,1.76428,0.510874,1,0,0,8.81
2020/21,Brighton,a,35,12.23,0.27571,1.1199,0.27571,1.1199,0,0,1,9.46
2020/21,Brighton,h,36,13.6,0.922587,1.92378,0.922587,1.92378,0,1,0,10.44
2020/21,Brighton,h,37,7.39,1.22824,1.07139,1.22824,1.07139,1,0,0,10.0
2020/21,Brighton,a,38,18.94,0.193968,0.772904,0.193968,0.772904,0,0,1,11.11
2020/21,Burnley,a,1,16.1,1.52404,0.987365,1.52404,0.987365,0,0,1,
2020/21,Burnley,h,2,8.21,0.347136,0.706632,0.347136,0.706632,0,0,1,
2020/21,Burnley,a,3,9.42,0.438849,1.95629,0.438849,1.19512,0,0,1,11.24
2020/21,Burnley,a,4,13.32,1.08532,0.731692,1.08532,0.731692,0,1,0,11.76
2020/21,Burnley,h,5,14.87,0.95045,0.797344,0.95045,0.797344,0,0,1,12.38
2020/21,Burnley,h,6,16.92,0.407341,1.23077,0.407341,1.23077,0,0,1,13.14
2020/21,Burnley,a,7,13.85,0.326933,1.59022,0.326933,1.59022,0,1,0,13.24
2020/21,Burnley,h,8,11.59,1.75343,1.28331,1.75343,1.28331,1,0,0,13.04
2020/21,Burnley,a,9,32.0,0.419877,2.26129,0.419877,2.26129,0,0,1,15.14
2020/21,Burnley,h,10,16.39,0.730434,2.28139,0.730434,2.28139,0,1,0,15.27
2020/21,Burnley,a,11,14.85,0.815375,1.85362,0.815375,1.85362,1,0,0,15.14
2020/21,Burnley,a,12,5.77,0.316737,1.81142,0.316737,1.81142,0,1,0,14.9
2020/21,Burnley,h,13,14.06,1.20465,1.45722,1.20465,0.696055,1,0,0,15.36
2020/21,Burnley,a,14,11.95,1.54591,2.13271,1.54591,1.37154,0,0,1,15.22
2020/21,Burnley,h,15,12.4,0.973831,0.492578,0.973831,0.492578,1,0,0,14.98
2020/21,Burnley,h,16,10.92,0.648582,1.23996,0.648582,1.23996,0,0,1,14.38
2020/21,Burnley,a,17,9.16,0.395668,1.73397,0.395668,1.73397,0,0,1,13.91
2020/21,Burnley,a,18,28.91,1.08059,1.64907,0.319419,1.64907,1,0,0,15.64
2020/21,Burnley,h,19,8.07,0.717681,2.70718,0.717681,2.70718,1,0,0,13.25
2020/21,Burnley,a,20,17.09,0.390714,1.4405,0.390714,1.4405,0,0,1,13.32
2020/21,Burnley,h,21,31.21,0.0489155,2.12153,0.0489155,2.12153,0,0,1,14.95
2020/21,Burnley,h,22,18.0,1.88934,0.612682,1.88934,0.612682,0,1,0,16.18
2020/21,Burnley,a,23,7.8,1.95502,0.645616,1.95502,0.645616,1,0,0,15.55
2020/21,Burnley,h,24,10.56,1.20642,0.594471,1.20642,0.594471,0,1,0,15.41
2020/21,Burnley,h,25,4.44,0.535153,1.71922,0.535153,1.71922,0,1,0,14.62
2020/21,Burnley,a,26,12.35,0.603212,2.35788,0.603212,2.35788,0,0,1,14.76
2020/21,Burnley,h,27,18.83,1.26793,1.24109,1.26793,1.24109,0,1,0,15.73
2020/21,Burnley,h,28,31.09,1.10374,2.53692,1.10374,2.53692,0,1,0,15.94
2020/21,Burnley,a,29,20.73,0.74852,1.69849,0.74852,1.69849,1,0,0,17.21
2020/21,Burnley,a,30,10.19,1.50285,2.40272,0.741677,2.40272,0,0,1,16.52
2020/21,Burnley,h,31,9.11,1.84262,1.34279,1.84262,1.34279,0,0,1,14.31
2020/21,Burnley,a,32,13.82,0.959804,2.87455,0.959804,2.87455,0,0,1,13.89
2020/21,Burnley,a,33,11.54,2.24049,0.351673,2.24049,0.351673,1,0,0,14.27
2020/21,Burnley,h,34,14.76,1.68312,2.42477,0.921949,2.42477,0,0,1,14.69
2020/21,Burnley,a,35,10.4,1.65831,0.778074,1.65831,0.778074,1,0,0,15.28
2020/21,Burnley,h,36,12.0,1.41338,1.85654,1.41338,1.85654,0,0,1,15.25
2020/21,Burnley,h,37,11.64,0.837048,2.73316,0.837048,2.73316,0,0,1,14.53
2020/21,Burnley,a,38,9.35,0.558508,0.420006,0.558508,0.420006,0,0,1,12.35
2020/21,Chelsea,a,1,12.7,1.27062,1.44281,0.509456,1.44281,1,0,0,
2020/21,Chelsea,h,2,37.64,0.904183,2.25211,0.143014,2.25211,0,0,1,
2020/21,Chelsea,a,3,4.52,2.36046,0.911185,2.36046,0.911185,0,1,0,18.29
2020/21,Chelsea,h,4,4.45,2.51433,0.103249,0.991996,0.103249,1,0,0,14.83
2020/21,Chelsea,h,5,10.91,1.98708,1.42348,1.98708,1.42348,0,1,0,14.04
2020/21,Chelsea,a,6,14.68,0.219906,0.648427,0.219906,0.648427,0,1,0,14.15
2020/21,Chelsea,a,7,8.96,1.23077,0.407341,1.23077,0.407341,1,0,0,13.41
2020/21,Chelsea,h,8,14.5,2.87622,0.743967,2.87622,0.743967,1,0,0,13.54
2020/21,Chelsea,a,9,7.29,1.81923,0.368286,1.81923,0.368286,1,0,0,12.85
2020/21,Chelsea,h,10,9.88,0.974755,0.22689,0.974755,0.22689,0,1,0,12.55
2020/21,Chelsea,h,11,9.58,4.89472,1.0277,4.89472,1.0277,1,0,0,12.24
2020/21,Chelsea,a,12,4.12,1.00627,1.2216,1.00627,0.460428,0,0,1,8.89
2020/21,Chelsea,a,13,7.83,1.56772,0.683783,1.56772,0.683783,0,0,1,9.22
2020/21,Chelsea,h,14,13.11,2.41157,0.277737,2.41157,0.277737,1,0,0,10.09
2020/21,Chelsea,a,15,8.78,2.25414,1.94485,1.49304,1.18368,0,0,1,9.87
2020/21,Chelsea,h,16,5.14,1.53701,0.730859,1.53701,0.730859,0,1,0,8.92
2020/21,Chelsea,h,17,13.52,0.691013,3.18063,0.691013,3.18063,0,0,1,9.38
2020/21,Chelsea,a,18,6.58,1.37939,0.46126,1.37939,0.46126,1,0,0,8.58
2020/21,Chelsea,a,19,8.55,0.615727,1.1449,0.615727,1.1449,0,0,1,8.71
2020/21,Chelsea,h,20,4.28,0.663324,0.63192,0.663324,0.63192,0,1,0,8.15
2020/21,Chelsea,h,21,6.35,1.4405,0.390714,1.4405,0.390714,1,0,0,7.83
2020/21,Chelsea,a,22,9.21,2.393,0.569446,1.63183,0.569446,1,0,0,8.33
2020/21,Chelsea,a,23,10.64,1.64144,0.623045,0.880268,0.623045,1,0,0,8.62
2020/21,Chelsea,h,24,6.41,2.5428,0.432603,2.5428,0.432603,1,0,0,7.95
2020/21,Chelsea,a,25,4.17,1.44849,0.496603,0.687319,0.496603,0,1,0,7.49
2020/21,Chelsea,h,26,8.73,1.17294,0.35954,1.17294,0.35954,0,1,0,7.84
2020/21,Chelsea,a,27,12.53,1.22635,0.247034,1.22635,0.247034,1,0,0,7.74
2020/21,Chelsea,h,28,9.12,2.57224,0.270757,1.81107,0.270757,1,0,0,8.0
2020/21,Chelsea,a,29,7.96,0.971054,0.382957,0.971054,0.382957,0,1,0,7.94
2020/21,Chelsea,h,30,6.19,2.55917,1.38315,2.55917,1.38315,0,0,1,8.13
2020/21,Chelsea,a,31,8.47,3.85472,0.602167,3.85472,0.602167,1,0,0,8.34
2020/21,Chelsea,h,32,12.47,0.807348,0.459568,0.807348,0.459568,0,1,0,8.67
2020/21,Chelsea,a,33,10.94,2.52059,0.267123,2.52059,0.267123,1,0,0,8.7
2020/21,Chelsea,h,34,11.48,1.8433,0.290042,1.8433,0.290042,1,0,0,9.21
2020/21,Chelsea,a,35,18.3,0.619724,1.79168,0.619724,1.03051,1,0,0,10.62
2020/21,Chelsea,h,36,20.27,1.56786,0.692043,1.56786,0.692043,0,0,1,11.77
2020/21,Chelsea,h,37,6.96,2.86149,0.832596,2.10032,0.832596,1,0,0,11.22
2020/21,Chelsea,a,38,6.33,3.43414,0.980413,3.43414,0.219244,0,0,1,10.94
2020/21,Crystal Palace,h,1,17.33,1.39569,1.26267,1.39569,1.26267,1,0,0,
2020/21,Crystal Palace,a,2,13.59,1.91456,1.09737,1.15339,1.09737,1,0,0,
2020/21,Crystal Palace,h,3,12.03,0.443115,2.27189,0.443115,1.51072,0,0,1,14.32
2020/21,Crystal Palace,a,4,25.88,0.103249,2.51433,0.103249,0.991996,0,0,1,17.21
2020/21,Crystal Palace,h,5,13.59,0.761169,1.0935,0.0,1.0935,0,1,0,16.48
2020/21,Crystal Palace,a,6,21.53,2.81049,1.05258,2.81049,1.05258,1,0,0,17.32
2020/21,Crystal Palace,a,7,16.71,0.802767,1.34895,0.802767,1.34895,0,0,1,17.24
2020/21,Crystal Palace,h,8,20.71,1.30169,0.847913,1.30169,0.847913,1,0,0,17.67
2020/21,Crystal Palace,a,9,16.0,1.28331,1.75343,1.28331,1.75343,0,0,1,17.49
2020/21,Crystal Palace,h,10,16.91,0.534893,1.27929,0.534893,1.27929,0,0,1,17.43
2020/21,Crystal Palace,a,11,12.28,1.68656,0.567234,1.68656,0.567234,1,0,0,16.92
2020/21,Crystal Palace,h,12,10.7,1.84443,1.40792,1.84443,1.40792,0,1,0,16.63
2020/21,Crystal Palace,a,13,10.67,1.09108,0.449469,1.09108,0.449469,0,1,0,16.5
2020/21,Crystal Palace,h,14,22.76,0.489318,2.86902,0.489318,2.86902,0,0,1,16.19
2020/21,Crystal Palace,a,15,7.57,0.849086,4.58214,0.849086,4.58214,0,0,1,15.58
2020/21,Crystal Palace,h,16,23.38,0.321348,1.72132,0.321348,0.960152,0,1,0,15.77
2020/21,Crystal Palace,h,17,12.54,0.598888,0.323158,0.598888,0.323158,1,0,0,15.35
2020/21,Crystal Palace,a,18,23.88,0.709634,0.368554,0.709634,0.368554,0,1,0,15.67
2020/21,Crystal Palace,a,19,82.2,0.0515836,0.961088,0.0515836,0.961088,0,0,1,22.29
2020/21,Crystal Palace,h,20,11.6,0.629033,3.30321,0.629033,3.30321,0,0,1,21.76
2020/21,Crystal Palace,h,21,19.5,1.36877,0.450907,1.36877,0.450907,1,0,0,22.48
2020/21,Crystal Palace,a,22,21.0,0.809312,1.90755,0.809312,1.90755,1,0,0,23.51
2020/21,Crystal Palace,a,23,37.69,0.370278,2.64769,0.370278,2.64769,0,0,1,26.21
2020/21,Crystal Palace,h,24,5.76,0.645616,1.95502,0.645616,1.95502,0,0,1,24.51
2020/21,Crystal Palace,a,25,38.7,0.179886,2.59204,0.179886,2.59204,1,0,0,27.62
2020/21,Crystal Palace,h,26,9.64,0.0880148,0.813134,0.0880148,0.813134,0,1,0,26.25
2020/21,Crystal Palace,h,27,16.47,0.742397,0.584016,0.742397,0.584016,0,1,0,26.64
2020/21,Crystal Palace,a,28,14.5,0.559383,2.24159,0.559383,2.24159,0,0,1,25.71
2020/21,Crystal Palace,h,29,9.18,1.30694,0.513439,0.545768,0.513439,1,0,0,18.4
2020/21,Crystal Palace,a,30,14.82,0.603749,2.53386,0.603749,2.53386,0,1,0,18.73
2020/21,Crystal Palace,h,31,22.25,0.602167,3.85472,0.602167,3.85472,0,0,1,19.0
2020/21,Crystal Palace,a,32,17.53,0.723112,1.23419,0.723112,1.23419,0,0,1,18.65
2020/21,Crystal Palace,h,33,21.16,0.361866,2.04443,0.361866,2.04443,0,0,1,17.0
2020/21,Crystal Palace,a,34,15.0,2.25382,0.639325,2.25382,0.639325,1,0,0,17.92
2020/21,Crystal Palace,a,35,12.31,1.32586,1.58872,0.56469,1.58872,0,0,1,15.29
2020/21,Crystal Palace,h,36,7.04,1.95285,1.2303,1.95285,1.2303,1,0,0,15.03
2020/21,Crystal Palace,h,37,16.05,0.998377,1.7945,0.998377,1.7945,0,0,1,14.98
2020/21,Crystal Palace,a,38,16.75,0.772317,2.20348,0.772317,2.20348,0,0,1,15.21
2020/21,Everton,a,1,16.26,1.26793,0.822944,1.26793,0.822944,1,0,0,
2020/21,Everton,h,2,9.1,4.16254,0.315347,4.16254,0.315347,1,0,0,
2020/21,Everton,a,3,7.3,2.27189,0.443115,1.51072,0.443115,1,0,0,10.89
2020/21,Everton,h,4,9.06,2.34034,1.16568,2.34034,1.16568,1,0,0,10.43
2020/21,Everton,h,5,14.1,1.35998,2.49492,1.35998,2.49492,0,1,0,11.16
2020/21,Everton,a,6,11.69,0.287054,0.74151,0.287054,0.74151,0,0,1,11.25
2020/21,Everton,a,7,8.79,1.21805,2.6311,1.21805,1.86993,0,0,1,10.9
2020/21,Everton,h,8,12.7,0.376464,1.59642,0.376464,1.59642,0,0,1,11.12
2020/21,Everton,a,9,13.62,2.2508,1.87028,2.2508,1.10911,1,0,0,11.4
2020/21,Everton,h,10,16.37,1.29229,3.11324,1.29229,3.11324,0,0,1,11.9
2020/21,Everton,a,11,7.5,2.28139,0.730434,2.28139,0.730434,0,1,0,11.02
2020/21,Everton,h,12,18.75,1.2216,1.00627,0.460428,1.00627,1,0,0,11.99
2020/21,Everton,a,13,26.69,1.51486,0.83883,1.51486,0.83883,1,0,0,13.93
2020/21,Everton,h,14,31.3,0.661744,1.25206,0.661744,0.490894,1,0,0,16.15
2020/21,Everton,a,15,11.17,0.568803,1.25106,0.568803,1.25106,1,0,0,15.86
2020/21,Everton,h,16,11.22,0.371045,1.19713,0.371045,1.19713,0,0,1,15.81
2020/21,Everton,a,17,18.44,0.323445,0.852495,0.323445,0.852495,1,0,0,16.78
2020/21,Everton,h,18,24.36,0.474981,0.792045,0.474981,0.792045,0,1,0,17.94
2020/21,Everton,h,19,6.7,0.966012,2.08832,0.966012,2.08832,0,0,1,17.25
2020/21,Everton,a,20,14.55,1.91539,1.14303,1.91539,1.14303,1,0,0,17.07
2020/21,Everton,a,21,35.1,1.5571,1.71769,1.5571,1.71769,0,1,0,19.83
2020/21,Everton,h,22,13.14,0.314075,2.55085,0.314075,2.55085,0,0,1,19.27
2020/21,Everton,h,23,27.0,1.04664,1.23218,1.04664,1.23218,0,0,1,19.3
2020/21,Everton,a,24,21.06,2.01468,1.54046,1.25352,1.54046,1,0,0,18.27
2020/21,Everton,h,25,10.19,1.42054,0.665743,1.42054,0.665743,1,0,0,18.18
2020/21,Everton,a,26,11.81,1.40789,1.02038,1.40789,1.02038,1,0,0,18.24
2020/21,Everton,a,27,18.19,0.270757,2.57224,0.270757,1.81107,0,0,1,18.21
2020/21,Everton,h,28,7.22,1.69849,0.74852,1.69849,0.74852,0,0,1,16.5
2020/21,Everton,h,29,12.5,2.53386,0.603749,2.53386,0.603749,0,1,0,17.08
2020/21,Everton,a,30,19.79,0.306287,1.16465,0.306287,1.16465,0,1,0,17.6
2020/21,Everton,h,31,10.7,2.26022,1.4815,1.49905,1.4815,0,1,0,15.16
2020/21,Everton,a,32,19.72,0.529676,0.735767,0.529676,0.735767,1,0,0,15.82
2020/21,Everton,h,33,15.94,1.223,1.58811,1.223,1.58811,0,0,1,14.71
2020/21,Everton,a,34,15.27,1.56222,1.09704,1.56222,1.09704,1,0,0,14.13
2020/21,Everton,a,35,14.9,0.975408,0.558976,0.975408,0.558976,0,1,0,14.6
2020/21,Everton,h,36,9.65,1.24609,1.391,1.24609,1.391,0,0,1,14.39
2020/21,Everton,h,37,11.56,0.670997,0.265526,0.670997,0.265526,1,0,0,13.72
2020/21,Everton,a,38,19.12,1.07258,2.88355,0.297804,2.88355,0,0,1,14.92
2020/21,Fulham,h,1,32.69,0.126327,2.16287,0.126327,2.16287,0,0,1,
2020/21,Fulham,a,2,9.42,1.55503,1.45254,0.793862,0.691368,0,0,1,
2020/21,Fulham,h,3,5.96,0.534675,2.03222,0.534675,2.03222,0,0,1,16.02
2020/21,Fulham,a,4,21.21,0.969393,0.89359,0.969393,0.89359,0,0,1,17.32
2020/21,Fulham,a,5,12.71,1.35611,1.66363,0.594945,0.902464,0,1,0,16.4
2020/21,Fulham,h,6,6.24,1.05258,2.81049,1.05258,2.81049,0,0,1,14.7
2020/21,Fulham,h,7,12.48,1.62247,0.482685,1.62247,0.482685,1,0,0,14.39
2020/21,Fulham,a,8,37.88,1.84922,1.42614,1.08806,1.42614,0,0,1,17.32
2020/21,Fulham,h,9,10.59,1.87028,2.2508,1.10911,2.2508,0,0,1,16.58
2020/21,Fulham,a,10,17.45,2.03719,1.27814,1.27602,1.27814,1,0,0,16.66
2020/21,Fulham,a,11,25.05,0.287444,3.26328,0.287444,2.50211,0,0,1,15.9
2020/21,Fulham,h,12,32.42,1.72509,1.82445,1.72509,1.06328,0,1,0,18.2
2020/21,Fulham,h,13,11.36,1.00448,0.462456,1.00448,0.462456,0,1,0,18.74
2020/21,Fulham,a,14,16.94,1.10645,1.26725,1.10645,0.506084,0,1,0,18.31
2020/21,Fulham,h,15,8.62,0.781855,0.119709,0.781855,0.119709,0,1,0,17.9
2020/21,Fulham,a,16,9.34,1.05329,3.14372,1.05329,3.14372,0,1,0,18.21
2020/21,Fulham,h,17,20.19,0.46126,1.37939,0.46126,1.37939,0,0,1,18.98
2020/21,Fulham,h,18,17.79,0.753669,1.68401,0.753669,1.68401,0,0,1,16.98
2020/21,Fulham,a,19,8.56,0.513226,2.29129,0.513226,2.29129,0,1,0,16.77
2020/21,Fulham,a,20,8.76,1.52044,0.994664,1.52044,0.994664,0,1,0,15.9
2020/21,Fulham,h,21,7.67,0.731288,1.71299,0.731288,1.71299,0,0,1,14.16
2020/21,Fulham,h,22,10.88,1.60884,0.943539,1.60884,0.943539,0,1,0,12.01
2020/21,Fulham,a,23,11.77,2.55085,0.314075,2.55085,0.314075,1,0,0,12.05
2020/21,Fulham,a,24,12.86,0.594471,1.20642,0.594471,1.20642,0,1,0,11.64
2020/21,Fulham,h,25,9.53,1.21006,0.977747,1.21006,0.977747,1,0,0,11.74
2020/21,Fulham,a,26,6.87,0.813134,0.0880148,0.813134,0.0880148,0,1,0,11.49
2020/21,Fulham,h,27,7.46,1.1715,1.5519,1.1715,1.5519,0,0,1,10.22
2020/21,Fulham,a,28,20.59,1.37047,0.701764,1.37047,0.701764,1,0,0,10.5
2020/21,Fulham,h,29,10.15,0.449499,2.72578,0.449499,1.96461,0,0,1,10.65
2020/21,Fulham,h,30,7.6,1.47498,1.40706,1.47498,1.40706,0,0,1,10.54
2020/21,Fulham,a,31,10.0,1.52172,1.52229,1.52172,1.52229,0,0,1,10.77
2020/21,Fulham,h,32,11.64,0.733154,0.428134,0.733154,0.428134,0,0,1,10.85
2020/21,Fulham,a,33,16.6,0.839128,2.85573,0.0779587,2.85573,0,1,0,11.33
2020/21,Fulham,a,34,12.35,0.290042,1.8433,0.290042,1.8433,0,0,1,11.28
2020/21,Fulham,h,35,3.52,0.778074,1.65831,0.778074,1.65831,0,0,1,10.68
2020/21,Fulham,a,36,10.0,0.875957,2.29146,0.875957,2.29146,0,0,1,10.99
2020/21,Fulham,a,37,11.15,0.872643,0.92243,0.872643,0.92243,0,1,0,11.36
2020/21,Fulham,h,38,8.91,0.98902,1.60157,0.98902,0.840404,0,0,1,10.19
2020/21,Leeds,a,1,9.33,0.269813,3.15412,0.269813,1.63179,0,0,1,
2020/21,Leeds,h,2,7.62,1.45254,1.55503,0.691368,0.793862,1,0,0,
2020/21,Leeds,a,3,8.94,1.46641,1.53278,1.46641,1.53278,1,0,0,8.63
2020/21,Leeds,h,4,7.83,2.56662,1.41533,2.56662,1.41533,0,1,0,8.43
2020/21,Leeds,h,5,5.5,1.08332,0.618191,1.08332,0.618191,0,0,1,7.84
2020/21,Leeds,a,6,3.65,2.37695,1.50125,2.37695,1.50125,1,0,0,7.14
2020/21,Leeds,h,7,6.74,1.74822,3.07657,1.74822,2.3154,0,0,1,7.09
2020/21,Leeds,a,8,4.11,0.847913,1.30169,0.847913,1.30169,0,0,1,6.72
2020/21,Leeds,h,9,6.88,1.9617,0.710778,1.9617,0.710778,0,1,0,6.73
2020/21,Leeds,a,10,6.41,3.11324,1.29229,3.11324,1.29229,1,0,0,6.7
2020/21,Leeds,a,11,9.18,1.0277,4.89472,1.0277,4.89472,0,0,1,6.69
2020/21,Leeds,h,12,5.42,1.56644,1.7851,0.805276,1.7851,0,0,1,6.47
2020/21,Leeds,h,13,4.21,2.95137,1.44437,2.95137,1.44437,1,0,0,5.99
2020/21,Leeds,a,14,11.67,1.63467,4.77743,1.63467,4.01626,0,0,1,6.38
2020/21,Leeds,h,15,10.21,2.13271,1.54591,1.37154,1.54591,1,0,0,6.85
2020/21,Leeds,a,16,7.19,1.54225,0.43551,1.54225,0.43551,1,0,0,7.2
