event_id,kickoff,home_team,away_team,home_goals,away_goals,team,side,player_id,player_name,position
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Blackburn Rovers,home,243667,Aynsley Pears,G
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Blackburn Rovers,home,231572,Dominic Hyam,CD-L
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Blackburn Rovers,home,243604,Hayden Carter,CD-R
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Blackburn Rovers,home,241040,Harry Pickering,LB
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Blackburn Rovers,home,232311,Callum Brittain,RB
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Blackburn Rovers,home,306520,Tyrhys Dolan,AM
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Blackburn Rovers,home,184876,Sondre Tronstad,LM
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Blackburn Rovers,home,182136,Lewis Travis,RM
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Blackburn Rovers,home,277384,Makhtar Gueye,F
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Blackburn Rovers,home,192991,Ryan Hedges,AM-L
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Blackburn Rovers,home,243354,Joe Rankin-Costello,AM-R
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Derby County,away,213852,Josh Vickers,G
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Derby County,away,318359,Eiran Cashin,CD-L
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Derby County,away,147130,Curtis Nelson,CD-R
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Derby County,away,191425,Callum Elder,LB
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Derby County,away,239344,Kane Wilson,RB
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Derby County,away,345407,David Ozoh,CM
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Derby County,away,133588,Ben Osborn,LM
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Derby County,away,271858,Kenzo Goudmijn,RM
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Derby County,away,191598,Kayden Jackson,F
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Derby County,away,140008,Nathaniel Mendez-Laing,LF
707623,2024-08-09T19:00Z,Blackburn Rovers,Derby County,4,2,Derby County,away,151701,Tom Barkhuizen,RF
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,Queens Park Rangers,home,159312,Paul Nardi,G
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,Queens Park Rangers,home,219781,Jake Clark-Salter,CD-L
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,Queens Park Rangers,home,43187,Steve Cook,CD-R
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,Queens Park Rangers,home,207543,Kenneth Paal,LB
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,Queens Park Rangers,home,259089,Jimmy Dunne,RB
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,Queens Park Rangers,home,156805,Lucas Andersen,AM
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,Queens Park Rangers,home,123697,Jack Colback,LM
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,Queens Park Rangers,home,236119,Sam Field,RM
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,Queens Park Rangers,home,279948,Zan Celar,F
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,Queens Park Rangers,home,367706,Rayan Kolli,AM-L
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,Queens Park Rangers,home,231890,Paul Smyth,AM-R
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,West Bromwich Albion,away,219390,Alex Palmer,G
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,West Bromwich Albion,away,123512,Kyle Bartley,CD-L
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,West Bromwich Albion,away,178051,Semi Ajayi,CD-R
707625,2024-08-10T11:30Z,Queens Park Rangers,West Bromwich Albion,1,3,West Bromwich Albion,away,272867,Torbjørn Heggem,LB
