event_id,kickoff,home_team,away_team,home_goals,away_goals,team,side,player_id,player_name,position_raw,position_group,starter,subbed_in,subbed_out,minutes,goals,assists,shots,shots_on_target,saves,fouls_committed,fouls_suffered,yellow_cards,red_cards,own_goals
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,272911,Lukas Jensen,G,GK,1,0,0,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,190963,Jake Cooper,CD-L,DEF,1,0,0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,126497,Shaun Hutchinson,CD-R,DEF,1,0,0,90.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,164154,Joe Bryan,LB,DEF,1,0,0,90.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,146223,Ryan Leonard,RB,DEF,1,0,1,84.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,172572,George Honeyman,AM,ATT,1,0,1,62.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,175323,George Saville,LM,MID,1,0,0,90.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,225522,Casper de Norre,RM,MID,1,0,0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,133083,Tom Bradshaw,F,ATT,1,0,1,84.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,180455,Duncan Watmore,AM-L,ATT,1,0,0,90.0,2.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,356208,Romain Esse,AM-R,ATT,1,0,1,62.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,260748,Dan McNamara,SUB,SUB,0,1,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,388659,Alfie Massey,SUB,SUB,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,223369,Kevin Nisbet,SUB,SUB,0,1,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,260874,Wes Harding,SUB,SUB,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,236641,Kyle Smith,SUB,SUB,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,320328,Aidomo Emakhu,SUB,SUB,0,1,0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,374885,Tom Leahy,SUB,SUB,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,252773,Macaulay Langstaff,SUB,SUB,0,1,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Millwall,home,223596,Liam Roberts,SUB,SUB,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Watford,away,197731,Daniel Bachmann,G,GK,1,0,0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Watford,away,218620,Francisco Sierralta,CD,DEF,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Watford,away,281721,Matthew Pollock,CD-L,DEF,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Watford,away,239175,Ryan Porteous,CD-R,DEF,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
707628,2024-08-10T11:30Z,Millwall,Watford,2,3,Watford,away,261422,Tom Dele-Bashiru,CM-L,MID,1,0,0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
