event_id,kickoff,home_team,away_team,home_goals,away_goals,team,side,player_id,player_name,position
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Southampton,home,305926,Daniel Peretz,G
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Southampton,home,277005,Nathan Wood,CD-L
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Southampton,home,281121,Taylor Harwood-Bellis,CD-R
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Southampton,home,251399,Ryan Manning,LB
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Southampton,home,204286,James Bree,RB
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Southampton,home,386434,Caspar Jander,CM-L
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Southampton,home,324164,Shea Charles,CM-R
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Southampton,home,343995,Léo Scienza,CF-L
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Southampton,home,251936,Ross Stewart,CF-R
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Southampton,home,333631,Kuryu Matsuki,AM-L
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Southampton,home,251631,Finn Azaz,AM-R
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Middlesbrough,away,243685,Solomon Brynn,G
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Middlesbrough,away,223792,Dael Fry,CD
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Middlesbrough,away,312130,Adilson Malanda,CD-L
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Middlesbrough,away,136380,Luke Ayling,CD-R
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Middlesbrough,away,235096,Riley McGree,CM-L
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Middlesbrough,away,293826,Aidan Morris,CM-R
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Middlesbrough,away,192929,Matt Targett,LM
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Middlesbrough,away,232311,Callum Brittain,RM
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Middlesbrough,away,289637,David Strelec,F
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Middlesbrough,away,314791,Tommy Conway,CF-L
401871356,2026-05-12T19:00Z,Southampton,Middlesbrough,2,1,Middlesbrough,away,292002,Morgan Whittaker,CF-R
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Middlesbrough,home,243685,Solomon Brynn,G
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Middlesbrough,home,223792,Dael Fry,CD
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Middlesbrough,home,240589,Alfie Jones,CD-L
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Middlesbrough,home,136380,Luke Ayling,CD-R
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Middlesbrough,home,282978,Hayden Hackney,CM-L
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Middlesbrough,home,293826,Aidan Morris,CM-R
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Middlesbrough,home,291699,Samuel Silvera,LM
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Middlesbrough,home,232311,Callum Brittain,RM
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Middlesbrough,home,314791,Tommy Conway,F
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Middlesbrough,home,268606,Delano Burgzorg,CF-L
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Middlesbrough,home,292002,Morgan Whittaker,CF-R
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Swansea City,away,195816,Lawrence Vigouroux,G
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Swansea City,away,207350,Cameron Burgess,CD-L
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Swansea City,away,275596,Ben Cabango,CD-R
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Swansea City,away,233348,Josh Tymon,LB
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Swansea City,away,263129,Joshua Key,RB
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Swansea City,away,163274,Ethan Galbraith,AM
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Swansea City,away,150603,Jay Fulton,LM
744604,2025-08-09T14:00Z,Middlesbrough,Swansea City,1,0,Swansea City,away,306826,Gonçalo Franco,RM
