event_id,kickoff,home_team,away_team,home_goals,away_goals,team,side,player_id,player_name,position_raw,position_group,starter,subbed_in,subbed_out,minutes,goals,assists,shots,shots_on_target,saves,fouls_committed,fouls_suffered,yellow_cards,red_cards,own_goals
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,277234,Ivor Pandur,G,GK,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,168424,John Egan,CD,DEF,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,326187,Charlie Hughes,CD-L,DEF,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,178051,Semi Ajayi,CD-R,DEF,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,153613,Matt Crooks,CM-L,MID,1,0,0,90.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,249851,Regan Slater,CM-R,MID,1,0,1,90.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,243576,Ryan Giles,LM,MID,1,0,1,76.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,231826,Lewie Coyle,RM,MID,1,0,1,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,193010,Oliver McBurnie,F,ATT,1,0,0,90.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,271879,Liam Millar,CF-L,ATT,1,0,1,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,320417,Mohamed Belloumi,CF-R,ATT,1,0,1,76.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,277531,Joe Gelhardt,SUB,SUB,0,1,0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,350661,Lewis Koumas,SUB,SUB,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401872576,2026-05-23T14:30Z,Hull City,Middlesbrough,1,0,Hull City,home,191603,Dillon Phillips,SUB,SUB,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
