id,season,round_number,game_date,home_team,away_team,venue,run_date,rules_margin,rules_total,rules_home_prob,rules_home_odds,rules_away_odds,ml_margin_raw,ml_total_raw,ml_h2h_raw,ml_margin,ml_total,ml_h2h,t1_margin,t1_total,t2_hcp,t2_tot,t3_hcp,t3_tot,t4_hcp,t4_tot,t5_hcp,t5_tot,t6_hcp,t6_tot,t7_tot,agreement_flag,actual_margin,actual_total,actual_home_win,rules_margin_error,rules_total_error,ml_margin_error,ml_total_error,created_at
56,2026,11,2026-05-21,Hawthorn Hawks,Adelaide Crows,MCG,2026-05-21,27.4,179.9,0.777,1.29,4.48,0.8,155.4,0.6943,0.4,169.7,0.6943,25.8,183.2,-0.96,-0.29,2.09,-3.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,direction,,,,,,,,2026-05-19 13:12:44
58,2026,11,2026-05-22,Fremantle Dockers,St Kilda Saints,Optus Stadium,2026-05-21,47.3,181.6,0.9055,1.1,10.58,14.7,155.8,0.8951,18.1,171.3,0.8951,39.9,184.6,2.89,0.87,4.0,-3.0,0.0,-0.9,0.5,0.0,0.0,0.0,0.0,direction,,,,,,,,2026-05-19 13:12:44
55,2026,11,2026-05-22,Richmond Tigers,Essendon Bombers,MCG,2026-05-21,-14.8,150.8,0.3405,2.94,1.52,-6.5,156.9,0.6135,-13.1,170.8,0.6135,-6.7,154.5,-2.35,-0.7,-1.5,-3.0,0.0,0.0,-3.5,0.0,-0.75,0.0,0.0,direction,,,,,,,,2026-05-18 07:42:43
61,2026,11,2026-05-23,Collingwood Magpies,West Coast Eagles,MCG,2026-05-21,84.4,184.4,0.9905,1.01,105.26,39.5,165.1,0.9508,45.2,180.8,0.9508,70.2,155.4,3.69,1.11,6.0,-1.5,2.5,0.0,2.0,0.0,0.0,0.0,0.0,direction,,,,,,,,2026-05-19 13:12:44
60,2026,11,2026-05-23,Geelong Cats,Sydney Swans,GMHBA Stadium,2026-05-21,5.8,209.2,0.564,1.77,2.29,4.9,144.0,0.5587,3.5,157.9,0.5587,3.9,208.4,-2.4,-0.72,0.3,0.0,3.0,1.5,1.0,0.0,0.0,0.0,0.0,strong,,,,,,,,2026-05-19 13:12:44
59,2026,11,2026-05-23,North Melbourne Kangaroos,Gold Coast Suns,Marvel Stadium,2026-05-21,-18.9,183.2,0.3,3.33,1.43,-3.1,137.2,0.5229,-3.6,151.9,0.5229,-22.1,181.2,0.48,0.14,3.74,0.0,0.0,1.9,-1.0,0.0,0.0,0.0,0.0,direction,,,,,,,,2026-05-19 13:12:44
62,2026,11,2026-05-23,Port Adelaide Power,Carlton Blues,Adelaide Oval,2026-05-21,29.3,166.2,0.7922,1.26,4.81,25.7,160.4,0.7333,23.8,174.6,0.7333,28.6,166.6,-1.38,-0.41,1.09,0.0,1.5,0.0,-0.5,0.0,0.0,0.0,0.0,direction,,,,,,,,2026-05-19 13:12:44
63,2026,11,2026-05-24,Greater Western Sydney Giants,Brisbane Lions,ENGIE Stadium,2026-05-21,-22.3,191.4,0.2674,3.74,1.37,-3.3,167.9,0.4891,-3.6,182.9,0.4891,-22.1,189.0,1.26,0.38,-2.5,0.0,2.5,2.0,-1.5,0.0,0.0,0.0,0.0,direction,,,,,,,,2026-05-19 13:12:44
64,2026,11,2026-05-24,Western Bulldogs,Melbourne Demons,Marvel Stadium,2026-05-21,27.7,181.5,0.7795,1.28,4.54,4.3,151.7,0.7539,2.7,165.2,0.7539,29.4,180.7,-3.66,-1.1,0.0,0.0,0.0,1.9,2.0,0.0,0.0,0.0,0.0,direction,,,,,,,,2026-05-19 13:12:44
