id,season,round_number,game_date,home_team,away_team,venue,run_date,rules_margin,rules_total,rules_home_prob,rules_home_odds,rules_away_odds,ml_margin_raw,ml_total_raw,ml_h2h_raw,ml_margin,ml_total,ml_h2h,t1_margin,t1_total,t2_hcp,t2_tot,t3_hcp,t3_tot,t4_hcp,t4_tot,t5_hcp,t5_tot,t6_hcp,t6_tot,t7_tot,agreement_flag,actual_margin,actual_total,actual_home_win,rules_margin_error,rules_total_error,ml_margin_error,ml_total_error,created_at,weather_condition,temp_c,wind_kmh,wind_gust_kmh,wind_for_t7_kmh,precip_mm,dew_point_c,humidity_pct,weather_source,t8_hcp,t8_tot
1,2026,22,,Western Bulldogs,North Melbourne Kangaroos,,2026-08-05T10:51:18.154769,25.1,152.4,0.7937,1.26,3.91,,,,25.1,152.4,0.7937,,,,,,,,,,,,,,agree,,,,,,,,2026-08-05T10:51:18.154769,,,,,,,,,,,
2,2026,22,,Brisbane Lions,Hawthorn Hawks,,2026-08-05T10:51:18.154769,25.2,198.4,0.7937,1.26,3.93,,,,25.2,198.4,0.7937,,,,,,,,,,,,,,agree,,,,,,,,2026-08-05T10:51:18.154769,,,,,,,,,,,
3,2026,22,,Melbourne Demons,Fremantle Dockers,,2026-08-05T10:51:18.154769,-14.5,185.6,0.361,2.77,1.45,,,,-14.5,185.6,0.361,,,,,,,,,,,,,,agree,,,,,,,,2026-08-05T10:51:18.154769,,,,,,,,,,,
4,2026,22,,Sydney Swans,Port Adelaide Power,,2026-08-05T10:51:18.154769,45.7,165.5,0.9434,1.06,9.31,,,,45.7,165.5,0.9434,,,,,,,,,,,,,,agree,,,,,,,,2026-08-05T10:51:18.154769,,,,,,,,,,,
5,2026,22,,Geelong Cats,Essendon Bombers,,2026-08-05T10:51:18.154769,51.5,155.4,0.9709,1.03,12.47,,,,51.5,155.4,0.9709,,,,,,,,,,,,,,agree,,,,,,,,2026-08-05T10:51:18.154769,,,,,,,,,,,
6,2026,22,,Adelaide Crows,Richmond Tigers,,2026-08-05T10:51:18.154769,54.9,162.4,0.9804,1.02,14.95,,,,54.9,162.4,0.9804,,,,,,,,,,,,,,agree,,,,,,,,2026-08-05T10:51:18.154769,,,,,,,,,,,
7,2026,22,,Greater Western Sydney Giants,Gold Coast Suns,,2026-08-05T10:51:18.154769,13.3,156.6,0.6757,1.48,2.68,,,,13.3,156.6,0.6757,,,,,,,,,,,,,,agree,,,,,,,,2026-08-05T10:51:18.154769,,,,,,,,,,,
8,2026,22,,West Coast Eagles,Collingwood Magpies,,2026-08-05T10:51:18.154769,-24.0,155.5,0.2653,3.77,1.28,,,,-24.0,155.5,0.2653,,,,,,,,,,,,,,agree,,,,,,,,2026-08-05T10:51:18.154769,,,,,,,,,,,
9,2026,22,,St Kilda Saints,Carlton Blues,,2026-08-05T10:51:18.154769,9.5,176.4,0.6369,1.57,2.41,,,,9.5,176.4,0.6369,,,,,,,,,,,,,,agree,,,,,,,,2026-08-05T10:51:18.154769,,,,,,,,,,,
