id,season,round_number,game_date,home_team,away_team,venue,run_date,rules_margin,rules_total,rules_home_prob,rules_home_odds,rules_away_odds,ml_margin_raw,ml_total_raw,ml_h2h_raw,ml_margin,ml_total,ml_h2h,t1_margin,t1_total,t2_hcp,t2_tot,t3_hcp,t3_tot,t4_hcp,t4_tot,t5_hcp,t5_tot,t6_hcp,t6_tot,t7_tot,agreement_flag,actual_margin,actual_total,actual_home_win,rules_margin_error,rules_total_error,ml_margin_error,ml_total_error,created_at,weather_condition,temp_c,wind_kmh,wind_gust_kmh,wind_for_t7_kmh,precip_mm,dew_point_c,humidity_pct,weather_source
398,2026,18,2026-07-09,Fremantle Dockers,Sydney Swans,Optus Stadium,2026-07-09,28.5,177.9,0.7857,1.27,4.67,2.6,156.1,0.5584,7.1,150.7,0.5584,19.0,194.1,-4.0,-1.94,5.0,-3.0,0.0,-7.8,6.5,-4.0,2.0,0.5,0.0,direction,,,,,,,,2026-07-07 09:37:46,clear,20.3,6.5,17.6,11.4,0.0,9.9,51.0,tomorrow_io
399,2026,18,2026-07-10,Collingwood Magpies,North Melbourne Kangaroos,Marvel Stadium,2026-07-09,20.3,163.5,0.7137,1.4,3.49,30.8,169.4,0.733,30.3,170.6,0.733,20.8,160.9,2.01,0.6,0.0,-3.0,0.0,4.5,-4.0,0.5,1.5,0.0,0.0,direction,,,,,,,,2026-07-07 09:37:46,clear,14.0,12.6,26.3,17.1,0.0,6.2,59.0,tomorrow_io
403,2026,18,2026-07-11,Adelaide Crows,Gold Coast Suns,Adelaide Oval,2026-07-09,26.9,162.7,0.7722,1.3,4.39,21.8,178.5,0.7921,27.3,173.3,0.7921,18.7,172.2,4.0,1.21,2.66,0.0,0.0,-4.2,1.5,-0.5,0.0,0.0,-6.0,strong,,,,,,,,2026-07-07 09:37:46,strong_wind,10.4,25.9,58.0,37.7,0.0,7.7,84.0,tomorrow_io
402,2026,18,2026-07-11,Carlton Blues,Hawthorn Hawks,MCG,2026-07-09,-20.1,163.8,0.2883,3.47,1.41,-26.5,181.9,0.5187,-32.5,175.7,0.5187,-14.1,174.0,-4.0,-1.67,0.0,0.0,0.0,-3.9,-2.0,2.0,0.0,0.0,-6.6,direction,,,,,,,,2026-07-07 09:37:46,strong_wind,13.0,23.8,51.1,33.2,0.0,8.3,73.0,tomorrow_io
401,2026,18,2026-07-11,Greater Western Sydney Giants,Geelong Cats,ENGIE Stadium,2026-07-09,-18.6,194.0,0.3032,3.3,1.44,3.7,172.3,0.5457,-6.3,165.8,0.5457,-11.0,191.9,-2.05,-0.61,0.0,0.0,2.5,8.7,-8.0,-6.0,0.0,0.0,0.0,direction,,,,,,,,2026-07-07 09:37:46,clear,16.9,3.6,11.2,7.3,0.0,7.5,54.0,tomorrow_io
400,2026,18,2026-07-11,St Kilda Saints,Port Adelaide Power,Marvel Stadium,2026-07-09,6.8,152.0,0.5748,1.74,2.35,6.4,156.9,0.5381,6.1,146.0,0.5381,7.0,161.4,3.52,1.06,0.09,-3.0,0.0,4.5,-3.82,-6.0,0.0,0.0,-6.0,strong,,,,,,,,2026-07-07 09:37:46,strong_wind,12.9,24.5,49.0,31.9,0.0,8.5,75.0,tomorrow_io
406,2026,18,2026-07-12,Brisbane Lions,Essendon Bombers,The Gabba,2026-07-09,55.3,163.8,0.9377,1.07,16.05,80.9,198.3,0.9773,82.4,195.9,0.9773,50.0,163.9,4.0,2.0,1.79,0.0,2.0,2.4,-3.5,-2.0,1.0,0.25,-2.8,direction,,,,,,,,2026-07-07 09:37:46,moderate_wind,20.5,17.6,39.2,25.5,0.0,7.7,44.0,tomorrow_io
405,2026,18,2026-07-12,Melbourne Demons,Richmond Tigers,MCG,2026-07-09,39.0,154.1,0.8607,1.16,7.18,55.6,199.2,0.9878,59.1,195.7,0.9878,35.5,161.6,4.0,2.0,0.0,0.0,0.0,-3.9,-2.0,-2.5,1.5,0.0,-3.08,direction,,,,,,,,2026-07-07 09:37:46,moderate_wind,13.2,15.1,31.7,20.6,0.0,7.5,69.0,tomorrow_io
404,2026,18,2026-07-12,Western Bulldogs,West Coast Eagles,Marvel Stadium,2026-07-09,44.0,156.4,0.8892,1.12,9.03,41.6,177.0,0.8535,43.1,174.1,0.8535,39.5,154.9,4.0,1.48,3.0,0.0,0.0,4.5,-2.5,-4.5,0.0,0.0,0.0,strong,,,,,,,,2026-07-07 09:37:46,clear,13.5,13.7,28.1,18.3,0.0,7.7,68.0,tomorrow_io
