id,season,round_number,game_date,home_team,away_team,venue,run_date,rules_margin,rules_total,rules_home_prob,rules_home_odds,rules_away_odds,ml_margin_raw,ml_total_raw,ml_h2h_raw,ml_margin,ml_total,ml_h2h,t1_margin,t1_total,t2_hcp,t2_tot,t3_hcp,t3_tot,t4_hcp,t4_tot,t5_hcp,t5_tot,t6_hcp,t6_tot,t7_tot,agreement_flag,actual_margin,actual_total,actual_home_win,rules_margin_error,rules_total_error,ml_margin_error,ml_total_error,created_at,weather_condition,temp_c,wind_kmh,wind_gust_kmh,wind_for_t7_kmh,precip_mm,dew_point_c,humidity_pct,weather_source,t8_hcp,t8_tot
479,2026,21,2026-07-30,Collingwood Magpies,Geelong Cats,MCG,2026-07-28,0.5,176.0,0.505,1.98,2.02,-1.2,172.8,0.5048,-4.5,172.8,0.5048,-0.4,181.5,-3.9,-1.17,1.61,-1.5,2.5,-3.9,0.0,0.0,1.5,0.0,0.0,disagree,,,,,,,,2026-07-28 08:43:26,clear,11.9,10.1,24.1,15.7,0.0,4.6,61.0,tomorrow_io,-0.86,1.08
480,2026,21,2026-07-31,Fremantle Dockers,Western Bulldogs,Optus Stadium,2026-07-28,37.2,174.8,0.8494,1.18,6.64,8.6,147.4,0.6115,14.0,149.6,0.6115,25.8,182.0,4.0,1.64,6.0,-1.5,0.0,-7.8,1.5,0.0,0.0,0.0,0.0,direction,,,,,,,,2026-07-28 08:43:26,clear,20.7,9.0,23.8,15.5,0.0,8.5,46.0,tomorrow_io,-0.08,0.46
484,2026,21,2026-08-01,Carlton Blues,Brisbane Lions,Marvel Stadium,2026-07-28,-22.4,189.5,0.2667,3.75,1.36,-13.8,176.0,0.5457,-21.5,173.2,0.5457,-20.5,189.4,-4.0,-2.0,5.79,-1.5,0.0,4.5,-1.0,0.0,0.0,0.0,0.0,direction,,,,,,,,2026-07-28 08:43:26,clear,13.9,14.0,29.2,19.0,0.0,5.5,57.0,tomorrow_io,-2.71,-0.92
482,2026,21,2026-08-01,Hawthorn Hawks,North Melbourne Kangaroos,UTAS Stadium,2026-07-28,42.7,161.6,0.8822,1.13,8.49,61.8,205.5,0.8445,64.9,207.6,0.8445,38.1,171.1,4.0,1.9,0.5,-1.5,1.0,-10.0,-0.5,0.0,-1.0,0.25,0.0,direction,,,,,,,,2026-07-28 08:43:26,clear,11.1,13.0,29.2,19.0,0.0,5.6,69.0,tomorrow_io,0.6,-0.12
483,2026,21,2026-08-01,Port Adelaide Power,Greater Western Sydney Giants,Adelaide Oval,2026-07-28,-10.8,151.6,0.3822,2.62,1.62,5.0,164.0,0.5492,-4.2,157.2,0.5492,-3.6,164.2,-4.0,-1.93,0.44,-1.5,1.5,-4.2,0.0,0.0,-2.25,0.0,-2.8,direction,,,,,,,,2026-07-28 08:43:26,moderate_wind,12.3,13.0,31.3,20.3,0.0,2.4,51.0,tomorrow_io,-2.88,-2.2
481,2026,21,2026-08-01,St Kilda Saints,Sydney Swans,Marvel Stadium,2026-07-28,-14.4,186.9,0.3445,2.9,1.53,16.1,176.3,0.5481,11.7,175.8,0.5481,-10.7,184.5,-4.0,-2.0,0.69,-1.5,0.0,4.5,1.5,0.0,0.0,0.0,0.0,disagree,,,,,,,,2026-07-28 08:43:26,clear,13.9,14.0,29.2,19.0,0.0,5.5,57.0,tomorrow_io,-1.9,1.38
487,2026,21,2026-08-02,Essendon Bombers,Adelaide Crows,Marvel Stadium,2026-07-28,-44.0,156.1,0.1106,9.04,1.12,-23.2,157.2,0.2692,-29.8,155.8,0.2692,-39.0,153.1,-4.0,-2.0,1.59,0.0,0.0,4.5,-1.5,0.0,2.25,0.0,0.0,direction,,,,,,,,2026-07-28 08:43:26,clear,8.7,14.4,28.4,18.5,0.0,5.2,79.0,tomorrow_io,-3.38,0.52
486,2026,21,2026-08-02,Gold Coast Suns,Melbourne Demons,Heritage Bank Stadium,2026-07-28,-5.5,165.6,0.4391,2.28,1.78,0.3,156.5,0.5187,-2.7,157.6,0.5187,-2.6,164.5,-4.0,-1.28,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,direction,,,,,,,,2026-07-28 08:43:26,clear,12.1,11.2,21.6,14.0,0.0,9.1,82.0,tomorrow_io,-0.42,2.33
485,2026,21,2026-08-02,Richmond Tigers,West Coast Eagles,MCG,2026-07-28,2.8,131.4,0.5304,1.89,2.13,-15.1,170.1,0.5187,-17.8,166.0,0.5187,2.5,139.5,-2.29,-0.69,3.0,0.0,0.0,-3.9,-0.5,0.0,-0.25,0.5,0.0,disagree,,,,,,,,2026-07-28 08:43:26,clear,7.8,10.8,21.6,14.0,0.0,4.5,80.0,tomorrow_io,0.29,-4.0
