season,round,date,home_team,away_team,home_score,away_score,actual_margin_home,actual_total,market,signal,selection,model_number,model_home_fair_odds,model_away_fair_odds,open_number,close_number,open_odds,close_odds,clv,result,winner,bookmakers_surveyed
2026,17,2026-06-25,Parramatta Eels,South Sydney Rabbitohs,12,32,-20.0,44.0,h2h,model,South Sydney Rabbitohs,,5.119,1.243,,,1.53,1.58,-0.0316,win,model,11
2026,17,2026-06-25,Parramatta Eels,South Sydney Rabbitohs,12,32,-20.0,44.0,h2h,market,Parramatta Eels,,5.119,1.243,,,2.5,2.4,0.0417,loss,model,11
2026,17,2026-06-25,Parramatta Eels,South Sydney Rabbitohs,12,32,-20.0,44.0,handicap,model,South Sydney Rabbitohs,-10.25,,,-6.5,-5.5,1.9,1.9,-1.0,win,model,11
2026,17,2026-06-25,Parramatta Eels,South Sydney Rabbitohs,12,32,-20.0,44.0,handicap,market,Parramatta Eels,-10.25,,,6.5,5.5,1.9,1.9,1.0,loss,model,11
2026,17,2026-06-25,Parramatta Eels,South Sydney Rabbitohs,12,32,-20.0,44.0,total,model,over,53.69,,,47.5,45.5,1.8,1.9,-2.0,loss,market,11
2026,17,2026-06-25,Parramatta Eels,South Sydney Rabbitohs,12,32,-20.0,44.0,total,market,under,53.69,,,47.5,45.5,2.24,2.12,2.0,win,market,11
2026,17,2026-06-26,Gold Coast Titans,Canterbury-Bankstown Bulldogs,12,30,-18.0,42.0,h2h,model,Canterbury-Bankstown Bulldogs,,2.826,1.548,,,1.9,2.02,-0.0594,win,model,11
2026,17,2026-06-26,Gold Coast Titans,Canterbury-Bankstown Bulldogs,12,30,-18.0,42.0,h2h,market,Gold Coast Titans,,2.826,1.548,,,1.87,1.8,0.0389,loss,model,11
2026,17,2026-06-26,Gold Coast Titans,Canterbury-Bankstown Bulldogs,12,30,-18.0,42.0,handicap,model,Canterbury-Bankstown Bulldogs,-4.54,,,-1.5,1.5,1.95,1.9,-3.0,win,model,11
2026,17,2026-06-26,Gold Coast Titans,Canterbury-Bankstown Bulldogs,12,30,-18.0,42.0,handicap,market,Gold Coast Titans,-4.54,,,1.5,-1.5,1.85,1.9,3.0,loss,model,11
2026,17,2026-06-26,Gold Coast Titans,Canterbury-Bankstown Bulldogs,12,30,-18.0,42.0,total,model,under,35.71,,,46.5,44.5,2.0,2.05,2.0,win,tie,11
2026,17,2026-06-26,Gold Coast Titans,Canterbury-Bankstown Bulldogs,12,30,-18.0,42.0,total,market,under,35.71,,,46.5,44.5,2.0,2.05,2.0,win,tie,11
2026,17,2026-06-26,Brisbane Broncos,Sydney Roosters,18,24,-6.0,42.0,h2h,model,Sydney Roosters,,2.512,1.661,,,1.69,1.44,0.1736,win,tie,11
2026,17,2026-06-26,Brisbane Broncos,Sydney Roosters,18,24,-6.0,42.0,h2h,market,Sydney Roosters,,2.512,1.661,,,1.69,1.44,0.1736,win,tie,11
2026,17,2026-06-26,Brisbane Broncos,Sydney Roosters,18,24,-6.0,42.0,handicap,model,Brisbane Broncos,-3.1,,,3.5,7.5,1.9,1.9,-4.0,loss,market,11
2026,17,2026-06-26,Brisbane Broncos,Sydney Roosters,18,24,-6.0,42.0,handicap,market,Sydney Roosters,-3.1,,,-3.5,-7.5,1.9,1.9,4.0,win,market,11
2026,17,2026-06-26,Brisbane Broncos,Sydney Roosters,18,24,-6.0,42.0,total,model,under,45.94,,,49.5,47.5,2.12,2.18,2.0,win,tie,11
2026,17,2026-06-26,Brisbane Broncos,Sydney Roosters,18,24,-6.0,42.0,total,market,under,45.94,,,49.5,47.5,2.12,2.18,2.0,win,tie,11
2026,17,2026-06-27,Dolphins,New Zealand Warriors,26,24,2.0,50.0,h2h,model,Dolphins,,1.422,3.368,,,1.63,1.42,0.1479,win,tie,11
2026,17,2026-06-27,Dolphins,New Zealand Warriors,26,24,2.0,50.0,h2h,market,Dolphins,,1.422,3.368,,,1.63,1.42,0.1479,win,tie,11
2026,17,2026-06-27,Dolphins,New Zealand Warriors,26,24,2.0,50.0,handicap,model,Dolphins,6.46,,,-3.5,-7.5,1.9,1.85,4.0,loss,tie,11
2026,17,2026-06-27,Dolphins,New Zealand Warriors,26,24,2.0,50.0,handicap,market,Dolphins,6.46,,,-3.5,-7.5,1.9,1.85,4.0,loss,tie,11
2026,17,2026-06-27,Dolphins,New Zealand Warriors,26,24,2.0,50.0,total,model,under,49.41,,,50.5,50.5,2.02,2.12,0.0,win,model,11
2026,17,2026-06-27,Dolphins,New Zealand Warriors,26,24,2.0,50.0,total,market,no_move,49.41,,,50.5,50.5,,,,,model,11
2026,17,2026-06-27,North Queensland Cowboys,Penrith Panthers,26,12,14.0,38.0,h2h,model,Penrith Panthers,,26.351,1.039,,,1.32,1.25,0.056,loss,tie,11
2026,17,2026-06-27,North Queensland Cowboys,Penrith Panthers,26,12,14.0,38.0,h2h,market,Penrith Panthers,,26.351,1.039,,,1.32,1.25,0.056,loss,tie,11
2026,17,2026-06-27,North Queensland Cowboys,Penrith Panthers,26,12,14.0,38.0,handicap,model,Penrith Panthers,-21.34,,,-11.5,-12.5,1.9,1.9,1.0,loss,tie,11
2026,17,2026-06-27,North Queensland Cowboys,Penrith Panthers,26,12,14.0,38.0,handicap,market,Penrith Panthers,-21.34,,,-11.5,-12.5,1.9,1.9,1.0,loss,tie,11
2026,17,2026-06-27,North Queensland Cowboys,Penrith Panthers,26,12,14.0,38.0,total,model,over,51.92,,,50.5,50.5,1.95,1.9,0.0,loss,market,11
2026,17,2026-06-27,North Queensland Cowboys,Penrith Panthers,26,12,14.0,38.0,total,market,no_move,51.92,,,50.5,50.5,,,,,market,11
2026,17,2026-06-27,Manly-Warringah Sea Eagles,Melbourne Storm,30,4,26.0,34.0,h2h,model,Manly-Warringah Sea Eagles,,1.159,7.273,,,1.58,1.5,0.0533,win,tie,11
2026,17,2026-06-27,Manly-Warringah Sea Eagles,Melbourne Storm,30,4,26.0,34.0,h2h,market,Manly-Warringah Sea Eagles,,1.159,7.273,,,1.58,1.5,0.0533,win,tie,11
2026,17,2026-06-27,Manly-Warringah Sea Eagles,Melbourne Storm,30,4,26.0,34.0,handicap,model,Manly-Warringah Sea Eagles,13.09,,,-4.5,-5.5,1.9,1.85,1.0,win,tie,11
2026,17,2026-06-27,Manly-Warringah Sea Eagles,Melbourne Storm,30,4,26.0,34.0,handicap,market,Manly-Warringah Sea Eagles,13.09,,,-4.5,-5.5,1.9,1.85,1.0,win,tie,11
2026,17,2026-06-27,Manly-Warringah Sea Eagles,Melbourne Storm,30,4,26.0,34.0,total,model,under,45.86,,,47.5,45.5,2.14,2.08,2.0,win,tie,11
2026,17,2026-06-27,Manly-Warringah Sea Eagles,Melbourne Storm,30,4,26.0,34.0,total,market,under,45.86,,,47.5,45.5,2.14,2.08,2.0,win,tie,11
2026,17,2026-06-28,Canberra Raiders,St. George Illawarra Dragons,24,16,8.0,40.0,h2h,model,Canberra Raiders,,1.105,10.484,,,1.3,1.34,-0.0299,win,model,11
2026,17,2026-06-28,Canberra Raiders,St. George Illawarra Dragons,24,16,8.0,40.0,h2h,market,St. George Illawarra Dragons,,1.105,10.484,,,3.45,3.3,0.0455,loss,model,11
2026,17,2026-06-28,Canberra Raiders,St. George Illawarra Dragons,24,16,8.0,40.0,handicap,model,Canberra Raiders,15.72,,,-10.5,-10.5,1.95,1.95,0.0,loss,market,11
2026,17,2026-06-28,Canberra Raiders,St. George Illawarra Dragons,24,16,8.0,40.0,handicap,market,no_move,15.72,,,,,,,,,market,11
2026,17,2026-06-28,Canberra Raiders,St. George Illawarra Dragons,24,16,8.0,40.0,total,model,under,46.48,,,52.5,51.5,1.98,2.12,1.0,win,tie,11
2026,17,2026-06-28,Canberra Raiders,St. George Illawarra Dragons,24,16,8.0,40.0,total,market,under,46.48,,,52.5,51.5,1.98,2.12,1.0,win,tie,11
2026,17,2026-06-28,Newcastle Knights,Wests Tigers,12,6,6.0,18.0,h2h,model,Newcastle Knights,,1.362,3.76,,,1.41,1.36,0.0368,win,tie,11
2026,17,2026-06-28,Newcastle Knights,Wests Tigers,12,6,6.0,18.0,h2h,market,Newcastle Knights,,1.362,3.76,,,1.41,1.36,0.0368,win,tie,11
2026,17,2026-06-28,Newcastle Knights,Wests Tigers,12,6,6.0,18.0,handicap,model,no_edge,7.5,,,,,,,,,model,11
2026,17,2026-06-28,Newcastle Knights,Wests Tigers,12,6,6.0,18.0,handicap,market,Newcastle Knights,7.5,,,-7.5,-9.5,1.85,1.85,2.0,loss,model,11
2026,17,2026-06-28,Newcastle Knights,Wests Tigers,12,6,6.0,18.0,total,model,over,60.33,,,50.5,49.5,1.9,1.85,-1.0,loss,market,11
2026,17,2026-06-28,Newcastle Knights,Wests Tigers,12,6,6.0,18.0,total,market,under,60.33,,,50.5,49.5,2.06,2.18,1.0,win,market,11
